DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;clase;MES;DPTO;fex_c_2011
4395356;1;5;4;1;1;1;1;1;4;1; ; ;20000000;250000; ;2;1;1;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;5;2; ;1;1;1;4;1;1;2;1;1;1;1;1;01;2;08;76;1250,42620425595
4395357;1;3;1;1;1;1;1;1;4;1; ; ;98;150000; ;2;2;1;1;1;1;1;1;2;2;1;2;1;1;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;4;1;1;2;1;1;1;1;1;01;2;08;76;856,414201595473
4395358;1;5;3;1;1;1;1;1;4;5; ; ; ;150000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;3;6;2; ;1;1;1;4;1;1;2;1;1;1;1;1;01;2;08;76;1305,32329958908
4395359;1;4;2;1;1;1;1;1;5;5; ; ; ;250000; ;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;2;1;1;2;1;1;1;1;1;01;2;08;76;820,334494202207
4395360;1;3;2;1;1;1;1;1;4;4; ; ; ;80000; ;2;2;2;2;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;1;2;1;1;1;1;1;01;2;08;76;820,334494202207
4395361;1;3;2;1;1;1;1;1;4;1; ; ;7000000;300000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;2;1;1;2;1;1;1;1;1;01;2;08;76;645,72498789235
4396201;1;5;2;2;1;1;1;1;4;1; ; ;99;98; ;2;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;2;2; ;1;1;1;4;1;2;2;2;1;2;1;1;01;2;08;76;821,453359837329
4396205;1;4;3;2;1;4;10;1;4;4; ; ; ;350000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;4;4;2; ;1;2;1;2;1;1;2;2;2; ;2; ;01;2;08;76;2540,20118304241
4396206;1;4;2;2;1;4;9;1;4;4; ; ; ;98; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;1;2;1;3;6;2; ;1;1;1;2;1;9;2;2;2; ;2; ;01;2;08;76;3942,36483969861
4396207;1;2;2;2;1;4;3;1;5;4; ; ; ;300000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;1;2;4;2; ;1;1;1;2;1;9;2;2;2; ;2; ;01;2;08;76;3987,63595569101
