DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4391314;1;1;1;70;05;31;48;1; ;2;34;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;79;55;15;1;2;1511;08;05;1089,26074394109
4391315;1;2;1;70;05;2;48;1; ;2;2;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;1;1000000;737717;2; ;96;93;45;1;1;4521;08;05;1174,54448459099
4391321;1;1;1;70;05;2;48;1; ;2;40;4; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737700;2; ;55;53;55;1;1;5529;08;05;1154,84822042336
4391322;1;3;1;70;05;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;45; ; ;1;1; ;08;05;1065,29223762186
4391325;1;2;1;70;05;2;48;3; ;2;2;3; ;1;2;9;COBERTURA; ; ; ; ; ; ; ; ; ;1;1;737700;737700;2; ;54;54;95;1;1;9500;08;05;1075,44157961243
4391327;1;1;1;70;05;48;24;1; ;2;50;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;737700;2; ;54;45;52;1;2;5233;08;05;1261,73852780527
4391327;1;4;1;70;05;48;24;1; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;53;45;52;1;2;5233;08;05;1261,73852780527
4391328;1;2;1;70;05;24;105;4; ;2;108;2; ;9;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;51;53;75;1;2;7512;08;05;1209,28786133549
4391334;1;4;1;70;05;16;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737700; ; ;38; ; ;1;2; ;08;05;1035,50345734515
4391340;1;3;1;70;05;4;48;1; ;2;4;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;1;60000;737717;2; ;33;33;52;1;1;5211;08;05;1391,13853147824
4391341;1;6;1;70;05;32;60;1; ;2;104;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;55;59;18;1;2;1810;08;05;1101,05293872322
4391346;1;3;1;70;05;2;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;450000;2; ;38;97;51;1;1;5125;08;05;1120,79470968145
4391351;1;1;1;70;05;2;48;1; ;2;2;1; ;9;2;9;POR COBERTURA; ; ; ; ; ; ; ; ; ;1;1;737717;800000;2; ;95;95;45;1;1;4521;08;05;1255,14107854593
4391351;1;3;1;70;05;2;48;1; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;58;54;13;1;1;1320;08;05;1255,14107854593
4391365;1;2;1;70;05;4;48;1; ;2;4;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;250000;737717;2; ;73;93;52;1;1;5272;08;05;1089,26074394109
4391369;1;1;1;70;05;84;30;1; ;2;480;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;34;54;95;1;2;9500;08;05;1034,27478950708
4391370;1;1;1;70;05;16;48;3; ;2;16;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;54;54;95;1;2;9500;08;05;1020,45634476829
4391370;1;4;1;70;05;2;48;1; ;2;3;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;800000;2; ;95;95;45;1;1;4521;08;05;1020,45634476829
4391380;1;3;1;70;05;3;48;1; ;2;3;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;1;500000;1000000;2; ;95;95;45;1;1;4522;08;05;1023,02890824683
4391384;1;4;1;70;05;48;48;1; ;2;90;1; ;7;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;734000;2; ;34;45;52;1;2;5239;08;05;1316,41831777241
4391391;1;2;1;70;05;104;48;1; ;2;108;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;19;19;29;1;2;2929;08;05;1209,28786133549
4391392;1;2;1;70;05;2;24;1; ;2;60;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;13;50;55;1;1;5530;08;05;1209,28786133549
4391398;1;2;1;70;05;52;48;1; ;2;52;4; ;1;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;900000;1;2;53;77;15;1;2;1551;08;05;1089,26074394109
4391399;1;1;1;70;05;4;60;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737700;2; ;95;95;45;1;1;4521;08;05;1185,31935501625
4391403;1;2;1;70;05;2;48;3; ;2;192;4; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;54;79;19;1;1;1939;08;05;2297,86625096039
4391406;1;1;1;70;05;36;48;1; ;2;86;2; ;9;2;1; ; ; ; ; ; ; ; ;1;YA ES PENSIONADA; ;2; ;737717;3; ;55;55;75;1;2;7512;08;05;920,116540675385
4391413;1;1;1;70;05;8;48;1; ;2;8;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;737700;2; ;58;58;85;1;1;8511;08;05;1143,73837995741
4391416;1;2;1;70;05;8;48;1; ;2;16;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;54;53;55;1;1;5529;08;05;2483,99207451435
4391425;1;4;1;70;05;24;24;1; ;2;104;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;45;92;17;1;2;1730;08;05;1195,46869700682
4391428;1;3;1;70;05;48;48;1; ;2;96;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1100000;2; ;19;09;63;1;2;6320;08;05;1938,46725309339
4391434;1;4;1;70;05;4;48;1; ;2;52;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;55;54;95;1;1;9500;08;05;1114,87210305189
4391448;1;3;1;70;05;24;48;1; ;2;20;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;53;45;52;1;2;5249;08;05;1166,13140926631
4391456;1;1;1;70;05;28;48;3; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;54;55;15;1;2;1589;08;05;1023,71126256302
4391462;1;2;1;70;05;4;48;1; ;2;8;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;79;54;95;1;1;9500;08;05;1045,34663486884
4391462;1;3;1;70;05;8;48;1; ;2;104;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;97;97;17;1;1;1741;08;05;1045,34663486884
4391472;1;2;1;70;05;2;24;4; ;2;34;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;460000;2; ;54;54;74;1;1;7493;08;05;1195,67252880162
4391475;1;1;1;70;05;144;48;1; ;2;144;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;95;95;45;1;2;4521;08;05;1287,33273684204
4391475;1;3;1;70;05;32;48;2; ;2;32;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;13;53;55;1;2;5529;08;05;1287,33273684204
4391481;1;5;1;70;05;3;48;1; ;2;4;1; ;2;2;9;POR COBERTURA; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;39;32;70;1;1;7020;08;05;686,431261590713
4391490;1;1;1;70;05;15;24;1; ;2;400;1; ;5;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;1200000;3; ;39;33;63;1;2;6340;08;05;1185,31935501625
4391492;1;3;1;70;05;8;48;4; ;2;32;2; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;3000000;1;2;18;13;75;1;1;7513;08;05;1100,32435802658
4391498;1;2;1;70;05;2;48;1; ;2;5;1; ;8;2;4; ; ; ; ; ; ; ; ; ; ;1;1;800000;737717;2; ;45;55;85;1;1;8511;08;05;1260,51057955708
4391500;1;2;1;70;05;1;21;4; ;2;6;5; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;79;79;18;1;1;1810;08;05;1222,20567169373
4391515;1;3;1;70;05;52;48;1; ;2;52;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;1;200000;2000000;2; ;06;06;85;1;2;8513;08;05;1120,2699607796
4391517;1;1;1;70;05;2;48;1; ;2;2;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;1;300000;1200000;2; ;95;95;45;1;1;4530;08;05;2690,16296494601
4391524;1;5;1;70;05;36;48;1; ;2;36;4; ;1;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;1000000;1;1;09;98;60;1;2;6031;08;05;1052,64728347453
4391525;1;1;1;70;05;24;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737700;2; ;95;95;45;1;2;4521;08;05;1088,07830248349
4391555;1;3;1;70;08;4;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;748000; ; ;45; ; ;1;1; ;08;08;575,396897187496
4391558;1;3;1;70;08;32;48;1; ;2;32;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;59;59;85;1;2;8511;08;08;504,932690833463
