DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011;AREA
4394584;1;3;1;70;1;24;48;1; ;2;52;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;32;32;85;1;2;8511;08;70;52,7101506740696;70
4394584;1;4;1;70;1;52;48;1; ;2;104;4; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;32;13;80;1;2;8060;08;70;52,7101506740696;70
4394585;1;3;1;70;1;8;48;1; ;2;9;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;58;58;74;1;1;7492;08;70;105,780931801047;70
4394594;1;3;1;70;1;20;48;1; ;2;98;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;45;41;52;1;2;5237;08;70;114,751894193447;70
4394594;1;4;1;70;1;98;48;1; ;2;98;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;59;59;85;1;2;8512;08;70;114,751894193447;70
4394595;1;2;1;70;1;1;48;1; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;500000;2; ;44;44;52;1;1;5237;08;70;52,7101506740696;70
4394596;1;3;1;70;1;24;48;1; ;2;24;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;33;33;52;1;2;5219;08;70;102,133058995481;70
4394601;1;8;1;70;1;36;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;737717;2; ;13;13;80;1;2;8060;08;70;67,1676188700902;70
4394604;1;1;1;70;1;12;40;4; ;2;12;4; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;95;95;45;1;1;4522;08;70;126,799588329758;70
4394618;1;2;1;70;1;8;48;1; ;2;8;4; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;55;13;80;1;1;8060;08;70;71,2858653818119;70
4394627;1;4;1;70;1;1;48;1; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;32;54;95;1;1;9500;08;70;117,929271579087;70
4394640;1;3;1;70;1;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;59; ; ;1;2; ;08;70;119,812629395715;70
4394643;1;5;1;70;1;1;36;3; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;54;54;95;1;1;9500;08;73;427,556247005263;73
4394645;1;1;1;70;1;4;48;1; ;2;4;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;1200000;2; ;04;21;74;1;1;7499;08;73;259,764959161276;73
4394645;1;2;1;70;1;8;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;45;52;1;1;5262;08;73;259,764959161276;73
4394646;1;1;1;70;1;4;66;4; ;2;4;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;350000;1000000;2; ;99;45;52;1;1;5262;08;73;327,862579922368;73
4394647;1;1;1;70;1;52;84;1; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;62;62;70;1;2;7020;08;73;249,60052481559;73
4394657;1;2;1;70;1;2;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;45; ; ;1;1; ;08;73;329,766551928652;73
4394657;1;3;1;70;1;8;48;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;97; ; ;1;1; ;08;73;329,766551928652;73
4394657;1;5;1;70;1;20;56;1; ;2;20;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;53;53;55;1;2;5521;08;73;329,766551928652;73
4394658;1;3;1;70;1;24;48;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;33;32;51;1;2;5155;08;73;255,060367338856;73
4394663;1;1;1;70;1;4;72;1; ;2;40;1; ;9;2;1; ; ; ; ; ;1; ; ; ; ; ;2; ;1000000;3; ;58;58;74;1;1;7492;08;73;243,516952226446;73
4394674;1;3;1;70;1;25;48;1; ;2;52;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;45;29;1;2;2929;08;73;200,860273572474;73
4394675;1;3;1;70;1;16;40;1; ;2;16;1; ;8;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;39;39;52;1;2;5221;08;73;96,8636803316594;73
4394675;1;4;1;70;1;2;40;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;59; ; ;1;1; ;08;73;96,8636803316594;73
4394682;1;6;1;70;1;1;54;1; ;2;2;1; ;4;2;3; ; ; ; ; ; ; ; ; ; ;1;1;1200000;1200000;2; ;95;95;45;1;1;4521;08;73;206,578384733976;73
4394688;1;2;1;70;1;2;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;70; ; ;1;1; ;08;73;261,495340977698;73
4394693;1;1;1;70;1;28;48;1; ;2;4;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;1;75000;800000;2; ;21;79;18;1;2;1810;08;73;230,072884845757;73
4394704;1;2;1;70;1;96;40;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;780000;2; ;41;41;52;1;2;5237;08;73;387,646335379323;73
4394705;1;2;1;70;1;77;40;4; ;2;106;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;32;31;75;1;2;7512;08;73;297,952029378773;73
4394713;1;3;1;70;1;4;40;1; ;2;4;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;55;54;95;1;1;9500;08;73;162,356691120794;73
4394714;1;3;1;70;1;6;40;1; ;2;6;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;11;11;51;1;1;5137;08;73;191,67933257944;73
4394715;1;2;1;70;1;48;48;4; ;2;48;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;98;98;60;1;2;6031;08;73;250,649865135602;73
4394719;1;2;1;70;1;8;40;4; ;2;8;4; ;9;2;3; ; ; ; ;1;1; ; ; ; ; ;2; ;3500000;2; ;11;11;75;1;1;7512;08;73;212,462794918105;73
4394724;1;4;1;70;1;5;25;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;45; ; ;1;1; ;08;73;276,024960275361;73
4394728;1;3;1;70;1;24;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;59;59;85;1;2;8515;08;73;252,631862270311;73
4394731;1;1;1;70;1;24;54;1; ;2;51;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;3; ;98;39;52;1;2;5241;08;73;267,578913566842;73
4394739;1;1;1;70;1;25;40;1; ;2;64;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;45;45;18;1;2;1810;08;73;339,897847184126;73
4394741;1;3;1;70;1;20;48;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;2300000; ; ;05; ; ;1;2; ;08;73;246,62429368829;73
4394741;1;4;1;70;1;24;48;1; ;2;24;2; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;2400000;2; ;02;32;75;1;2;7512;08;73;246,62429368829;73
4394749;1;2;1;70;1;12;24;1; ;2;10;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;45;53;55;1;1;5521;08;73;288,41968733604;73
4394760;1;1;1;70;1;3;48;4; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;81;81;36;1;1;3611;08;73;249,60052481559;73
4394763;1;3;1;70;1;4;62;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;02; ; ;1;1; ;08;73;258,509136792445;73
4394764;1;2;1;70;1;2;30;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ;53; ; ;1;1; ;08;73;386,812398780637;73
4394775;1;4;1;70;1;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;45; ; ;1;1; ;08;73;228,928226695562;73
4394823;1;3;1;70;1;4;48;1; ;2;12;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;39;83;34;1;1;3430;08;76;1031,19893942687;76
4394824;1;3;1;70;1;4;50;1; ;2;12;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;730000;2; ;85;85;45;1;1;4542;08;76;938,323967962427;76
4394827;1;1;1;70;1;91;48;1; ;2;91;1; ;9;2;1; ; ; ; ; ; ; ; ;1;ES PENSIONADA; ;2; ;2000000;3; ;21;19;36;1;2;3611;08;76;749,459254870889;76
4394843;1;3;1;70;1;3;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;45; ; ;1;1; ;08;76;865,455763965564;76
4394856;1;2;1;70;1;8;48;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;39;53;55;1;1;5530;08;76;769,87083022247;76
4394869;1;3;1;70;1;40;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;45; ; ;1;2; ;08;76;715,814850872392;76
4394873;1;1;1;70;1;2;48;4; ;2;2;4; ;1;2;1; ; ; ; ;1; ; ; ; ; ; ;1;750000;737000;3; ;95;95;45;1;1;4521;08;76;1153,60877567132;76
4394884;1;3;1;70;1;31;50;1; ;2;35;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;39;55;1;2;5511;08;76;1430,56727174523;76
4394886;1;2;1;70;1;2;48;4; ;2;116;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;736000;2; ;53;45;52;1;1;5231;08;76;1141,32782375691;76
4394889;1;3;1;70;1;16;55;1; ;2;52;1; ;4;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;97;97;52;1;2;5241;08;76;884,860857260894;76
4394890;1;2;1;70;1;28;48;1; ;2;28;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;45;45;52;1;2;5239;08;76;943,472777200085;76
4394898;1;1;1;70;1;2;48;1; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;1;4;55;54;95;1;1;9500;08;76;1285,45073634489;76
4394902;1;3;1;70;1;36;40;1; ;2;36;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;85;85;45;1;2;4542;08;76;1097,03516874721;76
4394905;1;2;1;70;1;52;48;1; ;2;8;6; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;59;53;55;1;2;5521;08;76;2539,21056953198;76
4394918;1;2;1;70;1;16;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;45; ; ;1;2; ;08;76;1181,77895453899;76
4394940;1;1;1;70;1;12;72;1; ;2;8;1; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;87;87;51;1;1;5170;08;76;1022,12865173526;76
4394950;1;3;1;70;1;3;60;1; ;2;6;1; ;9;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;45;45;50;1;1;5052;08;76;1313,79777177548;76
4394967;1;2;1;70;1;32;48;1; ;2;35;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;79;79;18;1;2;1810;08;76;988,484247736763;76
4395342;1;2;1;70;1;3;48;1; ;2;6;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;44;44;70;1;1;7010;08;76;1461,27299143182; 
4395354;1;1;1;70;1;8;20;1; ;2;416;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;79;79;18;1;1;1810;08;76;1856,78740564982; 
4395364;1;1;1;70;1;28;24;1; ;2;110;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;55;45;92;1;2;9242;08;05;1099,82427088516;05
4395370;1;2;1;70;1;48;48;1; ;2;192;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;55;55;45;1;2;4522;08;05;1164,65508068684;05
4395375;1;1;1;70;1;259;48;1; ;2;999;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737000;2; ;55;55;52;1;2;5233;08;05;913,5653177965;05
4395394;1;2;1;70;1;52;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;20000;800000;2; ;93;87;45;1;2;4541;08;05;1185,31935501625;05
4395415;1;2;1;70;1;1;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ;13; ; ;1;1; ;08;05;1099,82427088516;05
4395424;1;3;1;70;1;16;48;1; ;2;16;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;58;58;93;1;2;9309;08;05;1250,86883639433;05
4395431;1;3;1;70;1;32;48;1; ;2;32;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;737700;2; ;39;59;55;1;2;5511;08;05;496,122123780106;05
4395432;1;2;1;70;1;4;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;39;45;52;1;1;5224;08;05;973,92005365179;05
4395440;1;4;1;70;1;4;48;1; ;2;10;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;39;55;80;1;1;8011;08;05;1316,41831777241;05
4395443;1;3;1;70;1;2;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;45; ; ;1;1; ;08;05;969,233626546696;05
4395463;1;1;1;70;1;4;40;3; ;2;120;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;54;54;95;1;1;9500;08;08;542,512212452269;08
4395468;1;3;1;70;1;16;48;1; ;2;16;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;21;21;85;1;2;8512;08;13;303,450064720035;13
4395474;1;1;1;70;1;40;48;1; ;2;40;1; ;9;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;737717;2; ;45;45;52;1;2;5233;08;13;320,940184904607;13
4395484;1;4;1;70;1;6;40;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737700; ; ;05; ; ;1;1; ;08;15;85,6618823854619;15
4395486;1;2;1;70;1;48;40;1; ;2;48;4; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;02;02;45;1;2;4530;08;15;121,541805622786;15
4395489;1;2;1;70;1;250;40;4; ;2;250;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;54;54;74;1;2;7493;08;15;87,7060108249046;15
4395496;1;1;1;70;1;32;48;2; ;2;32;4; ;1;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1500000;1;2;21;21;74;1;2;7414;08;15;71,936036978469;15
4395500;1;1;1;70;1;4;48;1; ;2;4;1; ;6;2;7; ; ; ; ; ; ; ; ; ; ;1;1;400000;1000000;2; ;11;32;28;1;1;2811;08;15;134,356930852098;15
4395501;1;1;1;70;1;2;48;4; ;2;2;4; ;1;2;2; ; ; ; ; ;1; ; ; ; ; ;1;10000000;2000000;2; ;02;02;45;1;1;4530;08;15;128,618797172218;15
4395521;1;2;1;70;1;3;48;1; ;2;12;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;02;39;45;1;1;4530;08;15;135,558288071724;15
4395525;1;3;1;70;1;4;36;1; ;2;12;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;525000;2; ;53;53;55;1;1;5521;08;17;153,692500305803;17
4395530;1;6;1;70;1;40;48;1; ;2;40;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;37;93;45;1;2;4552;08;17;141,407745353619;17
4395532;1;1;1;70;1;52;48;1; ;2;52;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;79;79;18;1;2;1810;08;17;170,119814683064;17
4395534;1;2;1;70;1;8;48;1; ;2;8;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;45;45;36;1;1;3614;08;17;197,772024516219;17
4395561;1;2;1;70;1;8;48;1; ;2;8;2; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;97;58;75;1;1;7522;08;17;186,672357566725;17
4395563;1;2;1;70;1;4;48;1; ;2;4;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;39;39;64;1;1;6421;08;17;244,617159067372;17
4395571;1;1;1;70;1;4;24;1; ;2;100;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;53;53;55;1;1;5530;08;17;197,596774187087;17
4395578;1;3;1;70;1;4;72;1; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;112000;737717;2; ;08;45;52;1;1;5243;08;17;172,655366154598;17
4395581;1;3;1;70;1;4;40;1; ;2;4;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;1;737717;737717;2; ;55;55;36;1;1;3699;08;17;279,930831855199;17
4395588;1;3;1;70;1;24;24;1; ;2;52;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;32;06;91;1;2;9199;08;17;232,395678722306;17
4395588;1;5;1;70;1;32;48;1; ;2;32;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;45;57;93;1;2;9302;08;17;232,395678722306;17
4395607;1;4;1;70;1;5;40;1; ;2;8;1; ;6;2;4; ; ; ; ;1; ; ; ; ; ; ;2; ;1000000;2; ;02;02;15;1;1;1530;08;18;40,7821243523327;18
4395612;1;2;1;70;1;32;48;1; ;2;28;1; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;84;45;52;1;2;5241;08;19;96,7486569568705;19
4395620;1;1;1;70;1;12;48;1; ;2;12;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1300000;2; ;59;37;55;1;1;5529;08;19;133,61535276901;19
4395647;1;1;1;70;1;24;48;1; ;2;48;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737000;2; ;07;07;85;1;2;8513;08;19;96,7486569568705;19
4395654;1;2;1;70;1;15;40;5; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;21; ; ;1;2; ;08;23;190,738425528145;23
4395666;1;1;1;70;1;52;40;2; ;2;52;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;55;37;75;1;2;7512;08;27;43,8703717492003;27
4395673;1;3;1;70;1;5;60;4; ;2;5;4; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;95;71;13;1;1;1320;08;27;89,7821821256962;27
4395676;1;5;1;70;1;4;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;45; ; ;1;1; ;08;27;94,3755039782353;27
4395677;1;1;1;70;1;34;48;1; ;2;34;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;45;56;13;1;2;1320;08;27;30,8187234042565;27
4395682;1;1;1;70;1;2;48;1; ;2;2;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;500000;2; ;55;55;80;1;1;8011;08;44;105,85354296596;44
4395686;1;2;1;70;1;4;48;1; ;2;20;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;08;39;75;1;1;7513;08;44;69,4866661912517;44
4395690;1;2;1;70;1;12;40;1; ;2;52;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;13;13;80;1;1;8043;08;47;89,9241588698152;47
4395704;1;2;1;70;1;12;48;1; ;2;24;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;39;39;85;1;1;8512;08;47;265,150824006114;47
4395708;1;2;1;70;1;104;24;1; ;2;104;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;33;32;64;1;2;6421;08;50;181,186751605048;50
4395708;1;3;1;70;1;104;40;1; ;2;208;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;39;39;50;1;2;5030;08;50;181,186751605048;50
4395712;1;1;1;70;1;13;40;1; ;2;13;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;737000;2; ;32;32;45;1;1;4530;08;50;317,505973084811;50
4395714;1;2;1;70;1;26;48;1; ;2;26;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737000;2; ;95;95;45;1;2;4521;08;50;138,117885066218;50
4395719;1;1;1;70;1;13;48;1; ;2;13;1; ;8;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;830000;2; ;95;95;45;1;1;4521;08;50;270,946924392175;50
4395719;1;2;1;70;1;26;48;3; ;2;26;1; ;7;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;54;55;74;1;2;7492;08;50;270,946924392175;50
4395731;1;2;1;70;1;2;14;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;747000;2; ;45;45;52;1;1;5221;08;50;221,852925065638;50
4395733;1;3;1;70;1;17;48;1; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;830000;2; ;95;99;14;1;2;1411;08;50;359,555041176155;50
4395750;1;4;1;70;1;4;50;1; ;2;4;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;1;737717;737717;2; ;60;62;01;1;1;0121;08;52;180,618480164649;52
4395771;1;2;1;70;1;208;30;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;45;97;52;1;2;5211;08;52;298,921489173123;52
4395774;1;2;1;70;1;57;40;1; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;45;32;80;1;2;8041;08;52;224,253228354949;52
4395782;3;1;3;70;1;2;30;1; ;2;2;1; ;3;2;9;CARNET SUBSIDIADO DE OTRO MUNICIPIO; ; ; ; ; ; ; ; ; ;1;1;300000;300000;2; ;53;32;80;1;1;8060;08;52;130,605755359345;52
4395786;1;1;1;70;1;38;54;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;53;53;55;1;2;5521;08;52;276,552999764676;52
4395810;1;1;1;70;1;3;50;1; ;2;3;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;1;400000;750000;2; ;97;61;01;1;1;0140;08;54;209,394618680351;54
4395810;1;3;1;70;1;3;50;1; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;55;45;52;1;1;5261;08;54;209,394618680351;54
4395814;1;1;1;70;1;24;48;1; ;2;24;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;39;94;36;1;2;3694;08;63;133,452453218247;63
4395817;1;2;1;70;1;14;48;2; ;2;10;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;58;93;45;1;2;4521;08;63;117,55759620811;63
4395822;1;3;1;70;1;24;40;1; ;2;28;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;97;97;19;1;2;1929;08;63;179,236545165787;63
4395824;1;1;1;70;1;8;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;59;59;85;1;1;8532;08;63;178,32686845718;63
4395826;1;3;1;70;1;8;24;1; ;2;52;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737700;2; ;45;45;52;1;1;5233;08;63;113,926664989545;63
4395836;1;1;1;70;1;26;48;1; ;2;26;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;03;03;45;1;2;4521;08;63;148,24197844795;63
4395837;1;3;1;70;1;8;48;1; ;2;8;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;737700;2; ;77;03;01;1;1;0123;08;63;121,678993972666;63
4395846;1;3;1;70;1;4;40;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;39;39;80;1;1;8060;08;63;102,940079870509;63
4395858;1;1;1;70;1;2;50;1; ;2;3;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;2000000;737700;2; ;95;95;45;1;1;4521;08;63;217,673256388748;63
4395858;1;2;1;70;1;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;737700;2; ;58;93;45;1;1;4521;08;63;217,673256388748;63
4395870;1;2;1;70;1;30;60;4; ;2;32;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;45;45;52;1;2;5262;08;63;137,511215151563;63
4395878;1;1;1;70;1;2;48;8; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;300000;2; ;61;58;74;1;1;7492;08;63;148,24197844795;63
4395886;1;1;1;70;1;16;48;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;737717;2; ;53;53;55;1;2;5521;08;66;295,139313069023;66
4395891;1;1;1;70;1;24;40;1; ;2;32;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;79;97;36;1;2;3699;08;66;284,15471276645;66
4395894;1;2;1;70;1;48;40;1; ;2;48;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;53;17;74;1;2;7499;08;66;207,487420508732;66
4395896;1;1;1;70;1;3;60;1; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;58;59;93;1;1;9309;08;66;354,533208533903;66
4395900;1;3;1;70;1;4;48;1; ;2;8;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;45;45;52;1;1;5233;08;66;350,272059966572;66
4395906;1;2;1;70;1;26;48;1; ;2;48;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;45;32;80;1;2;8060;08;66;315,590429150068;66
4395907;1;2;1;70;1;2;48;1; ;2;2;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;737717;737717;2; ;45;45;52;1;1;5241;08;66;293,940979587947;66
