DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011;AREA
4400924;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;737717;2;1;08;05;1083,38364410212;05
4400925;1;1;1;80;1;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ;98;3;1;08;05;1185,31935501625;05
4400925;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;05;1185,31935501625;05
4400929;1;1;1;80;1;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ;737717;3;1;08;05;1046,77841491183;05
4400929;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;08;05;1046,77841491183;05
4400929;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;05;1046,77841491183;05
4400929;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;05;1046,77841491183;05
4400930;1;1;1;80;1;1;3;5; ;2; ; ;10; ;3; ;2; ;1;24;737717;3;1;08;05;1120,74097161459;05
4400931;1;1;1;80;1;1;3;8; ;2; ; ;9; ;2; ;2; ; ; ;737700;2;1;08;05;1119,56676143325;05
4400932;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;99;3;1;08;05;1174,75582807219;05
4400933;1;2;1;80;1;1;1;7; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;08;05;1200,16335538819;05
4400934;1;2;1;80;1;2; ; ; ; ;1;2;5; ;2; ;2; ; ; ;737717;2;1;08;05;1114,87210305189;05
4400934;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;08;05;1114,87210305189;05
4400935;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;360000;2;1;08;05;920,116540675385;05
4400937;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;08;05;1234,42820961129;05
4400937;1;3;1;80;1;1;2;2; ;2; ; ;2; ;2; ;2; ;2; ;98;2;1;08;05;1234,42820961129;05
4400938;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;05;1083,38364410212;05
4400939;1;2;1;80;1;1;3;4; ;1; ;3;4; ;2; ;2; ; ; ;737717;2;1;08;05;1320,39430457738;05
4400944;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;08;05;903,001790852435;05
4400944;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;08;05;903,001790852435;05
4400945;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;05;1148,9331254802;05
4400946;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;737000; ;1;08;05;973,92005365179;05
4400947;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;05;1075,44157961243;05
4400950;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;08;05;1443,54297156757;05
4400951;1;1;1;80;1;1;2;7; ;1; ;2;9; ;2; ;2; ; ; ;737717;2;1;08;05;1049,32262167381;05
4400953;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;737717;2;1;08;05;1055,19149023651;05
4400956;1;2;1;80;1;1;4;3; ;2; ; ;4; ;2; ;2; ;1;48;737717;2;1;08;05;1179,95057359497;05
4400956;1;4;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;2; ;560000;2;1;08;05;1179,95057359497;05
4400958;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;08;05;963,356526707725;05
4400960;1;3;1;80;1;2; ; ; ; ;1;1;8; ;2; ;2; ; ; ;98;2;1;08;05;994,844985657492;05
4400960;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;08;05;994,844985657492;05
4400963;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;24;737717;2;1;08;05;853,892936257395;05
4400963;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;08;05;853,892936257395;05
4400964;1;2;1;80;1;1;1;6; ;2; ; ;4; ;2; ;2; ;2; ;737717;2;1;08;05;1034,78310792477;05
4400964;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;24;737717; ;1;08;05;1034,78310792477;05
4400964;1;5;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;24;737717;2;1;08;05;1034,78310792477;05
4400965;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;05;1089,26074394109;05
4400967;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;08;05;973,92005365179;05
4400968;1;1;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ;1200000;2;1;08;05;1088,07830248349;05
4400971;1;2;1;80;1;1;1;9;DIFICULTADES DEL MERCADO;2; ; ;5; ;2; ;2; ;1;40;737000;2;1;08;05;1148,9331254802;05
4400971;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;05;1148,9331254802;05
4400985;1;3;1;80;1;1;1;9;POR QUE VA A ESTUDIAR FUERA DEL PAIS;2; ; ;12;POR QUE SE VA DE VIAJE EN SEPTIEMPRE POR ESTUDIO;1; ;1;1100000; ; ;2500000;2;1;08;05;1060,59757924049;05
4400985;1;4;1;80;1;1;1;2; ;2; ; ;2; ;1; ;2; ; ; ;737700;2;1;08;05;1060,59757924049;05
4400986;1;2;1;80;1;1;4;9;PARA SERVIRLE A JEHOVA;2; ; ;12;PARA SERVIRLE A JEHOVA;2; ;2; ;1;6;737700;2;1;08;05;1185,31935501625;05
4401007;1;2;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;2; ;750000;2;1;08;08;759,850160983666;08
4401007;1;4;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;730000;2;1;08;08;759,850160983666;08
4401008;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;98;3;1;08;08;564,6594029301;08
4401008;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;98;3;1;08;08;564,6594029301;08
4401009;1;2;1;80;1;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ;98;3;1;08;08;515,544470823033;08
4401009;1;3;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;2; ;737717;2;1;08;08;515,544470823033;08
4401010;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;400000; ;1;08;08;588,127400543007;08
4401011;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;2500000;3;1;08;08;477,035442638345;08
4401011;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;730000;2;1;08;08;477,035442638345;08
4401011;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;477,035442638345;08
4401014;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;08;632,408046199327;08
4401014;1;2;1;80;1;1;4;1; ;2; ; ;8; ;2; ;2; ; ; ;1000000;2;1;08;08;632,408046199327;08
4401015;1;2;1;80;1;1;4;7; ;2; ; ;8; ;2; ;2; ; ; ;98;2;1;08;08;693,058388794655;08
4401016;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;483,45182625148;08
4401017;1;1;1;80;1;1;4;7; ;2; ; ;8; ;3; ;2; ;1;50;1000000;3;1;08;08;626,82170016851;08
4401017;1;4;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;24;367000;2;1;08;08;626,82170016851;08
4401017;1;5;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;2; ;737717;2;1;08;08;626,82170016851;08
4401019;1;2;1;80;1;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ;1200000;2;1;08;08;564,6594029301;08
4401020;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;800000;2;1;08;08;577,668770642799;08
4401020;1;4;1;80;1;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ;750000;2;1;08;08;577,668770642799;08
4401021;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;08;543,310128683134;08
4401022;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;08;839,562951443082;08
4401022;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;08;839,562951443082;08
4401022;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;08;839,562951443082;08
4401023;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;08;08;711,010182896051;08
4401024;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;98;2;1;08;08;609,476674789973;08
4401026;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;98;2;1;08;08;645,828325847753;08
4401027;1;2;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;2; ;737717;2;1;08;08;637,802659687018;08
4401029;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;575,364119493721;08
4401032;1;2;1;80;1;1;1;9;CAMBIO DE CIUDAD;2; ; ;3; ;2; ;2; ;2; ;737714;2;1;08;08;675,898634856933;08
4401033;1;3;1;80;1;1;2;8; ;2; ; ;2; ;1; ;2; ;1;24;900000;2;1;08;08;633,200086363001;08
4401033;1;4;1;80;1;1;1;2; ;1; ;1;2; ;2; ;2; ;2; ;740000;2;1;08;08;633,200086363001;08
4401034;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;750000;2;1;08;08;643,943456687588;08
4401035;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;98;3;1;08;08;515,544470823033;08
4401037;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;48;748000;3;1;08;08;615,248292261605;08
4401038;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;08;480,942363602256;08
4401038;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;08;480,942363602256;08
4401038;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;480,942363602256;08
4401040;1;1;1;80;1;1;4;7; ;2; ; ;8; ;2; ;2; ; ; ;98;2;1;08;08;537,131334263919;08
4401041;1;1;1;80;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;08;661,448069508589;08
4401042;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;1400000;3;1;08;08;584,085154255934;08
4401042;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;800000;2;1;08;08;584,085154255934;08
4401042;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;700000;2;1;08;08;584,085154255934;08
4401044;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;08;578,924442532014;08
4401044;1;9;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;2; ;98;2;1;08;08;578,924442532014;08
4401044;1;10;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;578,924442532014;08
4401046;1;1;1;80;1;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ;98;3;1;08;08;564,6594029301;08
4401046;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;1000000;2;1;08;08;564,6594029301;08
4401047;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ;1200000;2;1;08;08;609,476674789973;08
4401048;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;2; ;800000;2;1;08;08;625,62660730126;08
4401048;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;700000; ;1;08;08;625,62660730126;08
4401048;1;6;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;700000; ;1;08;08;625,62660730126;08
4401049;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;900000;2;1;08;08;603,162555047597;08
4401050;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;08;08;583,530703286181;08
4401051;1;1;1;80;1;1;4;9;SE PENSIONO EN EL EXTERIOR;2; ; ;8; ;2; ;2; ; ; ;98;2;1;08;08;537,131334263919;08
4401052;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;1500000; ;1;08;08;583,530703286181;08
4401053;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;08;517,256017241392;08
4401053;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;517,256017241392;08
4401056;1;3;1;80;1;1;4;2; ;2; ; ;2; ;2; ;2; ; ; ;730000;2;1;08;08;557,867963720836;08
4401057;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;700000;2;1;08;08;623,136684711366;08
4401058;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;800000;2;1;08;08;506,887702512934;08
4401061;1;2;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ;700000;2;1;08;08;564,589260410794;08
4401062;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;08;507,204564288767;08
4401062;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;507,204564288767;08
4401062;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;507,204564288767;08
4401063;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;626,783702749866;08
4401064;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;465,869211679022;08
4401064;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;465,869211679022;08
4401065;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;24;98;2;1;08;08;583,222971572955;08
4401065;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;583,222971572955;08
4401065;1;6;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;400000;2;1;08;08;583,222971572955;08
4401067;1;1;1;80;1;1;4;9;PROBLEMAS DE ORDEN PUBLICO;2; ; ;8; ;2; ;2; ; ; ;730000;2;1;08;08;751,384540181574;08
4401068;1;5;1;80;1;1;1;7; ;2; ; ;9; ;2; ;1;20000;1;48;780000;2;1;08;08;638,357110656772;08
4401068;1;7;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;638,357110656772;08
4401069;1;2;1;80;1;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;08;08;622,985554317019;08
4401069;1;4;1;80;1;1;3;5; ;2; ; ;4; ;3; ;2; ; ; ;98;3;1;08;08;622,985554317019;08
4401069;1;5;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;99;2;1;08;08;622,985554317019;08
4401070;1;1;1;80;1;1;4;9;EDAD;2; ; ;8; ;2; ;2; ; ; ;740000;2;1;08;08;558,752460135306;08
4401070;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;800000;2;1;08;08;558,752460135306;08
4401070;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;98;2;1;08;08;558,752460135306;08
4401070;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;558,752460135306;08
4401072;1;2;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;08;08;612,617239588561;08
4401073;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;600000;2;1;08;08;562,181429039215;08
4401073;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;600000; ;1;08;08;562,181429039215;08
4401074;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;48;300000;2;1;08;08;568,458183956061;08
4401075;1;1;1;80;1;1;4;6; ;2; ; ;1; ;2; ;2; ; ; ;98;2;1;08;08;434,234630273655;08
4401075;1;2;1;80;1;2; ; ; ; ;1;1;12;VUELTAS PARA ESTUDIAR;2; ;2; ;1;48;400000;2;1;08;08;434,234630273655;08
4401075;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;434,234630273655;08
4401076;1;2;1;80;1;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;08;957,593622579179;08
4401077;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;08;632,96249716908;08
4401077;1;4;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;730000;2;1;08;08;632,96249716908;08
4401077;1;5;1;80;1;1;2;4; ;2; ; ;4; ;2; ;2; ;2; ;800000;2;1;08;08;632,96249716908;08
4401078;1;6;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;572,136227101813;08
4401078;1;10;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;572,136227101813;08
4401078;1;14;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;08;572,136227101813;08
4401080;1;1;1;80;1;1;4;6; ;2; ; ;9; ;2; ;2; ;1;48;700000;2;1;08;08;732,121867949096;08
4401080;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;732,121867949096;08
4401080;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;08;732,121867949096;08
4401081;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ;500000;2;1;08;08;652,837814191608;08
4401083;1;7;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;700000;2;1;08;08;460,784730993023;08
4401084;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;551,335794843869;08
4401085;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;24;370000;2;1;08;08;565,213853899853;08
4401085;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;565,213853899853;08
4401085;1;5;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;08;565,213853899853;08
4401087;1;2;1;80;1;1;3;6; ;2; ; ;9; ;2; ;2; ;2; ;98;2;1;08;08;455,500896950564;08
4401088;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;472,183331421398;08
4401090;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;700000;2;1;08;08;611,748548245276;08
4401090;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;611,748548245276;08
4401091;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;08;08;564,6594029301;08
4401092;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;08;344,44756905766;08
4401092;1;5;1;80;1;1;1;6; ;2; ; ;2; ;2; ;2; ;2; ;700000;2;1;08;08;344,44756905766;08
4401092;1;8;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;08;344,44756905766;08
4401092;1;9;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;300000; ;1;08;08;344,44756905766;08
4401093;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;465,948484260934;08
4401093;1;4;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;730000;2;1;08;08;465,948484260934;08
4401093;1;6;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;465,948484260934;08
4401093;1;7;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;465,948484260934;08
4401094;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;800000;2;1;08;08;714,962114011374;08
4401095;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;790000;2;1;08;08;693,058388794655;08
4401096;1;2;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ;1;48;737717;2;1;08;08;654,549360609967;08
4401098;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;800000;2;1;08;08;605,4344285029;08
4401098;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;600000;2;1;08;08;605,4344285029;08
4401100;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;08;08;552,336076522171;08
4401101;1;2;1;80;1;1;2;2; ;2; ; ;2; ;2; ;2; ;2; ;1200000;2;1;08;08;499,85867410975;08
4401101;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;800000;2;1;08;08;499,85867410975;08
4401103;1;1;1;80;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ;737717;2;1;08;08;710,366049347662;08
4401103;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;2500000;3;1;08;08;710,366049347662;08
4401103;1;4;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;2; ;600000;2;1;08;08;710,366049347662;08
4401104;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;700000;2;1;08;08;517,256017241392;08
4401107;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;08;08;590,39927399831;08
4401107;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;800000;2;1;08;08;590,39927399831;08
4401108;1;1;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;08;08;564,6594029301;08
4401109;1;2;1;80;1;1;1;6; ;2; ; ;9; ;2; ;2; ;1;48;737717;2;1;08;08;549,993427954448;08
4401110;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;551,775749485226;08
4401112;1;3;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;2; ;98;2;1;08;08;633,200086363001;08
4401112;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;98;2;1;08;08;633,200086363001;08
4401113;1;2;1;80;1;1;4;3; ;2; ; ;2; ;2; ;2; ; ; ;98;2;1;08;08;624,511829294563;08
4401114;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;15;780000;2;1;08;08;605,4344285029;08
4401114;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;780000;2;1;08;08;605,4344285029;08
4401115;1;2;1;80;1;1;1;3; ;2; ; ;9; ;1; ;2; ;2; ;750000;2;1;08;08;654,549360609967;08
4401115;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;08;654,549360609967;08
4401119;1;1;1;80;1;1;4;3; ;2; ; ;4; ;2; ;2; ;1;48;600000;2;1;08;08;585,177983252425;08
4401119;1;2;1;80;1;1;4;8; ;1; ;2;9; ;2; ;2; ;1;24;650000;2;1;08;08;585,177983252425;08
4401120;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;98;2;1;08;08;498,384716885311;08
4401121;1;1;1;80;1;1;4;5; ;2; ; ;4; ;3; ;2; ; ; ;98;3;1;08;08;517,294014660036;08
4401121;1;2;1;80;1;1;4;7; ;1; ;4;9; ;1; ;2; ;1;48;800000;2;1;08;08;517,294014660036;08
4401121;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;700000;2;1;08;08;517,294014660036;08
4401121;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;08;517,294014660036;08
4401123;1;2;1;80;1;1;2;6; ;2; ; ;5; ;2; ;2; ;1;40;800000;2;1;08;08;603,162555047597;08
4401123;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;08;603,162555047597;08
4401125;1;3;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ;600000;2;1;08;08;564,82311461657;08
4401126;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;737717;2;1;08;08;557,71695471052;08
4401126;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;08;557,71695471052;08
4401126;1;3;1;80;1;1;4;8; ;2; ; ;9; ;2; ;2; ;2; ;98;2;1;08;08;557,71695471052;08
4401126;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;737717;2;1;08;08;557,71695471052;08
4401126;1;8;1;80;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;08;557,71695471052;08
4401129;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;08;517,256017241392;08
4401129;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;08;517,256017241392;08
4401130;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;2; ;98;2;1;08;08;458,250722465869;08
4401130;1;4;1;80;1;1;2;8; ;2; ; ;2; ;2; ;2; ;1;24;737717;2;1;08;08;458,250722465869;08
4401131;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;08;504,932690833463;08
4401133;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;800000;2;1;08;08;446,997911322941;08
4401135;1;1;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ;98;2;1;08;08;519,380616674524;08
4401135;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;08;519,380616674524;08
4401136;1;1;1;80;1;1;3;2; ;2; ; ;9; ;2; ;2; ;1;10;737000;2;1;08;08;461,81501669294;08
4401138;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737000;2;1;08;08;562,63361613821;08
4401138;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;737000; ;1;08;08;562,63361613821;08
4401139;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;08;393,931048100551;08
4401139;1;4;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ;2; ;737717;2;1;08;08;393,931048100551;08
4401141;1;2;1;80;1;1;4;3; ;2; ; ;9; ;1; ;2; ;2; ;800000;2;1;08;08;632,96249716908;08
