DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;DPTO;fex_c_2011
4403857;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;1759,14899261154
4403861;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;52;873,023794788678
4403861;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;873,023794788678
4403861;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;52;873,023794788678
4403861;1;6;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;52;873,023794788678
4403862;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;52;1742,59655543618
4403863;1;1;1;80;2;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ;98;2;1;52;1143,7556902594
4403863;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;52;1143,7556902594
4403864;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;1756,22071155292
4403887;1;3;1;80;2;1;4;3; ;2; ; ;9; ;2; ;1;100000; ; ;500000;2;1;52;1180,63726744869
4403888;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;2297,5809310166
4403890;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;52;2151,09846454031
4403892;1;1;1;80;2;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;52;1526,4563079878
4403894;1;3;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ;500000;2;1;52;2113,50260116495
4403896;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;1708,91318781537
4403897;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;1152,81531039122
4403898;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;2; ;98;2;1;52;1400,22854903825
4403899;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;2672,12774790275
4403906;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;885,724971960603
4403906;1;3;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;52;885,724971960603
4403907;1;2;1;80;2;1;1;2; ;2; ; ;2; ; ; ;2; ; ; ;300000; ;1;52;2050,42051694225
4403908;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;2406,85703713311
4403910;1;2;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ;200000;2;1;52;1463,31063326096
4403912;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ;300000;2;1;52;1782,86557626252
4403912;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;52;1782,86557626252
4403913;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;52;873,023794788678
4403913;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;52;873,023794788678
4403915;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;52;1759,14899261154
4403916;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;1475,10700134789
4403917;1;2;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ;700000;2;1;52;1180,63726744869
4403918;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;52;1772,50322021841
4403919;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;52;873,023794788678
4403921;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;52;3212,38747433762
4403922;1;1;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;52;1143,7556902594
4403923;1;4;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ;2; ;300000;2;1;52;1449,95640565409
4403924;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;52;1489,5747307985
4403925;1;3;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;52;921,493047306158
4403925;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;921,493047306158
4403927;1;2;1;80;2;1;1;8; ;2; ; ;9; ;2; ;2; ;1;48;200000;2;1;52;2411,61310622153
4403927;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;2411,61310622153
4403928;1;1;1;80;2;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;52;873,023794788678
4403928;1;2;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;52;873,023794788678
4403929;1;1;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;98;2;1;52;1793,94765816339
4403929;1;4;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;52;1793,94765816339
4403931;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;52;1772,50322021841
4403961;1;3;1;80;2;1;1;2; ;2; ; ;2; ; ; ;2; ; ; ;98; ;1;52;2287,4123164686
4403962;1;3;1;80;2;1;1;2; ;2; ; ;2; ; ; ;2; ; ; ;98; ;1;52;3531,69221606856
4403963;1;2;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ;200000;2;1;52;4030,90389112351
4403963;1;3;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ;98;2;1;52;4030,90389112351
4403965;1;2;1;80;2;1;1;1; ;2; ; ;1; ;1; ;1;737717;1;40;737717;2;1;52;2287,4123164686
4403969;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;52;3110,85899721997
4403969;1;2;1;80;2;1;1;6; ;2; ; ;1; ;2; ;1;150000;1;30;250000;2;1;52;3110,85899721997
4403974;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;1;80000;1;40;737717;2;1;52;1320,75427626695
4403976;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ;300000;2;1;52;3547,46511203076
4403977;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;52;1730,33109513403
4403978;1;2;1;80;2;1;1;4; ;2; ; ;4; ;2; ;1;400000;2; ;98;2;1;52;1803,97353737585
4403980;1;1;1;80;2;1;1;4; ;2; ; ;4; ;2; ;1;300000; ; ;99;2;1;52;3123,86672358326
4403981;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;52;3979,53763819245
4403985;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;3157,7755189966
4403986;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;52;2213,76987422677
4403988;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;20;737717;2;1;52;2287,4123164686
4403989;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;2; ;98;2;1;52;2247,00642301347
4403989;1;4;1;80;2;1;1;2; ;2; ; ;2; ; ; ;2; ; ; ;100000; ;1;52;2247,00642301347
4403989;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;2247,00642301347
4403991;1;2;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ;98;2;1;52;1730,33109513403
4403995;1;4;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;1;40;737717;2;1;52;2770,85109556135
4404000;1;2;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ;1;40;800000;2;1;52;3101,97921530018
4404001;1;3;1;80;2;1;1;2; ;2; ; ;2; ; ; ;1;300000; ; ;500000; ;1;52;3994,92804843374
4404001;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;3994,92804843374
4404008;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;52;4908,46231401578
4404010;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;52;2697,30485623033
4404013;1;1;1;80;2;1;2;5; ;2; ; ;10; ;3; ;2; ; ; ;99;3;1;66;1230,0016367387
4404013;1;2;1;80;2;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ;99;2;1;66;1230,0016367387
4404014;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;66;958,988657433584
4404016;1;1;1;80;2;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ;99;2;1;66;1582,65965477266
4404019;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;737717;2;1;66;1508,08340477623
4404020;1;1;1;80;2;1;1;3; ;2; ; ;11; ;2; ;2; ; ; ;99;2;1;66;2541,7112302083
4404020;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;66;2541,7112302083
4404020;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;66;2541,7112302083
4404023;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;2; ;99;2;1;66;1440,64848513666
4404024;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;66;2192,42729727928
4404025;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ;737717;2;1;66;2383,5494498062
4404027;1;1;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ;99;2;1;66;1230,0016367387
4404027;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;99;2;1;66;1230,0016367387
4404028;1;3;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ;1;20;200000;2;1;66;1656,73130691821
4404029;1;4;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ;737717;2;1;66;783,044106406567
4404031;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;66;2192,42729727928
4404032;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;2; ;99; ;1;66;1522,91185981812
4404034;1;3;1;80;2;1;4;9;SUS HIJOS LE COLABORAN;2; ; ;4; ;2; ;2; ; ; ;99;2;1;66;1345,40789533922
4404035;1;2;1;80;2;1;4;7; ;2; ; ;8; ;2; ;2; ; ; ;99;2;1;66;1246,57307869823
4404035;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;99;2;1;66;1246,57307869823
4404036;1;4;1;80;2;1;4;5; ;2; ; ;4; ;3; ;2; ;2; ;737717;3;1;66;783,044106406567
4404037;1;1;1;80;2;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ;99;3;1;66;1407,5056012176
4404042;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;99;2;1;66;1230,0016367387
4404045;1;1;1;80;2;1;2;4; ;2; ; ;8; ;2; ;2; ; ; ;99;2;1;66;1230,0016367387
4404045;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;66;1230,0016367387
4404046;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;737717;2;1;66;1522,91185981812
4404046;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;66;1522,91185981812
4404047;1;1;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ;2; ;800000;2;1;66;783,044106406567
4404047;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;99;2;1;66;783,044106406567
4404047;1;5;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ;2; ;800000;2;1;66;783,044106406567
4404047;1;6;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;800000;2;1;66;783,044106406567
4404047;1;7;1;80;2;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ;99;2;1;66;783,044106406567
4404048;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;66;2055,23376507425
4404048;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;66;2055,23376507425
4404051;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;66;1834,45470246355
4404053;1;1;1;80;2;1;2;7; ;2; ; ;8; ;2; ;2; ; ; ;737717;2;1;66;1445,46612256763
4404053;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;66;1445,46612256763
4404078;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;1200000;2;1;70;1719,4279443682
4404079;1;1;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ;2; ;98;2;1;70;1239,71265333905
4404079;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;70;1239,71265333905
4404081;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;700000;2;1;70;1610,85600714969
4404082;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;70;1239,93680072198
4404082;1;3;1;80;2;1;1;6; ;2; ; ;1; ;2; ;2; ;1;48;600000;2;1;70;1239,93680072198
4404083;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;70;1273,14151286861
4404083;1;6;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;800000;2;1;70;1273,14151286861
4404084;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;70;1072,68296607406
4404084;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ;1;45;200000;2;1;70;1072,68296607406
4404084;1;3;1;80;2;1;4;4; ;2; ; ;1; ;2; ;2; ;1;44;300000;2;1;70;1072,68296607406
4404085;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;400000;2;1;70;1787,28414958218
4404136;1;2;1;80;2;1;2;6; ;2; ; ;1; ;2; ;2; ;1;42;300000;2;1;70;1591,92913385115
4404137;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;300000;2;1;70;2331,72529119853
4404137;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;737717;2;1;70;2331,72529119853
4404137;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;737717;2;1;70;2331,72529119853
4404138;1;1;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ;2; ;98;2;1;70;1368,91454592839
4404138;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;400000;2;1;70;1368,91454592839
4404139;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;70;1361,34616180225
4404139;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;1000000;2;1;70;1361,34616180225
4404139;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;700000;2;1;70;1361,34616180225
4404139;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;700000; ;1;70;1361,34616180225
4404140;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;400000;2;1;70;2306,99758745282
4404140;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;600000;2;1;70;2306,99758745282
4404140;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;70;2306,99758745282
4404141;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;700000; ;1;70;1586,12830340398
4404142;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;70;1239,93680072198
4404142;1;3;1;80;2;1;3;9;PARA ATENDER A SU MAMA QUE ESTA ANCIANA;2; ; ;9; ;2; ;2; ;1;25;400000;2;1;70;1239,93680072198
4404144;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;500000;2;1;70;1954,55695955781
4404145;1;4;1;80;2;1;1;6; ;2; ; ;1; ;2; ;2; ;1;40;500000;2;1;70;1271,07695701341
4404146;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ;1;30;400000;2;1;70;2239,52885695447
4404148;1;2;1;80;2;2; ; ; ; ;1;1;2; ;2; ;2; ;1;20;300000;2;1;70;1870,71272608501
4404148;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;70;1870,71272608501
4404148;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;70;1870,71272608501
4404151;1;6;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;400000;2;1;70;2242,7333408349
4404151;1;7;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;200000;2;1;70;2242,7333408349
4404151;1;8;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;70;2242,7333408349
4404153;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ;1;30;400000;2;1;70;2104,32798746777
4404156;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;750000;2;1;70;2047,52834323314
4404161;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;300000;2;1;70;2144,15045497784
4404161;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;70;2144,15045497784
4404162;1;2;1;80;2;1;3;3; ;2; ; ;1; ;2; ;2; ;1;30;300000;2;1;70;1916,2618947886
4404164;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;500000;2;1;70;2331,72529119853
4404164;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;300000; ;1;70;2331,72529119853
4404164;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;70;2331,72529119853
4404164;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;70;2331,72529119853
4404168;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;500000;2;1;70;2891,35039465831
4404170;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;30;600000;2;1;70;2069,96734374072
4404170;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;400000;2;1;70;2069,96734374072
4404171;1;1;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;300000;2;1;70;1907,33070971465
4404171;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;70;1907,33070971465
4404171;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;70;1907,33070971465
4404189;1;1;1;80;2;1;1;3; ;2; ; ;1; ;2; ;2; ;2; ;300000;2;1;70;2096,98375072456
4404189;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;300000; ;1;70;2096,98375072456
4404189;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;70;2096,98375072456
4404190;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;400000;2;1;70;1336,61845805655
4404190;1;4;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ;2; ;600000;2;1;70;1336,61845805655
4404200;1;1;1;80;2;1;1;6; ;2; ; ;9; ;2; ;2; ;2; ;400000;2;1;70;2690,19454848011
4404200;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;70;2690,19454848011
4404201;1;2;1;80;2;1;2;6; ;2; ; ;1; ;2; ;2; ;1;40;400000;2;1;70;1647,47399077934
4404201;1;3;1;80;2;1;1;8; ;2; ; ;1; ;2; ;2; ; ; ;300000;2;1;70;1647,47399077934
4404203;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;500000;2;1;70;2891,35039465831
4404204;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;70;2072,03189959593
4404208;1;1;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ;1;40;600000;2;1;70;1871,10020080065
4404208;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;500000;2;1;70;1871,10020080065
4404208;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;70;1871,10020080065
4404213;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;99;2;1;76;1721,38324161633
4404213;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;76;1721,38324161633
4404213;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;76;1721,38324161633
4404232;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;76;2704,57255062225
4404232;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;76;2704,57255062225
4404243;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;76;1102,81831074565
4404243;1;3;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ;99;2;1;76;1102,81831074565
4404243;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;76;1102,81831074565
4404244;1;1;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;99;3;1;76;821,453359837329
4404244;1;2;1;80;2;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ;3000000;3;1;76;821,453359837329
4404245;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;76;627,011813409601
4404246;1;4;1;80;2;1;1;6; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;76;1519,42835547386
4404247;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;76;1131,22679862855
4404274;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;700000;2;1;76;901,207191636237
4404274;1;2;1;80;2;1;1;3; ;2; ; ;9; ;1;4;2; ;2; ;99;1;1;76;901,207191636237
4404274;1;4;1;80;2;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ;700000;2;1;76;901,207191636237
4404275;1;2;1;80;2;1;4;9;EL MARIDO NO LA DEJO SEGUIR TRABAJANDO;2; ; ;12;EL MARIDO NO LA DEJA TRABAJAR;2; ;2; ;1;48;737717;2;1;76;627,011813409601
4404277;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;76;1085,92080323846
4404278;1;1;1;80;2;1;4;9;VENDIO FINCA AGRICOLA;2; ; ;10; ;3; ;2; ; ; ;99;3;1;76;627,011813409601
4404279;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;76;1472,62639833478
4404425;1;1;1;80;2;2; ; ; ; ;2; ; ;.;3; ;2; ; ; ;99;3;1;15;781,338002552061
4404425;1;2;1;80;2;2; ; ; ; ;1;1;2; ;2; ;2; ;2; ;500000;2;1;15;781,338002552061
4404426;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;15;526,388853552841
4404426;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;15;526,388853552841
4404427;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;15;761,226979390325
4404428;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;15;575,400154547336
4404429;1;2;1;80;2;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;15;656,688163325681
4404430;1;1;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;99;3;1;15;635,305820267344
4404432;1;4;1;80;2;1;1;2; ;2; ; ;2; ;2; ;1;200000; ; ;98;2;1;15;796,769210844677
4404433;1;2;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ;1;10;200000;2;1;15;880,706438223893
4404433;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;15;880,706438223893
4404434;1;1;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;15;326,496965691509
4404434;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;98;2;1;15;326,496965691509
4404435;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;15;810,011129951801
4404435;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;15;810,011129951801
4404551;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;17;2181,01766142414
4404551;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;17;2181,01766142414
4404554;1;2;1;80;2;1;2;7; ;2; ; ;1; ;2; ;2; ; ; ;500000;2;1;17;1091,33590653439
4404554;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;17;1091,33590653439
4404554;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;17;1091,33590653439
4404555;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;17;1703,64531733156
4404555;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;17;1703,64531733156
4404569;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;17;1072,79782810669
4404570;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;17;2299,14118621981
4404570;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;17;2299,14118621981
4404570;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;17;2299,14118621981
4404576;1;2;1;80;2;1;1;8; ;2; ; ;1; ;2; ;2; ; ; ;98;2;1;17;1456,66502509949
4404579;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;700000;2;1;17;1333,06262572081
4404579;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;17;1333,06262572081
4404581;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;737717;2;1;17;1072,79782810669
4404582;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;17;875,972838837136
4404585;1;2;1;80;2;1;1;8; ;2; ; ;1; ;2; ;2; ; ; ;400000;2;1;17;1226,27297323899
4404593;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;17;1550,17017219927
4404593;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;17;1550,17017219927
