DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;CLASE;ESC;MES;DPTO;fex_c_2011
4403965;1;2;1;10;2;2;11;1970;46;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;6;2;3; ;2;13;08;52;2287,4123164686
4403965;1;3;1;10;3;1;10;1995;21;3;6;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;08;52;2287,4123164686
4403967;1;1;1;10;1;1;11;1974;42;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;08;52;2697,30485623033
4403969;1;1;1;10;1;2;1;1938;79;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;52;3110,85899721997
4403969;1;2;1;10;2;2;9;1997;19;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;08;52;3110,85899721997
4403969;1;3;1;10;2;2;10;2014;2;4; ;2; ;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;52;3110,85899721997
4403974;1;1;1;10;1;1;10;1960;56;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;52;1320,75427626695
4403974;1;2;1;10;2;2;8;1972;45;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;08;52;1320,75427626695
4403975;1;1;1;10;1;2;2;1955;62;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;52;2253,50352105526
4403976;1;1;1;10;1;1;11;1979;37;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;08;52;3547,46511203076
4403976;1;2;1;10;2;2;12;1996;20;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;52;3547,46511203076
4403976;1;3;1;10;2;1;8;2016;1;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;52;3547,46511203076
4403977;1;1;1;10;1;1;8;1959;58;1;6;3; ;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;52;1730,33109513403
4403977;1;2;1;10;1;2;12;1935;81;5;5;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;52;1730,33109513403
4403978;1;1;1;10;1;1;7;1990;27;1;1;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;08;52;1803,97353737585
4403978;1;2;1;10;1;2;4;1992;25;2;1;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;08;52;1803,97353737585
4403979;1;1;1;10;1;1;12;1949;67;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;52;2118,33612661267
4403980;1;1;1;10;1;2;1;1946;71;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;52;3123,86672358326
4403980;1;2;1;10;1;1;5;2011;6;3; ;2; ;2; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;08;52;3123,86672358326
4403981;1;1;1;10;1;1;5;1996;21;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;52;3979,53763819245
4403981;1;2;1;10;2;2;7;1987;30;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;08;52;3979,53763819245
4403981;1;3;1;10;2;2;5;2010;7;3; ;2; ;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;08;52;3979,53763819245
4403981;1;4;1;10;2;1;6;2014;3;3; ;2; ;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;52;3979,53763819245
4403982;1;1;1;10;1;1;12;1969;47;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;52;2287,4123164686
4403982;1;2;1;10;2;2;12;1975;41;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;08;52;2287,4123164686
4403982;1;3;1;10;3;1;1;1997;20;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;08;52;2287,4123164686
4403983;1;1;1;10;1;1;5;1983;34;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;52;3544,69994243185
4403983;1;2;1;10;2;2;4;1988;29;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;52;3544,69994243185
4403983;1;3;1;10;2;1;5;2008;9;3; ;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;08;52;3544,69994243185
4403983;1;4;1;10;1;1;6;2016;1;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;52;3544,69994243185
4403984;1;1;1;10;1;2;3;1968;49;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;52;1748,17723367943
4403985;1;1;1;10;1;1;12;1984;32;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;08;52;3157,7755189966
4403985;1;2;1;10;2;2;3;1979;38;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;52;3157,7755189966
4403985;1;3;1;10;2;1;4;2007;10;3;6;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;08;52;3157,7755189966
4403985;1;4;1;10;2;1;9;2016;0;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;52;3157,7755189966
4403986;1;1;1;10;1;1;7;1957;60;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;1;2;4;6; ; ;2;6;08;52;2213,76987422677
4403986;1;2;1;10;2;2;6;1959;58;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;52;2213,76987422677
4403986;1;3;1;10;3;1;4;1997;20;3;6;2; ;1;2; ; ;2;2; ; ; ; ;2;1;2; ;3;4; ; ;2;4;08;52;2213,76987422677
4403987;1;1;1;10;1;1;12;1974;42;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;08;52;3544,69994243185
4403987;1;2;1;10;2;2;8;1978;39;2;2;2; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;08;52;3544,69994243185
4403987;1;3;1;10;2;1;12;2008;8;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;08;52;3544,69994243185
4403987;1;4;1;10;1;1;11;2012;4;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;52;3544,69994243185
4403988;1;1;1;10;1;1;1;1970;47;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;52;2287,4123164686
4403988;1;2;1;10;2;2;2;1973;44;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;52;2287,4123164686
4403988;1;3;1;10;3;1;9;1998;18;3;6;1;1;2; ; ; ;2;1;5; ; ; ;1;1;2; ;3;3; ; ;2;3;08;52;2287,4123164686
4403989;1;1;1;10;1;1;1;1967;50;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;2;2; ;3;1; ; ;2;1;08;52;2247,00642301347
4403989;1;2;1;10;2;2;5;1981;36;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;08;52;2247,00642301347
4403989;1;3;1;10;3;2;5;2000;17;3;6;2; ;1;2; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;08;52;2247,00642301347
4403989;1;4;1;10;4;1;9;2003;13;3;6;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;5; ; ;2;5;08;52;2247,00642301347
4403989;1;5;1;10;2;2;9;2006;10;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;08;52;2247,00642301347
4403990;1;1;1;10;1;1;2;1962;55;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;52;1320,75427626695
4403990;1;2;1;10;2;2;7;1965;52;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;52;1320,75427626695
4403991;1;1;1;10;1;1;7;1935;82;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;52;1730,33109513403
4403991;1;2;1;10;2;2;12;1934;82;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;52;1730,33109513403
4403992;1;1;1;10;1;1;3;1971;46;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;52;1803,97353737585
4403992;1;2;1;10;2;2;10;1969;47;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;52;1803,97353737585
4403993;1;1;1;10;1;1;3;1989;28;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;08;52;4417,82831455876
4403993;1;2;1;10;2;2;8;1998;19;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;08;52;4417,82831455876
4403993;1;3;1;10;2;1;8;2013;3;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;52;4417,82831455876
4403993;1;4;1;10;2;1;12;2016;0;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;52;4417,82831455876
4403994;1;1;1;10;1;1;7;1964;53;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;52;3157,7755189966
4403994;1;2;1;10;2;2;7;1969;48;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;52;3157,7755189966
4403994;1;3;1;10;3;1;6;1996;21;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;52;3157,7755189966
4403994;1;4;1;10;2;1;3;2009;8;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;08;52;3157,7755189966
4403995;1;1;1;10;1;1;1;1991;26;1;6;3; ;1;4; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;08;52;2770,85109556135
4403995;1;2;1;10;2;1;4;1994;23;5;6;3; ;1;4; ; ;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;10;08;52;2770,85109556135
4403995;1;3;1;10;3;1;10;1997;19;5;6;3; ;1;4; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;08;52;2770,85109556135
4403995;1;4;1;10;4;2;3;1968;49;5;5;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;52;2770,85109556135
4403996;1;1;1;10;1;1;4;1962;55;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;08;52;3823,0866889789
4403996;1;2;1;10;2;2;5;1970;47;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;10;08;52;3823,0866889789
4403996;1;3;1;10;3;2;5;1999;18;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;52;3823,0866889789
4403996;1;4;1;10;3;2;10;2016;0;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;52;3823,0866889789
4403996;1;5;1;10;2;1;1;2012;5;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;08;52;3823,0866889789
4403996;1;6;1;10;2;1;6;2008;9;9; ;2; ;2; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;08;52;3823,0866889789
4403997;1;1;1;10;1;1;6;1967;50;1;2;2; ;3; ;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;52;1803,97353737585
4403997;1;2;1;10;2;2;1;1969;48;2;2;2; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;52;1803,97353737585
4403998;1;1;1;10;1;1;3;1994;23;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;52;3986,73285855672
4403998;1;2;1;10;2;2;5;1984;33;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;08;52;3986,73285855672
4403998;1;3;1;10;2;2;3;2012;5;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;08;52;3986,73285855672
4403998;1;4;1;10;2;2;3;2017;0;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;52;3986,73285855672
4403999;1;1;1;10;1;1;12;1978;38;1;6;2; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;08;52;2697,30485623033
4404000;1;1;1;10;1;1;10;1992;24;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;52;3101,97921530018
4404000;1;2;1;10;2;2;11;1989;27;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;08;52;3101,97921530018
4404000;1;3;1;10;2;1;8;2013;3;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;52;3101,97921530018
4404001;1;1;1;10;1;1;11;1974;42;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;52;3994,92804843374
4404001;1;2;1;10;2;2;10;1985;31;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;52;3994,92804843374
4404001;1;3;1;10;3;2;2;2003;14;3;6;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;08;52;3994,92804843374
4404001;1;4;1;10;2;2;5;2004;13;3;6;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;08;52;3994,92804843374
4404001;1;5;1;10;2;1;7;2006;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;08;52;3994,92804843374
4404001;1;6;1;10;2;2;7;2008;9;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;08;52;3994,92804843374
4404001;1;7;1;10;2;1;6;2010;7;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;08;52;3994,92804843374
4404002;1;1;1;10;1;2;1;1946;71;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;52;2736,94230014801
4404002;1;2;1;10;2;1;6;1999;18;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;08;52;2736,94230014801
4404003;1;1;1;10;1;1;2;1957;60;1;4;2; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;52;1730,33109513403
4404003;1;2;1;10;2;2;12;1946;70;5;4;2; ;2; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;52;1730,33109513403
4404004;1;1;1;10;1;1;12;1978;38;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;52;4525,96794134589
4404004;1;2;1;10;2;2;12;1984;32;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;52;4525,96794134589
4404004;1;3;1;10;3;1;1;2004;13;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;08;52;4525,96794134589
4404004;1;4;1;10;2;1;6;2006;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;3;1; ; ;2;1;08;52;4525,96794134589
4404004;1;5;1;10;2;2;8;2007;9;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;08;52;4525,96794134589
4404004;1;6;1;10;2;2;11;2009;7;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;3;1; ; ;2;1;08;52;4525,96794134589
4404005;1;1;1;10;1;1;11;1965;51;1;2;2; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;52;4920,08758514542
4404005;1;2;1;10;2;2;6;1963;54;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;08;52;4920,08758514542
4404005;1;3;1;10;3;1;2;1997;20;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;52;4920,08758514542
4404005;1;4;1;10;2;2;6;2009;8;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;08;52;4920,08758514542
4404005;1;5;1;10;2;2;2;2011;6;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;08;52;4920,08758514542
4404005;1;6;1;10;2;2;1;2014;3;4; ;2; ;2; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;52;4920,08758514542
4404006;1;1;1;10;1;1;12;1979;37;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;52;5272,41862112455
4404006;1;2;1;10;2;2;1;1990;27;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;52;5272,41862112455
4404006;1;3;1;10;2;2;11;2005;11;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;08;52;5272,41862112455
4404006;1;4;1;10;2;1;8;2007;9;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;3;1; ; ;2;1;08;52;5272,41862112455
4404006;1;5;1;10;2;2;7;2009;8;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;08;52;5272,41862112455
4404006;1;6;1;10;2;1;5;2012;5;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;08;52;5272,41862112455
4404006;1;7;1;10;2;1;7;2016;1;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;52;5272,41862112455
4404007;1;1;1;10;1;1;12;1953;63;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;52;2118,33612661267
4404008;1;1;1;10;1;1;11;1980;36;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;52;4908,46231401578
4404008;1;2;1;10;2;2;9;1992;24;2;2;2; ;2; ;1;1;1; ; ;3; ; ;1;1;2; ;3;5; ; ;2;5;08;52;4908,46231401578
4404008;1;3;1;10;2;1;6;2007;10;3;6;3; ;1;2; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;08;52;4908,46231401578
4404008;1;4;1;10;1;1;6;2010;7;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;08;52;4908,46231401578
4404008;1;5;1;10;2;2;6;2012;5;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;52;4908,46231401578
4404009;1;1;1;10;1;1;1;1957;60;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;52;1714,55819917183
4404009;1;2;1;10;2;2;7;1960;57;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;52;1714,55819917183
4404009;1;3;1;10;3;2;4;1991;26;3;4;1;1;1;2; ; ;1; ; ;1;3;98;2;1;2; ;6;3;3; ;2;14;08;52;1714,55819917183
4404009;1;4;1;10;3;2;5;2015;2;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;52;1714,55819917183
4404010;1;1;1;10;1;1;9;1970;46;1;4;2; ;2; ; ; ;1; ; ;3; ; ;1;1;2; ;3;2; ; ;2;2;08;52;2697,30485623033
4404013;1;1;1;10;1;1;10;1950;66;1;3;3; ;3; ;1;2;1; ; ;1;2;88526;2;1;2; ;3;5; ; ;2;5;08;66;1230,0016367387
4404013;1;2;1;10;2;2;11;1947;69;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;3;2; ; ;2;2;08;66;1230,0016367387
4404014;1;1;1;10;1;1;9;1987;29;1;2;2; ;2; ;1;2;1; ; ;1;1;30000;2;1;2; ;5;11;2; ;2;11;08;66;958,988657433584
4404014;1;2;1;10;2;2;5;1991;26;2;2;2; ;2; ;1;1;1; ; ;1;1;30000;2;1;2; ;5;11;2; ;2;11;08;66;958,988657433584
4404014;1;3;1;10;3;2;4;2006;11;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;4;0; ; ;2;5;08;66;958,988657433584
4404015;1;1;1;10;1;2;10;1983;33;1;4;3; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;08;66;1108,05739076899
4404015;1;2;1;10;1;1;1;2011;6;3; ;2; ;1;1; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;08;66;1108,05739076899
4404016;1;1;1;10;1;2;12;1939;77;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;08;66;1582,65965477266
4404017;1;1;1;10;1;1;4;1946;71;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;66;1230,0016367387
4404017;1;2;1;10;2;2;10;1949;67;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;66;1230,0016367387
4404019;1;1;1;10;1;1;7;1963;54;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;66;1508,08340477623
4404019;1;2;1;10;2;2;6;1985;32;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;66;1508,08340477623
4404019;1;3;1;10;1;1;4;2008;9;3; ;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;08;66;1508,08340477623
4404019;1;4;1;10;1;1;8;2015;1;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;66;1508,08340477623
4404020;1;1;1;10;1;2;2;1951;66;1;5;3; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;66;2541,7112302083
4404020;1;2;1;10;2;1;3;2002;15;4;6;2; ;2; ; ; ;1; ; ;1;5; ;2;1;1;1;4;6; ; ;2;6;08;66;2541,7112302083
4404020;1;3;1;10;3;2;3;2000;17;4;2;2; ;2; ;2; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;08;66;2541,7112302083
4404020;1;4;1;10;1;2;6;2015;2;5; ;2; ;1;3; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;66;2541,7112302083
4404021;1;1;1;10;1;1;12;1976;40;1;6;3; ;3; ; ; ;2;1;72; ; ; ;2;1;2; ;3;1; ; ;2;1;08;66;1760,16361925157
4404022;1;1;1;10;1;1;6;1942;75;1;2;3; ;3; ;1;2;1; ; ;1;5; ;2;1;2; ;6;1;2;2;2;12;08;66;1656,73130691821
4404022;1;2;1;10;2;2;1;1955;62;2;2;3; ;3; ;1;1;1; ; ;1;2;88526;2;1;2; ;5;11;2; ;2;11;08;66;1656,73130691821
4404022;1;3;1;10;3;1;1;1993;24;4;6;2; ;2; ; ; ;2;2; ; ; ; ;2;1;2; ;6;2;3; ;2;13;08;66;1656,73130691821
4404023;1;1;1;10;1;2;3;1933;84;1;5;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;66;1440,64848513666
4404023;1;2;1;10;2;1;5;1978;39;4;2;2; ;2; ;2; ;2;2; ; ; ; ;2;1;2; ;4;6; ; ;2;6;08;66;1440,64848513666
4404023;2;1;2;10;1;1;12;1954;62;1;2;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;08;66;1440,64848513666
4404023;2;2;2;10;2;2;2;1961;56;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;66;1440,64848513666
4404024;1;1;1;10;1;1;7;1980;37;1;2;2; ;2; ;1;2;1; ; ;1;1;29508;2;1;2; ;5;11;2; ;2;11;08;66;2192,42729727928
4404024;1;2;1;10;2;2;6;1989;28;2;2;2; ;2; ;1;1;1; ; ;1;1;29508;2;1;2; ;5;11;2; ;2;11;08;66;2192,42729727928
4404024;1;3;1;10;3;1;1;2007;10;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;08;66;2192,42729727928
4404024;1;4;1;10;2;2;8;2010;7;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;08;66;2192,42729727928
4404025;1;1;1;10;1;1;7;1991;26;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;08;66;2383,5494498062
4404025;1;2;1;10;2;2;5;1990;27;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;66;2383,5494498062
4404025;1;3;1;10;2;1;1;2009;8;3; ;2; ;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;08;66;2383,5494498062
4404025;1;4;1;10;2;2;10;2010;6;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;08;66;2383,5494498062
4404025;1;5;1;10;2;1;6;2015;2;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;66;2383,5494498062
4404025;1;6;1;10;2;1;3;2017;0;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;66;2383,5494498062
4404026;1;1;1;10;1;1;7;1986;31;1;1;2; ;2; ;1;2;1; ; ;1;3;92214;2;1;2; ;6;6;5; ;2;17;08;66;1954,23902569
4404026;1;2;1;10;2;1;9;1991;25;2;1;2; ;2; ;1;1;1; ; ;1;1;100000;2;1;2; ;6;5;4; ;2;16;08;66;1954,23902569
4404027;1;1;1;10;1;1;12;1936;80;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;66;1230,0016367387
4404027;1;2;1;10;2;2;1;1950;67;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;66;1230,0016367387
4404028;1;1;1;10;1;1;8;1956;61;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;66;1656,73130691821
