DIRECTORIO,SECUENCIA_P,P5000,P5010,P5020,P5030,P5040,P5050,P5070,P5080,P5090,P5090S1,P5100,P5110,P5130,P5140,P5210S1,P5210S10,P5210S11,P5210S14,P5210S15,P5210S16,P5210S17,P5210S18,P5210S19,P5210S2,P5210S20,P5210S21,P5210S22,P5210S24,P5210S3,P5210S4,P5210S5,P5210S6,P5210S7,P5210S8,P5210S9,P5220,P5220S1,P6006,P6007,P6007S1,P6008,HOGAR,P4000,P4010,P4020,P4030S1,P4030S2,P4030S3,P4030S4,P4030S5,P4030S1A1,P4030S4A1,P4040,REGIS,clase,MES,DPTO,ORDEN,fex_c_2011
2820713,1,4,1,4,1,4,2,1,5,1,,,98,98,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,,3,1,1,1,2,1,2,2,2,2,1,,,1,2,11,63,1,595.044.965.249.378
2820718,1,3,1,2,1,4,2,1,5,1,,,10000000,70000,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,,2,1,1,4,3,1,2,2,2,2,1,,,1,2,11,63,1,586.866.550.825.829
2820720,1,4,1,2,1,4,1,1,5,4,,,,50000,,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,,2,1,1,4,2,1,2,2,2,1,1,,1,1,2,11,63,1,315.418.109.295.474
2820721,1,4,1,3,1,4,2,1,4,1,,,98,98,,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,,2,2,,1,1,1,4,3,1,2,2,2,2,1,,,1,2,11,63,1,557.674.739.885.524
2820722,1,4,2,2,1,4,2,1,5,1,,,98,80000,,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,,4,1,1,4,3,1,2,2,2,2,1,,,1,2,11,63,1,778.373.735.874.374
2820728,1,3,2,4,1,4,1,1,5,1,,,6000000,50000,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,1,4,3,1,2,2,2,1,1,,1,1,2,11,63,1,60.624.703.562.987
2820731,1,3,1,2,1,4,1,1,5,1,,,5000000,50000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,3,1,1,1,2,1,2,2,2,1,1,,1,1,2,11,63,1,704.529.814.663.385
2820732,1,4,3,6,,4,6,1,5,1,,,3000000,50000,,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,,6,1,1,5,3,1,2,2,2,2,1,,,1,2,11,63,1,4.880.394.441.908
2820733,1,3,1,2,1,4,1,1,5,4,,,,100000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,3,1,1,4,3,1,2,2,2,1,1,,1,1,2,11,63,1,704.529.814.663.385
2820738,1,4,3,2,1,4,2,1,5,1,,,10000000,80000,,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,3,2,2,,4,1,1,4,3,1,2,2,2,2,1,,,1,2,11,63,1,436.751.382.894.536
2820742,1,3,1,3,1,4,2,1,4,4,,,,80000,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,,1,1,1,4,3,1,2,2,2,2,1,,,1,2,11,63,1,557.674.739.885.524
2820744,1,4,1,2,1,5,2,1,4,1,,,12000000,100000,,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,2,2,1,1,2,2,,1,1,1,1,4,1,2,2,2,2,3,,,1,2,11,63,1,557.674.739.885.524
2820745,1,4,1,2,1,4,2,1,5,1,,,12000000,100000,,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,,2,1,1,4,3,1,2,2,2,2,1,,,1,2,11,63,1,334.798.594.099.515
2820746,1,3,2,2,1,5,2,1,5,4,,,,100000,,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,1,3,2,2,,4,1,1,4,2,1,2,2,2,2,1,,,1,2,11,63,1,452.863.752.802.966
2826053,1,4,1,3,1,4,2,1,5,4,,,,98,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,,3,1,1,4,2,1,2,2,2,2,1,,,1,2,11,63,1,514.859.249.828.899
2826054,1,5,4,3,1,4,2,1,5,4,,,,98,,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,3,2,2,,4,1,1,1,2,1,2,2,2,2,1,,,1,2,11,63,1,613.587.055.152.883
2826055,1,6,3,2,1,5,2,1,5,1,,,98,98,,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,3,2,2,,3,1,1,1,2,1,2,2,2,2,2,,,1,2,11,63,1,363.990.405.039.819
2826059,1,5,3,2,1,4,1,1,5,4,,,,200000,,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,1,3,2,2,,5,1,1,1,2,1,2,2,2,1,2,,1,1,2,11,63,1,982.300.334.288.741
2826060,1,4,1,2,1,4,5,1,5,1,,,98,98,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,2,1,1,7,3,2,2,2,2,2,,,,1,2,11,63,1,646.591.649.863.118
2826061,1,3,3,3,1,1,1,1,4,1,,,98,80000,,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,3,2,2,,3,1,1,1,4,1,2,2,1,1,2,3,1,1,2,11,63,1,130.261.846.128.193
