DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7480,P7480S1,P7480S3,P7480S4,P7480S5,P7480S6,P7480S7,P7480S8,P7480S9,P7480S10,P7480S11,P7480S1A1,P7480S3A1,P7480S4A1,P7480S5A1,P7480S6A1,P7480S7A1,P7480S8A1,P7480S9A1,P7480S10A1,P7480S11A1,clase,MES,DPTO,AREA,fex_c_2011
2825234,1,6,1,90,,2,1,2,2,2,2,2,2,2,2,,5,,,,,,,,,1,11,54,54,503.109.189.914.321
2825234,1,7,1,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,1,11,54,54,503.109.189.914.321
2825234,1,8,1,90,,2,1,2,2,2,2,2,2,2,2,,16,,,,,,,,,1,11,54,54,503.109.189.914.321
2825234,2,1,2,90,,2,1,2,2,2,2,2,2,2,2,,5,,,,,,,,,1,11,54,54,503.109.189.914.321
2825234,2,2,2,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,1,11,54,54,503.109.189.914.321
2825234,2,3,2,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,503.109.189.914.321
2825234,2,4,2,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,1,11,54,54,503.109.189.914.321
2825234,2,5,2,90,,2,1,2,2,2,2,2,2,2,2,,6,,,,,,,,,1,11,54,54,503.109.189.914.321
2825234,3,1,3,90,,2,1,2,2,2,2,2,2,2,2,,15,,,,,,,,,1,11,54,54,503.109.189.914.321
2825234,3,2,3,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,503.109.189.914.321
2825234,3,3,3,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,1,11,54,54,503.109.189.914.321
2825234,3,4,3,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,11,54,54,503.109.189.914.321
2825234,3,5,3,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,1,11,54,54,503.109.189.914.321
2825234,3,6,3,90,,2,1,2,2,2,2,2,2,2,2,,12,,,,,,,,,1,11,54,54,503.109.189.914.321
2825235,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,34,,,,,,,,,1,11,54,54,380.071.910.156.411
2825235,1,2,1,90,,2,2,2,2,2,2,1,2,2,2,,,,,,,3,,,,1,11,54,54,380.071.910.156.411
2825236,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,406.158.066.551.021
2825236,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,30,,5,,,,,,,1,11,54,54,406.158.066.551.021
2825237,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,15,,,,,,,,,1,11,54,54,334.190.841.216.409
2825237,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,36,,,,,,,,,1,11,54,54,334.190.841.216.409
2825237,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,1,11,54,54,334.190.841.216.409
2825237,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,11,54,54,334.190.841.216.409
2825238,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,1,11,54,54,310.432.735.028.398
2825238,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,28,,5,,,,,,,1,11,54,54,310.432.735.028.398
2825238,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,6,,,,,,,,,1,11,54,54,310.432.735.028.398
2825238,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,1,11,54,54,310.432.735.028.398
2825239,1,1,1,90,,2,1,2,1,1,2,2,2,2,2,,18,,3,4,,,,,,1,11,54,54,32.613.132.583.387
2825239,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,7,,3,,,,,,,1,11,54,54,32.613.132.583.387
2825239,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,32.613.132.583.387
2825239,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,1,11,54,54,32.613.132.583.387
2825239,2,1,2,90,,2,1,2,1,2,2,2,2,2,2,,3,,2,,,,,,,1,11,54,54,32.613.132.583.387
2825239,2,2,2,90,,2,1,2,1,2,2,2,2,2,2,,22,,6,,,,,,,1,11,54,54,32.613.132.583.387
2825240,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,30,,,,,,,,,1,11,54,54,371.880.150.252.244
2825240,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,371.880.150.252.244
2825240,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,15,,,,,,,,,1,11,54,54,371.880.150.252.244
2825240,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,371.880.150.252.244
2825241,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,430.492.458.765.514
2825241,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,6,,,,,,,,,1,11,54,54,430.492.458.765.514
2825241,1,5,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,11,54,54,430.492.458.765.514
2825241,1,6,1,90,,2,2,2,2,2,2,1,2,2,2,,,,,,,6,,,,1,11,54,54,430.492.458.765.514
2825241,1,7,1,90,,2,2,2,2,2,2,1,2,2,2,,,,,,,6,,,,1,11,54,54,430.492.458.765.514
2825242,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,11,54,54,329.644.395.157.557
2825242,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,12,,,,,,,,,1,11,54,54,329.644.395.157.557
2825242,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,329.644.395.157.557
2825244,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,11,54,54,358.041.215.787.587
2825244,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,12,,,,,,,,,1,11,54,54,358.041.215.787.587
2825245,1,1,1,90,,2,1,2,2,1,2,2,2,2,2,,7,,,6,,,,,,1,11,54,54,256.008.133.062.542
2825245,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,256.008.133.062.542
2825245,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,1,11,54,54,256.008.133.062.542
2825247,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,1,11,54,54,558.631.952.211.415
2825247,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,24,,20,,,,,,,1,11,54,54,558.631.952.211.415
2825247,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,1,11,54,54,558.631.952.211.415
2825247,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,558.631.952.211.415
2825247,1,5,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,1,11,54,54,558.631.952.211.415
2825248,1,1,1,90,,2,1,2,2,2,1,2,2,2,2,,7,,,,1,,,,,1,11,54,54,498.623.242.659.895
2825248,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,498.623.242.659.895
2825248,1,3,1,90,,2,1,2,2,2,2,2,2,2,1,,2,,,,,,,,4,1,11,54,54,498.623.242.659.895
2825248,1,4,1,90,,2,2,1,2,2,2,2,2,2,2,,,5,,,,,,,,1,11,54,54,498.623.242.659.895
2825249,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,1,11,54,54,266.410.628.799.975
2825249,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,1,11,54,54,266.410.628.799.975
2825249,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,1,,,,,,,,,1,11,54,54,266.410.628.799.975
2825250,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,20,,14,,,,,,,1,11,54,54,406.158.066.551.021
2825250,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,20,,9,,,,,,,1,11,54,54,406.158.066.551.021
2825251,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,539.166.506.537.433
2825251,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,49,,,,,,,,,1,11,54,54,539.166.506.537.433
2825251,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,1,11,54,54,539.166.506.537.433
2825251,1,4,1,90,,2,1,2,2,2,2,2,1,2,2,,7,,,,,,50,,,1,11,54,54,539.166.506.537.433
2825251,1,5,1,90,,2,1,2,2,2,2,2,2,2,2,,8,,,,,,,,,1,11,54,54,539.166.506.537.433
2825251,1,6,1,90,,2,1,2,2,2,2,2,2,2,2,,5,,,,,,,,,1,11,54,54,539.166.506.537.433
2825252,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,42,,,,,,,,,1,11,54,54,239.323.411.789.673
2825252,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,11,54,54,239.323.411.789.673
2825253,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,35,,,,,,,,,1,11,54,54,385.128.432.797.889
2825253,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,1,,,,,,,,,1,11,54,54,385.128.432.797.889
2825253,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,1,11,54,54,385.128.432.797.889
2825254,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,1,,15,,,,,,,1,11,54,54,373.141.494.655.059
2825254,1,2,1,90,,2,2,2,1,2,2,2,2,2,2,,,,14,,,,,,,1,11,54,54,373.141.494.655.059
2825255,1,1,1,90,,2,2,2,2,2,2,2,1,2,2,,,,,,,,4,,,1,11,54,54,439.174.638.446.983
2825255,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,35,,14,,,,,,,1,11,54,54,439.174.638.446.983
2825256,1,1,1,90,,2,1,2,1,2,2,2,1,2,2,,15,,7,,,,16,,,1,11,54,54,424.074.359.579.511
2825256,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,35,,8,,,,,,,1,11,54,54,424.074.359.579.511
2825257,1,1,1,90,,2,1,2,1,2,2,1,2,2,2,,21,,5,,,2,,,,1,11,54,54,391.057.787.683.549
2825257,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,1,11,54,54,391.057.787.683.549
2825258,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,11,54,54,358.041.215.787.587
2825258,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,1,11,54,54,358.041.215.787.587
2825259,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,415.934.572.600.141
2825259,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,21,,18,,,,,,,1,11,54,54,415.934.572.600.141
2825259,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,16,,,,,,,,,1,11,54,54,415.934.572.600.141
2825259,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,415.934.572.600.141
2825259,2,1,2,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,415.934.572.600.141
2825259,2,2,2,90,,2,1,2,1,2,2,1,2,2,2,,28,,5,,,2,,,,1,11,54,54,415.934.572.600.141
2825259,2,3,2,90,,2,1,2,2,2,2,2,2,2,2,,1,,,,,,,,,1,11,54,54,415.934.572.600.141
2825259,2,4,2,90,,2,1,2,2,2,2,2,2,2,2,,42,,,,,,,,,1,11,54,54,415.934.572.600.141
2825260,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,261.864.182.741.122
2825260,1,2,1,90,,2,2,2,1,2,2,2,2,2,2,,,,8,,,,,,,1,11,54,54,261.864.182.741.122
2825261,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,12,,4,,,,,,,1,11,54,54,40.308.176.860.288
2825261,1,2,1,90,,2,1,2,1,1,2,2,2,2,2,,35,,18,2,,,,,,1,11,54,54,40.308.176.860.288
2825261,1,4,1,90,,1,2,2,2,2,2,2,2,2,2,3,,,,,,,,,,1,11,54,54,40.308.176.860.288
2825261,1,5,1,90,,1,1,2,2,2,2,2,2,2,2,1,1,,,,,,,,,1,11,54,54,40.308.176.860.288
2825261,1,6,1,90,,2,2,2,2,2,2,1,2,2,2,,,,,,,6,,,,1,11,54,54,40.308.176.860.288
2825262,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,14,,3,,,,,,,1,11,54,54,274.636.411.401.996
2825262,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,1,,,,,,,,,1,11,54,54,274.636.411.401.996
2825264,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,1,11,54,54,309.949.411.014.319
2825264,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,11,54,54,309.949.411.014.319
2825265,1,1,1,90,,2,2,2,2,2,2,2,1,2,2,,,,,,,,4,,,1,11,54,54,358.041.215.787.587
2825265,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,11,54,54,358.041.215.787.587
2825266,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,406.683.073.281.942
2825266,1,2,1,90,,2,2,2,1,2,2,2,2,2,2,,,,21,,,,,,,1,11,54,54,406.683.073.281.942
2825266,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,1,,,,,,,,,1,11,54,54,406.683.073.281.942
2825266,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,1,,,,,,,,,1,11,54,54,406.683.073.281.942
2825267,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,10,,6,,,,,,,1,11,54,54,344.744.674.025.028
2825267,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,6,,14,,,,,,,1,11,54,54,344.744.674.025.028
2825267,1,3,1,90,,2,1,2,1,2,2,1,2,2,2,,5,,5,,,2,,,,1,11,54,54,344.744.674.025.028
2825268,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,280.617.532.830.994
2825268,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,1,11,54,54,280.617.532.830.994
2825268,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,1,11,54,54,280.617.532.830.994
2825268,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,280.617.532.830.994
2825268,1,5,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,280.617.532.830.994
2825268,1,6,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,11,54,54,280.617.532.830.994
2825269,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,21,,7,,,,,,,1,11,54,54,441.149.067.889.725
2825269,1,2,1,90,,2,1,1,2,2,2,2,2,2,2,,14,21,,,,,,,,1,11,54,54,441.149.067.889.725
2825269,1,5,1,90,,2,1,2,1,2,2,2,2,2,2,,14,,4,,,,,,,1,11,54,54,441.149.067.889.725
2825269,1,6,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,1,11,54,54,441.149.067.889.725
2825270,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,1,,,,,,,,,1,11,54,54,385.128.432.797.889
2825270,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,1,11,54,54,385.128.432.797.889
2825270,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,1,11,54,54,385.128.432.797.889
2825271,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,21,,14,,,,,,,1,11,54,54,384.618.356.215.264
2825271,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,21,,7,,,,,,,1,11,54,54,384.618.356.215.264
2825271,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,384.618.356.215.264
2825272,1,1,1,90,,1,1,2,2,2,2,2,2,2,2,14,21,,,,,,,,,1,11,54,54,325.574.002.983.475
2825273,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,1,11,54,54,250.786.036.830.819
2825273,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,11,54,54,250.786.036.830.819
2825273,1,3,1,90,,2,1,2,2,2,2,1,2,2,2,,14,,,,,2,,,,1,11,54,54,250.786.036.830.819
2825273,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,250.786.036.830.819
2825274,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,468.096.465.807.934
2825274,1,2,1,90,,2,1,2,2,2,2,1,2,2,2,,28,,,,,2,,,,1,11,54,54,468.096.465.807.934
2825274,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,11,54,54,468.096.465.807.934
2825275,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,1,11,54,54,322.679.956.958.351
2825275,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,1,11,54,54,322.679.956.958.351
2825276,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,238.013.808.169.945
2825276,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,28,,7,,,,,,,1,11,54,54,238.013.808.169.945
2825276,1,3,1,90,,2,1,2,1,2,2,2,2,2,2,,14,,28,,,,,,,1,11,54,54,238.013.808.169.945
2825276,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,1,11,54,54,238.013.808.169.945
2825277,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,11,54,54,3.452.207.279.098
2825277,2,1,2,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,1,11,54,54,3.452.207.279.098
2825278,1,1,1,90,,2,1,2,2,2,2,2,2,2,1,,28,,,,,,,,4,1,11,54,54,30.591.860.508.902
2825278,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,11,54,54,30.591.860.508.902
2825278,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,1,11,54,54,30.591.860.508.902
2825278,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,1,11,54,54,30.591.860.508.902
2825278,1,5,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,11,54,54,30.591.860.508.902
2825278,1,8,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,11,54,54,30.591.860.508.902
2825279,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,11,54,54,330.120.449.042.328
2825279,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,1,11,54,54,330.120.449.042.328
2825280,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,11,54,54,19.815.436.249.877
2825280,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,11,54,54,19.815.436.249.877
2825280,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,19.815.436.249.877
2825281,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,49,,,,,,,,,1,11,54,54,284.404.953.692.572
2825281,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,24,,,,,,,,,1,11,54,54,284.404.953.692.572
2825282,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,46.262.657.408.674
2825282,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,1,11,54,54,46.262.657.408.674
2825283,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,14,,7,,,,,,,1,11,54,54,330.120.449.042.328
2825283,1,2,1,90,,2,1,2,1,2,1,2,2,2,2,,28,,21,,2,,,,,1,11,54,54,330.120.449.042.328
2825284,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,37.366.650.138.598
2825284,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,1,11,54,54,37.366.650.138.598
2825284,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,1,,,,,,,,,1,11,54,54,37.366.650.138.598
2825284,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,1,11,54,54,37.366.650.138.598
2825285,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,21,,14,,,,,,,1,11,54,54,516.232.973.376.692
2825285,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,516.232.973.376.692
2825285,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,11,54,54,516.232.973.376.692
2825285,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,1,11,54,54,516.232.973.376.692
2825286,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,11,54,54,35.730.789.819.434
2825286,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,5,,,,,,,,,1,11,54,54,35.730.789.819.434
2825286,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,1,,,,,,,,,1,11,54,54,35.730.789.819.434
2825286,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,11,54,54,35.730.789.819.434
2825286,1,5,1,90,,2,2,2,2,2,2,1,2,2,2,,,,,,,3,,,,1,11,54,54,35.730.789.819.434
2825286,1,6,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,54,54,35.730.789.819.434
2825286,1,7,1,90,,2,1,2,2,2,2,2,2,2,2,,30,,,,,,,,,1,11,54,54,35.730.789.819.434
2825287,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,15,15,792.442.745.536.063
2825287,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,11,15,15,792.442.745.536.063
2825287,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,15,15,792.442.745.536.063
2825287,1,5,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,15,15,792.442.745.536.063
2825288,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,1,11,15,15,654.261.600.381.114
2825288,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,1,11,15,15,654.261.600.381.114
2825289,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,15,15,911.507.381.583.432
2825289,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,1,11,15,15,911.507.381.583.432
2825289,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,15,15,911.507.381.583.432
2825290,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,15,15,107.721.402.079.827
2825290,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,8,,,,,,,,,1,11,15,15,107.721.402.079.827
2825291,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,1,11,15,15,876.400.435.449.333
2825291,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,1,11,15,15,876.400.435.449.333
2825291,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,15,15,876.400.435.449.333
2825291,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,15,15,876.400.435.449.333
2825292,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,1,11,15,15,111.778.187.299.323
2825293,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,6,,,,,,,,,1,11,15,15,64.127.471.073.022
2825293,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,15,15,64.127.471.073.022
2825293,2,1,2,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,1,11,15,15,64.127.471.073.022
2825294,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,5,,,,,,,,,1,11,15,15,707.997.419.561.383
2825295,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,15,15,855.715.926.649.756
2825295,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,8,,,,,,,,,1,11,15,15,855.715.926.649.756
2825296,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,24,,,,,,,,,1,11,15,15,951.452.719.491.668
2825296,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,15,15,951.452.719.491.668
2825297,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,16,,,,,,,,,1,11,15,15,72.523.240.064.349
2825297,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,15,15,72.523.240.064.349
2825297,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,15,,,,,,,,,1,11,15,15,72.523.240.064.349
2825298,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,15,,,,,,,,,1,11,15,15,668.052.081.653.147
2825298,1,2,1,90,,2,1,2,2,1,2,2,2,2,2,,14,,,20,,,,,,1,11,15,15,668.052.081.653.147
2825299,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,6,,,,,,,,,1,11,15,15,954.897.219.301.743
2825299,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,12,,,,,,,,,1,11,15,15,954.897.219.301.743
2825299,1,5,1,90,,2,1,2,2,2,2,2,2,2,2,,10,,,,,,,,,1,11,15,15,954.897.219.301.743
2825299,1,6,1,90,,2,1,2,2,2,2,2,2,2,2,,20,,,,,,,,,1,11,15,15,954.897.219.301.743
2825300,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,15,15,10.305.720.176.308
2825300,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,20,,,,,,,,,1,11,15,15,10.305.720.176.308
2825301,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,12,,,,,,,,,1,11,15,15,707.997.419.561.383
2825302,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,15,15,771.874.403.810.956
2825302,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,48,,,,,,,,,1,11,15,15,771.874.403.810.956
2825302,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,11,15,15,771.874.403.810.956
2825303,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,11,15,15,80.907.392.348.229
2825303,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,11,15,15,80.907.392.348.229
2825304,1,1,1,90,,2,1,2,2,1,2,2,2,2,2,,14,,,20,,,,,,1,11,15,15,707.997.419.561.383
2825305,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,11,15,15,707.997.419.561.383
2825306,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,48,,,,,,,,,1,11,15,15,103.844.650.143.494
2825306,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,11,15,15,103.844.650.143.494
2825306,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,1,11,15,15,103.844.650.143.494
