DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7480,P7480S1,P7480S3,P7480S4,P7480S5,P7480S6,P7480S7,P7480S8,P7480S9,P7480S10,P7480S11,P7480S1A1,P7480S3A1,P7480S4A1,P7480S5A1,P7480S6A1,P7480S7A1,P7480S8A1,P7480S9A1,P7480S10A1,P7480S11A1,clase,MES,DPTO,fex_c_2011
2820713,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,595.044.965.249.378
2820713,1,2,1,90,,1,1,2,1,2,2,2,2,2,2,14,35,,14,,,,,,,2,11,63,595.044.965.249.378
2820718,1,1,1,90,,1,2,2,2,2,2,2,2,2,2,14,,,,,,,,,,2,11,63,586.866.550.825.829
2820718,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,10,35,,,,,,,,,2,11,63,586.866.550.825.829
2820720,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,315.418.109.295.474
2820720,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,14,35,,,,,,,,,2,11,63,315.418.109.295.474
2820721,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,557.674.739.885.524
2820722,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,778.373.735.874.374
2820722,1,2,1,90,,1,1,2,1,2,2,2,2,2,2,8,21,,21,,,,,,,2,11,63,778.373.735.874.374
2820722,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,778.373.735.874.374
2820728,1,1,1,90,,1,1,2,2,2,2,2,2,2,2,14,30,,,,,,,,,2,11,63,60.624.703.562.987
2820728,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,60.624.703.562.987
2820731,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,704.529.814.663.385
2820731,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,7,35,,,,,,,,,2,11,63,704.529.814.663.385
2820731,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,704.529.814.663.385
2820732,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,4.880.394.441.908
2820732,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,14,35,,,,,,,,,2,11,63,4.880.394.441.908
2820732,1,3,1,90,,2,2,1,1,2,2,2,2,2,2,,,7,14,,,,,,,2,11,63,4.880.394.441.908
2820732,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,4.880.394.441.908
2820732,1,6,1,90,,2,1,2,1,2,2,2,2,2,2,,12,,14,,,,,,,2,11,63,4.880.394.441.908
2820733,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,704.529.814.663.385
2820733,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,40,,,,,,,,,2,11,63,704.529.814.663.385
2820733,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,704.529.814.663.385
2820738,1,1,1,90,,1,1,2,2,2,2,2,2,2,2,12,35,,,,,,,,,2,11,63,436.751.382.894.536
2820738,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,436.751.382.894.536
2820738,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,10,,,,,,,,,2,11,63,436.751.382.894.536
2820738,1,4,1,90,,1,1,2,2,2,2,2,2,2,2,35,10,,,,,,,,,2,11,63,436.751.382.894.536
2820742,1,1,1,90,,1,1,2,2,2,2,2,2,2,2,14,14,,,,,,,,,2,11,63,557.674.739.885.524
2820744,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,20,,,,,,,,,2,11,63,557.674.739.885.524
2820745,1,1,1,90,,2,1,2,2,2,2,1,2,2,2,,6,,,,,6,,,,2,11,63,334.798.594.099.515
2820745,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,35,,,,,,,,,2,11,63,334.798.594.099.515
2820746,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,452.863.752.802.966
2820746,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,10,40,,,,,,,,,2,11,63,452.863.752.802.966
2820746,1,3,1,90,,2,2,2,2,2,2,1,2,2,2,,,,,,,2,,,,2,11,63,452.863.752.802.966
2826053,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,514.859.249.828.899
2826053,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,4,28,,,,,,,,,2,11,63,514.859.249.828.899
2826054,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,613.587.055.152.883
2826054,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,613.587.055.152.883
2826054,1,3,1,90,,2,2,2,2,1,2,2,2,2,2,,,,,21,,,,,,2,11,63,613.587.055.152.883
2826054,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,613.587.055.152.883
2826055,1,1,1,90,,1,1,2,2,2,2,2,2,2,2,4,35,,,,,,,,,2,11,63,363.990.405.039.819
2826055,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,363.990.405.039.819
2826055,1,3,1,90,,1,1,2,2,2,2,2,2,2,2,14,21,,,,,,,,,2,11,63,363.990.405.039.819
2826059,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,2,11,63,982.300.334.288.741
2826059,1,2,1,90,,2,1,2,2,2,1,2,2,2,2,,21,,,,14,,,,,2,11,63,982.300.334.288.741
2826059,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,2,11,63,982.300.334.288.741
2826059,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,982.300.334.288.741
2826059,1,5,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,982.300.334.288.741
2826060,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,646.591.649.863.118
2826060,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,14,28,,,,,,,,,2,11,63,646.591.649.863.118
2826061,1,1,1,90,,2,1,2,2,2,2,1,2,2,2,,14,,,,,10,,,,2,11,63,130.261.846.128.193
2826061,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,130.261.846.128.193
2826061,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,130.261.846.128.193
2826062,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,11,63,474.121.608.258.389
2826062,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,10,35,,,,,,,,,2,11,63,474.121.608.258.389
