DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,MES,DPTO,AREA,fex_c_2011
2819119,1,1,1,70,1,1,45,4,,2,1,4,,1,1,,,,1,,,,,,,,1,150000,2,95,58,74,1,1,7492,11,63,63,154.517.539.488.466
2819120,1,1,1,70,1,8,40,4,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,54,54,85,1,1,8532,11,63,63,119.119.481.969.901
2819125,1,3,1,70,1,8,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,11,63,63,129.812.330.775.162
2819126,1,3,1,70,1,4,48,1,,2,44,1,,9,1,,,,,,,,,,1,,2,,2,33,33,85,1,1,8511,11,63,63,100.982.113.963.413
2819136,1,1,1,70,1,12,48,1,,2,12,1,,9,4,,,,,,,,,,1,,1,20000,2,45,45,52,1,1,5235,11,63,63,159.160.722.627.764
2819137,1,3,1,70,1,123,48,1,,2,136,4,,1,4,,,,,,,,,,1,,2,,2,84,84,50,1,2,5020,11,63,63,10.131.342.204.361
2819144,1,1,1,70,1,8,48,4,,2,104,4,,9,2,,,,1,,,,,,,,2,,2,58,58,80,1,1,8043,11,54,54,435.589.970.494.596
2819158,1,1,1,70,1,28,48,1,,2,28,1,,2,4,,,,,,,,,,1,,2,,2,53,53,55,1,2,5521,11,52,52,140.148.156.322.763
2819158,1,3,1,70,1,36,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,53,,,1,2,,11,52,52,140.148.156.322.763
2819159,1,3,1,70,1,120,48,1,,2,120,1,,3,4,,,,,,,,,,1,,2,,2,45,84,50,1,2,5020,11,52,52,132.589.983.156.941
2819160,1,2,1,70,1,2,48,1,,2,48,1,,2,9,HOJA VINCULADO,,,,,,,,,1,,2,,2,32,59,74,1,1,7430,11,52,52,189.931.809.639.672
2819168,1,2,1,70,1,13,48,1,,2,8,1,,4,8,,,,,,,,,,1,,2,,2,55,55,80,1,1,8060,11,52,52,196.973.631.254.122
2819168,1,3,1,70,1,52,48,1,,2,152,1,,6,7,,,,,,,,,,1,,2,,2,94,94,33,1,2,3311,11,52,52,196.973.631.254.122
2819184,1,2,1,70,1,12,40,2,,2,22,4,,5,2,,,,,,,,,,1,,2,,2,13,13,80,1,1,8041,11,73,73,156.008.653.275.698
