DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,INI,MES,DPTO,fex_c_2011
2820713,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,11,63,595.044.965.249.378
2820718,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,11,63,586.866.550.825.829
2820720,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,11,63,315.418.109.295.474
2820722,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,11,63,778.373.735.874.374
2820728,1,1,1,80,2,1,4,4,,2,,2,,,,,8,2,1,11,63,60.624.703.562.987
2820731,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,11,63,704.529.814.663.385
2820732,1,3,1,80,2,1,1,9,CAMBIO   DE  DOMICILIO,2,,2,,,,,1,2,1,11,63,4.880.394.441.908
2820733,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,11,63,704.529.814.663.385
2820738,1,1,1,80,2,1,1,8,,2,,2,,,,,1,2,1,11,63,436.751.382.894.536
2820738,1,4,1,80,2,1,4,5,,3,,2,,,,,10,2,1,11,63,436.751.382.894.536
2820745,1,2,1,80,2,1,4,7,,2,,2,,,,,9,2,1,11,63,334.798.594.099.515
2820746,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,11,63,452.863.752.802.966
2820746,1,3,1,80,2,1,1,8,,2,,1,40000,,,,2,2,1,11,63,452.863.752.802.966
2826053,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,11,63,514.859.249.828.899
2826054,1,1,1,80,2,1,4,4,,2,,2,,,,,4,2,1,11,63,613.587.055.152.883
2826055,1,1,1,80,2,2,,,,2,,2,,2,,.,,,1,11,63,363.990.405.039.819
2826059,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,11,63,982.300.334.288.741
2826059,1,4,1,80,2,1,4,4,,2,,2,,,,,4,2,1,11,63,982.300.334.288.741
