DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,INI,MES,DPTO,fex_c_2011
2819105,1,2,1,80,23,1,4,3,,2,,2,,,,,9,2,1,11,23,123.468.475.122.762
2819106,1,1,1,80,23,2,,,,2,,2,,2,,.,,,1,11,23,129.679.698.745.037
2819106,1,2,1,80,23,1,3,6,,2,,2,,,2,,2,1,1,11,23,129.679.698.745.037
2819106,1,4,1,80,23,2,,,,2,,2,,2,,.,,,1,11,23,129.679.698.745.037
2819109,1,1,1,80,23,1,3,5,,3,,2,,,,,10,2,1,11,23,111.744.755.924.101
2819109,1,2,1,80,23,2,,,,2,,2,,2,,.,,,1,11,23,111.744.755.924.101
2819109,1,3,1,80,23,2,,,,2,,2,,2,,.,,,1,11,23,111.744.755.924.101
2819109,1,4,1,80,23,2,,,,2,,2,,2,,.,,,1,11,23,111.744.755.924.101
2819110,1,2,1,80,23,1,1,8,,2,,2,,,,,8,2,1,11,23,123.495.335.251.639
2819110,1,4,1,80,23,2,,,,2,,2,,2,,.,,,1,11,23,123.495.335.251.639
2819111,1,1,1,80,23,1,4,3,,2,,2,,,,,9,2,1,11,23,124.806.512.398.466
2819112,1,3,1,80,23,2,,,,2,,2,,2,,.,,,1,11,23,261.586.783.518.076
2819113,1,3,1,80,23,2,,,,2,,2,,2,,.,,,1,11,23,252.698.249.684.954
2819140,1,2,1,80,54,1,2,7,,2,,2,,,,,9,2,1,11,54,421.258.345.418.493
2819141,1,1,1,80,54,1,1,6,,2,,2,,,,,8,2,1,11,54,371.289.498.333.232
2819143,1,2,1,80,54,2,,,,2,,2,,2,,.,,,1,11,54,380.071.910.156.411
2819146,1,1,1,80,54,1,3,7,,2,,2,,,,,8,2,1,11,54,32.275.326.216.543
2819150,1,2,1,80,54,1,3,3,,2,,2,,,,,9,2,1,11,54,3.598.449.528.925
2819150,1,3,1,80,54,2,,,,2,,2,,2,,.,,,1,11,54,3.598.449.528.925
2819151,1,2,1,80,54,1,4,7,,2,,2,,,,,9,2,1,11,54,33.474.020.030.826
2819151,1,3,1,80,54,2,,,,2,,2,,2,,.,,,1,11,54,33.474.020.030.826
2819156,1,1,1,80,52,1,3,9,ALCOHOLICO,2,,2,,,,ALCOHOLICO,12,2,1,11,52,133.018.924.424.715
2819156,1,3,1,80,52,2,,,,2,,2,,2,,.,,,1,11,52,133.018.924.424.715
2819156,1,4,1,80,52,2,,,,2,,2,,2,,.,,,1,11,52,133.018.924.424.715
