Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011;Area
3074911;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;11;41;117,99327169937;41
3074912;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;11;41;117,99327169937;41
3074913;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;41;138,80101416294;41
3074915;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;41;141,359223114963;41
3074919;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;41;144,043789470127;41
3074920;1;2;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;11;41;162,02802292321;41
3074921;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;41;107,747649169858;41
3074921;1;5;1;80;1;1;1;6; ;2; ;2; ; ; ; ;8;2;1;11;41;107,747649169858;41
3074921;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;41;107,747649169858;41
3074922;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;41;108,110678781295;41
3074923;1;2;1;80;1;1;3;5; ;3; ;2; ; ; ; ;1;2;1;11;41;154,017408722352;41
3074924;1;1;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;11;41;136,77708135574;41
3074925;1;2;1;80;1;1;3;7; ;2; ;2; ; ; ; ;9;2;1;11;41;169,229620705327;41
3074926;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;41;126,272378241875;41
3074927;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;41;105,444432701993;41
3074927;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;41;105,444432701993;41
3074928;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;11;17;229,066270567988;17
3074929;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;11;17;126,534343885556;17
3074929;1;2;1;80;1;1;4;1; ;2; ;2; ; ; ; ;2;2;1;11;17;126,534343885556;17
3074930;1;2;1;80;1;1;4;8; ;2; ;2; ; ; ; ;1;2;1;11;17;185,019008304178;17
3074930;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;17;185,019008304178;17
3074931;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;17;173,989383650872;17
3074933;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;17;104,361146219758;17
3074933;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;17;104,361146219758;17
3074935;1;2;1;80;1;1;1;9;CAMBIO DE CIUDAD DE RESIDENCIA;2; ;2; ; ; ;POR QUE HACE POCO ESTA EN LA CIUDAD;12;2;1;11;17;170,766790857966;17
3074936;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;11;17;172,827443401891;17
3074936;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;17;172,827443401891;17
3074937;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;17;206,863813758786;17
3074938;1;2;1;80;1;1;2;6; ;2; ;2; ; ; ; ;1;2;1;11;17;193,237332230681;17
3074939;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;17;177,393691979244;17
3074942;1;2;1;80;1;1;2;2; ;2; ;2; ; ; ; ;2;2;1;11;17;169,175368052741;17
3074942;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;17;169,175368052741;17
3074943;1;1;1;80;1;1;4;7; ;2; ;2; ; ; ; ;1;2;1;11;17;142,549870168776;17
3074943;1;2;1;80;1;1;3;7; ;2; ;2; ; ; ; ;4;2;1;11;17;142,549870168776;17
3074945;1;1;1;80;1;1;1;4; ;2; ;2; ; ;1; ;4;1;1;11;17;172,827443401891;17
3074945;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;17;172,827443401891;17
3074947;1;1;1;80;1;2; ; ; ;3; ;2; ;2; ;.; ; ;1;11;17;137,811735559639;17
3074947;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;11;17;137,811735559639;17
3074947;1;4;1;80;1;2; ; ; ;2; ;2; ;1;2; ;2; ;1;11;17;137,811735559639;17
3074948;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;11;2;1;11;17;174,468442893255;17
3074948;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;11;2;1;11;17;174,468442893255;17
3074950;1;2;1;80;1;1;4;3; ;1;4;2; ; ; ; ;9;2;1;11;17;204,266956883987;17
3074951;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;11;17;175,75269248788;17
3074953;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;10;2;1;11;17;185,498067546561;17
3074954;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;17;227,253385044841;17
3074955;1;1;1;80;1;1;2;8; ;2; ;2; ; ; ; ;9;2;1;11;17;209,818321988179;17
3074955;1;2;1;80;1;1;1;8; ;2; ;2; ; ; ;DESEA ESTUDIAR;12;2;1;11;17;209,818321988179;17
3074956;1;2;1;80;1;1;4;8; ;2; ;2; ; ;3; ;8;1;1;11;17;225,661962239616;17
3074956;1;3;1;80;1;2; ; ; ;2; ;2; ;1;3; ;2; ;1;11;17;225,661962239616;17
3074957;1;3;1;80;1;1;2;8; ;2; ;2; ; ; ; ;2;2;1;11;17;137,639849527856;17
3074958;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;17;195,83418910548;17
3074959;1;3;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;11;17;183,857068055197;17
3074960;1;1;1;80;1;1;3;5; ;3; ;2; ; ; ; ;4;2;1;11;17;206,863813758786;17
3074960;1;2;1;80;1;1;2;8; ;2; ;2; ; ; ; ;9;2;1;11;17;206,863813758786;17
3074960;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;17;206,863813758786;17
3074962;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;294,932285959797;66
3074964;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;66;258,190372552297;66
3074964;1;3;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;66;258,190372552297;66
3074965;1;1;1;80;1;1;4;4; ;3; ;2; ; ; ; ;4;2;1;11;66;251,988186145291;66
3074965;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;66;251,988186145291;66
3074965;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;251,988186145291;66
3074965;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;251,988186145291;66
3074966;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;275,169164454679;66
3074966;1;4;1;80;1;1;2;8; ;2; ;2; ; ; ; ;2;2;1;11;66;275,169164454679;66
3074967;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;352,931439663003;66
3074968;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;66;267,091483704984;66
3074969;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;244,809366055672;66
3074969;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;244,809366055672;66
3074969;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;244,809366055672;66
3074970;1;2;1;80;1;1;1;9;CAMBIO DE RESIDENCIA;2; ;2; ; ; ; ;9;2;1;11;66;313,825832343516;66
3074972;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;66;281,188916739948;66
3074974;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;66;292,439597282952;66
3074974;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;292,439597282952;66
3074978;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;369,680535571432;66
3074978;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;369,680535571432;66
3074980;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;8;2;1;11;66;294,932285959797;66
3074980;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;11;66;294,932285959797;66
3074981;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;11;66;281,252792368995;66
3074981;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;66;281,252792368995;66
3074982;1;2;1;80;1;1;2;6; ;2; ;2; ; ;2; ;9;1;1;11;66;355,401704910069;66
3074983;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;15;87,7127436838522;15
3074983;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;15;87,7127436838522;15
3074983;1;7;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;15;87,7127436838522;15
3074986;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;15;78,8821128430294;15
3074987;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;11;15;86,3934380468537;15
3074987;1;2;1;80;1;1;4;1; ;2; ;2; ; ; ; ;9;2;1;11;15;86,3934380468537;15
3074987;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;15;86,3934380468537;15
3074988;1;1;1;80;1;1;1;2; ;2; ;2; ; ; ; ;9;2;1;11;15;79,4045822999473;15
3074989;1;3;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;11;15;89,8764942027254;15
3074990;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;8;2;1;11;15;85,2028976982063;15
3074991;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;11;15;85,2028976982063;15
3074992;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;11;15;87,5795138459266;15
3074994;1;1;1;80;1;1;2;4; ;2; ;2; ; ; ; ;4;2;1;11;18;37,074948132781;18
3074994;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;18;37,074948132781;18
3074994;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;18;37,074948132781;18
3074994;1;7;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;11;18;37,074948132781;18
3074996;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;18;77,069441147991;18
3074996;1;3;1;80;1;1;1;4; ;2; ;2; ; ; ; ;4;2;1;11;18;77,069441147991;18
3074998;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;18;82,9204581306451;18
3074998;1;6;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;11;18;82,9204581306451;18
3074999;1;1;1;80;1;1;2;7; ;2; ;2; ; ; ; ;9;2;1;11;18;58,6386310353154;18
3074999;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;18;58,6386310353154;18
3075000;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;18;75,9604316759255;18
3075000;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;11;2;1;11;18;75,9604316759255;18
3075000;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;18;75,9604316759255;18
3075001;1;1;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;11;18;66,8131411434851;18
3075002;1;2;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;11;18;81,2917126948141;18
3075006;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;18;82,6561310742586;18
3075006;1;3;1;80;1;1;1;9;EMBARAZO;2; ;2; ; ; ;ESTA  EMBARRAZADA;12;2;1;11;18;82,6561310742586;18
3075006;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;18;82,6561310742586;18
3075009;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;18;80,1827032227485;18
3075013;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;20;132,362474012319;20
3075014;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;8;2;1;11;20;107,79729976593;20
3075014;1;2;1;80;1;1;4;7; ;2; ;2; ; ; ; ;9;2;1;11;20;107,79729976593;20
3075014;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;20;107,79729976593;20
3075014;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;20;107,79729976593;20
3075016;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;11;20;153,145087034912;20
3075018;1;1;1;80;1;1;1;8; ;2; ;2; ; ; ; ;2;2;1;11;20;139,770741020586;20
3075019;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;20;160,572119691717;20
3075020;1;2;1;80;1;1;3;6; ;2; ;2; ; ; ; ;9;2;1;11;20;144,43684357873;20
3075020;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;20;144,43684357873;20
3075021;1;1;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;11;20;127,717345020498;20
3075023;1;1;1;80;1;1;2;2; ;2; ;2; ; ;1; ;5;1;1;11;20;132,362474012319;20
3075023;1;2;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;11;20;132,362474012319;20
3075026;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;11;27;35,4604838493743;27
