Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Area;Mes;Dpto;Fex_c_2011
3074928;1;3;1;1;1;1;1;1;3;1; ; ;70000000;250000; ;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;1;2;2; ;2;1;1;1;2;1;1;1;1;1;2;2;1;01;17;11;17;229,066270567988
3074929;1;4;2;1;1;1;1;1;3;1; ; ;50000000;250000; ;1;1;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;2;2;1;01;17;11;17;126,534343885556
3074930;1;5;3;1;1;1;1;1;3;3; ; ; ; ;400000;1;2;1;1;2;1;2;2;2;1;1;1;2;2;1;1;1;1;1;2;2;1;3;2;2; ;4;1;2;1;4;1;1;1;1;1;2;1;1;01;17;11;17;185,019008304178
3074931;1;3;2;1;1;1;1;1;3;3; ; ; ; ;200000;1;1;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2;2;2; ;3;1;2;1;7;1;1;1;1;1;2;2;1;01;17;11;17;173,989383650872
3074932;1;3;1;1;1;1;1;1;3;3; ; ; ; ;130000;2;2;1;2;2;1;2;2;2;1;1;2;2;2;1;2;2;2;1;2;2;1;2;2;2; ;3;1;2;1;2;1;1;1;1;1;2;2;1;01;17;11;17;208,45523656401
3074933;1;5;4;1;1;1;1;1;3;2; ;170000;60000000;250000; ;1;2;1;1;2;1;2;2;1;1;2;1;2;2;1;1;1;1;1;2;1;1;3;2;2; ;4;1;2;1;4;1;1;1;1;1;2;2;1;01;17;11;17;104,361146219758
3074935;1;1;1;1;1;1;1;3;3;3; ; ; ; ;250000;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;1;2;2; ;2;1;2;1;4;1;1;1;1;1;2;2;1;01;17;11;17;170,766790857966
3074936;1;4;2;1;1;1;1;1;3;1; ; ;16000000;300000; ;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;2;1;4;1;1;1;1;1;2;2;1;01;17;11;17;172,827443401891
3074937;1;4;3;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;2;2;1;01;17;11;17;206,863813758786
3074938;1;4;1;1;1;1;1;1;4;3; ; ; ; ;180000;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2; ;2;2; ;2;1;2;1;4;1;2;1;1;1;2;2;1;01;17;11;17;193,237332230681
