Directorio;Secuencia_p;Orden;Hogar;Regis;P7480;P7480s1;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s1a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;Clase;Mes;Dpto;Fex_c_2011
3076067;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;2;11;63;421,527404196993
3076067;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;35; ; ;7; ; ; ; ; ;2;11;63;421,527404196993
3076067;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;11;63;421,527404196993
3076068;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;11;63;497,362515937942
3076068;1;2;1;90; ;1;1;2;2;2;2;2;2;2;1;4;14; ; ; ; ; ; ; ;2;2;11;63;497,362515937942
3076068;1;3;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;2; ; ; ;2;11;63;497,362515937942
3076068;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;11;63;497,362515937942
3076069;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;40; ; ; ; ; ; ; ; ;2;11;63;584,02563352655
3076069;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;11;63;584,02563352655
3076069;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;2;11;63;584,02563352655
3076069;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;11;63;584,02563352655
3076070;1;1;1;90; ;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;2;11;63;466,444769945343
3076070;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;7;20; ;7; ; ; ; ; ; ;2;11;63;466,444769945343
3076070;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;2;11;63;466,444769945343
3076070;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;2;11;63;466,444769945343
3076070;1;6;1;90; ;2;2;1;2;2;2;2;2;2;1; ; ;14; ; ; ; ; ; ;3;2;11;63;466,444769945343
3076071;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;4;7; ; ; ; ; ; ; ; ;2;11;63;525,893669649938
3076072;1;1;1;90; ;1;1;2;2;2;2;1;2;2;2;14;35; ; ; ; ;3; ; ; ;2;11;63;466,973399343036
3076072;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;11;63;466,973399343036
3076073;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;11;63;404,803227780616
3076073;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;5;35; ; ; ; ; ; ; ; ;2;11;63;404,803227780616
3076073;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;2;11;63;404,803227780616
3076074;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;11;63;652,283661254552
3076074;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;7;20; ;14; ; ; ; ; ; ;2;11;63;652,283661254552
3076074;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;11;63;652,283661254552
3076074;1;4;1;90; ;1;1;2;2;2;2;2;2;2;2;7;10; ; ; ; ; ; ; ; ;2;11;63;652,283661254552
3076074;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;2;11;63;652,283661254552
3076076;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;11;63;456,145393495378
3076076;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;3;25; ; ; ; ; ; ; ; ;2;11;63;456,145393495378
3076076;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;11;63;456,145393495378
3076077;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;35;7; ; ; ; ; ; ; ; ;2;11;63;557,513204281816
3076078;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;2;11;63;384,450305048633
3076078;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;7;35; ; ; ; ; ; ; ; ;2;11;63;384,450305048633
3076080;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;2;11;63;436,422762412494
3076080;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;7;35; ; ; ; ; ; ; ; ;2;11;63;436,422762412494
3076080;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;2;11;63;436,422762412494
