Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3076067;1;2;1;80;2;2; ; ; ;2; ;2; ;1;4; ;9; ;1;11;63;421,527404196993
3076067;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;421,527404196993
3076068;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;497,362515937942
3076069;1;2;1;80;2;1;1;8; ;2; ;1;280000; ; ; ;4;2;1;11;63;584,02563352655
3076069;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;584,02563352655
3076069;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;584,02563352655
3076070;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;63;466,444769945343
3076070;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;466,444769945343
3076070;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;466,444769945343
3076070;1;6;1;80;2;1;2;8; ;2; ;2; ; ; ; ;9;2;1;11;63;466,444769945343
3076072;1;1;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;11;63;466,973399343036
3076073;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;63;404,803227780616
3076073;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;404,803227780616
3076074;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;652,283661254552
3076076;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;63;456,145393495378
3076076;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;456,145393495378
3076077;1;1;1;80;2;1;1;4; ;2; ;2; ; ; ; ;4;2;1;11;63;557,513204281816
3076078;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;63;384,450305048633
3076080;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;436,422762412494
3076080;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;436,422762412494
3076081;1;4;1;80;2;1;1;2; ;2; ;2; ; ; ; ;2;2;1;11;63;443,021895556674
3076082;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;11;63;588,676780442362
3076082;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;588,676780442362
3076084;1;2;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;11;63;431,24400667818
3076084;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;431,24400667818
3076084;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;431,24400667818
3076085;1;2;1;80;2;1;9;3; ;2; ;2; ; ; ; ;9;2;1;11;63;435,792470763394
3076087;1;1;1;80;2;1;1;3; ;1;4;1;98; ; ; ;9;2;1;11;63;435,792470763394
3076088;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;63;456,145393495378
3076088;1;3;1;80;2;1;1;8; ;2; ;2; ; ; ; ;2;2;1;11;63;456,145393495378
3076090;1;3;1;80;2;1;4;6; ;2; ;2; ; ; ; ;9;2;1;11;63;457,358459113255
3076091;1;2;1;80;2;1;1;8; ;2; ;1;50000; ; ; ;1;2;1;11;63;508,190521785601
3076091;1;3;1;80;2;1;1;2; ;2; ;2; ; ; ; ;2;2;1;11;63;508,190521785601
3076093;1;2;1;80;2;1;1;3; ;2; ;2; ; ; ; ;9;2;1;11;63;511,381585536082
3076093;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;511,381585536082
3076093;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;511,381585536082
3076093;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;511,381585536082
3076093;2;2;2;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;63;511,381585536082
3076094;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;712,505846588606
3076104;1;2;1;80;2;1;2;4; ;2; ;2; ; ; ; ;4;2;1;11;63;404,172936131516
3076105;1;3;1;80;2;2; ; ; ;2; ;2; ;1;1;ES MENOR DE EDAD;12; ;1;11;63;508,190521785601
3076106;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;590,713616080005
3076117;1;4;1;80;2;1;3;8; ;2; ;2; ; ; ; ;9;2;1;11;63;1030,18597511147
3076117;1;7;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;1030,18597511147
3076117;1;11;1;80;2;1;3;4; ;2; ;2; ; ; ; ;4;2;1;11;63;1030,18597511147
3076118;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;63;536,300324772375
3076118;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;536,300324772375
3076118;1;5;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;11;63;536,300324772375
3076134;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;446,02035022318
3076134;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;63;446,02035022318
