Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area
3011123;1;1;1;70;1;20;48;4; ;2;28;4; ;1;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;08;54;255,678130717179;54
3011126;1;1;1;70;1;52;48;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ;1; ;PENSION;2; ;2;44;44;92;1;2;9242;08;63;89,9468568703422;63
3011135;1;1;1;70;1;16;20;4; ;2;16;3; ;1;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;95;1;2;9500;08;63;92,8524740718829;63
3011135;1;2;1;70;1;4;10;4; ;2;4;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;70000;2;17;17;92;1;1;9214;08;63;92,8524740718829;63
3011136;1;1;1;70;1;102;48;4; ;2;40;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;2;0111;08;63;206,98839842737;63
3011136;1;2;1;70;1;1;40;4; ;2;150;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;74;1;1;7493;08;63;206,98839842737;63
3011136;1;3;1;70;1;1;48;4; ;2;1;4; ;1;5; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;93;93;45;1;1;4552;08;63;206,98839842737;63
3011136;1;9;1;70;1;8;48;4; ;2;84;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;40000;2;61;61;01;1;1;0111;08;63;206,98839842737;63
3011137;1;1;1;70;1;32;48;4; ;2;156;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;74;1;2;7492;08;63;132,985538023654;63
3011137;1;3;1;70;1;8;48;8; ;2;8;8; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0111;08;63;132,985538023654;63
3011141;1;2;1;70;1;32;48;1; ;2;32;1; ;5;2; ; ; ;1; ; ; ; ; ; ; ;2; ;2;33;33;52;1;2;5239;08;63;114,378397856797;63
3011150;1;2;1;70;1;13;48;4; ;2;16;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6041;08;63;127,212889126734;63
3011153;1;2;1;70;1;8;48;1; ;2;8;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;66;1;1;6601;08;63;143,258995382106;63
3011156;1;1;1;70;1;16;48;4; ;2;16;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;08;63;160,530748526341;63
3011160;1;2;1;70;1;5;50;1; ;2;28;4; ;1;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;41;55;1;1;5511;08;63;152,707599531365;63
3011161;1;2;1;70;1;52;40;1; ;2;52;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;44;72;1;2;7290;08;63;128,893146301254;63
3011169;1;1;1;70;1;4;112;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;95;95;45;1;1;4530;08;63;157,417079010109;63
3011172;1;1;1;70;1;52;40;4; ;2;104;3; ;1;1; ; ; ; ; ; ; ; ;1; ;YA ES PENSIONADA;2; ;2;59;59;95;1;2;9500;08;63;128,893146301254;63
