Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3011121;1;2;1;80;54;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;54;361,754597140832
3011123;1;2;1;80;54;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;54;255,678130717179
3011124;1;1;1;80;54;1;4;6; ;3; ;2; ; ; ; ;8;2;1;08;54;528,643020796772
3011124;1;2;1;80;54;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;54;528,643020796772
3011270;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;17;117,98393400874
3011270;1;2;1;80;17;1;4;8; ;2; ;2; ; ; ; ;9;2;1;08;17;117,98393400874
3011270;1;3;1;80;17;1;1;3; ;2; ;2; ; ; ; ;9;2;1;08;17;117,98393400874
3011271;1;2;1;80;17;1;4;3; ;2; ;2; ; ;1; ;4;1;1;08;17;166,490878680514
3011271;1;3;1;80;17;2; ; ; ;2; ;2; ;1;1; ;2; ;1;08;17;166,490878680514
3011271;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;166,490878680514
3011273;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;150,47207179258
3011274;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;17;146,526674618929
3011274;1;2;1;80;17;1;4;5; ;2; ;2; ; ; ; ;9;2;1;08;17;146,526674618929
3011274;1;5;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;17;146,526674618929
3011275;1;1;1;80;17;1;4;2; ;3; ;2; ; ; ; ;4;2;1;08;17;136,232716942043
3011275;1;2;1;80;17;1;4;4; ;2; ;2; ; ; ; ;4;2;1;08;17;136,232716942043
3011277;1;1;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;17;198,666057531254
