Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
3011123;1;1;1;70;54;20;48;4; ;2;28;4; ;1;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;08;54;255,678130717179
3011273;1;1;1;70;17;104;48;2; ;2;150;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;75;1;2;7523;08;17;150,47207179258
3011274;1;3;1;70;17;250;48;1; ;2;10;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;38;64;1;2;6421;08;17;146,526674618929
3011274;1;4;1;70;17;4;48;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;80000;2;13;13;80;1;1;8060;08;17;146,526674618929
3011275;1;3;1;70;17;12;48;1; ;2;44;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;55;55;1;1;5511;08;17;136,232716942043
3011276;1;2;1;70;17;48;48;1; ;2;96;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;16;16;74;1;2;7430;08;17;222,499329290805
3011283;1;3;1;70;17;16;48;1; ;2;16;1; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5241;08;17;189,133376221427
3011290;1;3;1;70;17;32;40;1; ;2;32;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;39;75;1;2;7530;08;17;134,315699829775
3011294;1;3;1;70;17;8;20;1; ;2;36;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;38;64;1;1;6421;08;17;182,442019378235
3011424;1;2;1;70;73;8;48;3; ;2;988;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;32;50;1;1;5020;08;73;241,458284040111
3011433;1;2;1;70;73;152;48;1; ;2;350;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;43;43;24;1;2;2423;08;73;276,098890664209
3011441;1;2;1;70;73;32;48;4; ;2;32;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;39;51;1;2;5125;08;73;255,119065356348
3011442;1;2;1;70;73;1;30;3; ;2;52;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;56;93;1;1;9301;08;73;284,550165094862
3011445;1;1;1;70;73;52;40;5; ;2;52;5; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;08;73;293,00842928834
3011454;1;2;1;70;73;52;40;1; ;2;130;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;15;1;2;1589;08;73;193,851195859911
3011464;1;1;1;70;73;36;70;4; ;2;52;5; ;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;21;21;64;1;2;6422;08;73;186,740057556484
3011464;1;5;1;70;73;9;60;1; ;2;10;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;38;64;1;1;6422;08;73;186,740057556484
3011472;1;7;1;70;76;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;1; ;08;76;1268,78512353156
3011473;1;2;1;70;76;1;48;4; ;2;1;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;12;12;75;1;1;7513;08;76;1117,67426478995
3011504;1;2;1;70;08;102;48;1; ;2;104;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;57;93;1;2;9302;08;08;722,885816451142
3011505;1;1;1;70;08;48;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;2; ;08;08;579,18592960314
3011513;1;2;1;70;66;104;48;1; ;2;104;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8513;08;66;302,957160017481
3011514;1;5;1;70;66;4;48;1; ;2;32;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;1;8513;08;66;300,000183198514
3011516;1;4;1;70;66;24;48;1; ;2;24;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;79;18;1;2;1810;08;66;234,698000283878
3011517;1;2;1;70;66;52;48;1; ;2;4;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;79;79;18;1;2;1810;08;66;401,130309594292
3011518;1;2;1;70;66;4;48;1; ;2;104;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;53;55;1;1;5521;08;66;429,063010659188
3011527;1;2;1;70;66;52;48;1; ;2;52;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;89;89;26;1;2;2610;08;66;288,659120889131
3011527;1;3;1;70;66;26;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;08;66;288,659120889131
3011528;1;2;1;70;66;26;20;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;08;66;249,809738231002
3011532;1;2;1;70;66;2;50;8; ;2;2;8; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;520000;2;62;62;01;1;1;0114;08;66;369,568738948436
3011534;1;1;1;70;66;13;40;1; ;2;13;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5223;08;66;345,792714475388
3011541;1;4;1;70;66;2;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;08;66;252,498705135673
