DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S2;P5210S20;P5210S21;P5210S22;P5210S24;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5220;P5220S1;P6006;P6007;P6007S1;P6008;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;clase;MES;DPTO;ORDEN;AREA;fex_c_2011
2594882;1;5;3;1;1;1;1;1;4;3;;;;;350000;1;1;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;4;2;2;;4;1;1;1;4;1;2;1;1;1;3;3;1;1;1;1;63;1;63;841.486.162.298.383
2594883;1;2;1;1;1;1;1;3;3;1;;;10000000;60000;;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2;;3;1;1;1;4;1;1;1;1;1;1;3;1;1;1;1;63;1;63;144.937.279.306.079
2594884;1;3;2;1;2;1;1;1;3;3;;;;;150000;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;2;2;2;;2;1;3;1;2;1;1;1;1;1;2;3;1;1;1;1;63;1;63;13.786.196.521.433
2594885;1;1;1;1;2;1;1;5;3;3;;;;;112000;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;3;2;2;;3;1;3;1;4;1;1;1;1;1;2;3;1;1;1;1;63;1;63;126.650.444.686.339
2594886;1;4;3;1;1;1;1;1;3;3;;;;;230000;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2;;4;1;1;1;4;1;1;1;1;1;3;3;1;1;1;1;63;1;63;775.762.362.781.914
2594887;1;3;1;1;1;1;1;6;;4;;;;130000;;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;2;1;1;2;2;1;2;2;2;;2;1;2;1;4;1;1;1;1;1;3;3;1;1;1;1;63;1;63;140.004.491.350.065
2594888;1;2;1;1;1;1;1;1;4;3;;;;;60000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2;;2;1;1;1;4;1;2;1;1;1;1;3;1;1;1;1;63;1;63;132.775.439.057.756
2594889;1;4;3;1;1;1;1;1;3;3;;;;;178000;2;2;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;1;1;2;2;1;2;2;2;;4;1;1;1;4;1;1;1;1;1;2;3;1;1;1;1;63;1;63;105.471.287.401.974
2594890;1;2;1;1;1;1;1;1;3;3;;;;;60000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;1;2;2;;4;1;1;1;4;1;1;1;1;1;1;3;1;1;1;1;63;1;63;140.239.937.062.452
2594891;1;3;1;1;1;1;1;1;3;1;;;10000000;70000;;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2;;1;1;1;1;4;1;1;1;1;1;1;3;1;1;1;1;63;1;63;115.864.661.032.285
2594892;1;4;3;1;1;1;1;1;3;3;;;;;200000;2;1;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;2;2;2;;4;1;2;1;4;1;1;1;1;1;2;3;1;1;1;1;63;1;63;166.041.273.071.464
2594893;1;4;2;1;1;1;1;1;3;1;;;20000000;200000;;1;2;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;1;2;1;3;2;2;;4;1;2;1;4;1;1;1;1;1;3;3;1;1;1;1;63;1;63;132.043.603.198.113
2594894;1;6;3;1;1;1;1;1;4;3;;;;;300000;2;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;2;2;2;;3;1;2;1;4;1;2;1;1;1;3;3;1;1;1;1;63;1;63;128.004.125.658.759
2594895;1;5;4;1;1;1;1;1;4;3;;;;;400000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2;;4;1;2;1;4;1;2;1;1;1;3;3;1;1;1;1;63;1;63;131.346.594.566.355
2594896;1;4;2;1;1;1;1;1;3;1;;;25000000;200000;;1;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;2;1;2;2;2;;3;1;1;1;4;1;1;1;1;1;2;3;1;1;1;1;63;1;63;11.988.176.294.979
2594897;1;2;1;1;1;1;1;3;3;3;;;;;50000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2;;4;1;1;1;2;1;1;1;1;1;1;3;1;1;1;1;63;1;63;142.382.463.198.186
2594898;1;4;3;1;1;1;1;1;4;3;;;;;450000;1;2;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;2;1;1;3;2;2;;4;1;2;1;4;1;2;1;1;1;1;3;1;1;1;1;63;1;63;142.115.705.207.834
2594899;1;3;1;1;1;1;1;1;3;3;;;;;180000;2;2;1;1;1;2;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;2;2;2;;3;1;2;1;2;1;1;1;1;1;1;3;1;1;1;1;63;1;63;129.668.415.862.548
2594900;1;3;2;1;1;1;1;1;3;4;;;;250000;;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2;;5;1;1;1;4;1;1;1;1;1;1;3;1;1;1;1;63;1;63;176.612.794.271.368
2594901;1;3;1;1;1;1;1;1;4;1;;;25000000;180000;;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2;;2;1;2;1;2;1;2;1;1;1;1;3;1;1;1;1;63;1;63;13.650.828.424.191
2594902;1;4;2;1;1;1;1;1;3;3;;;;;200000;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;4;2;2;;4;1;2;1;4;1;1;1;1;1;3;3;1;1;1;1;63;1;63;12.497.107.361.892
2594903;1;4;2;1;1;1;1;1;3;2;;300000;30000000;200000;;2;2;1;1;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2;;4;1;2;1;4;1;1;1;1;1;3;3;1;1;1;1;63;1;63;140.239.937.062.452
2594904;1;4;1;1;1;1;1;1;3;3;;;;;280000;2;2;1;1;2;1;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;1;2;2;;1;1;2;1;4;1;1;1;1;1;3;3;1;1;1;1;63;1;63;116.757.971.448.946
2594905;1;2;1;1;1;1;1;3;3;1;;;14000000;150000;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;;2;1;1;1;2;1;1;1;1;1;1;3;1;1;1;1;63;1;63;136.968.654.797.669
2594906;1;2;1;1;1;1;1;3;4;3;;;;;150000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2;;7;1;2;1;2;1;2;1;1;1;2;3;1;1;1;1;63;1;63;151.949.246.340.582
2594907;1;7;3;1;1;1;1;1;3;1;;;35000000;300000;;2;2;1;1;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;4;2;2;;7;1;2;4;3;1;1;1;1;1;2;3;1;1;1;1;63;1;63;113.720.653.693.816
2594908;1;2;2;1;2;1;1;1;3;3;;;;;152000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2;;4;1;3;1;2;1;1;1;1;1;1;3;1;1;1;1;63;1;63;119.573.938.230.978
2594909;1;3;2;1;1;1;1;1;3;3;;;;;280000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2;;3;1;2;1;4;1;1;1;1;1;3;3;1;1;1;1;63;1;63;128.004.125.658.759
2594910;1;4;1;1;1;1;1;1;3;1;;;30000000;180000;;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2;;2;1;1;1;4;1;1;1;1;1;3;3;1;1;1;1;63;1;63;10.227.397.629.256
2594911;1;2;1;1;1;1;1;3;4;3;;;;;80000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2;;2;1;1;1;2;1;2;1;1;1;1;3;1;1;1;1;63;1;63;132.775.439.057.756
2594912;1;2;1;1;1;1;1;6;;3;;;;;80000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;;1;1;1;1;2;1;2;1;1;1;1;3;1;1;1;1;63;1;63;11.890.049.758.468
2594913;1;2;1;1;1;1;1;3;3;3;;;;;70000;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2;;3;1;1;1;4;1;1;1;1;1;1;3;1;1;1;1;63;1;63;129.668.415.862.548
2594914;1;5;3;1;1;1;1;1;3;1;;;50000000;350000;;2;2;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;2;1;3;2;2;;3;1;1;1;4;1;1;1;1;1;3;3;1;1;1;1;63;1;63;122.917.599.502.185
2594915;1;4;1;1;1;1;1;1;4;3;;;;;200000;2;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;2;2;2;;2;1;1;1;2;1;2;1;1;1;2;3;1;1;1;1;63;1;63;134.365.758.106.175
2594916;1;5;3;1;1;1;1;1;3;2;;280000;80000000;300000;;2;1;1;1;2;1;2;2;2;1;2;1;2;2;1;1;1;1;1;2;2;1;2;2;2;;4;1;1;1;4;1;1;1;1;1;3;3;1;1;1;1;63;1;63;140.239.937.062.452
2594917;1;4;2;1;1;1;1;1;4;3;;;;;250000;2;2;1;1;1;2;2;2;2;1;2;2;1;2;2;1;1;1;1;2;2;1;2;2;2;;3;1;2;1;4;1;2;1;1;1;3;3;1;1;1;1;63;1;63;144.937.279.306.079
2594918;1;3;2;1;1;1;1;1;3;1;;;1000000;80000;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;;8;1;1;1;2;1;1;1;1;1;1;3;1;1;1;1;63;1;63;162.806.216.637.449
2594919;1;4;2;1;1;1;1;1;4;3;;;;;260000;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2;;2;1;1;1;4;1;2;1;1;1;3;3;1;1;1;1;63;1;63;103.167.286.709.221
2594920;1;4;2;1;1;1;1;1;4;2;;280000;30000000;250000;;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;3;2;2;;4;1;1;1;4;1;2;1;1;1;2;3;1;1;1;1;63;1;63;893.091.135.417.816
2594921;1;5;3;1;1;1;1;1;3;2;;190000;35000000;250000;;1;2;1;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;3;2;2;;7;1;1;1;4;1;1;1;1;1;3;3;1;1;1;1;63;1;63;643.791.685.701.254
2594922;1;5;3;1;1;1;1;1;3;1;;;12000000;80000;;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;2;2;2;;6;1;1;1;4;1;1;1;1;1;1;3;1;1;1;1;63;1;63;152.231.910.924.989
2594923;1;4;2;1;1;1;1;1;3;1;;;35000000;200000;;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;;2;1;1;1;4;1;1;1;1;1;2;3;1;1;1;1;63;1;63;101.576.967.660.802
2594924;1;4;2;1;1;1;1;1;3;1;;;25000000;200000;;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;1;1;1;2;2;1;2;2;2;;3;1;1;1;4;1;1;1;1;1;2;3;1;1;1;1;63;1;63;144.937.279.306.079
2594925;1;4;1;1;1;1;1;1;4;1;;;35000000;250000;;1;2;1;2;1;2;2;2;2;1;2;2;2;2;1;2;1;1;1;2;2;1;1;2;2;;1;1;1;1;4;1;2;1;1;1;2;3;1;1;1;1;63;1;63;115.167.652.400.526
2594926;1;3;2;1;1;1;1;1;3;1;;;12000000;100000;;2;2;1;1;1;2;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;3;2;2;;4;1;1;1;2;1;1;1;1;1;1;3;1;1;1;1;63;1;63;135.079.439.750.508
2594927;1;3;3;1;1;1;1;2;3;1;;;6000000;80000;;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2;;9;1;1;1;2;1;1;1;1;1;1;3;1;1;1;1;63;1;63;135.573.251.624.479
2594928;1;2;2;1;1;1;1;1;3;1;;;8000000;80000;;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2;;3;1;1;1;2;1;1;1;1;1;1;3;1;1;1;1;63;1;63;113.738.807.909.125
2594929;1;3;2;1;1;1;1;1;3;1;;;7000000;40000;;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2;;5;1;1;1;2;1;1;1;1;1;1;3;1;1;1;1;63;1;63;130.382.097.506.881
2594931;1;4;2;1;1;1;1;1;3;3;;;;;320000;1;2;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;1;2;2;;2;1;1;1;4;1;1;1;1;1;2;3;1;1;1;1;63;1;63;105.309.812.844.956
2594933;1;3;2;1;1;1;1;1;3;2;;200000;30000000;180000;;2;2;1;1;1;2;2;2;2;1;2;1;2;2;2;1;2;1;1;2;2;1;2;2;2;;3;1;2;1;4;1;1;1;1;1;2;3;1;1;1;1;63;1;63;129.668.415.862.548
2594934;1;3;2;1;1;1;1;1;3;1;;;4000000;60000;;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2;;5;1;1;1;2;1;1;1;1;1;1;3;1;1;1;1;63;1;63;155.053.485.023.234
2594935;1;4;3;1;1;1;1;1;3;1;;;25000000;180000;;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2;;3;1;1;1;4;1;1;1;1;1;2;3;1;1;1;1;63;1;63;924.161.367.369.898
2594936;1;4;2;1;1;1;1;1;3;4;;;;220000;;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;1;1;1;1;2;2;1;2;2;2;;3;1;1;1;4;1;1;1;1;1;2;3;1;1;1;1;63;1;63;133.164.622.970.703
2594937;1;4;3;1;1;1;1;1;3;1;;;45000000;250000;;1;2;1;2;1;1;2;2;1;1;2;2;2;2;1;1;1;1;1;1;2;1;3;2;2;;6;1;1;1;4;1;1;1;1;1;2;3;1;1;1;1;63;1;63;933.262.154.592.867
2594938;1;5;2;1;1;1;1;1;3;1;;;55000000;400000;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2;;4;1;1;1;4;1;1;1;1;1;2;3;1;1;1;1;63;1;63;848.792.597.258.694
2594939;1;4;3;1;1;1;1;1;3;4;;;;100000;;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;3;2;2;;4;1;2;1;4;1;1;1;1;1;2;3;1;1;1;1;63;1;63;119.810.576.306.977
2594940;1;4;2;1;1;1;1;1;3;1;;;20000000;150000;;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2;;3;1;1;1;4;1;1;1;1;1;2;3;1;1;1;1;63;1;63;121.472.081.998.209
2594941;1;3;1;1;1;1;1;1;3;1;;;8000000;60000;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2;;1;1;1;1;2;1;1;1;1;1;1;3;1;1;1;1;63;1;63;115.167.652.400.526
2594942;1;3;2;1;1;1;1;1;3;1;;;12000000;100000;;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2;;3;1;1;1;2;1;1;1;1;1;1;3;1;1;1;1;63;1;63;975.766.340.489.332
2594943;1;4;2;1;1;1;1;1;3;1;;;35000000;250000;;1;2;1;1;1;2;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2;;2;1;1;1;4;1;1;1;1;1;2;3;1;1;1;1;63;1;63;10.227.397.629.256
2594944;1;3;2;1;1;1;1;1;3;3;;;;;250000;1;2;1;1;2;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;2;2;2;;3;1;1;1;4;1;1;1;1;1;2;3;1;1;1;1;63;1;63;124.507.918.550.604
2594945;1;4;1;1;1;1;1;1;3;1;;;50000000;250000;;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;1;2;2;;1;1;2;1;4;1;1;1;1;1;2;3;1;1;1;1;63;1;63;115.167.652.400.526
2594946;1;3;3;1;1;1;1;1;3;3;;;;;80000;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;;7;1;1;1;2;1;1;1;1;1;1;3;1;1;1;1;63;1;63;159.915.086.336.435
2594947;1;3;2;1;1;1;1;1;3;1;;;99;200000;;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;3;2;2;;4;1;1;1;2;1;1;1;1;1;1;3;1;1;1;1;41;1;41;130.244.411.357.102
2594948;1;3;2;1;1;1;1;1;3;1;;;25000000;200000;;2;2;1;1;1;2;2;2;2;2;1;1;2;2;2;2;1;2;1;2;2;1;2;2;2;;6;1;1;1;2;1;1;1;1;1;1;3;1;1;1;1;41;1;41;165.205.059.151.854
2594949;1;4;3;1;1;1;1;1;3;3;;;;;120000;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;3;2;2;;7;1;1;1;2;1;1;1;1;1;1;3;1;1;1;1;41;1;41;1.567.894.741.294
2594950;1;4;1;1;1;1;1;1;3;3;;;;;350000;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2;;2;1;2;1;4;1;1;1;1;1;2;3;1;1;1;1;41;1;41;139.513.939.339.545
2594951;1;3;1;1;1;1;1;1;3;1;;;13000000;150000;;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;1;2;1;1;2;2;;1;1;1;1;2;1;1;1;1;1;2;3;1;1;1;1;41;1;41;107.628.800.473.716
2594952;1;2;2;1;1;1;1;1;3;1;;;20000000;200000;;2;2;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;1;2;2;2;;6;1;1;1;2;1;1;1;1;1;1;3;1;1;1;1;41;1;41;11.055.330.327.935
2594953;1;3;2;1;1;1;1;1;3;3;;;;;300000;2;2;1;1;2;1;2;2;1;1;1;2;2;2;2;1;1;1;1;1;2;1;1;2;1;1;2;1;2;1;4;1;1;1;1;1;1;3;1;1;1;1;41;1;41;116.320.188.508.853
2594954;1;3;2;1;1;1;1;1;3;3;;;;;280000;2;2;1;1;1;1;2;2;1;1;2;1;2;2;2;1;1;1;1;1;2;1;1;2;2;;2;1;2;1;4;1;1;1;1;1;2;3;2;1;1;1;41;1;41;146.653.360.996.485
2594955;1;3;2;1;1;1;1;1;3;3;;;;;140000;2;2;1;1;2;2;2;2;1;2;1;1;2;2;2;2;1;1;1;1;1;1;1;2;2;;4;1;2;1;2;1;1;1;1;1;1;3;1;1;1;1;41;1;41;126.477.265.744.657
2594957;1;3;2;1;1;1;1;1;3;3;;;;;400000;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;1;1;1;2;2;1;2;2;2;;3;1;2;1;4;1;1;1;1;1;3;3;1;1;1;1;73;1;73;232.353.926.540.932
2594958;1;4;1;1;1;1;1;1;3;1;;;80000000;800000;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2;;2;1;1;1;4;1;1;1;1;1;3;3;2;1;1;1;73;1;73;242.264.109.169.447
2594959;1;1;1;1;1;1;1;6;;3;;;;;100000;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;;1;1;2;1;4;1;2;1;1;1;2;3;1;1;1;1;73;1;73;288.855.728.543.891
2594961;1;5;4;1;1;1;1;1;3;1;;;65000000;500000;;1;2;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;1;1;2;2;1;3;2;2;;5;1;2;1;4;1;1;1;1;1;3;3;2;1;1;1;73;1;73;203.955.009.799.341
2594962;1;3;1;1;1;1;1;1;3;4;;;;350000;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2;;1;1;2;1;4;1;1;1;1;1;3;3;1;1;1;1;73;1;73;203.126.257.716.881
2594963;1;1;1;1;1;1;1;6;;3;;;;;150000;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;;1;1;2;1;4;1;2;1;1;1;3;3;1;1;1;1;73;1;73;212.504.276.720.099
2594964;1;5;3;1;1;1;1;1;3;1;;;90000000;600000;;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;1;1;1;1;1;2;1;3;2;2;;3;1;1;1;4;1;1;1;1;1;3;3;2;1;1;1;73;1;73;223.744.203.308.085
2594965;1;2;1;1;1;1;1;3;3;3;;;;;200000;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2;;4;1;2;1;2;1;1;1;1;1;2;3;1;1;1;1;73;1;73;296.075.421.331.634
2594967;1;5;2;1;1;1;1;1;3;1;;;80000000;450000;;1;1;1;1;1;1;1;2;1;1;1;2;1;2;1;1;1;1;1;1;1;1;2;2;1;1;2;1;1;1;4;1;1;1;1;1;3;3;1;1;1;1;73;1;73;260.988.975.427.597
2594968;1;5;3;1;1;1;1;1;3;4;;;;300000;;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2;;3;1;1;1;4;1;1;1;1;1;2;3;2;1;1;1;73;1;73;138.014.732.481.075
2594970;1;4;1;1;1;1;1;1;4;1;;;150000000;1000000;;1;1;1;1;1;1;2;2;1;1;2;2;1;2;1;1;1;1;1;1;1;1;2;2;2;;2;1;2;1;4;1;2;1;1;1;5;3;1;1;1;1;73;1;73;232.886.090.166.229
2594971;1;5;1;1;1;1;1;1;4;1;;;250000000;10000000;;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;2;;2;2;;1;1;2;1;4;1;2;1;1;1;4;3;1;1;1;1;73;1;73;212.504.276.720.099
2594972;1;3;2;1;1;1;1;1;3;1;;;18000000;300000;;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;1;2;2;;2;1;2;1;2;1;1;1;1;1;2;2;2;1;1;1;73;1;73;206.580.167.266.269
2594974;1;4;2;1;1;1;1;1;3;1;;;25000000;300000;;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2;;2;1;2;1;2;1;1;1;1;1;2;3;2;1;1;1;73;1;73;208.484.042.919.855
2594975;1;1;1;3;1;1;1;2;2;4;;;;50000;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;;4;1;1;1;1;1;2;2;1;1;1;3;1;1;1;1;73;1;73;238.420.520.960.608
2594976;1;3;2;3;1;1;1;1;3;1;;;13000000;100000;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2;;5;1;1;1;2;1;1;2;1;1;1;3;2;1;1;1;73;1;73;246.526.395.373.541
2594977;1;3;1;3;1;1;1;1;3;1;;;18000000;200000;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2;;1;1;1;1;2;1;1;2;1;1;1;3;2;1;1;1;73;1;73;212.504.276.720.099
2594978;1;3;2;1;1;1;1;1;4;4;;;;300000;;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;2;1;1;1;2;2;1;3;2;2;;3;1;1;1;4;1;2;1;1;1;2;2;1;1;1;1;66;1;66;217.550.126.237.521
2594979;1;3;2;1;1;1;1;1;3;3;;;;;200000;1;2;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;1;1;2;2;1;2;2;2;;3;1;2;1;4;1;1;1;1;1;3;2;1;1;1;1;66;1;66;219.351.580.512.092
