DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
2600861;1;1;1;70;2;4;40;4;;2;4;4;;9;1;;;;;1;;;;;;;1;400000;2;13;13;80;1;1;8050;1;63;109.856.266.012.233
2600861;1;2;1;70;2;4;40;4;;2;4;4;;9;1;;;;;;;;;;1;;1;600000;2;13;13;80;1;1;8050;1;63;109.856.266.012.233
2600862;1;3;1;70;2;12;48;2;;1;;;.;;;.;.;;;;;;;;;.;;;;58;;;1;1;;1;63;848.580.777.662.999
2600873;1;5;1;70;2;4;50;1;;2;4;4;;1;1;;;;;;;;;;1;;2;;2;62;61;1;1;1;123;1;63;143.831.468.135.012
2600879;1;1;1;70;2;2;50;8;;2;2;8;;1;1;;;;;;;;;;1;;2;;2;62;62;1;1;1;111;1;63;83.447.555.534.486
2604259;1;1;1;70;2;3;48;1;;2;3;1;;6;6;;;;;;;;;;1;;1;600000;2;84;84;15;1;1;1541;1;73;264.542.991.187.413
2604259;1;2;1;70;2;4;48;1;;2;4;1;;4;4;;;;;;;;;;1;;1;460000;2;33;33;52;1;1;5211;1;73;264.542.991.187.413
2604261;1;2;1;70;2;48;28;4;;2;720;1;;4;2;;;;;;;;;;1;;2;;2;61;62;1;1;2;118;1;73;234.741.188.541.633
2604268;1;5;1;70;2;4;25;6;;1;;;.;;;.;.;;;;;;;;;.;;;;62;;;1;1;;1;73;28.094.325.167.755
2604290;1;3;1;70;2;36;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;33;;;1;2;;1;73;227.812.932.395.402
2604311;1;1;1;70;2;12;54;8;;2;12;8;;9;4;;;;;;;;1;;;;2;;2;62;62;41;1;1;4100;1;73;243.690.927.758.123
2604322;1;3;1;70;2;62;40;1;;2;108;1;;2;1;;;;;;;;;;1;;2;;2;45;57;93;1;2;9302;1;73;205.889.636.675.703
2604340;1;1;1;70;2;4;54;8;;2;4;8;;3;1;;;;;;;;1;;;;1;120000;2;62;62;1;1;1;121;1;73;244.513.893.103.592
2604341;1;1;1;70;2;5;54;1;;2;5;1;;5;1;;;;;;;;1;;;;1;350000;2;95;62;1;1;1;121;1;73;153.498.245.740.421
2604342;1;3;1;70;2;4;60;1;;2;8;8;;6;4;;;;;;;;;;1;;2;;2;45;62;1;1;1;115;1;73;236.635.386.177.512
2604361;1;2;1;70;2;4;48;3;;1;;;.;;;.;.;;;;;;;;;.;;;;55;;;1;1;;1;73;260.831.222.792.783
2604361;1;3;1;70;2;2;48;8;;2;2;8;;2;4;;;;;;;;;;1;;1;50000;2;62;62;1;1;1;130;1;73;260.831.222.792.783
2604365;1;2;1;70;2;1;20;4;;2;99;3;;1;1;;;;;;;;;;1;;2;;2;54;54;95;1;1;9500;1;73;235.691.439.321.482
2604372;1;5;1;70;2;2;48;1;;2;4;6;;2;8;;;;;;;;;;1;;2;;2;62;62;1;1;1;117;1;73;176.966.482.209.672
2604392;1;5;1;70;2;8;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;45;;;1;1;;1;73;316.283.653.833.091
2604393;1;3;1;70;2;2;24;8;;1;;;.;;;.;.;;;;;;;;;.;;;;62;;;1;1;;1;73;235.390.810.633.581
2604397;1;2;1;70;2;2;40;8;;2;2;7;;3;1;;;;;;;;;;1;;2;;2;62;62;1;1;1;115;1;73;235.691.439.321.482
