Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Area;Esc;Mes;Dpto;Fex_c_2011
3572965;1;1;1;10;2;1;1;9;1942;72;1;3;1; ; ;1;2;240000;2;1;2; ;6;5;4;76;16;10;76;1098,09165219336
3572965;1;2;1;10;2;2;1;6;1951;63;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ;76;5;10;76;1098,09165219336
3572965;1;3;1;10;3;1;1;3;1968;46;3;6;1; ; ;1;3;81000;2;1;2; ;5;11;2;76;11;10;76;1098,09165219336
3572965;1;4;1;10;4;1;1;7;1997;17;5;6;1; ; ;1;5; ;2;1;2; ;5;11;2;76;11;10;76;1098,09165219336
3572966;1;1;1;10;1;1;1;4;1972;42;1;4;1; ; ;1;1;60000;2;1;2; ;6;6;4;76;17;10;76;1296,74715358428
3572966;1;2;1;10;1;2;1;10;2007;7;3; ;1; ; ;1;5; ;2;1;1;2;3;1; ;76;1;10;76;1296,74715358428
3572967;1;1;1;10;1;1;1;7;1977;37;1;3;1; ; ;1;1;150000;2;1;1;2;6;10;5;76;21;10;76;1122,06201065598
3572967;1;2;1;10;2;2;1;9;1972;42;2;3;1; ; ;1;1;98;2;1;2; ;6;6;5;76;17;10;76;1122,06201065598
3572967;1;3;1;10;2;2;1;3;2007;7;3; ;1; ; ;1;5; ;2;1;1;2;3;0; ;76;0;10;76;1122,06201065598
3572968;1;1;1;10;1;2;1;2;1945;69;1;6;1; ; ;1;2;460000;2;1;2; ;5;11;2;76;11;10;76;897,675891316721
3572969;1;1;1;10;1;1;1;5;1924;90;1;3;1; ; ;1;3;98;2;1;2; ;4;9; ;76;9;10;76;877,331238564851
3572969;1;2;1;10;1;2;1;6;1931;83;2;3;1; ; ;1;5; ;2;1;2; ;4;6; ;76;6;10;76;877,331238564851
3572970;1;1;1;10;1;2;1;6;1929;85;1;3;1; ; ;1;5; ;2;1;2; ;3;5; ;76;5;10;76;877,331238564851
3572970;1;2;1;10;2;1;1;11;1929;84;2;3;1; ; ;1;2;98;2;1;2; ;5;11;2;76;11;10;76;877,331238564851
3572971;1;1;1;10;1;2;1;4;1935;79;1;4;1; ; ;1;3;98;2;1;2; ;3;5; ;76;5;10;76;897,675891316721
3572972;1;1;1;10;1;2;1;4;1953;61;1;4;1; ; ;1;2;120000;2;1;2; ;5;11;2;76;11;10;76;897,675891316721
3572973;1;1;1;10;1;1;1;5;1972;42;1;3;1; ; ;1;1;49280;2;1;2; ;6;13;5;52;24;10;52;195,391811225875
3572973;1;2;1;10;2;2;1;5;1971;43;2;3;1; ; ;1;5; ;2;1;2; ;6;4;3;52;15;10;52;195,391811225875
3572973;1;3;1;10;3;2;1;10;1997;16;3;6;1; ; ;1;5; ;2;1;1;2;6;0;2;52;11;10;52;195,391811225875
3572973;1;4;1;10;4;2;1;8;2007;7;3; ;1; ; ;1;5; ;2;1;1;2;3;1; ;52;1;10;52;195,391811225875
3572974;1;1;1;10;1;1;1;7;1966;48;1;3;2;2; ; ; ; ;2;1;2; ;4;6; ;52;6;10;52;149,144331778741
3572974;1;2;1;10;2;2;1;3;1960;54;2;3;2;1;2; ; ; ;2;1;2; ;4;9; ;52;9;10;52;149,144331778741
3572974;1;3;1;10;3;2;1;12;1988;25;3;6;1; ; ;3; ; ;2;1;1;1;6;1;2;52;12;10;52;149,144331778741
3572974;1;4;1;10;4;2;1;10;1991;22;3;6;2;1;48; ; ; ;2;1;1;2;6;2;3;52;13;10;52;149,144331778741
3572974;1;5;1;10;5;2;1;8;1996;18;5;6;1; ; ;1;5; ;2;1;1;2;6;0;2;52;11;10;52;149,144331778741
3572975;1;1;1;10;1;2;1;4;1992;22;1;6;1; ; ;3; ; ;2;1;1;2;6;5;3;52;16;10;52;157,180020055893
3572976;1;1;1;10;1;2;1;7;1941;73;1;5;1; ; ;1;2;554800;2;1;2; ;5;11;2;76;11;10;76;966,63862543125
3572976;1;2;1;10;2;1;1;6;1971;43;3;6;1; ; ;1;1;98;2;1;2; ;6;7;5;76;18;10;76;966,63862543125
3572978;1;1;1;10;1;1;1;4;1947;67;1;3;1; ; ;1;3;212000;2;1;2; ;6;5;4;76;16;10;76;877,331238564851
3572978;1;2;1;10;2;2;1;6;1953;61;2;3;1; ; ;1;5; ;2;1;2; ;6;4;4;76;15;10;76;877,331238564851
3572979;1;1;1;10;1;1;1;9;1951;63;1;3;1; ; ;3; ; ;2;1;2; ;6;5;4;52;16;10;52;134,3026012869
3572979;1;2;1;10;2;2;1;9;1960;54;2;3;1; ; ;3; ; ;2;1;2; ;5;11;2;52;11;10;52;134,3026012869
3572979;1;3;1;10;3;1;1;7;1988;26;3;6;1; ; ;3; ; ;2;1;1;2;6;4;3;52;15;10;52;134,3026012869
3572979;1;4;1;10;4;2;1;4;1982;32;3;6;1; ; ;1;1;20500;1;1;1;1;6;2;2;52;13;10;52;134,3026012869
3572979;1;5;1;10;4;2;1;11;2001;12;4;6;1; ; ;1;5; ;1;1;1;2;4;7; ;52;7;10;52;134,3026012869
3572979;1;6;1;10;6;2;1;1;1941;73;5;5;1; ; ;2;2;128000;2;1;2; ;5;11;2;52;11;10;52;134,3026012869
3572980;1;1;1;10;1;2;1;10;1961;52;1;4;1; ; ;2;1;200000;2;1;2; ;6;9;5;52;20;10;52;176,502489131557
3572980;1;2;1;10;2;1;1;3;1963;51;9;4;1; ; ;3; ; ;2;1;2; ;6;3;3;52;14;10;52;176,502489131557
3572981;1;1;1;10;1;1;1;6;1958;56;1;6;1; ; ;2;1;200000;2;1;2; ;6;15;5;52;26;10;52;148,721707656885
3572982;1;1;1;10;1;1;1;12;1944;69;1;3;1; ; ;2;5; ;2;1;2; ;3;5; ;52;5;10;52;163,983299048911
3572982;1;2;1;10;2;2;1;9;1953;61;2;3;1; ; ;2;2;300000;2;1;2; ;6;11;5;52;22;10;52;163,983299048911
3572982;1;3;1;10;3;2;1;4;1992;22;3;6;1; ; ;2;5; ;2;1;1;2;6;3;3;52;14;10;52;163,983299048911
3572982;1;4;1;10;4;2;1;9;1988;26;3;1;2;1;6; ; ; ;2;1;2; ;6;2;3;52;13;10;52;163,983299048911
3572982;1;5;1;10;5;1;1;12;1982;31;5;2;2;1;6; ; ; ;2;1;2; ;6;4;3;52;15;10;52;163,983299048911
3572982;1;6;1;10;6;1;1;7;2009;5;4; ;2;1;9; ; ; ;2;2;1;2;2;0; ;52;0;10;52;163,983299048911
3572983;1;1;1;10;1;1;1;7;1965;49;1;3;1; ; ;1;3;77000;2;1;2; ;5;11;2;76;11;10;76;603,856451690499
3572983;1;2;1;10;2;2;1;3;1971;43;2;3;1; ; ;1;5; ;2;1;2; ;4;7; ;76;7;10;76;603,856451690499
3572983;1;3;1;10;2;2;1;2;1997;17;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;76;9;10;76;603,856451690499
3572983;1;4;1;10;2;2;1;7;1999;15;3;6;1; ; ;1;5; ;2;1;1;1;4;0; ;76;5;10;76;603,856451690499
3572983;1;5;1;10;5;2;1;9;1936;78;5;4;1; ; ;1;2;77000;2;1;2; ;3;3; ;76;3;10;76;603,856451690499
3572984;1;1;1;10;1;1;1;12;1960;53;1;3;1; ; ;1;1;98;2;1;2; ;6;8;5;76;19;10;76;853,328352321462
3572984;1;2;1;10;2;2;1;1;1964;50;2;3;1; ; ;1;5; ;2;1;2; ;6;2;3;76;13;10;76;853,328352321462
3572984;1;3;1;10;3;2;1;11;1993;20;3;6;1; ; ;1;5; ;2;1;1;2;6;1;2;76;12;10;76;853,328352321462
3572984;1;4;1;10;4;2;1;4;1974;40;6;6;1; ; ;1;4; ;2;1;2; ;5;11;2;76;11;10;76;853,328352321462
3572984;1;5;1;10;4;2;1;8;2006;8;6; ;1; ; ;1;5; ;2;1;1;2;3;1; ;76;1;10;76;853,328352321462
3572985;1;1;1;10;1;1;1;6;1965;49;1;3;1; ; ;1;1;98;2;1;2; ;6;3;3;52;14;10;52;170,068825790044
3572985;1;2;1;10;2;2;1;5;1972;42;2;3;1; ; ;1;1;98;2;1;2; ;6;2;3;52;13;10;52;170,068825790044
3572985;1;3;1;10;3;1;1;7;1998;16;3;6;1; ; ;1;5; ;2;1;1;2;5;10;1;52;10;10;52;170,068825790044
3572985;1;4;1;10;4;1;1;4;2003;11;3;6;1; ; ;1;5; ;2;1;1;2;3;4; ;52;4;10;52;170,068825790044
3572986;1;1;1;10;1;2;1;6;1963;51;1;2;1; ; ;1;1;150000;2;1;2; ;6;7;5;76;18;10;76;1013,75389725487
3572986;1;2;1;10;1;1;1;10;1997;16;3;6;1; ; ;1;5; ;2;1;1;2;5;11;1;76;11;10;76;1013,75389725487
3572987;1;1;1;10;1;1;1;8;1943;71;1;4;1; ; ;1;2;300000;2;1;2; ;6;8;5;76;19;10;76;1016,29670791732
3572988;1;1;1;10;1;1;1;4;1938;76;1;6;1; ; ;1;2;98;2;1;2; ;6;7;4;52;18;10;52;131,213187611639
3572988;1;2;1;10;2;2;1;10;1974;39;6;6;2;1;28; ; ; ;2;1;2; ;3;5; ;52;5;10;52;131,213187611639
3572989;1;1;1;10;1;1;1;4;1984;30;1;3;1; ; ;1;1;48000;1;1;1;2;6;5;4;52;16;10;52;176,502489131557
3572989;1;2;1;10;2;2;1;6;1989;25;2;3;1; ; ;1;5; ;2;1;2; ;6;5;4;52;16;10;52;176,502489131557
3572990;1;1;1;10;1;1;1;9;1966;48;1;4;1; ; ;1;1;380000;2;1;2; ;6;9;5;52;20;10;52;194,011009176803
3572991;1;1;1;10;1;1;1;9;1960;54;1;3;1; ; ;1;1;120000;2;1;2; ;6;6;5;52;17;10;52;182,702772430184
3572991;1;2;1;10;2;2;1;7;1959;55;2;3;1; ; ;1;1;44000;2;1;2; ;6;2;3;52;13;10;52;182,702772430184
3572991;1;3;1;10;2;2;1;7;1990;24;3;6;1; ; ;1;5; ;2;1;1;2;5;10;1;52;10;10;52;182,702772430184
3572992;1;1;1;10;1;1;1;6;1952;62;1;4;1; ; ;1;1;98;2;1;2; ;6;9;5;52;20;10;52;148,721707656885
3572993;1;1;1;10;1;1;1;1;1951;63;1;4;1; ; ;2;2;412000;2;1;2; ;6;5;4;52;16;10;52;148,721707656885
3572994;1;1;1;10;1;2;1;3;1986;28;1;6;1; ; ;1;3;73000;2;1;1;1;6;4;2;52;15;10;52;107,384636547874
3572994;1;2;1;10;2;1;1;2;1993;21;5;6;1; ; ;1;5; ;2;1;1;1;6;3;2;52;14;10;52;107,384636547874
3572994;1;3;1;10;3;1;1;8;1995;19;5;6;1; ; ;1;5; ;1;1;1;2;6;0;2;52;11;10;52;107,384636547874
3572995;1;1;1;10;1;1;1;7;1988;26;1;2;1; ; ;3; ; ;2;1;2; ;6;5;4;52;16;10;52;212,900331271121
3572995;1;2;1;10;2;2;1;4;1992;22;2;2;1; ; ;3; ; ;2;1;1;2;6;3;2;52;14;10;52;212,900331271121
3572995;1;3;1;10;1;2;1;7;2012;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;52; ;10;52;212,900331271121
3572997;1;1;1;10;1;2;1;9;1973;41;1;4;1; ; ;1;3;78000;2;1;2; ;6;5;4;52;16;10;52;144,596318664432
3572998;1;1;1;10;1;1;1;12;1962;51;1;2;1; ; ;1;5; ;2;1;2; ;4;6; ;66;6;10;66;247,457468245684
3572998;1;2;1;10;2;2;1;8;1964;50;2;2;1; ; ;1;3;77000;2;1;2; ;4;7; ;66;7;10;66;247,457468245684
3572998;1;3;1;10;3;2;1;1;1996;18;3;6;1; ; ;1;5; ;2;1;1;2;6;1;2;66;12;10;66;247,457468245684
3572998;1;4;1;10;4;2;1;12;1984;29;3;4;1; ; ;1;3;98;2;1;2; ;6;2;3;66;13;10;66;247,457468245684
3572998;1;5;1;10;2;1;1;9;2002;12;4;6;1; ; ;1;5; ;2;1;1;1;4;0; ;66;5;10;66;247,457468245684
3572999;1;1;1;10;1;2;1;6;1950;64;1;6;1; ; ;1;2;74000;2;1;2; ;4;8; ;66;8;10;66;273,676703134937
3572999;1;2;1;10;2;2;1;8;1983;31;3;4;1; ; ;1;5; ;2;1;2; ;4;9; ;66;9;10;66;273,676703134937
3572999;1;3;1;10;2;1;1;4;2002;12;4;6;1; ; ;1;5; ;2;1;1;1;4;0; ;66;5;10;66;273,676703134937
3572999;1;4;1;10;2;1;1;7;2005;9;4; ;1; ; ;1;5; ;1;1;1;1;3;2; ;66;2;10;66;273,676703134937
3573000;1;1;1;10;2;1;1;10;1937;76;1;3;1; ; ;1;2;74000;2;2;2; ;1;0; ;66;0;10;66;175,58321670136
3573000;1;2;1;10;2;2;1;12;1937;76;2;3;1; ; ;1;2;74000;2;1;2; ;3;2; ;66;2;10;66;175,58321670136
3573000;1;3;1;10;3;2;1;5;1980;34;3;6;1; ; ;1;1;60000;2;1;2; ;6;7;5;66;18;10;66;175,58321670136
3573000;1;4;1;10;4;2;1;4;1996;18;4;6;1; ; ;1;5; ;2;1;1;1;6;1;2;66;12;10;66;175,58321670136
3573001;1;1;1;10;1;1;1;9;1960;54;1;3;1; ; ;2;2;192000;2;1;2; ;5;11;2;66;11;10;66;241,26355559002
3573001;1;2;1;10;2;2;1;10;1968;45;2;3;1; ; ;2;5; ;2;1;2; ;5;11;2;66;11;10;66;241,26355559002
3573001;1;3;1;10;3;2;1;6;1987;27;3;6;1; ; ;1;1;56000;2;1;2; ;6;5;4;66;16;10;66;241,26355559002
3573001;1;4;1;10;3;1;1;12;2013;0;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ;66; ;10;66;241,26355559002
3573001;1;5;1;10;5;2;1;10;1991;22;3;6;1; ; ;2;5; ;2;1;1;2;6;4;2;66;15;10;66;241,26355559002
3573001;1;6;1;10;6;2;1;12;1993;20;3;6;1; ; ;2;5; ;2;1;1;2;6;2;2;66;13;10;66;241,26355559002
3573002;1;1;1;10;1;1;1;1;1945;69;1;4;1; ; ;3; ; ;2;2;2; ;1;0; ;66;0;10;66;218,964737108718
3573003;1;1;1;10;1;1;1;6;1963;51;1;4;1; ; ;3; ; ;2;1;2; ;3;3; ;66;3;10;66;287,018044951224
3573004;1;1;1;10;1;1;1;10;1979;34;1;2;1; ; ;1;1;24640;2;1;2; ;5;11;2;66;11;10;66;275,756760891272
3573004;1;2;1;10;2;2;1;3;1975;39;2;2;1; ; ;1;1;24640;2;1;2; ;3;5; ;66;5;10;66;275,756760891272
3573004;1;3;1;10;3;1;1;6;1993;21;3;6;1; ; ;1;5; ;2;1;2; ;5;11;2;66;11;10;66;275,756760891272
3573004;1;4;1;10;4;1;1;2;2001;13;3;6;1; ; ;1;5; ;2;1;1;1;4;0; ;66;5;10;66;275,756760891272
3573004;1;5;1;10;5;2;1;11;1951;62;5;5;1; ; ;1;3;77000;2;1;2; ;4;8; ;66;8;10;66;275,756760891272
3573005;1;1;1;10;1;2;1;7;1943;71;1;6;1; ; ;1;3;77000;2;1;2; ;4;8; ;66;8;10;66;241,09902663657
3573005;1;2;1;10;2;1;1;7;1962;52;3;4;1; ; ;1;1;24640;2;1;2; ;5;11;2;66;11;10;66;241,09902663657
3573005;1;3;1;10;3;1;1;3;1937;77;5;6;1; ; ;1;3;77000;2;1;2; ;3;2; ;66;2;10;66;241,09902663657
3573006;1;1;1;10;1;1;1;6;1951;63;1;3;1; ; ;1;5; ;2;1;2; ;6;3;3;66;14;10;66;218,964737108718
3573007;1;1;1;10;1;1;1;12;1991;22;1;6;1; ; ;3; ; ;2;1;1;2;6;1;2;66;12;10;66;222,885774450159
3573007;1;2;1;10;2;2;1;5;1996;18;5;6;1; ; ;1;5; ;2;1;1;2;6;0;2;66;11;10;66;222,885774450159
3573007;1;3;1;10;3;1;1;11;1993;20;9;6;1; ; ;3; ; ;2;1;1;2;6;2;2;66;13;10;66;222,885774450159
3573008;1;1;1;10;1;1;1;3;1989;25;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;66;11;10;66;328,236852239788
3573008;1;2;1;10;2;2;1;1;1988;26;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;66;0;10;66;328,236852239788
3573008;1;3;1;10;2;2;1;6;2005;9;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;66;1;10;66;328,236852239788
3573008;1;4;1;10;2;2;1;8;2008;6;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;66;0;10;66;328,236852239788
3573008;1;5;1;10;2;2;1;10;2010;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;66;0;10;66;328,236852239788
3573009;1;1;1;10;1;1;1;3;1964;50;1;6;1; ; ;1;1;60000;2;1;2; ;6;5;4;66;16;10;66;303,714820473732
3573009;1;2;1;10;2;1;1;3;1965;49;5;6;2;1;60; ; ; ;2;1;2; ;4;8; ;66;8;10;66;303,714820473732
3573009;1;3;1;10;3;2;1;4;1969;45;5;6;1; ; ;1;3;77000;2;1;2; ;6;5;4;66;16;10;66;303,714820473732
3573009;1;4;1;10;4;2;1;4;1955;59;5;4;1; ; ;2;5; ;2;1;2; ;3;5; ;66;5;10;66;303,714820473732
3573009;1;5;1;10;5;2;1;2;1988;26;5;6;1; ; ;1;1;36000;2;1;2; ;6;5;4;66;16;10;66;303,714820473732
3573010;1;1;1;10;1;1;1;1;1962;52;1;3;1; ; ;1;3;77000;2;1;2; ;3;3; ;66;3;10;66;279,517824264961
3573010;1;2;1;10;2;2;1;3;1970;44;2;3;1; ; ;1;5; ;2;1;2; ;3;4; ;66;4;10;66;279,517824264961
3573010;1;3;1;10;3;1;1;8;1989;25;3;6;1; ; ;1;1;64000;2;1;2; ;6;5;4;66;16;10;66;279,517824264961
3573010;1;4;1;10;4;2;1;3;1993;21;3;6;1; ; ;1;5; ;2;1;1;1;6;0;2;66;11;10;66;279,517824264961
3573010;1;5;1;10;5;1;1;8;1996;18;3;6;1; ; ;1;5; ;2;1;1;1;5;10;1;66;10;10;66;279,517824264961
3573011;1;1;1;10;1;1;1;10;1981;33;1;3;1; ; ;1;1;90000;2;1;2; ;5;11;2;50;11;10;50;323,875352033169
3573011;1;2;1;10;2;2;1;2;1982;32;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2;50;11;10;50;323,875352033169
3573011;1;3;1;10;2;2;1;1;2005;9;3; ;1; ; ;1;5; ;2;1;1;1;3;3; ;50;3;10;50;323,875352033169
3573011;1;4;1;10;2;2;1;11;2009;4;3; ;1; ; ;1;5; ;2;2;1;1;2;0; ;50;0;10;50;323,875352033169
3573011;1;5;1;10;2;1;1;3;1997;17;5;6;1; ; ;1;5; ;2;1;1;1;4;9; ;50;9;10;50;323,875352033169
3573012;1;1;1;10;1;1;1;9;1982;32;1;2;1; ; ;3; ; ;2;1;2; ;4;8; ;50;8;10;50;178,393667360821
3573012;1;2;1;10;2;2;1;8;1987;27;2;2;1; ; ;3; ; ;2;1;2; ;4;9; ;50;9;10;50;178,393667360821
3573012;1;3;1;10;2;1;1;12;2007;6;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;50;0;10;50;178,393667360821
3573012;1;4;1;10;2;1;1;12;2012;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;50; ;10;50;178,393667360821
3573013;1;1;1;10;1;2;1;5;1996;18;1;1;1; ; ;1;1;27000;2;1;2; ;5;11;2;50;11;10;50;347,08407818118
3573013;1;2;1;10;2;1;1;9;1989;25;2;1;1; ; ;1;1;25000;2;1;2; ;5;11;2;50;11;10;50;347,08407818118
