Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Mes;Dpto;Fex_c_2011
3576550;1;4;2;2;1;3;1;1;4;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;2;1;2;2;2;1;1; ;1;01;2;10;63;2611,32734316425
3576551;1;4;3;2;1;3;1;1;4;4; ; ; ;120000; ;2;2;1;1;2;2;2;2;2;1;1;1;2;2;2;2;1;2;1;2;2;1;1;2;2; ;5;1;2;1;2;1;2;2;2;1;9; ;1;01;2;10;63;3457,57388610562
3576552;1;3;1;3;1;4;1;1;5;4; ; ; ;80000; ;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;2;4;3;1;2;2;2;1;1; ;1;01;2;10;63;2247,90654500134
3576553;1;5;1;2;1;3;1;5;5;4; ; ; ;100000; ;2;2;1;2;1;2;2;2;2;1;1;2;2;2;2;1;1;1;2;1;2;1;2;2;2; ;3;1;1;1;2;1;2;2;2;1;3; ;1;01;2;10;63;4079,16102042097
3576554;1;3;1;3;1;4;1;1;4;4; ; ; ;98; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2; ;2;2; ;1;1;1;1;4;1;2;2;2;1;3; ;1;01;2;10;63;2993,59173107049
3576565;1;2;2;2;1;5;1;1;5;4; ; ; ;130000; ;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;3;2;2; ;5;1;1;1;2;1;2;2;2;1;9; ;1;01;2;10;63;3626,85019696724
3576566;1;1;1;2;1;1;1;1;4;4; ; ; ;100000; ;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;1;1;4;1;2;2;1;1;2;3;1;01;2;10;63;3246,43658574316
3576567;1;2;2;2;1;4;1;1;5;4; ; ; ;100000; ;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;6;1;1;1;4;1;2;2;2;1;2; ;1;01;2;10;63;3658,28661412265
3576568;1;2;2;2;1;4;1;1;4;4; ; ; ;30000; ;2;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;2;2; ;5;1;1;1;2;1;2;2;2;1;9; ;1;01;2;10;63;3354,40632910224
3576569;1;5;2;2;1;4;1;1;5;4; ; ; ;150000; ;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;2;1;1;1;2;1;2;2;2;1;9; ;1;01;2;10;63;3908,40444441726
3579982;1;5;3;2;1;4;1;1;5;1; ; ;80000000;400000; ;2;2;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;3;2;2; ;5;1;1;1;2;1;2;2;2;1;3; ;1;01;2;10;63;2389,68539974085
3580212;1;4;1;1;1;1;1;1;3;1; ; ;16000000;250000; ;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;2;1;1;1;1;1;2;3;1;01;2;10;63;2942,55630072275
3580217;1;3;1;2;1;4;1;1;5;4; ; ; ;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2; ;2;2; ;2;1;1;4;2;1;2;2;2;1;1; ;1;01;2;10;63;3213,75468869584
