DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;clase;MES;DPTO;fex_c_2011
4212183;1;3;2;3;1;4;6;1;5;3; ; ; ; ;200000;2;2;2;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;5;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;12;68;1701,65922474566
4212184;1;4;3;2;1;4;4;1;4;3; ; ; ; ;326000;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;3;7;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;12;68;2302,09016901389
4212185;1;4;2;2;1;1;4;1;4;1; ; ;35000000;400000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;1;2;1;2;2;2;1;1;2; ;01;2;12;68;575,522542253473
4212186;1;5;4;2;1;1;1;1;4;4; ; ; ;400000; ;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;4;6;2; ;1;1;1;4;1;2;2;2;1;1;1;1;01;2;12;68;939,257910344948
4212187;1;5;3;2;2;1;1;1;4;3; ; ; ; ;800000;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;3;4;2; ;1;1;1;4;1;2;2;2;1;1;1;1;01;2;12;68;802,669695700659
4212187;2;2;1;2;2;1;1;1;4;3; ; ; ; ;160000;2;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;2;1;1;4;1;2;2;2;1;1;1;1;01;2;12;68;802,669695700659
4212188;1;3;2;2;1;1;1;1;4;3; ; ; ; ;380000;2;1;2;1;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;3;4;2; ;1;2;1;4;1;2;2;2;1;1;1;1;01;2;12;68;575,522542253473
4212189;1;4;3;2;1;1;1;1;4;1; ; ;20000000;400000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;1;1;2;1;3;4;2; ;1;1;1;4;1;2;2;2;1;1;1;1;01;2;12;68;946,410337301508
4212190;1;3;2;2;1;1;6;1;4;3; ; ; ; ;400000;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;4;1;2;2;1;1;1;2; ;01;2;12;68;1148,54577605208
4212191;1;4;3;2;1;4;4;1;4;1; ; ;30000000;300000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;4;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;12;68;928,223839927776
