DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;INI;MES;DPTO;fex_c_2011
4206786;1;1;1;80;05;1;1;9;ESTA DE VIAJE;2; ; ;12;ESTA DE VIAJE;2; ;1;50000;1;12;05;1246,43159059487
4206788;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ;1;12;05;1244,98899587597
4206790;1;2;1;80;05;1;4;8; ;2; ; ;11; ;2; ;2; ;1;12;05;1052,60962840226
4206791;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;776,358345173172
4206791;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;776,358345173172
4206795;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;967,290599859283
4206796;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1114,75855151085
4206796;1;6;1;80;05;1;2;3; ;2; ; ;9; ;2; ;2; ;1;12;05;1114,75855151085
4206797;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;12;05;887,867366329924
4206797;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;887,867366329924
4206800;1;1;1;80;05;1;3;7; ;2; ; ;9; ;2; ;2; ;1;12;05;1325,27107997599
4206802;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;12;05;1138,7237759647
4206802;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1138,7237759647
4206802;1;3;1;80;05;1;4;1; ;2; ; ;11; ;2; ;2; ;1;12;05;1138,7237759647
4206802;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;1138,7237759647
4206803;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1055,61460946549
4206807;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;991,502770219842
4206807;1;3;1;80;05;1;1;8; ;2; ; ;2; ;2; ;2; ;1;12;05;991,502770219842
4206807;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;991,502770219842
4206809;1;5;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;999,558804219406
4206812;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1127,59220646426
4206812;1;2;1;80;05;1;3;2; ;2; ; ;2; ;2; ;2; ;1;12;05;1127,59220646426
4206814;1;1;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ;1;12;05;1329,54075709408
4206814;1;2;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;12;05;1329,54075709408
4206817;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1407,40160427912
4206818;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;943,713085274665
4206818;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;943,713085274665
4206819;1;1;1;80;05;1;3;3; ;2; ; ;10; ;3; ;2; ;1;12;05;1154,85565401873
4206821;1;2;1;80;05;1;4;8; ;2; ; ;11; ;2; ;2; ;1;12;05;996,763909457524
4206822;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1060,73621683948
4206822;1;4;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ;1;12;05;1060,73621683948
4206824;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1257,22636185378
4206824;1;6;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1257,22636185378
4206826;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1144,14848674794
4206827;1;1;1;80;05;1;4;3; ;2; ; ;8; ;2; ;2; ;1;12;05;1218,82796140069
4206827;1;2;1;80;05;1;3;9;PROBLEMAS PERSONALES;2; ; ;12;PROBLEMAS PERSONALES;2; ;2; ;1;12;05;1218,82796140069
4206828;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;964,038672889348
4206828;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;964,038672889348
4206829;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1115,39320728679
4206831;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;12;05;1234,2325914174
4206831;1;3;1;80;05;1;3;4; ;2; ; ;4; ;2; ;2; ;1;12;05;1234,2325914174
4206832;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1142,58610040361
4206834;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;12;05;1213,57964208651
4206835;1;1;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ;1;12;05;1254,55817903209
4206835;1;2;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ;1;12;05;1254,55817903209
4206837;1;2;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;12;05;1246,43159059487
4206838;1;1;1;80;05;1;1;3; ;2; ; ;11; ;2; ;2; ;1;12;05;1183,437925409
4206840;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1129,15459280859
4206843;1;3;1;80;05;1;1;2; ;2; ; ;2; ;2; ;1;27000;1;12;05;973,784247514523
4206843;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;973,784247514523
4206844;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1172,42765472896
4206844;1;2;1;80;05;1;3;3; ;2; ; ;9; ;2; ;2; ;1;12;05;1172,42765472896
4206845;1;1;1;80;05;1;2;5; ;2; ; ;11; ;3; ;2; ;1;12;05;1321,41416865687
4206846;1;3;1;80;05;1;1;4; ;2; ; ;4; ;3; ;2; ;1;12;05;1130,59718752748
4206847;1;1;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ;1;12;05;851,456196791896
4206847;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;851,456196791896
4206848;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;955,912084452133
4206849;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1329,54075709408
4206850;1;2;1;80;05;1;2;4; ;2; ; ;4; ;2; ;2; ;1;12;05;1089,61865058191
4206850;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;1089,61865058191
4206852;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;979,10312126635
4206852;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;979,10312126635
4206852;1;4;1;80;05;1;4;3; ;2; ; ;12;DESPIDO;2; ;2; ;1;12;05;979,10312126635
4206853;1;5;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;1147,3511765301
4206854;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;887,867366329924
4206854;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;887,867366329924
4206855;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1013,3201897412
4206856;1;2;1;80;05;1;1;6; ;2; ; ;12;LA MAMA NO LO DEJA TRABAJAR; ; ;1;3000;1;12;05;967,290599859283
4206856;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;967,290599859283
4206856;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;967,290599859283
4206857;1;3;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;12;05;1314,66665478016
4206861;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;951,839673711879
4206861;1;4;1;80;05;1;1;8; ;2; ; ;12;MENOR DE EDAD;2; ;2; ;1;12;05;951,839673711879
4206861;1;5;1;80;05;1;4;3; ;2; ; ;8; ;2; ;2; ;1;12;05;951,839673711879
4206862;1;3;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ;1;12;05;1266,54709190821
4206863;1;1;1;80;05;1;2;4; ;2; ; ;4; ;2; ;2; ;1;12;05;697,05038520054
4206863;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;697,05038520054
4206863;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;697,05038520054
4206863;1;5;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;697,05038520054
4206864;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1114,16069886923
4206868;1;2;1;80;05;1;3;8; ;1; ;1;4; ;2; ;2; ;1;12;05;1127,59220646426
4206869;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1245,34034495198
4206872;1;2;1;80;05;1;2;3; ;2; ; ;9; ;2; ;2; ;1;12;05;1362,38578528768
4206873;1;1;1;80;05;1;4;3; ;2; ; ;11; ;2; ;2; ;1;12;05;1329,54075709408
4206873;1;2;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;12;05;1329,54075709408
4206874;1;1;1;80;05;1;4;5; ;2; ; ;8; ;3; ;2; ;1;12;05;1321,41416865687
4206875;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;1059,54748834205
4206876;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1388,39145710204
4206876;1;4;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;12;05;1388,39145710204
4206877;1;2;1;80;05;1;4;7; ;2; ; ;9; ;2; ;2; ;1;12;05;1329,54075709408
4206878;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;12;05;1393,51306447604
4206878;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1393,51306447604
4206879;1;1;1;80;05;1;4;9;CAMBIO DE RESIDENCIA;2; ; ;9; ;2; ;2; ;1;12;05;1378,2385297977
4206880;1;2;1;80;05;1;3;4; ;2; ; ;4; ;1;4;2; ;1;12;05;1254,55817903209
4206882;1;3;1;80;05;1;2;8; ;2; ; ;4; ;2; ;2; ;1;12;05;895,923400329487
4206882;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;895,923400329487
4206883;1;2;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;12;05;1079,87307595674
4206885;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;12;05;1385,38647603882
4206887;1;4;1;80;05;1;4;9;POR SALIR DEL PAIS;1; ;3;9; ;2; ;2; ;1;12;05;1172,88468693701
4206888;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;12;05;1317,34175791661
4206888;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1317,34175791661
4206890;1;2;1;80;05;1;2;6; ;2; ; ;9; ;2; ;2; ;1;12;05;1086,74038145887
4206891;1;1;1;80;05;1;4;5; ;2; ; ;8; ;3; ;2; ;1;12;05;1377,25988760161
4206893;1;1;1;80;05;1;4;4; ;2; ; ;8; ;2; ;2; ;1;12;05;1433,10560654635
4206895;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1059,54748834205
4206895;1;3;1;80;05;1;4;4; ;1; ;4;4; ;2; ;2; ;1;12;05;1059,54748834205
4206896;1;1;1;80;05;1;4;1; ;2; ; ;11; ;3; ;2; ;1;12;05;1329,54075709408
4206898;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;12;05;1079,87307595674
4206899;1;1;1;80;05;1;3;7; ;2; ; ;11; ;3; ;2; ;1;12;05;1103,40429441066
4206902;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1249,30985971791
4206902;1;2;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;12;05;1249,30985971791
4206904;1;2;1;80;05;1;3;1; ;1; ;2;4; ;2; ;2; ;1;12;05;936,775225334878
4206906;1;2;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;880,929506390137
4206909;1;2;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;1081,56261658235
4206910;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;1011,75780339687
4206911;1;1;1;80;05;1;4;4; ;2; ; ;9; ;2; ;2; ;1;12;05;1094,86696989609
4206911;1;3;1;80;05;2; ; ; ; ;1;2;2; ;2; ;2; ;1;12;05;1094,86696989609
4206914;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;12;05;1385,38647603882
4206914;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1385,38647603882
4206915;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;12;05;1489,35175785551
4206917;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;12;05;1322,84984306101
4206919;1;2;1;80;05;1;4;3; ;2; ; ;11; ;2; ;1;200000;1;12;05;1332,41902621712
4206923;1;1;1;80;05;1;1;8; ;2; ; ;9; ;2; ;2; ;1;12;05;1132,47707421617
4206923;1;5;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1132,47707421617
4206926;1;1;1;80;05;1;2;6; ;1; ;1;2; ;2; ;2; ;1;12;05;1202,57478452626
4206929;1;2;1;80;05;1;1;8; ;2; ; ;9; ;2; ;1;24000;1;12;05;1021,5739324597
4206929;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1021,5739324597
4206929;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;1021,5739324597
4206931;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1244,98899587597
4206932;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;1295,78366188437
4206933;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;1067,67407677927
4206933;1;4;1;80;05;1;4;9;POR LA EDAD;2; ; ;8; ;2; ;2; ;1;12;05;1067,67407677927
4206934;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;12;05;1385,38647603882
4206934;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;12;05;1385,38647603882
4206936;1;1;1;80;05;1;1;4; ;2; ; ;4; ;2; ;1;30000;1;12;05;1154,85565401873
4206938;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;937,219437619425
4206938;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;937,219437619425
4206938;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;937,219437619425
4206939;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;698,612771544864
4206939;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;698,612771544864
4206939;1;6;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;698,612771544864
4206941;1;5;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;671,534212785826
4206941;1;7;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;671,534212785826
4206941;1;8;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;05;671,534212785826
4206945;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;05;1059,54748834205
4206952;1;1;1;80;08;1;4;7; ;2; ; ;1; ;2; ;2; ;1;12;08;674,412293188492
4206952;1;4;1;80;08;1;1;2; ;2; ; ;2; ;2; ;2; ;1;12;08;674,412293188492
4206952;1;5;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;674,412293188492
4206954;1;4;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;08;593,692852583872
4206955;1;2;1;80;08;1;4;3; ;2; ; ;9; ;2; ;2; ;1;12;08;616,90666617014
4206955;1;3;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;616,90666617014
4206955;1;4;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;08;616,90666617014
4206956;1;1;1;80;08;1;2;4; ;2; ; ;4; ;2; ;2; ;1;12;08;506,546626111072
4206958;1;4;1;80;08;1;1;6; ;2; ; ;11; ;2; ;2; ;1;12;08;579,680663925825
4206959;1;2;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;504,213175404629
4206961;1;2;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;655,789942855179
4206962;1;1;1;80;08;1;4;5; ;2; ; ;10; ;3; ;2; ;1;12;08;525,148981718652
4206963;1;1;1;80;08;1;4;3; ;2; ; ;8; ;2; ;2; ;1;12;08;443,544492913249
4206963;1;3;1;80;08;1;4;3; ;2; ; ;9; ;2; ;2; ;1;12;08;443,544492913249
4206964;1;2;1;80;08;1;3;3; ;2; ; ;9; ;2; ;2; ;1;12;08;655,789942855179
4206965;1;1;1;80;08;1;4;3; ;2; ; ;8; ;2; ;2; ;1;12;08;532,419348507976
4206965;1;3;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;08;532,419348507976
4206966;1;3;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;08;601,407754054038
4206966;1;4;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;08;601,407754054038
4206968;1;5;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;08;578,548050651108
4206969;1;4;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;08;666,697391718326
4206971;1;3;1;80;08;1;4;3; ;2; ; ;9; ;2; ;2; ;1;12;08;533,45371843576
4206971;1;9;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;533,45371843576
4206971;1;10;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;08;533,45371843576
4206972;1;2;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;593,692852583872
4206972;1;3;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;593,692852583872
4206972;1;4;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;08;593,692852583872
4206974;1;2;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;387,493978428644
4206974;1;6;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;387,493978428644
4206975;1;1;1;80;08;1;4;6; ;2; ; ;8; ;2; ;2; ;1;12;08;614,144358577342
4206975;1;3;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;614,144358577342
4206976;1;2;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;565,411241320594
4206977;1;2;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;08;489,343801857353
4206977;2;5;2;80;08;1;4;4; ;2; ; ;4; ;2; ;2; ;1;12;08;489,343801857353
4206978;1;3;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;656,219491198448
4206980;1;6;1;80;08;1;1;8; ;2; ; ;11; ;2; ;2; ;1;12;08;628,58905442382
4206981;1;2;1;80;08;1;1;8; ;2; ; ;9; ;2; ;2; ;1;12;08;728,569870486594
4206981;1;4;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;728,569870486594
4206982;1;1;1;80;08;1;4;8; ;2; ; ;9; ;2; ;2; ;1;12;08;445,002564292159
4206982;1;6;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;445,002564292159
4206984;1;2;1;80;08;1;2;7; ;2; ; ;8; ;2; ;2; ;1;12;08;582,811503618864
4206985;1;1;1;80;08;1;4;5; ;2; ; ;10; ;3; ;2; ;1;12;08;491,102465972254
4206985;1;2;1;80;08;1;4;3; ;2; ; ;9; ;2; ;2; ;1;12;08;491,102465972254
4206988;1;3;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;08;650,898429939255
4206989;1;1;1;80;08;1;4;5; ;2; ; ;10; ;3; ;2; ;1;12;08;540,59314185747
4206990;1;2;1;80;08;1;4;3; ;2; ; ;9; ;2; ;2; ;1;12;08;580,881501357551
4206990;1;3;1;80;08;1;1;2; ;2; ; ;2; ;2; ;2; ;1;12;08;580,881501357551
4206991;1;1;1;80;08;1;1;5; ;2; ; ;10; ;3; ;2; ;1;12;08;517,378636814288
4206991;1;3;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;08;517,378636814288
4206997;1;2;1;80;08;2; ; ; ; ;1;4;9; ;2; ;2; ;1;12;08;562,334589184169
4206998;1;4;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;692,244656011037
4206999;1;4;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;616,90666617014
4207000;1;3;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;08;666,267843375057
4207001;1;2;1;80;08;1;4;5; ;2; ; ;10; ;3; ;2; ;1;12;08;491,102465972254
4207003;1;1;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;569,856638459497
4207004;1;2;1;80;08;1;4;5; ;2; ; ;10; ;3; ;2; ;1;12;08;518,657871251107
4207005;1;3;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;08;655,56533135214
4207006;1;1;1;80;08;1;4;5; ;2; ; ;10; ;3; ;2; ;1;12;08;506,926836192549
4207006;1;5;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;506,926836192549
4207007;1;2;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;407,044005196444
4207007;1;3;1;80;08;1;3;6; ;2; ; ;8; ;2; ;2; ;1;12;08;407,044005196444
4207008;1;3;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;501,879724698186
4207010;1;2;1;80;08;1;4;5; ;2; ; ;8; ;3; ;2; ;1;12;08;540,59314185747
4207011;1;1;1;80;08;1;4;5; ;2; ; ;10; ;3; ;2; ;1;12;08;491,102465972254
4207011;1;2;1;80;08;1;4;5; ;2; ; ;10; ;3; ;2; ;1;12;08;491,102465972254
4207014;1;4;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;588,297044621663
4207016;1;2;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;608,958175780598
4207017;1;3;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;08;544,556978338908
4207020;1;2;1;80;08;1;4;3; ;2; ; ;9; ;2; ;2; ;1;12;08;442,395448613644
4207020;1;3;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;442,395448613644
4207021;1;2;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;359,068349257487
4207021;1;3;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;08;359,068349257487
4207021;1;6;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;359,068349257487
4207021;1;12;1;80;08;1;1;6; ;2; ; ;9; ;2; ;2; ;1;12;08;359,068349257487
4207022;1;1;1;80;08;1;1;5; ;2; ; ;10; ;3; ;2; ;1;12;08;540,59314185747
4207024;1;1;1;80;08;1;4;3; ;2; ; ;8; ;2; ;2; ;1;12;08;506,546626111072
4207026;1;2;1;80;08;1;4;3; ;2; ; ;8; ;2; ;2; ;1;12;08;430,557868445681
4207028;1;3;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;08;606,728815313231
4207029;1;3;1;80;08;1;2;2; ;2; ; ;2; ;2; ;2; ;1;12;08;638,087078712934
4207030;1;3;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;640,420529419377
4207030;1;4;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;08;640,420529419377
4207032;1;3;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;08;583,214952063994
4207033;1;5;1;80;08;1;4;3; ;2; ; ;9; ;2; ;2; ;1;12;08;535,836507403995
4207037;1;1;1;80;08;1;1;4; ;2; ; ;4; ;2; ;2; ;1;12;08;472,88032044615
4207037;1;3;1;80;08;2; ; ; ; ;2; ; ;.; ; ;2; ;1;12;08;472,88032044615
4207039;1;1;1;80;08;1;3;4; ;2; ; ;4; ;2; ;2; ;1;12;08;455,456819784228
4207039;1;2;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;455,456819784228
4207039;1;3;1;80;08;1;1;4; ;2; ; ;4; ;2; ;2; ;1;12;08;455,456819784228
4207039;1;4;1;80;08;1;3;3; ;2; ; ;9; ;2; ;2; ;1;12;08;455,456819784228
4207039;1;8;1;80;08;1;1;2; ;2; ; ;2; ;2; ;2; ;1;12;08;455,456819784228
4207039;1;9;1;80;08;2; ; ; ; ;2; ; ;.;2; ;2; ;1;12;08;455,456819784228
