DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;AREA;ESC;MES;DPTO;fex_c_2011
4209523;1;2;1;10;2;2;7;1937;79;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2; ;66;11;12;66;266,013324758173
4209525;1;1;1;10;1;1;12;1997;18;1;6;1; ; ;3; ; ;2;1;1;1;6;2;2;2;66;13;12;66;322,304658210453
4209526;1;1;1;10;2;2;1;1933;83;1;5;1; ; ;1;2;82734;2;1;2; ;3;5; ; ;66;5;12;66;266,013324758173
4209526;1;2;1;10;2;1;4;1959;57;3;4;1; ; ;1;3;86186;2;1;2; ;3;5; ; ;66;5;12;66;266,013324758173
4209527;1;1;1;10;1;1;12;1986;29;1;6;1; ; ;3; ; ;2;1;2; ;6;3;3; ;66;14;12;66;397,471439435082
4209527;2;1;2;10;1;1;5;1987;29;1;6;1; ; ;1;3;86182;2;1;1;1;6;4;2;2;66;15;12;66;397,471439435082
4209528;1;1;1;10;1;2;3;1987;29;1;2;1; ; ;1;5; ;2;1;2; ;6;5;4; ;66;16;12;66;348,598749211908
4209528;1;2;1;10;2;1;12;1981;34;2;2;1; ; ;1;1;36000;2;1;2; ;6;5;4; ;66;16;12;66;348,598749211908
4209528;1;3;1;10;1;2;8;2013;3;3; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;66;0;12;66;348,598749211908
4209529;1;1;1;10;1;1;7;1955;61;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ; ;66;0;12;66;287,888414218433
4209529;1;2;1;10;2;2;11;1965;51;2;3;1; ; ;3; ; ;2;1;2; ;3;4; ; ;66;4;12;66;287,888414218433
4209530;1;1;1;10;1;2;11;1937;79;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ; ;66;0;12;66;301,319800426533
4209530;1;2;1;10;2;1;3;1968;48;3;6;1; ; ;3; ; ;2;1;2; ;4;8; ; ;66;8;12;66;301,319800426533
4209530;1;3;1;10;3;1;2;1960;56;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;66;11;12;66;301,319800426533
4209531;1;1;1;10;1;2;1;1994;22;1;6;1; ; ;1;3;86181;2;1;2; ;6;3;3; ;66;14;12;66;288,202308322022
4209531;1;2;1;10;2;2;9;1989;27;5;6;1; ; ;3; ; ;2;1;2; ;6;3;3; ;66;14;12;66;288,202308322022
4209531;1;3;1;10;3;2;11;2009;7;5; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;66;1;12;66;288,202308322022
4209532;1;1;1;10;1;1;11;1997;19;1;6;1; ; ;3; ; ;2;1;2; ;4;7; ; ;66;7;12;66;322,304658210453
4209533;1;1;1;10;1;1;10;1958;58;1;3;1; ; ;1;5; ;2;1;2; ;4;6; ; ;66;6;12;66;323,194889886793
4209533;1;2;1;10;2;2;11;1963;53;2;3;1; ; ;1;3;86182;2;1;2; ;6;6;4; ;66;17;12;66;323,194889886793
4209533;1;3;1;10;3;1;3;1988;28;3;6;1; ; ;1;3;86182;2;1;1;1;6;5;2;2;66;16;12;66;323,194889886793
4209534;1;1;1;10;1;1;5;1962;54;1;2;1; ; ;1;1;40000;2;1;2; ;5;11;2; ;66;11;12;66;315,424827737753
4209534;1;2;1;10;2;2;12;1960;55;2;2;1; ; ;1;1;30000;2;1;2; ;5;11;2; ;66;11;12;66;315,424827737753
4209536;1;1;1;10;1;1;4;1972;44;1;4;1; ; ;1;3;86182;2;1;2; ;6;5;4; ;66;16;12;66;362,164963766722
4209537;1;1;1;10;1;2;6;1972;44;1;4;1; ; ;1;5; ;2;1;2; ;5;11;2; ;66;11;12;66;292,885781753836
4209537;1;2;1;10;2;1;12;1995;21;3;6;1; ; ;1;1;60000;2;1;1;1;6;2;2;2;66;13;12;66;292,885781753836
4209537;1;3;1;10;3;1;10;1999;17;3;6;1; ; ;1;5; ;2;1;1;1;4;9; ; ;66;9;12;66;292,885781753836
4209540;1;1;1;10;1;1;9;1949;67;1;3;1; ; ;1;2;82734;2;1;2; ;3;2; ; ;66;2;12;66;360,265304180509
4209540;1;2;1;10;2;2;10;1956;60;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2; ;66;11;12;66;360,265304180509
4209540;1;3;1;10;3;2;5;1994;22;5;2;1; ; ;1;3;86182;2;1;2; ;5;11;2; ;66;11;12;66;360,265304180509
4209540;1;4;1;10;2;2;9;2013;3;4; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;66;0;12;66;360,265304180509
4209540;1;5;1;10;2;1;12;2014;1;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;66; ;12;66;360,265304180509
4209541;1;1;1;10;1;2;9;1949;67;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ; ;66;2;12;66;266,013324758173
4209541;1;2;1;10;2;1;12;1932;83;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ; ;66;0;12;66;266,013324758173
4209542;1;1;1;10;1;1;2;1954;62;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;66;4;12;66;298,962327579512
4209542;1;2;1;10;2;2;11;1999;17;2;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;66;11;12;66;298,962327579512
4209542;1;3;1;10;2;2;4;2015;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;66; ;12;66;298,962327579512
4209543;1;1;1;10;1;2;12;1945;70;1;5;1; ; ;2;2;54700;2;1;2; ;3;2; ; ;66;2;12;66;268,684691708783
4209543;1;2;1;10;2;1;11;1964;52;3;6;1; ; ;2;5; ;2;1;2; ;4;8; ; ;66;8;12;66;268,684691708783
4209543;1;3;1;10;3;2;2;1927;89;5;5;1; ; ;3; ; ;2;1;2; ;3;4; ; ;66;4;12;66;268,684691708783
4209544;1;1;1;10;1;2;4;1977;39;1;4;2;1;24; ; ; ;2;1;2; ;5;11;2; ;66;11;12;66;274,411175114392
4209544;1;2;1;10;2;2;10;1995;21;3;6;1; ; ;3; ; ;2;1;2; ;6;1;3; ;66;12;12;66;274,411175114392
4209544;1;3;1;10;2;2;11;2014;2;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;66; ;12;66;274,411175114392
4209544;1;4;1;10;2;2;3;2016;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;66; ;12;66;274,411175114392
4209544;1;5;1;10;5;2;11;1997;19;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;66;11;12;66;274,411175114392
4209545;1;1;1;10;1;1;3;1948;68;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ; ;66;5;12;66;276,454753857824
4209545;1;2;1;10;2;2;11;1957;59;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ; ;66;5;12;66;276,454753857824
4209545;1;3;1;10;3;1;3;1978;38;3;4;1; ; ;3; ; ;2;1;2; ;5;11;2; ;66;11;12;66;276,454753857824
4209545;1;4;1;10;4;2;4;1987;29;3;4;1; ; ;3; ; ;2;1;2; ;3;5; ; ;66;5;12;66;276,454753857824
4209546;1;1;1;10;1;2;8;1971;45;1;6;2;1;1; ; ; ;2;1;2; ;4;8; ; ;66;8;12;66;288,427226974838
4209546;1;2;1;10;2;2;6;1989;27;3;6;1; ; ;1;1;27578;2;1;2; ;5;11;2; ;66;11;12;66;288,427226974838
4209546;1;3;1;10;2;2;4;2016;0;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;66; ;12;66;288,427226974838
4209547;1;1;1;10;1;2;4;1956;60;1;4;1; ; ;1;5; ;2;1;2; ;3;5; ; ;66;5;12;66;315,424827737753
4209547;1;2;1;10;2;1;4;1986;30;3;6;1; ; ;3; ; ;2;1;1;1;6;2;2;2;66;13;12;66;315,424827737753
4209548;1;1;1;10;1;1;8;1955;61;1;3;1; ; ;1;3;86182;2;1;2; ;6;5;4; ;66;16;12;66;254,579664397564
4209548;1;2;1;10;2;2;11;1961;55;2;3;1; ; ;1;1;60000;2;1;2; ;4;7; ; ;66;7;12;66;254,579664397564
4209548;1;3;1;10;3;1;12;1987;29;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;66;11;12;66;254,579664397564
4209548;1;4;1;10;4;2;2;1936;80;5;5;1; ; ;1;5; ;2;1;2; ;3;3; ; ;66;3;12;66;254,579664397564
4209549;1;1;1;10;1;2;7;1964;52;1;3;2;1;2; ; ; ;2;1;2; ;3;5; ; ;66;5;12;66;298,643737421673
4209549;1;2;1;10;2;1;4;1962;54;2;3;2;1;2; ; ; ;2;1;2; ;6;5;4; ;66;16;12;66;298,643737421673
4209549;1;3;1;10;3;2;5;1991;25;3;6;1; ; ;1;1;27578;2;1;2; ;6;5;4; ;66;16;12;66;298,643737421673
4209549;1;4;1;10;4;2;9;1998;18;3;6;1; ; ;3; ; ;2;1;2; ;6;2;3; ;66;13;12;66;298,643737421673
4209549;1;5;1;10;2;2;9;2016;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;66; ;12;66;298,643737421673
4209550;1;1;1;10;1;1;8;1934;82;1;3;1; ; ;2;2;54200;2;1;2; ;5;11;2; ;66;11;12;66;266,013324758173
4209550;1;2;1;10;2;2;9;1946;70;2;3;1; ; ;2;5; ;2;1;2; ;4;6; ; ;66;6;12;66;266,013324758173
4209551;1;1;1;10;1;1;5;1939;77;1;3;1; ; ;1;5; ;2;1;2; ;4;7; ; ;66;7;12;66;266,013324758173
4209551;1;2;1;10;2;2;6;1959;57;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2; ;66;11;12;66;266,013324758173
4209552;1;1;1;10;1;2;10;1971;45;1;3;1; ; ;1;5; ;2;1;2; ;6;2;3; ;66;13;12;66;400,928894383802
4209552;1;2;1;10;2;1;5;1997;19;3;6;1; ; ;1;5; ;2;1;1;1;6;1;2;2;66;12;12;66;400,928894383802
4209552;1;3;1;10;3;1;8;2001;15;3;6;1; ; ;1;5; ;2;1;1;1;4;9; ; ;66;9;12;66;400,928894383802
4209552;1;4;1;10;1;1;11;2007;9;3; ;1; ; ;1;5; ;2;1;1;1;3;3; ; ;66;3;12;66;400,928894383802
4209553;1;1;1;10;1;1;7;1954;62;1;3;1; ; ;1;3;86182;2;1;2; ;6;5;4; ;66;16;12;66;252,447110203359
4209553;1;2;1;10;2;2;10;1955;61;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ; ;66;5;12;66;252,447110203359
4209553;1;3;1;10;3;2;11;1981;35;3;4;1; ; ;1;1;80000;2;1;2; ;6;7;5; ;66;18;12;66;252,447110203359
4209553;1;4;1;10;3;2;7;2011;5;4; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;66;0;12;66;252,447110203359
4209554;1;1;1;10;1;2;7;1955;61;1;4;1; ; ;1;2;96000;2;1;2; ;5;11;2; ;66;11;12;66;247,12485285198
4209554;1;2;1;10;2;2;9;1976;40;3;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;66;11;12;66;247,12485285198
4209554;1;3;1;10;3;1;11;1978;38;5;2;1; ; ;1;1;30000;2;1;2; ;3;5; ; ;66;5;12;66;247,12485285198
4209554;1;4;1;10;4;1;9;1994;22;4;2;1; ; ;1;1;28000;2;1;2; ;5;11;2; ;66;11;12;66;247,12485285198
4209554;1;5;1;10;5;2;7;1998;18;9;2;1; ; ;1;5; ;2;1;2; ;4;7; ; ;66;7;12;66;247,12485285198
4209554;1;6;1;10;5;2;7;2015;1;9; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;66; ;12;66;247,12485285198
4209554;1;7;1;10;7;2;2;2002;14;4;6;1; ; ;3; ; ;2;1;1;1;4;7; ; ;66;7;12;66;247,12485285198
4209555;1;1;1;10;1;1;1;1990;26;1;4;1; ; ;1;1;32000;2;1;2; ;6;2;3; ;66;13;12;66;362,164963766722
4209556;1;1;1;10;1;1;6;1966;50;1;2;1; ; ;1;3;86186;2;1;2; ;4;9; ; ;66;9;12;66;312,209951976488
4209556;1;2;1;10;2;2;9;1975;41;2;2;1; ; ;2;1;52000;2;1;2; ;6;6;5; ;66;17;12;66;312,209951976488
4209556;1;3;1;10;3;2;7;1997;19;3;6;1; ; ;2;5; ;2;1;1;2;6;2;3; ;66;13;12;66;312,209951976488
4209557;1;1;1;10;1;1;3;1977;39;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;66;4;12;66;337,299917198013
4209557;1;2;1;10;2;2;7;1966;50;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;66;11;12;66;337,299917198013
4209559;1;1;1;10;1;2;4;1950;66;1;4;1; ; ;1;2;100000;2;1;2; ;4;6; ; ;66;6;12;66;255,253305500683
4209559;1;2;1;10;2;2;5;1969;47;3;4;1; ; ;1;3;86181;2;1;2; ;6;5;4; ;66;16;12;66;255,253305500683
4209560;1;1;1;10;1;1;6;1955;61;1;3;1; ; ;1;3;86182;2;1;2; ;6;5;4; ;66;16;12;66;312,753460787142
4209561;1;1;1;10;1;2;3;1976;40;1;4;1; ; ;3; ; ;2;1;2; ;5;11;2; ;66;11;12;66;313,292273543548
4209561;1;2;1;10;2;2;5;2011;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;66;0;12;66;313,292273543548
4209562;1;1;1;10;1;1;12;1948;67;1;2;1; ; ;1;3;86182;2;1;2; ;6;5;4; ;66;16;12;66;481,300765147735
4209562;1;2;1;10;2;2;6;1970;46;2;2;1; ; ;1;1;27678;2;1;2; ;4;8; ; ;66;8;12;66;481,300765147735
4209562;1;3;1;10;3;1;10;1998;18;3;6;1; ; ;1;5; ;2;1;1;2;4;9; ; ;66;9;12;66;481,300765147735
4209562;1;4;1;10;4;1;10;1993;23;3;2;1; ; ;1;1;27678;2;1;2; ;4;8; ; ;66;8;12;66;481,300765147735
4209562;1;5;1;10;5;2;4;1979;37;5;2;1; ; ;1;5; ;2;1;2; ;3;5; ; ;66;5;12;66;481,300765147735
4209562;1;6;1;10;5;1;4;2012;4;4; ;1; ; ;1;5; ;2;2;1;1;2;0; ; ;66;0;12;66;481,300765147735
4209562;1;7;1;10;5;2;5;2013;3;4; ;1; ; ;1;5; ;2;2;1;1;2;0; ; ;66;0;12;66;481,300765147735
4209562;1;8;1;10;5;1;10;2015;1;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;66; ;12;66;481,300765147735
4209563;1;1;1;10;1;1;11;1945;71;1;5;1; ; ;1;2;84000;2;2;2; ;1;0; ; ;66;0;12;66;312,753460787142
4209564;1;1;1;10;1;1;7;1962;54;1;2;1; ; ;1;5; ;2;1;2; ;3;5; ; ;66;5;12;66;312,209951976488
4209564;1;2;1;10;2;2;7;1963;53;2;2;1; ; ;1;3;86186;2;1;2; ;5;11;2; ;66;11;12;66;312,209951976488
4209564;1;3;1;10;3;2;11;2000;16;3;6;1; ; ;1;5; ;2;1;1;1;5;10;1; ;66;10;12;66;312,209951976488
4209565;1;1;1;10;1;1;1;1976;40;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;66;0;12;66;308,989891412414
4209565;1;2;1;10;2;2;12;1962;53;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;66;3;12;66;308,989891412414
4209565;1;3;1;10;3;2;2;2000;16;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ; ;66;8;12;66;308,989891412414
4209565;1;4;1;10;4;1;2;2004;12;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ; ;66;6;12;66;308,989891412414
4209565;1;5;1;10;5;2;1;1984;32;3;2;1; ; ;1;1;27578;2;1;2; ;5;10;1; ;66;10;12;66;308,989891412414
4209565;1;6;1;10;6;1;7;1979;37;5;2;1; ; ;3; ; ;2;1;2; ;4;7; ; ;66;7;12;66;308,989891412414
4209565;1;7;1;10;7;1;10;2000;16;4;6;1; ; ;1;5; ;2;1;1;1;4;8; ; ;66;8;12;66;308,989891412414
4209565;1;8;1;10;8;1;8;2002;14;4;6;1; ; ;1;5; ;2;1;1;1;4;7; ; ;66;7;12;66;308,989891412414
4209566;1;1;1;10;1;1;1;1954;62;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;66;2;12;66;256,905664982356
4209566;1;2;1;10;2;2;10;1961;55;2;2;2;2; ; ; ; ;2;2;2; ;1;0; ; ;66;0;12;66;256,905664982356
4209566;1;3;1;10;3;1;9;1995;21;3;6;1; ; ;1;1;27578;2;1;2; ;3;3; ; ;66;3;12;66;256,905664982356
4209566;1;4;1;10;4;1;12;1996;20;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ; ;66;5;12;66;256,905664982356
4209567;1;1;1;10;1;1;11;1954;62;1;4;1; ; ;1;3;86181;2;1;2; ;6;3;3; ;66;14;12;66;348,059936455502
4209567;1;2;1;10;2;1;3;1985;31;3;6;1; ; ;3; ; ;2;1;2; ;6;1;2;2;66;12;12;66;348,059936455502
4209568;1;1;1;10;2;1;8;1931;85;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ; ;66;0;12;66;266,013324758173
4209568;1;2;1;10;2;2;5;1942;74;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ; ;66;0;12;66;266,013324758173
4209570;1;1;1;10;1;2;11;1975;41;1;4;1; ; ;1;1;30000;2;1;2; ;5;11;2; ;66;11;12;66;263,337261753313
4209570;1;2;1;10;2;2;12;2003;12;3;6;1; ; ;1;5; ;2;1;1;1;4;8; ; ;66;8;12;66;263,337261753313
4209570;1;3;1;10;3;2;3;2006;10;3;6;1; ; ;1;5; ;2;1;1;1;3;4; ; ;66;4;12;66;263,337261753313
4209570;1;4;1;10;4;2;3;1971;45;5;4;1; ; ;3; ; ;2;1;2; ;5;11;2; ;66;11;12;66;263,337261753313
4209571;1;1;1;10;1;1;6;1982;34;1;6;1; ; ;3; ; ;2;1;1;1;6;4;2;2;66;15;12;66;362,164963766722
4209572;1;1;1;10;1;1;8;1933;83;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ; ;66;0;12;66;266,013324758173
4209572;1;2;1;10;2;2;8;1939;77;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ; ;66;2;12;66;266,013324758173
4209573;1;1;1;10;1;1;12;1978;38;1;2;1; ; ;1;1;27578;2;1;2; ;3;2; ; ;66;2;12;66;467,940693855769
4209573;1;2;1;10;2;2;10;1978;38;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;66;5;12;66;467,940693855769
4209573;1;3;1;10;3;1;3;2007;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;66;3;12;66;467,940693855769
4209573;1;4;1;10;2;2;2;2009;7;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;66;2;12;66;467,940693855769
4209573;1;5;1;10;2;2;4;2011;5;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;66;0;12;66;467,940693855769
4209574;1;1;1;10;1;2;11;1990;26;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;66;3;12;66;324,591105557443
4209574;1;2;1;10;1;2;7;2010;6;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;66;0;12;66;324,591105557443
4209574;1;3;1;10;1;2;7;2013;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;66;0;12;66;324,591105557443
4209575;1;1;1;10;1;2;4;1940;76;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ; ;66;0;12;66;255,253305500683
4209575;1;2;1;10;2;2;10;1966;50;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ; ;66;5;12;66;255,253305500683
4209576;1;1;1;10;1;2;5;1957;59;1;5;1; ; ;3; ; ;2;1;2; ;4;6; ; ;66;6;12;66;280,118352069392
4209577;1;1;1;10;1;1;2;1982;34;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;66;11;12;66;456,641861841874
4209577;1;2;1;10;2;2;6;1989;27;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;66;11;12;66;456,641861841874
4209577;1;3;1;10;2;2;2;2012;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;66;0;12;66;456,641861841874
4209577;1;4;1;10;2;1;8;2016;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;66; ;12;66;456,641861841874
4209579;1;1;1;10;1;1;1;1955;61;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ; ;66;5;12;66;247,354467559045
4209579;1;2;1;10;2;2;7;1960;56;2;3;1; ; ;3; ; ;2;1;2; ;4;6; ; ;66;6;12;66;247,354467559045
4209579;1;3;1;10;3;1;2;1992;24;3;6;1; ; ;1;1;27578;2;1;2; ;6;1;3; ;66;12;12;66;247,354467559045
4209579;1;4;1;10;4;1;9;1933;83;5;4;1; ; ;3; ; ;2;1;2; ;3;5; ; ;66;5;12;66;247,354467559045
4209580;1;1;1;10;1;1;9;1963;53;1;3;1; ; ;1;1;32000;2;1;2; ;3;5; ; ;66;5;12;66;346,177473518205
4209580;1;2;1;10;2;2;11;1959;57;2;3;1; ; ;1;5; ;2;1;2; ;4;6; ; ;66;6;12;66;346,177473518205
4209580;1;3;1;10;3;1;7;1991;25;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;66;11;12;66;346,177473518205
4209580;1;4;1;10;4;1;10;2000;16;3;6;1; ; ;1;5; ;2;1;1;1;4;9; ; ;66;9;12;66;346,177473518205
4209581;1;1;1;10;1;2;6;1967;49;1;4;1; ; ;1;5; ;2;1;2; ;5;11;2; ;66;11;12;66;307,881040741395
4209581;1;2;1;10;2;1;9;1986;30;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;66;11;12;66;307,881040741395
4209581;1;3;1;10;3;2;2;1988;28;3;6;1; ; ;1;1;32000;2;1;2; ;6;5;4; ;66;16;12;66;307,881040741395
4209581;1;4;1;10;4;1;2;1995;21;3;6;1; ; ;1;1;27578;2;1;2; ;6;2;3; ;66;13;12;66;307,881040741395
4209582;1;1;1;10;1;2;12;1940;75;1;6;1; ; ;1;2;82124;2;1;2; ;5;11;2; ;66;11;12;66;280,118352069392
4209583;1;1;1;10;1;2;3;1929;87;1;5;1; ; ;1;5; ;2;1;2; ;3;3; ; ;66;3;12;66;226,369609775124
4209583;1;2;1;10;2;1;8;1953;63;3;6;1; ; ;1;1;56000;2;1;2; ;6;2;3; ;66;13;12;66;226,369609775124
4209583;1;3;1;10;3;1;10;1957;59;3;6;1; ; ;1;2;82734;2;1;2; ;5;11;2; ;66;11;12;66;226,369609775124
4209583;1;4;1;10;4;1;3;1958;58;3;6;1; ; ;1;1;32000;2;1;2; ;6;3;3; ;66;14;12;66;226,369609775124
4209583;1;5;1;10;5;2;5;1951;65;3;4;1; ; ;1;3;86182;2;1;2; ;5;11;2; ;66;11;12;66;226,369609775124
4209583;1;6;1;10;6;1;2;1966;50;3;4;1; ; ;1;3;86182;2;1;2; ;6;5;4; ;66;16;12;66;226,369609775124
4209584;1;1;1;10;1;1;11;1960;56;1;3;1; ; ;1;1;36000;2;1;2; ;6;2;3; ;66;13;12;66;287,888414218433
4209584;1;2;1;10;2;2;9;1963;53;2;3;1; ; ;1;5; ;2;1;2; ;6;2;3; ;66;13;12;66;287,888414218433
4209585;1;1;1;10;1;2;8;1953;63;1;4;1; ; ;1;5; ;2;1;2; ;3;5; ; ;66;5;12;66;394,049063911102
4209585;1;2;1;10;2;1;2;1980;36;3;6;2;1;240; ; ; ;2;1;2; ;5;10;1; ;66;10;12;66;394,049063911102
4209585;1;3;1;10;3;2;1;1981;35;3;4;1; ; ;1;1;27678;2;1;2; ;5;11;2; ;66;11;12;66;394,049063911102
4209585;1;4;1;10;5;1;3;2000;16;4;6;1; ; ;1;5; ;2;1;1;1;5;10;1; ;66;10;12;66;394,049063911102
4209585;1;5;1;10;5;1;4;2005;11;4;6;1; ; ;1;5; ;2;1;1;1;4;6; ; ;66;6;12;66;394,049063911102
4209586;1;1;1;10;1;1;9;1937;79;1;3;1; ; ;1;2;82124;2;1;2; ;3;3; ; ;66;3;12;66;344,637560931521
4209586;1;2;1;10;2;2;11;1944;72;2;3;1; ; ;1;5; ;2;2;2; ;1;0; ; ;66;0;12;66;344,637560931521
4209586;1;3;1;10;3;2;8;1976;40;3;4;1; ; ;3; ; ;2;1;2; ;3;4; ; ;66;4;12;66;344,637560931521
4209586;1;4;1;10;4;1;11;2004;12;4;6;1; ; ;3; ; ;2;1;1;1;4;0; ; ;66;5;12;66;344,637560931521
4209586;1;5;1;10;5;1;7;2011;5;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;66;0;12;66;344,637560931521
4209587;1;1;1;10;1;1;2;1978;38;1;2;1; ; ;3; ; ;1;1;2; ;5;11;2; ;66;11;12;66;332,746087310105
4209587;1;2;1;10;2;2;4;1982;34;2;2;1; ; ;1;1;16000;2;1;2; ;6;1;3; ;66;12;12;66;332,746087310105
4209587;1;3;1;10;3;1;11;2001;15;3;6;1; ; ;1;5; ;2;1;1;1;5;10;1; ;66;10;12;66;332,746087310105
4209588;1;1;1;10;1;2;4;1974;42;1;4;1; ; ;1;1;28000;2;1;2; ;6;3;3; ;66;14;12;66;230,163340279158
4209588;1;2;1;10;2;2;10;2002;14;3;6;1; ; ;1;5; ;2;1;1;2;4;6; ; ;66;6;12;66;230,163340279158
4209588;1;3;1;10;3;2;3;1937;79;5;6;1; ; ;1;2;82734;2;1;2; ;3;4; ; ;66;4;12;66;230,163340279158
4209590;1;1;1;10;1;2;5;1945;71;1;5;1; ; ;1;2;82734;2;1;2; ;4;6; ; ;66;6;12;66;280,118352069392
4209591;1;1;1;10;1;2;11;1964;52;1;4;1; ; ;3; ; ;2;1;2; ;4;7; ; ;66;7;12;66;415,699234718545
4209591;1;2;1;10;2;1;12;1999;17;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1; ;66;10;12;66;415,699234718545
4209591;1;3;1;10;3;1;10;1990;26;3;1;2;1;12; ; ; ;2;1;2; ;4;8; ; ;66;8;12;66;415,699234718545
4209591;1;4;1;10;4;2;7;1998;18;5;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;66;11;12;66;415,699234718545
4209591;1;5;1;10;4;1;3;2013;3;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;66;0;12;66;415,699234718545
4209592;1;1;1;10;1;2;1;1977;39;1;3;1; ; ;1;1;27678;2;1;2; ;6;2;3; ;66;13;12;66;276,903476308127
4209592;1;2;1;10;2;2;4;2003;13;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ; ;66;8;12;66;276,903476308127
4209593;1;1;1;10;1;2;3;1987;29;1;4;1; ; ;1;1;28000;2;1;2; ;5;11;2; ;66;11;12;66;308,738443655639
4209593;1;2;1;10;2;1;10;2004;12;3;6;1; ; ;1;5; ;2;1;1;1;4;6; ; ;66;6;12;66;308,738443655639
4209593;1;3;1;10;1;2;5;2014;2;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;66; ;12;66;308,738443655639
4209594;1;1;1;10;1;2;3;1949;67;1;4;1; ; ;1;5; ;2;1;2; ;3;4; ; ;66;4;12;66;630,849655475506
4209594;1;2;1;10;2;1;2;1979;37;3;6;1; ; ;2;1;52000;2;1;2; ;6;5;4; ;66;16;12;66;630,849655475506
4209595;1;1;1;10;1;1;6;1951;65;1;3;1; ; ;1;5; ;2;1;2; ;3;5; ; ;66;5;12;66;482,296556378927
4209595;1;2;1;10;2;2;11;1958;58;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ; ;66;5;12;66;482,296556378927
4209595;1;3;1;10;3;2;1;1982;34;3;6;1; ; ;1;1;40000;2;1;2; ;6;5;4; ;66;16;12;66;482,296556378927
