DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S6;P7510S2A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;P7510S7A1;P7510S7;clase;DPTO;AREA;fex_c_2011
1724867;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;52,6734833420618
1724868;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;48,1260641857797
1724868;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;48,1260641857797
1724868;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;48,1260641857797
1724869;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;57,7315753267642
1724869;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;70000;2;1;2; ;2;1;44;44;57,7315753267642
1724869;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;57,7315753267642
1724870;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;480000;2;1;2; ;2;1;44;44;73,3514458049762
1724870;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;73,3514458049762
1724871;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;54,544060931307
1724871;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;54,544060931307
1724872;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;20,4391973067516
1724872;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;20,4391973067516
1724873;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;200000;2;1;2; ;2;1;44;44;21,5072152316988
1724873;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;21,5072152316988
1724874;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;15,4989112825715
1724874;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;15,4989112825715
1724874;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;15,4989112825715
1724874;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;15,4989112825715
1724876;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;1000000;2;1;2; ;2;1;44;44;58,0826766857952
1724876;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;2400000;2;1;2; ;2;1;44;44;58,0826766857952
1724877;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;100000;2;1;2; ;2;1;44;44;69,9774912292805
1724877;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;69,9774912292805
1724878;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;73,1081657489802
1724880;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;200000;2;1;2; ;2;1;44;44;68,3465837369982
1724880;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;68,3465837369982
1724880;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;68,3465837369982
1724881;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;67,0945002792083
1724881;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;67,0945002792083
1724882;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;500000;2;1;2; ;2;1;44;44;54,4908310145826
1724883;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;69,5594592834807
1724884;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;81,7160275686404
1724884;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;81,7160275686404
1724884;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;81,7160275686404
1724884;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;81,7160275686404
1724884;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;81,7160275686404
1724884;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;81,7160275686404
1724884;1;10;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;81,7160275686404
1724885;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;57,7315753267642
1724885;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;800000;2;1;2; ;2;1;44;44;57,7315753267642
1724885;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;57,7315753267642
1724886;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;73,7557770807317
1724886;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;700000;2;1;2; ;2;1;44;44;73,7557770807317
1724887;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;1200000;2;1;2; ;2;1;44;44;17,6632666544475
1724887;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;17,6632666544475
1724888;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;71,5904204903548
1724888;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;71,5904204903548
1724888;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;71,5904204903548
1724889;1;1;1;95;1; ;1;2; ; ;300000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;59,6560767001896
1724889;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;59,6560767001896
1724889;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;59,6560767001896
1724890;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;16,4795272600114
1724890;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;16,4795272600114
1724891;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;60,0071780592206
1724891;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;60,0071780592206
1724892;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;77,6040859601267
1724892;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;77,6040859601267
1724893;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;75,2752533109459
1724893;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;75,2752533109459
1724894;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;1800000;2;1;2; ;2;1;44;44;58,0826766857952
1724894;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;1200000;2;1;2; ;2;1;44;44;58,0826766857952
1724895;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;57,6783454100398
1724895;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;57,6783454100398
1724897;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;15,5688088613093
1724898;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;1200000;2;1;2; ;2;1;44;44;22,6212552952417
1724898;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;22,6212552952417
1724898;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;22,6212552952417
1724898;1;7;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;22,6212552952417
1724898;1;8;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;22,6212552952417
1724899;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;18,3894816018985
1724899;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;18,3894816018985
1724899;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;18,3894816018985
1724899;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;18,3894816018985
1724899;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;18,3894816018985
1724899;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;18,3894816018985
1724900;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;63,7991645807161
1724900;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;63,7991645807161
1724900;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;63,7991645807161
1724901;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;57,6783454100398
1724901;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;57,6783454100398
1724902;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;24000000;2;1;2; ;2;1;44;44;69,261587841174
1724902;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;69,261587841174
1724902;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;44;44;69,261587841174
1724903;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;154,253817017176
1724903;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;154,253817017176
1724903;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;154,253817017176
1724903;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;154,253817017176
1724903;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;154,253817017176
1724905;1;1;1;95;1; ;2;1; ;2050000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;119,263187448406
1724905;1;2;1;95;1; ;2;1; ;850000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;119,263187448406
1724906;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;1200000;2;1;2; ;2;1;47;47;119,263187448406
1724906;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;1200000;2400000;2;1;2; ;2;1;47;47;119,263187448406
1724909;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;4800000;2;1;2; ;2;1;47;47;136,654567990466
1724910;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;79,5649478715546
1724910;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;79,5649478715546
1724910;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;79,5649478715546
1724910;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;79,5649478715546
1724910;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;79,5649478715546
1724911;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;12000000;2;1;2; ;2;1;47;47;122,169018800964
1724911;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;122,169018800964
1724913;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;162,468277614393
1724916;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ;200000; ; ;1;2;2; ;2;1;47;47;180,520308460437
1724917;1;1;1;95;1; ;1;2; ; ;400000;2;1;2;2; ; ; ; ;920000;2;1;2; ;2;1;47;47;146,587867644422
1724918;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;150,177215024971
1724918;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;400000;1;1;47;47;150,177215024971
1724919;1;1;1;95;1; ;2;1; ;800000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;118,44309505795
1724919;1;2;1;95;1; ;1;2; ; ;300000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;118,44309505795
1724919;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;118,44309505795
1724920;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;79,5649478715546
1724920;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;500000;1;1;47;47;79,5649478715546
1724920;1;3;1;95;1; ;2;2;170000; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;79,5649478715546
1724921;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;131,992433661165
1724921;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;131,992433661165
1724921;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;131,992433661165
1724922;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;286,096270262353
1724922;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;286,096270262353
1724922;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;286,096270262353
1724923;1;1;1;95;1; ;2;1; ;2800000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;154,86992254327
1724923;1;2;1;95;1; ;2;1; ;1200000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;154,86992254327
1724923;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;154,86992254327
1724924;1;1;1;95;1; ;2;1; ;98; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;79,5649478715546
1724924;1;2;1;95;1; ;2;1; ;98; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;79,5649478715546
1724924;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;79,5649478715546
1724924;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;79,5649478715546
1724924;1;5;1;95;1; ;2;1; ;98; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;79,5649478715546
1724924;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;79,5649478715546
1724926;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;2000000;2;1;2; ;2;1;47;47;149,926249515705
1724926;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;149,926249515705
1724928;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;155,608142664192
1724928;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;155,608142664192
1724928;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;155,608142664192
1724928;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;155,608142664192
1724928;1;5;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;1200000;2;1;2; ;2;1;47;47;155,608142664192
1724929;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;5760000;2;1;2; ;2;1;47;47;221,402941325411
1724929;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;221,402941325411
1724929;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;221,402941325411
1724930;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;185,612651223179
1724930;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;185,612651223179
1724930;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;185,612651223179
1724930;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;185,612651223179
1724930;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;185,612651223179
1724932;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;181,94363723002
1724932;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;181,94363723002
1724933;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;300000;1;1;47;47;199,820543334706
1724933;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;199,820543334706
1724933;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;199,820543334706
1724933;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;199,820543334706
1724933;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;199,820543334706
1724935;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;162,468277614393
1724937;1;1;1;95;1; ;1;2; ; ;180000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;122,169018800964
1724937;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;122,169018800964
1724938;1;1;1;95;1; ;2;2;500000; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;79,5649478715546
1724938;1;2;1;95;1; ;2;1; ;497000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;79,5649478715546
1724938;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;79,5649478715546
1724938;1;4;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;17000000;2;1;2; ;2;1;47;47;79,5649478715546
1724939;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;146,655278146319
1724939;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;146,655278146319
1724939;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;146,655278146319
1724939;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;146,655278146319
1724941;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;443,656320465507
1724941;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;443,656320465507
1724941;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;443,656320465507
1724942;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;263,400982530677
1724942;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;263,400982530677
1724942;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;263,400982530677
1724942;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;263,400982530677
1724943;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;214,211990453601
1724943;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;214,211990453601
1724944;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;141,524570804417
1724944;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;141,524570804417
1724944;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;141,524570804417
1724944;1;4;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;2400000;2;1;2; ;2;1;47;47;141,524570804417
1724947;1;1;1;95;1; ;2;1; ;1500000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;79,5649478715546
1724947;1;2;1;95;2; ; ; ; ; ; ; ;1;2;1; ;700000; ; ; ;2;2;2; ;2;1;47;47;79,5649478715546
1724948;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;122,60156931969
1724948;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;2000000;2;1;2; ;2;1;47;47;122,60156931969
1724948;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;122,60156931969
1724949;1;1;1;95;1; ;2;1; ;900000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;140,411064922478
1724949;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;140,411064922478
1724949;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;140,411064922478
1724950;1;1;1;95;1; ;2;1; ;1014000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;260,210590796521
1724950;1;2;1;95;1; ;2;1; ;1140000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;260,210590796521
1724951;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;9000000;2;1;2; ;2;1;47;47;320,37563597168
1724952;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;149,926249515705
1724952;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;149,926249515705
1724953;1;1;1;95;2; ; ; ; ; ; ; ;1;2;1; ;1300000; ; ; ;2;2;2; ;2;1;47;47;146,655278146319
1724953;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;146,655278146319
1724953;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;146,655278146319
1724953;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;146,655278146319
1724954;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;160,204616749534
1724954;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;160,204616749534
1724954;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;160,204616749534
1724954;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;160,204616749534
1724955;1;1;1;95;1; ;2;1; ;600000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;117,511572506763
1724955;1;2;1;95;1; ;2;1; ;4000000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;117,511572506763
1724955;1;3;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;600000;2;1;2; ;2;1;47;47;117,511572506763
1724955;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;117,511572506763
1724955;1;5;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;744000;2;1;2;27300;1;1;47;47;117,511572506763
1724957;1;1;1;95;1; ;1;1; ;2100000;300000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;126,327493062703
1724957;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;1200000;1;1;47;47;126,327493062703
1724958;1;1;1;95;1; ;2;1; ;496900; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;87,433017848162
1724958;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;87,433017848162
1724958;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;47;47;87,433017848162
