DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S2;P5210S20;P5210S21;P5210S22;P5210S24;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;AREA;DPTO;ORDEN;fex_c_2011
1723907;1;4;3;1;1;1;1;1;3;3; ; ; ; ;490000;1;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;706,349136056668
1723908;1;6;4;1;1;1;1;1;3;3; ; ; ; ;400000;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;968,553486625548
1723909;1;5;3;1;1;1;1;1;3;1; ; ;110000000;600000; ;1;1;1;1;1;1;2;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;3;2;1;01;05;05;1;978,261123613318
1723911;1;5;4;1;1;1;1;1;4;1; ; ;130000000;600000; ;1;1;1;1;1;1;2;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;4;1;2;1;1;1;3;2;1;01;05;05;1;948,059773527455
1723912;1;3;1;1;1;1;1;1;4;1; ; ;30000000;250000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;3;1;2;1;1;1;3;2;1;01;05;05;1;865,998400112622
1723913;1;2;1;1;1;1;1;1;1;3; ; ; ; ;300000;1;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1100,99446222269
1723914;1;4;2;1;1;1;1;1;1;1; ; ;40000000;300000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;948,621110863596
1723915;1;5;3;1;1;1;1;1;4;3; ; ; ; ;400000;1;1;1;1;1;1;2;2;2;1;1;2;1;2;1;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;922,093617256217
1723916;1;5;3;1;1;1;1;1;3;3; ; ; ; ;450000;1;1;1;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;830,189637400402
1723917;1;5;3;1;1;1;1;1;3;3; ; ; ; ;400000;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;800,907490966543
1723918;1;5;2;1;1;1;1;1;4;1; ; ;90000000;500000; ;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;948,621110863596
1723919;1;5;4;1;2;1;1;1;3;1; ; ;10000000;500000; ;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;698,177435961503
1723919;2;1;1;1;2;1;1;1;3;3; ; ; ; ;120000;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;05;05;1;698,177435961503
1723920;1;5;4;1;1;1;1;1;4;3; ; ; ; ;580000;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1155,30965111212
1723922;1;4;2;1;1;1;1;1;3;1; ; ;220000000;1200000; ;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;5;2;1;01;05;05;1;1038,98672730476
1723923;1;5;3;1;1;1;1;1;3;2; ;1200000;120000000;900000; ;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;5;2;1;01;05;05;1;945,405398473394
1723924;1;5;3;1;1;1;1;1;1;1; ; ;12000000;700000; ;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;720,116973351098
1723925;1;5;3;1;1;1;1;1;4;4; ; ; ;650000; ;1;1;1;1;1;1;2;2;2;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;772,417071281252
1723927;1;5;4;1;1;1;1;1;3;1; ; ;120000000;600000; ;1;1;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;966,020374306444
1723928;1;4;2;1;1;1;1;1;3;1; ; ;80000000;500000; ;1;1;1;2;1;1;2;2;2;1;2;2;2;2;1;2;1;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;842,686618895445
1723929;1;3;3;1;1;1;1;3;4;3; ; ; ; ;340000;1;1;1;2;1;1;2;2;2;1;1;2;2;2;1;1;1;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;805,109103356152
1723930;1;5;1;1;1;1;1;1;1;1; ; ;80000000;500000; ;1;1;1;2;1;2;2;2;2;1;2;2;1;2;2;1;1;1;1;1;2;1;1;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1010,62884578152
1723931;1;5;3;1;1;1;1;1;3;1; ; ;180000000;600000; ;1;1;1;1;1;1;2;2;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;3;2;1;01;05;05;1;868,643926261632
1723932;1;4;2;1;1;1;1;1;3;3; ; ; ; ;305000;1;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;739,063449113642
1723935;1;4;2;1;1;1;1;1;3;3; ; ; ; ;400000;1;1;1;1;1;1;1;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;995,181232989494
1723936;1;6;4;1;1;1;1;1;3;1; ; ;80000000;450000; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;835,290304094023
1723937;1;6;4;1;1;1;1;1;3;3; ; ; ; ;450000;1;1;1;2;1;1;2;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;896,257572624986
1723938;1;6;4;1;1;1;1;1;1;3; ; ; ; ;480000;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;1;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;816,343828331478
1723939;1;6;4;1;1;1;1;1;4;1; ; ;90000000;400000; ;1;2;1;1;1;1;2;2;1;1;1;2;1;2;1;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1098,29765683856
1723940;1;4;3;1;1;1;1;1;3;1; ; ;22000000;200000; ;1;2;1;2;1;2;1;2;2;2;1;2;2;1;2;2;1;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;872,945791407809
1723942;1;4;3;1;1;1;1;1;3;1; ; ;40000000;200000; ;1;1;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;922,093617256217
1723943;1;3;2;1;1;1;1;1;3;4; ; ; ;230000; ;1;1;1;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;1;1;2;1;2;1;1;1;1;1;2;2;1;01;05;05;1;1004,72517691224
1723944;1;6;3;1;1;1;1;1;3;1; ; ;130000000;800000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;2;1;5;1;1;1;1;1;5;2;1;01;05;05;1;805,770693448861
1723945;1;3;2;1;1;1;1;1;3;1; ; ;15000000;150000; ;1;2;1;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;773,045079948944
1723946;1;6;2;1;1;1;1;1;3;1; ; ;220000000;1100000; ;1;1;1;1;2;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;1;5;1;1;1;1;1;5;2;1;01;05;05;1;948,621110863596
1723947;1;5;3;1;1;1;1;1;4;1; ; ;100000000;700000; ;1;2;1;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;2;1;5;1;2;1;1;1;5;2;1;01;05;05;1;997,705496403548
1723948;1;6;1;1;1;1;1;1;3;1; ; ;30000000;300000; ;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;948,621110863596
1723949;1;2;2;1;1;1;1;1;3;1; ; ;18000000;250000; ;1;2;1;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;814,816740343923
1723950;1;2;1;1;1;1;1;1;4;3; ; ; ; ;520000;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;2;1;1;1;4;2;1;01;05;05;1;871,34073164576
1723951;1;6;1;1;1;1;1;1;4;3; ; ; ; ;2100000;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;4;1;2;1;1;1;4;2;1;01;05;05;1;1100,99446222269
1723952;1;7;2;1;1;1;1;1;1;1; ; ;250000000;1200000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;4;1;2;1;1;1;4;2;1;01;05;05;1;1038,98672730476
1723953;1;5;4;1;1;1;1;1;4;5; ; ; ;200000; ;1;2;1;1;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;1;1;4;1;2;1;1;1;1;2;1;01;05;05;1;730,626667925259
1723954;1;5;3;1;1;1;1;1;3;3; ; ; ; ;300000;1;2;1;1;1;1;2;1;1;1;1;1;2;2;1;1;1;1;1;2;1;1;2;1;4;1;1;1;1;1;4;3;1;01;08;08;1;530,231062303549
1723954;2;1;1;1;2;1;1;1;3;3; ; ; ; ;300000;2;2;1;1;2;2;2;1;1;1;2;2;2;2;2;1;1;1;1;2;1;2; ; ; ; ; ; ; ; ; ; ;1;01;08;08;1;530,231062303549
1723955;1;2;1;1;1;1;1;1;3;3; ; ; ; ;120000;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;2;1;1;1;1;1;1;3;1;01;08;08;1;535,879243451852
1723956;1;3;1;1;2;1;1;1;3;3; ; ; ; ;55000;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;1;3;1;01;08;08;1;520,646990811754
1723956;2;2;1;1;2;1;1;1;3;3; ; ; ; ;55000;2;2;1;1;1;2;2;2;1;2;1;2;1;2;2;1;1;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;08;08;1;520,646990811754
1723957;1;3;2;1;1;1;1;1;3;1; ; ;12000000;150000; ;2;2;1;1;2;2;2;2;1;1;2;1;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;1;3;1;01;08;08;1;520,176647236502
1723958;1;3;2;1;1;1;1;1;3;3; ; ; ; ;140000;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;2;1;1;1;1;1;1;3;1;01;08;08;1;575,132454677376
1723959;1;3;2;1;1;1;1;1;3;3; ; ; ; ;170000;2;2;1;1;2;2;2;2;1;2;2;1;2;2;2;1;1;1;1;2;2;1;1;1;2;1;1;1;1;1;1;3;1;01;08;08;1;559,429858462027
1723961;1;4;3;1;1;1;1;1;3;1; ; ;20000000;18000; ;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;1;1;1;4;1;1;1;1;1;1;3;1;01;08;08;1;603,547429716684
1723963;1;4;2;1;1;1;1;1;3;1; ; ;25000000;300000; ;2;2;1;1;1;2;2;1;1;1;2;1;2;2;2;1;1;2;1;2;2;1;1;1;4;1;1;1;1;1;1;3;1;01;08;08;1;497,096375801579
1723964;1;3;2;2;1;1;1;1;3;1; ; ;10000000;100000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;1;1;1;2;1;1;2;1;1;1;2;1;01;08;08;1;613,864780924303
1723965;1;4;3;1;1;1;1;1;3;3; ; ; ; ;99;1;2;1;1;2;1;2;2;1;1;2;2;2;2;1;1;1;1;1;2;1;1;2;1;4;1;1;1;1;1;4;3;1;01;08;08;1;552,291043803513
1723966;1;3;2;2;1;1;1;1;3;1; ; ;10000000;140000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;1;2;2;1;1;1;2;1;1;2;1;1;1;3;1;01;08;08;1;499,114848993492
1723967;1;4;3;2;1;1;1;1;3;1; ; ;20000000;200000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;1;1;1;2;1;1;2;1;1;1;3;1;01;08;08;1;519,963049614819
1723968;1;4;3;1;1;1;1;1;3;1; ; ;20000000;180000; ;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;1;1;1;1;2;3;1;01;08;08;1;518,385969274407
1723969;1;4;3;1;1;1;1;1;3;3; ; ; ; ;385000;1;2;1;1;1;1;2;1;1;1;2;2;1;2;1;1;1;1;1;2;1;1;2;1;4;1;1;1;1;1;4;3;1;01;08;08;1;526,123657209518
1723970;1;3;2;1;1;1;1;1;3;4; ; ; ;200000; ;1;2;1;1;2;2;2;2;1;2;1;1;2;2;2;2;1;1;1;2;2;1;1;1;4;1;1;1;1;1;1;3;1;01;08;08;1;510,983031115456
1723971;1;4;3;1;1;1;1;1;3;3; ; ; ; ;200000;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;2;3;1;01;08;08;1;512,798972016928
1723972;1;4;3;1;1;1;1;1;3;1; ; ;45000000;200000; ;1;2;1;2;1;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;2;3;1;01;08;08;1;506,227209069937
1723973;1;4;3;1;1;1;1;1;3;1; ; ;28000000;220000; ;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;1;2;2;1;1;1;4;1;1;1;1;1;2;3;1;01;08;08;1;534,198295116062
1723974;1;4;2;1;1;1;1;1;3;1; ; ;38000000;250000; ;1;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;2;3;1;01;08;08;1;488,314132720586
1723975;1;4;2;1;2;1;1;6; ;1; ; ;900000;100000; ;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;1;1;2;2;2;1;1;1;2;1;2;1;1;1;1;3;1;01;08;08;1;547,161368631251
1723975;2;1;1;1;2;1;1;6; ;4; ; ; ;50000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;08;08;1;547,161368631251
1723976;1;6;3;1;1;1;1;1;3;3; ; ; ; ;660000;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;4;3;1;01;08;08;1;572,273134748123
1723977;1;3;3;1;1;1;1;1;3;1; ; ;15000000;150000; ;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;1;1;1;1;1;3;1;01;08;08;1;640,079114291916
1723978;1;4;3;1;1;1;1;1;3;3; ; ; ; ;430000;1;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;4;3;1;01;08;08;1;566,996632880008
1723979;1;4;3;1;1;1;1;1;3;2; ;370000;65000000;400000; ;1;2;1;1;1;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;4;4;1;01;08;08;1;531,698413017655
1723980;1;3;2;1;1;1;1;1;3;1; ; ;15000000;150000; ;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;1;3;1;01;08;08;1;523,024901834514
1723981;1;4;3;1;1;1;1;1;3;1; ; ;130000000;1200000; ;1;2;1;1;1;1;2;1;1;1;2;2;1;2;2;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;6;3;1;01;08;08;1;537,897716643765
1723982;1;5;4;1;1;1;1;1;3;1; ; ;120000000;1500000; ;1;2;1;1;1;1;2;1;1;1;2;2;1;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;6;3;1;01;08;08;1;484,120280796355
