Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
3405429;1;3;1;70;2;5;54;4; ;2;5;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;380000;2;61;95;45;1;1;4521;02;63;5621,25881514974
3405437;1;1;1;70;2;24;48;3; ;2;24;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;59;93;1;2;9309;02;63;4178,50557438469
3405438;1;1;1;70;2;2;45;4; ;2;2;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;500000;2;61;61;01;1;1;0140;02;63;2603,67336650295
3405446;1;6;1;70;2;2;50;4; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;80000;2;61;61;01;1;1;0111;02;63;4898,81015054274
3405450;1;2;1;70;2;250;50;3; ;2;250;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;39;55;1;2;5511;02;63;2987,31304699809
3405450;1;3;1;70;2;104;50;1; ;2;104;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;45;52;1;2;5252;02;63;2987,31304699809
3405865;1;5;1;70;2;1;45;4; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;61; ; ;1;1; ;02;63;3822,17668353109
3405870;1;3;1;70;2;12;40;1; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;61;01;1;1;0116;02;63;3002,84340229017
3405896;1;2;1;70;2;4;60;3; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;70000;2;54;61;01;1;1;0116;02;63;3773,58330601125
3405902;1;4;1;70;2;24;50;1; ;2;24;4; ;1;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8060;02;63;3446,57184424718
3405903;1;3;1;70;2;48;55;1; ;2;48;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;76;41;52;1;2;5233;02;63;4476,64206639668
3409194;1;2;1;70;2;3;48;1; ;2;8;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;51;1;1;5170;02;68;442,752369148507
3409237;1;3;1;70;2;4;48;1; ;2;52;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;32;52;1;1;5233;02;13;919,053759540806
3409246;1;3;1;70;2;10;48;1; ;2;10;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;51;1;1;5170;02;68;628,544708402866
3409247;1;1;1;70;2;4;24;1; ;2;96;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;1;9500;02;68;828,514036987926
3409256;1;3;1;70;2;16;48;1; ;2;14;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;11;1;2;1110;02;68;784,353104210244
3409256;1;6;1;70;2;26;48;4; ;2;26;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;99;99;11;1;2;1110;02;68;784,353104210244
3409292;1;1;1;70;2;4;40;4; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;02;13;1811,54154979863
3409309;1;2;1;70;2;40;48;4; ;2;48;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;80;1;2;8042;02;68;442,752369148507
3409312;1;2;1;70;2;8;48;1; ;2;8;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;80;1;1;8043;02;68;352,416538620179
3409313;1;4;1;70;2;40;48;1; ;2;48;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;33;52;1;2;5211;02;68;352,416538620179
3409521;1;4;1;70;2;2;40;8; ;2;2;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0111;02;73;581,83598207469
3409550;1;3;1;70;2;16;48;1; ;2;16;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;58;75;1;2;7522;02;73;1119,26360963914
3409605;1;2;1;70;2;3;40;4; ;2;73;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;85;1;1;8532;02;73;1123,36907371811
3409758;1;1;1;70;2;4;48;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0140;02;18;378,727062323122
3409794;1;1;1;70;2;4;40;1; ;2;15;1; ;9;1; ; ; ;1;1;1; ; ; ; ; ;2; ;2;95;95;45;1;1;4530;02;18;324,481147290902
3410474;1;2;1;70;2;24;48;1; ;2;24;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;01;1;2;0115;02;50;1578,79137273887
3410513;1;1;1;70;2;14;50;8; ;2;14;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;2;0121;02;50;2511,44646938557
3410545;1;3;1;70;2;2;50;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;99; ; ;1;1; ;02;50;1087,4469641303
3410579;1;1;1;70;2;8;48;1; ;2;144;3; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;53;54;95;1;1;9500;02;50;757,267815821003
3410580;1;2;1;70;2;4;48;1; ;2;8;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;99;62;01;1;1;0121;02;50;1569,13569564213
3410580;1;3;1;70;2;24;48;1; ;2;288;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;99;45;52;1;2;5244;02;50;1569,13569564213
3410586;1;4;1;70;2;2;48;1; ;2;48;1; ;3;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;02;50;2081,83569639385
3410613;1;3;1;70;2;7;40;2; ;2;16;2; ;9;1; ; ; ;1; ; ; ; ; ; ; ;2; ;2;11;39;75;1;1;7514;02;50;1025,22643383101
3410664;1;5;1;70;2;24;38;1; ;2;24;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;99;54;95;1;2;9500;02;50;1495,75246282611
3410665;1;2;1;70;2;12;42;8; ;2;12;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0121;02;50;1283,21849975763
3410666;1;1;1;70;2;8;42;8; ;2;8;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0121;02;50;2490,08452336044
3410667;1;1;1;70;2;4;60;8; ;2;4;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0121;02;50;1191,6942394663
