DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;clase;MES;DPTO;fex_c_2011;AREA
4854431;1;1;1;90;2; ;1;20;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;2042,8526848881; 
4854431;1;2;1;90;2; ;1;14;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;2042,8526848881; 
4854432;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;1817,61786630315; 
4854432;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;1817,61786630315; 
4854433;1;1;1;90;2; ;1;20;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;2431,93464091841; 
4854433;1;2;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;2431,93464091841; 
4854433;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;2431,93464091841; 
4854434;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;2579,22199562446; 
4854434;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;2579,22199562446; 
4854434;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;2579,22199562446; 
4854434;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;2579,22199562446; 
4854435;1;1;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;2872,16897264348; 
4854435;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;2872,16897264348; 
4854435;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;2872,16897264348; 
4854435;1;4;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;2872,16897264348; 
4854435;1;5;1;90;2; ;1;20;2; ;2; ;2; ;2; ;1;30;2; ;2; ;2; ;1;03;76;2872,16897264348; 
4854435;1;6;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;2872,16897264348; 
4854435;1;7;1;90;2; ;1;10;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;2872,16897264348; 
4854436;1;1;1;90;2; ;1;13;2; ;1;13;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;2543,31108133576; 
4854436;1;2;1;90;2; ;1;9;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;2543,31108133576; 
4854437;1;1;1;90;2; ;1;7;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;3138,89634598366; 
4854437;1;2;1;90;2; ;1;26;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;3138,89634598366; 
4854438;1;1;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;2579,22199562446; 
4854438;1;2;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;1;10;2; ;2; ;1;03;76;2579,22199562446; 
4854438;1;3;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;2579,22199562446; 
4854438;1;4;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;2579,22199562446; 
4854439;1;1;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;1321,9684548085; 
4854439;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;1321,9684548085; 
4854439;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;1321,9684548085; 
4854440;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;1940,77067146021; 
4854440;1;2;1;90;2; ;1;7;2; ;2; ;2; ;1;12;2; ;2; ;2; ;2; ;1;03;76;1940,77067146021; 
4854440;1;3;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;1940,77067146021; 
4854453;1;1;1;90;2; ;1;30;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;1;03;76;4294,29163464131; 
