DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;DPTO;fex_c_2011
4864721;1;1;1;50;2; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;03;76;1831,39345498309
4864721;1;2;1;50;2; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;03;76;1831,39345498309
4864721;1;3;1;50;2; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;76;1831,39345498309
4864721;1;4;1;50;2; ; ;1;6;JUGAR;2;2;2;2;2; ; ; ; ; ; ; ;03;76;1831,39345498309
4864722;1;1;1;50;2; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;76;2637,05560399218
4864723;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;76;2306,09295913254
4864723;1;2;1;50;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;76;2306,09295913254
4864723;1;3;1;50;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;76;2306,09295913254
4864724;1;1;1;50;2;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;03;76;3005,6171218425
4864724;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;76;3005,6171218425
4864724;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;76;3005,6171218425
4864724;1;4;1;50;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;76;3005,6171218425
4864724;1;5;1;50;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;76;3005,6171218425
4864724;1;6;1;50;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;76;3005,6171218425
4864995;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;68;1494,21268742101
4864995;1;2;1;50;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;03;68;1494,21268742101
4864995;1;3;1;50;2; ; ;3;6;TRABAJADOR SIN REMUNERACION;2;2;1; ; ; ; ; ; ; ; ; ;03;68;1494,21268742101
4864996;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;68;1730,45590001854
4864996;1;2;1;50;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;68;1730,45590001854
4864997;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;68;1184,07055501997
4864997;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;68;1184,07055501997
4864997;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;68;1184,07055501997
4864998;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;68;1913,9297443377
4864998;1;2;1;50;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;68;1913,9297443377
4864998;1;3;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;68;1913,9297443377
4864998;1;5;1;50;2; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;68;1913,9297443377
4864999;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;68;1037,60006597797
4864999;1;2;1;50;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;03;68;1037,60006597797
4864999;1;3;1;50;2; ; ;3;6;TRABAJADOR  SIN REMUNERACION;2;2;1; ; ; ; ; ; ; ; ; ;03;68;1037,60006597797
4864999;1;4;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;68;1037,60006597797
4865000;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;68;1746,03905263376
4865000;1;2;1;50;2; ; ;2;6;TRABAJADORA SIN REMUNERACION;2;2;1; ; ; ; ; ; ; ; ; ;03;68;1746,03905263376
4865001;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;68;755,936872708639
4865001;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;68;755,936872708639
