DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011
4864724;1;1;1;70;2;8;43;8; ;2;15;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;62;62;01;1;1;03;0111;76;3005,6171218425
4865032;1;2;1;70;2;52;48;4; ;2;52;6; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;55;45;52;1;2;03;5225;68;1775,87014091456
4865032;1;3;1;70;2;24;48;1; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;57;93;1;2;03;9302;68;1775,87014091456
4865032;1;4;1;70;2;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;700000; ; ;45; ; ;1;2;03; ;68;1775,87014091456
4865686;1;2;1;70;2;2;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;820000; ; ;58; ; ;1;1;03; ;20;2042,85453775443
4865687;1;2;1;70;2;40;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;826000; ; ;55; ; ;1;2;03; ;20;2134,99108980326
4865715;1;1;1;70;2;3;48;4; ;2;8;4; ;2;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;300000;2; ;53;62;01;1;1;03;0140;20;2639,25847817371
4865726;1;1;1;70;2;12;48;1; ;2;18;1; ;9;1;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;98;98;45;1;1;03;4530;20;2236,47018760823
4865769;1;1;1;70;2;84;48;1; ;2;104;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;95;95;45;1;2;03;4530;20;2894,21279624328
4865772;1;3;1;70;2;20;40;1; ;2;20;1; ;2;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;45;45;52;1;2;03;5239;20;1648,58681110432
4865773;1;1;1;70;2;12;48;1; ;2;12;1; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;38;38;64;1;1;03;6422;20;2382,31023223994
4865823;1;3;1;70;2;2;40;4; ;2;42;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;45;45;92;1;1;03;9242;20;1459,56260930158
4865848;1;2;1;70;2;104;30;4; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;50000;2; ;55;54;95;1;2;03;9500;76;3385,25736949843
