DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4864721;1;3;1;80; ;2;1;4;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;76;1831,39345498309
4864721;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;76;1831,39345498309
4864723;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;76;2306,09295913254
4864723;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;76;2306,09295913254
4864724;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;76;3005,6171218425
4864724;1;5;1;80; ;2;1;1;2; ;2; ; ;2; ; ; ;2; ; ; ; ; ;1;03;76;3005,6171218425
4864724;1;6;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;76;3005,6171218425
4864998;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;68;1913,9297443377
4864999;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;68;1037,60006597797
4865001;1;2;1;80; ;2;1;2;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;68;755,936872708639
4865001;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;68;755,936872708639
4865004;1;2;1;80; ;2;1;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;68;2660,33479358526
4865004;1;7;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;68;2660,33479358526
4865012;1;2;1;80; ;2;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;68;1166,19750419344
4865012;1;4;1;80; ;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;68;1166,19750419344
