DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;clase;MES;DPTO;fex_c_2011;AREA
5030347;1;1;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;1793,35479443263; 
5030347;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;1793,35479443263; 
5030347;1;3;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;1793,35479443263; 
5030348;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;1985,12157748912; 
5030348;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;1985,12157748912; 
5030348;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;1985,12157748912; 
5030349;1;1;1;90;2; ;1;10;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2173,87834710788; 
5030349;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2173,87834710788; 
5030349;1;3;1;90;2; ;1;20;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2173,87834710788; 
5030350;1;1;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;1099,18375738453; 
5030350;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;1099,18375738453; 
5030350;1;3;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;1099,18375738453; 
5030351;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;1;40;2; ;1;10;1;10;1;10;76;1689,35609519817; 
5030351;1;2;1;90;2; ;1;20;2; ;1;20;1;20;2; ;2; ;2; ;1;5;2; ;1;10;76;1689,35609519817; 
5030351;1;3;1;90;2; ;1;8;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;1689,35609519817; 
5030351;1;4;1;90;2; ;1;8;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;1689,35609519817; 
5030351;1;6;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;1689,35609519817; 
5030351;1;7;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;1689,35609519817; 
5030351;1;8;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;1689,35609519817; 
5030351;1;9;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;1689,35609519817; 
5030352;1;1;1;90;2; ;1;10;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2638,30211938735; 
5030352;1;2;1;90;2; ;1;15;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2638,30211938735; 
5030352;1;3;1;90;2; ;1;5;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2638,30211938735; 
5030355;1;1;1;90;2; ;1;15;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2240,33442868973; 
5030356;1;1;1;90;2; ;1;45;2; ;1;45;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2645,05070044665; 
5030359;1;1;1;90;2; ;2; ;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2764,99349545521; 
5030359;1;2;1;90;2; ;1;20;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2764,99349545521; 
5030359;1;3;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2764,99349545521; 
5030359;1;4;1;90;2; ;1;10;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2764,99349545521; 
5030359;1;5;1;90;2; ;1;5;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2764,99349545521; 
5030359;1;6;1;90;2; ;2; ;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2764,99349545521; 
5030359;1;8;1;90;2; ;1;10;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2764,99349545521; 
5030360;1;1;1;90;2; ;1;8;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2752,5872070823; 
5030360;1;2;1;90;2; ;1;20;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2752,5872070823; 
5030363;1;1;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2347,43072815391; 
5030363;1;2;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2347,43072815391; 
5030363;1;3;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2347,43072815391; 
5030363;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2347,43072815391; 
5030364;1;1;1;90;2; ;1;10;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;1529,82464961506; 
5030365;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;1167,0752917788; 
5030365;1;2;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;1167,0752917788; 
5030373;1;1;1;90;2; ;2; ;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2403,37929073714; 
5030373;1;2;1;90;2; ;1;24;2; ;1;25;2; ;2; ;2; ;2; ;2; ;1;5;1;10;76;2403,37929073714; 
5030374;1;1;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2476,64498355141; 
5030376;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2156,10415226888; 
5030376;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2156,10415226888; 
5030377;1;1;1;90;2; ;1;15;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2560,82042402581; 
5030377;1;2;1;90;2; ;1;7;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2560,82042402581; 
5030386;1;1;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;76;2518,85351010514; 
5030389;1;1;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;603,399378337475;05
5030389;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;603,399378337475;05
5030389;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;603,399378337475;05
5030389;1;4;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;603,399378337475;05
5030390;1;1;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1136,81004935308;05
5030390;1;2;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1136,81004935308;05
5030390;1;3;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1136,81004935308;05
5030391;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1432,40617295408;05
5030391;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1432,40617295408;05
5030391;1;3;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1432,40617295408;05
5030391;1;4;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1432,40617295408;05
5030392;1;1;1;90;2; ;1;25;1;10;2; ;1;10;2; ;2; ;2; ;2; ;2; ;1;10;05;877,343409560962;05
5030392;1;2;1;90;2; ;1;15;2; ;2; ;1;10;2; ;2; ;2; ;2; ;2; ;1;10;05;877,343409560962;05
5030392;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;877,343409560962;05
5030393;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1285,0168295482;05
5030393;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1285,0168295482;05
5030394;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1142,36987120256;05
5030395;1;1;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1141,33345052339;05
5030395;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1141,33345052339;05
5030395;1;3;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1141,33345052339;05
5030395;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1141,33345052339;05
5030396;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;972,887970991673;05
5030397;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1280,49342837789;05
5030398;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1280,49342837789;05
5030399;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1046,58264269461;05
5030399;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1046,58264269461;05
5030400;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;2514,90931600434;05
5030400;1;2;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;2514,90931600434;05
5030401;1;1;1;90;2; ;1;8;1;8;1;8;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;2560,98685675578;05
5030402;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1738,86397676743;05
5030402;1;2;1;90;2; ;1;30;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1738,86397676743;05
5030402;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1738,86397676743;05
5030402;1;6;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1738,86397676743;05
5030402;1;7;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1738,86397676743;05
5030403;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1241,16459012388;05
5030403;1;2;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1241,16459012388;05
5030403;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1241,16459012388;05
5030404;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1573,62742765124;05
5030404;1;2;1;90;2; ;1;25;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1573,62742765124;05
5030404;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1573,62742765124;05
5030405;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1220,58794407581;05
5030405;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1220,58794407581;05
5030405;1;3;1;90;2; ;1;9;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1220,58794407581;05
5030406;1;1;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1545,56111709458;05
5030406;1;2;1;90;2; ;1;25;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1545,56111709458;05
5030407;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1211,32215784526;05
5030408;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;951,038081263902;05
5030408;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;951,038081263902;05
5030408;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;951,038081263902;05
5030408;1;4;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;951,038081263902;05
5030409;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1146,89327237287;05
5030409;1;2;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1146,89327237287;05
5030410;1;1;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1280,49342837789;05
5030411;1;1;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1141,33345052339;05
5030411;1;2;1;90;2; ;1;35;2; ;2; ;1;18;2; ;2; ;2; ;2; ;2; ;1;10;05;1141,33345052339;05
5030411;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1141,33345052339;05
5030411;1;4;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1141,33345052339;05
5030412;1;1;1;90;2; ;1;8;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1142,36987120256;05
5030413;1;1;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1173,1822002392;05
5030413;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1173,1822002392;05
5030413;1;3;1;90;2; ;1;5;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;1;10;05;1173,1822002392;05
