DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
5040183;1;2;1;80; ;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;23;1057,61817015406
5040183;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;23;1057,61817015406
5040188;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;23;2833,78488348478
5040188;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;23;2833,78488348478
5040188;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;23;2833,78488348478
5040188;1;6;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;23;2833,78488348478
5040189;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;23;2935,40600415904
5040190;1;2;1;80; ;2;1;2;6; ;2; ; ;7; ;2; ;2; ;1;48;300000;2;1;10;23;2283,91726434815
5040190;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;23;2283,91726434815
5040190;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;23;2283,91726434815
5040191;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;23;2863,33437893903
5040192;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;23;1193,56759444135
5040194;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;23;2713,57678285624
5040200;1;2;1;80; ;2;1;2;3; ;2; ; ;9; ;2; ;2; ;2; ;300000;2;1;10;23;1238,59047218225
5040202;1;4;1;80; ;2;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;200000;2;1;10;23;2615,75023048722
5040203;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;23;3009,94987151537
5040203;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;23;3009,94987151537
5040204;1;1;1;80; ;2;1;1;4; ;2; ; ;9; ;2; ;2; ;1;35;400000;2;1;10;23;1368,32813163626
5040204;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;23;1368,32813163626
5040205;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;23;1925,108782637
5040207;1;1;1;80; ;2;1;2;3; ;2; ; ;9; ;2; ;2; ;2; ;200000;2;1;10;23;2448,01173325401
5040208;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;23;2121,52700667757
5040208;1;6;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;23;2121,52700667757
5040213;1;6;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;23;2899,79065110453
5040215;1;1;1;80; ;2;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;10;23;1908,43254886914
5040218;1;6;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;23;1433,54855326569
5040219;1;2;1;80; ;2;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;200000;2;1;10;23;2357,54881597841
5040220;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;23;2009,94108474509
5040220;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;23;2009,94108474509
5040220;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;23;2009,94108474509
5040220;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;23;2009,94108474509
5040289;1;2;1;80; ;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;66;1535,53584380962
5040290;1;1;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;66;534,527031119222
5040290;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;66;534,527031119222
5040291;1;1;1;80; ;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;10;66;1120,79384724598
5040291;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;66;1120,79384724598
5040292;1;2;1;80; ;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;66;1468,86326374487
5040296;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;66;797,850836169599
5040300;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;66;1058,65668986537
5040300;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;66;1058,65668986537
5040301;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;66;868,420926694305
5040302;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;66;868,420926694305
5040303;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;66;1464,84659234071
5040304;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;66;782,410671465255
5040307;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;66;1068,99559550887
5040309;1;2;1;80; ;2;1;4;6; ;1; ;4;6; ;2; ;2; ;1;40;821116;2;1;10;66;792,74957710876
5040310;1;1;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;10;66;760,152613014121
5040310;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;10;66;760,152613014121
5040311;1;2;1;80; ;2;1;2;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;10;66;1745,10928214498
5040311;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;10;66;1745,10928214498
