Directorio;Secuencia_p;Orden;Hogar;Regis;P7495;P7500s1;P7500s2;P7500s3a1;P7500s2a1;P7500s1a1;P7500s3;P7505;P7510s3;P7510s6;P7510s2a1;P7510s6a1;P7510s5a1;P7510s3a1;P7510s1a1;P7510s5;P7510s1;P7510s2;P7510s7a1;P7510s7;P750s1;P750s1a1;P750s2;P750s2a1;P750s3;P750s3a1;P750s4;Area;Mes;Dpto;Fex_c_2011
3560384;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;256,02468707586
3560385;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;285,463563717475
3560386;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;8400000;2;1;2; ;2; ; ; ; ; ; ; ;66;09;66;177,652656600538
3560386;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;177,652656600538
3560387;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;290,02910984896
3560387;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;290,02910984896
3560387;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;290,02910984896
3560388;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;2400000;2;1;2; ;2; ; ; ; ; ; ; ;66;09;66;372,218533284438
3560388;1;4;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;3600000;2;1;2; ;2; ; ; ; ; ; ; ;66;09;66;372,218533284438
3560389;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;261,324844083847
3560389;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;261,324844083847
3560390;1;1;1;95;1;2;1; ;2600000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;240,121631279731
3560390;1;2;1;95;2; ; ; ; ; ; ;1;2;2;240000; ; ; ; ;2;2;1; ;2; ; ; ; ; ; ; ;66;09;66;240,121631279731
3560390;1;3;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;240000; ;2;2;2; ;2; ; ;1;240000; ; ; ;66;09;66;240,121631279731
3560391;1;1;1;95;1;2;1; ;616000; ;2;1;2;2; ; ;4580000; ; ;1;2;2; ;2; ; ; ; ; ; ; ;66;09;66;233,818983908469
3560391;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;233,818983908469
3560392;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;206,851557425965
3560392;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;206,851557425965
3560392;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;206,851557425965
3560392;1;5;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;600000; ;2;2;2; ;2; ; ;1;600000; ; ; ;66;09;66;206,851557425965
3560393;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;7200000;2;1;2; ;2; ; ; ; ; ; ; ;66;09;66;239,841407189647
3560393;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;239,841407189647
3560393;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;239,841407189647
3560393;1;4;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;2400000;2;1;2; ;2; ; ; ; ; ; ; ;66;09;66;239,841407189647
3560394;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;183,955303971799
3560394;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;4800000;2;1;2; ;2; ; ; ; ; ; ; ;66;09;66;183,955303971799
3560394;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;183,955303971799
3560395;1;1;1;95;1;2;1; ;616000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;204,09988317677
3560395;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;2400000;2;1;2; ;2; ; ; ; ; ; ; ;66;09;66;204,09988317677
3560395;1;3;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;3600000;2;1;2; ;2; ; ; ; ; ; ; ;66;09;66;204,09988317677
3560395;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;204,09988317677
3560396;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;326,279936340462
3560396;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;326,279936340462
3560396;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;326,279936340462
3560397;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;330,565520339031
3560397;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;330,565520339031
3560398;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;4800000;2;1;2; ;2; ; ; ; ; ; ; ;66;09;66;281,457941851822
3560398;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;281,457941851822
3560398;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;281,457941851822
3560398;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;09;66;281,457941851822
3560398;1;6;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;1800000;2;1;2; ;2; ; ; ; ; ; ; ;66;09;66;281,457941851822
3560425;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;162,906781543839
3560425;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;162,906781543839
3560425;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;162,906781543839
3560425;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;162,906781543839
3560426;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;175,390759361715
3560426;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;175,390759361715
3560426;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;175,390759361715
3560426;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;175,390759361715
3560427;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;164,14016751503
3560427;1;2;1;95;1;2;1; ;616000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;164,14016751503
3560428;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;209,452104313541
3560428;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;209,452104313541
3560429;1;1;1;95;1;2;1; ;1232000; ;2;1;2;2;12000000; ; ; ; ;2;2;1; ;2; ; ; ; ; ; ; ;17;09;17;179,271634281834
3560429;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;179,271634281834
3560429;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;179,271634281834
3560429;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;179,271634281834
3560430;1;1;1;95;1;2;1; ;1200000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;171,298189899776
3560431;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;179,24141933443
3560431;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;179,24141933443
3560433;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;184,645224963331
3560433;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;184,645224963331
3560433;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;184,645224963331
3560434;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;183,802140576031
3560434;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;183,802140576031
3560434;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;183,802140576031
3560435;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;184,645224963331
3560435;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;184,645224963331
3560435;1;3;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;960000;2;1;2; ;2; ; ; ; ; ; ; ;17;09;17;184,645224963331
3560436;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;184,645224963331
3560436;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;184,645224963331
3560436;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;184,645224963331
3560437;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;198,189180042728
3560437;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;198,189180042728
3560438;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;17;09;17;194,473239364986
3560438;1;2;1;95;1;2;2;100000; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;194,473239364986
3560440;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;162,906781543839
3560440;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;162,906781543839
3560440;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;162,906781543839
3560440;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;162,906781543839
3560441;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;184,645224963331
3560441;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;184,645224963331
3560441;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;184,645224963331
3560442;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;3600000;2;1;2; ;2; ; ; ; ; ; ; ;17;09;17;113,434263594096
3560442;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;113,434263594096
3560442;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;113,434263594096
3560442;1;4;1;95;1;2;1; ;616000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;113,434263594096
3560443;1;1;1;95;1;2;1; ;976493; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;164,14016751503
3560443;1;2;1;95;1;2;1; ;650000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;164,14016751503
3560444;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;113,434263594096
3560444;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;113,434263594096
3560444;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;113,434263594096
3560444;1;4;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;1560000;2;1;2; ;2; ; ; ; ; ; ; ;17;09;17;113,434263594096
3560445;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;153,352529115607
3560445;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;153,352529115607
3560446;1;1;1;95;1;2;1; ;680000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;149,753128048334
3560446;1;2;1;95;1;2;1; ;1000000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;149,753128048334
3560446;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;149,753128048334
3560447;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;117,033664661369
3560447;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;80000;2;1;2; ;2; ; ; ; ; ; ; ;17;09;17;117,033664661369
3560447;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;117,033664661369
3560448;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;258,493873066969
3560448;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;258,493873066969
3560449;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;193,628458801126
3560450;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;164,14016751503
3560450;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;164,14016751503
3560451;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;120,785667546891
3560451;1;2;1;95;1;2;1; ;616000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;120,785667546891
3560451;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;120,785667546891
3560451;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;120,785667546891
3560452;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;167,698788832503
3560452;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;167,698788832503
3560453;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;193,628458801126
3560454;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;170,258185496635
3560454;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;170,258185496635
3560454;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;170,258185496635
3560454;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;170,258185496635
3560455;1;1;1;95;1;2;1; ;616000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;147,688990113971
3560455;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;147,688990113971
3560455;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;09;17;147,688990113971
3560469;1;1;1;95;1;1;2; ; ;6000000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;09;76;709,761318146996
3560469;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;09;76;709,761318146996
3560469;1;3;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;580000;100000;2;1;2; ;2; ; ;1;580000; ; ; ;76;09;76;709,761318146996
3560477;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;234,672664078862
3560477;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;234,672664078862
3560477;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;234,672664078862
3560477;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;234,672664078862
3560479;1;1;1;95;1;2;1; ;5000000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;268,239538043436
3560479;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;268,239538043436
3560479;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;268,239538043436
3560480;1;1;1;95;1;2;1; ;2230000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;223,393533563108
3560480;1;2;1;95;1;2;1; ;3400000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;223,393533563108
3560481;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;240,206870294991
3560481;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;240,206870294991
3560481;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;240,206870294991
3560482;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;224,195011766809
3560482;1;2;1;95;1;2;1; ;6000000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;224,195011766809
3560484;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;204,492802556374
3560484;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;204,492802556374
3560484;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;204,492802556374
3560485;1;1;1;95;1;2;1; ;1800000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;299,566532234443
3560485;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;299,566532234443
3560485;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;299,566532234443
3560486;1;1;1;95;1;2;1; ;650000; ;2;1;2;2; ; ; ; ;6000000;2;1;2; ;2; ; ; ; ; ; ; ;73;09;73;225,332417564344
3560486;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;225,332417564344
3560486;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;225,332417564344
3560486;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;225,332417564344
3560487;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;4200000;2;1;2; ;2; ; ; ; ; ; ; ;73;09;73;272,29280518389
3560487;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;272,29280518389
3560487;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;272,29280518389
3560487;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;272,29280518389
3560488;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;254,279844821938
3560488;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;450000; ;2;2;2; ;2; ; ;1;450000; ; ; ;73;09;73;254,279844821938
3560489;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;240,060778354718
3560489;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;240,060778354718
3560489;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;240,060778354718
3560490;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;213,177662807464
3560490;1;2;1;95;1;1;2; ; ;1000000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;213,177662807464
3560490;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;213,177662807464
3560491;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;6000000;2;1;2; ;2; ; ; ; ; ; ; ;73;09;73;154,258683800191
3560491;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;4800000;2;1;2; ;2; ; ; ; ; ; ; ;73;09;73;154,258683800191
3560491;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;154,258683800191
3560492;1;1;1;95;1;2;1; ;3200000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;257,574171264501
3560492;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;257,574171264501
3560493;1;1;1;95;1;2;1; ;4000000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;238,267986293755
3560494;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;269,154297552585
3560495;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;210,235318545311
3560498;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;214,315068605
3560498;1;2;1;95;1;1;1; ;616000;200000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;214,315068605
3560498;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;214,315068605
3560498;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;214,315068605
3560498;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;09;73;214,315068605
3560596;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;09;76;859,002389436696
