Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3551542;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;09;17;351,16828185953
3551542;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;351,16828185953
3551545;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;09;17;358,482838668859
3551546;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;17;347,155760665588
3551546;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;347,155760665588
3551548;1;2;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;17;406,952892122321
3551551;1;1;1;80;17;1;1;8; ;2; ;2; ; ; ; ;2;2;1;09;17;191,570233883197
3551555;1;1;1;80;17;1;1;6; ;2; ;2; ; ; ; ;2;2;1;09;17;188,374684823694
3551555;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;188,374684823694
3551556;1;3;1;80;17;1;1;2; ;2; ;2; ; ; ; ;2;2;1;09;17;162,476848722777
3551556;1;4;1;80;17;1;2;2; ;2; ;2; ; ; ; ;2;2;1;09;17;162,476848722777
3551556;1;5;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;162,476848722777
3551556;1;6;1;80;17;1;1;2; ;2; ;2; ; ; ; ;2;2;1;09;17;162,476848722777
3551557;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;09;17;164,14016751503
3551557;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;17;164,14016751503
3551558;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;09;17;167,739568582303
3551562;1;1;1;80;17;1;1;2; ;2; ;2; ; ; ; ;2;2;1;09;17;191,570233883197
3551583;1;5;1;80;73;1;1;2; ;2; ;2; ; ; ; ;2;2;1;09;73;268,808056995406
3551585;1;3;1;80;73;2; ; ; ;2; ;2; ;1;2; ;2; ;1;09;73;206,887223172483
3551586;1;3;1;80;73;1;1;3; ;2; ;2; ; ; ; ;9;2;1;09;73;238,214217363491
3551587;1;2;1;80;73;1;4;3; ;2; ;2; ; ; ; ;8;2;1;09;73;288,289810029377
3551587;1;4;1;80;73;1;2;3; ;2; ;2; ; ; ; ;9;2;1;09;73;288,289810029377
3551587;2;2;2;80;73;1;3;3; ;2; ;2; ; ; ; ;9;2;1;09;73;288,289810029377
3551589;1;2;1;80;73;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;73;388,475238764651
3551589;1;3;1;80;73;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;73;388,475238764651
3551589;1;4;1;80;73;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;73;388,475238764651
3551590;1;2;1;80;73;1;4;3; ;2; ;2; ; ; ; ;4;2;1;09;73;268,552668997437
3551591;1;2;1;80;73;1;4;7; ;2; ;2; ; ; ; ;9;2;1;09;73;247,399923035465
3551593;1;1;1;80;73;1;4;4; ;2; ;2; ; ; ; ;8;2;1;09;73;190,374583244579
3551593;1;3;1;80;73;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;73;190,374583244579
3551596;1;2;1;80;73;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;73;546,683020459312
3551596;1;4;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;73;546,683020459312
3551597;1;1;1;80;73;1;4;7; ;3; ;2; ; ; ; ;4;2;1;09;73;504,455359030507
3551597;1;2;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;73;504,455359030507
3551598;1;1;1;80;73;1;4;5; ;3; ;2; ; ; ; ;10;2;1;09;73;476,535972587511
3551601;1;1;1;80;73;1;4;7; ;3; ;2; ; ; ; ;10;2;1;09;73;252,227679515253
3551601;1;2;1;80;73;1;4;5; ;3; ;2; ; ; ; ;10;2;1;09;73;252,227679515253
3551602;1;1;1;80;73;1;4;6; ;2; ;2; ; ; ; ;9;2;1;09;73;223,393533563108
3551602;1;2;1;80;73;1;4;5; ;3; ;2; ; ; ; ;10;2;1;09;73;223,393533563108
3551611;1;1;1;80;54;1;4;4; ;2; ;2; ; ; ; ;4;2;1;09;54;392,994586864499
3551613;1;2;1;80;76;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;76;768,072597972532
3551618;1;1;1;80;76;1;4;5; ;3; ;2; ; ; ; ;8;2;1;09;76;831,521476654516
3551619;1;2;1;80;76;1;4;7; ;2; ;2; ; ; ; ;11;2;1;09;76;709,761318146996
3551620;1;1;1;80;76;1;4;5; ;3; ;2; ; ; ; ;11;2;1;09;76;831,521476654516
3551621;1;3;1;80;76;2; ; ; ;2; ;2; ;1;1; ;2; ;1;09;76;1075,36143855685
3551622;1;2;1;80;76;1;4;8; ;2; ;2; ; ; ; ;9;2;1;09;76;775,02787030209
3551628;1;1;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;76;961,255256711422
3551631;1;3;1;80;76;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;76;1060,81589436451
3551640;1;2;1;80;50;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;50;171,131135028575
3551641;1;2;1;80;50;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;50;105,294307560635
3551641;1;3;1;80;50;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;50;105,294307560635
3551641;1;4;1;80;50;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;50;105,294307560635
3551641;1;5;1;80;50;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;50;105,294307560635
3551642;1;2;1;80;50;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;50;229,863708371064
3551642;1;3;1;80;50;1;1;2; ;2; ;2; ; ; ; ;2;2;1;09;50;229,863708371064
3551642;1;4;1;80;50;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;50;229,863708371064
3551645;1;1;1;80;50;1;4;8; ;2; ;2; ; ; ; ;8;2;1;09;50;171,131135028575
3551645;1;2;1;80;50;1;4;4; ;2; ;2; ; ; ; ;4;2;1;09;50;171,131135028575
3551646;1;2;1;80;50;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;50;196,286900948177
3551647;1;1;1;80;50;1;4;8; ;2; ;2; ; ; ; ;11;2;1;09;50;172,141496277955
3551649;1;3;1;80;50;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;50;191,255432315424
3551651;1;1;1;80;50;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;50;223,230496312803
3551651;1;2;1;80;50;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;50;223,230496312803
3551652;1;1;1;80;50;1;1;3; ;2; ;2; ; ; ; ;9;2;1;09;50;171,131135028575
3551652;1;2;1;80;50;1;4;3; ;2; ;2; ; ; ; ;4;2;1;09;50;171,131135028575
3551654;1;6;1;80;50;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;50;198,122405630323
3551655;1;1;1;80;66;1;4;4; ;2; ;2; ; ; ; ;8;2;1;09;66;233,818983908469
3551655;1;2;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;66;233,818983908469
3551656;1;1;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;66;233,818983908469
3551656;1;2;1;80;66;1;3;4; ;2; ;2; ; ; ; ;4;2;1;09;66;233,818983908469
3551658;1;1;1;80;66;1;3;3; ;2; ;2; ; ; ; ;11;2;1;09;66;249,722039704598
3551659;1;1;1;80;66;1;1;3; ;2; ;2; ; ; ; ;9;2;1;09;66;848,897894109172
3551660;1;4;1;80;66;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;66;443,800667606516
3551663;1;2;1;80;66;1;3;3; ;2; ;2; ; ; ; ;2;2;1;09;66;330,565520339031
3551668;1;2;1;80;66;1;2;4; ;2; ;2; ; ; ; ;4;2;1;09;66;637,978709210737
3551670;1;1;1;80;66;1;4;4; ;2; ;2; ; ; ; ;4;2;1;09;66;319,931781203808
3551670;1;2;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;66;319,931781203808
3551672;1;1;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;66;269,364592694885
3551673;1;2;1;80;66;1;4;9;CAMBIO DE DOMICILIO ( CIUDAD );2; ;2; ; ; ; ;9;2;1;09;66;411,19284918202
3551673;1;4;1;80;66;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;66;411,19284918202
3551674;1;3;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;66;439,44542976563
3551674;1;4;1;80;66;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;66;439,44542976563
3551675;1;1;1;80;66;1;2;8; ;3; ;2; ; ; ; ;8;2;1;09;66;467,637967816939
3551675;1;2;1;80;66;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;66;467,637967816939
3551676;1;3;1;80;66;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;66;471,111646382156
3551676;1;5;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;66;471,111646382156
3551677;1;1;1;80;66;1;4;3; ;2; ;2; ; ; ; ;8;2;1;09;66;197,77134890737
3551678;1;1;1;80;66;1;4;4; ;2; ;2; ; ; ; ;9;2;1;09;66;210,572558876354
3551678;1;4;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;66;210,572558876354
3551680;1;3;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;66;248,681317839873
3551681;1;2;1;80;66;2; ; ; ;3; ;2; ;2; ;.; ; ;1;09;66;467,637967816939
3551729;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;134,921448108146
3551729;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;134,921448108146
3551729;1;5;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;09;17;134,921448108146
3551730;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;178,022061963927
3551731;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;09;17;87,4487954835244
