Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Mes;Dpto;Fex_c_2011;Area
3551498;1;4;1;1;1;1;1;1;3;1; ; ;98;500000; ;1;2;1;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;1;2;2;2; ;2;2; ;1;1;1;1;4;1;1;1;1;1;3;3;2;01;1;09;47;132,4479699337;47
3551499;1;3;1;1;1;1;1;1;3;1; ; ;20000000;400000; ;2;2;1;1;1;2;2;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;3;2;01;1;09;47;144,372010892752;47
3551500;1;4;3;1;1;1;1;1;3;4; ; ; ;400000; ;1;2;1;2;1;1;2;2;1;1;2;1;2;2;1;1;1;1;1;2;2;1;1;2;2; ;5;1;2;1;4;1;1;1;1;1;3;3;2;01;1;09;47;138,299652995502;47
3551501;1;2;1;1;1;1;1;1;4;4; ; ; ;200000; ;2;2;1;2;1;2;1;2;1;2;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;3;1;2;1;2;1;2;1;1;1;1;3;2;01;1;09;47;168,41994482401;47
3551502;1;4;1;1;1;1;1;1;3;5; ; ; ;400000; ;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;3;2;01;1;09;47;132,4479699337;47
3551503;1;2;1;1;1;1;1;3;3;5; ; ; ;300000; ;2;2;1;2;1;1;2;2;2;1;2;1;2;2;1;2;1;1;1;2;2;1;3;2;2; ;4;1;2;1;4;1;1;1;1;1;3;3;1;01;1;09;47;157,160118417669;47
3551504;1;5;2;1;1;1;1;1;3;1; ; ;300000000;800000; ;1;2;1;2;1;1;2;1;1;1;2;2;2;2;1;2;1;1;1;1;1;1;1;2;2; ;2;1;2;1;4;1;1;1;1;1;3;3;1;01;1;09;47;154,010147336187;47
3551505;1;4;2;1;1;1;1;1;3;1; ; ;150000000;600000; ;1;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;3;3;1;01;1;09;47;143,99667202856;47
3551506;1;2;1;1;1;1;1;3;3;3; ; ; ; ;400000;2;2;1;1;1;2;2;2;1;1;2;1;2;2;2;1;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;3;1;01;1;09;47;144,372010892752;47
3551507;1;2;2;1;1;1;2;4;4;3; ; ; ; ;150000;2;2;1;2;2;2;2;2;1;1;1;2;2;2;2;1;2;1;1;2;2;1;4;2;2; ;7;1;1;1;2;1;2;1;1;2;1;3; ;01;1;09;47;140,497500982117;47
3551508;1;4;2;1;1;1;1;1;3;1; ; ;98;700000; ;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;1;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;3;3;2;01;1;09;47;105,381566752755;47
3551509;1;3;1;1;1;1;1;1;3;3; ; ; ; ;450000;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;1;1;2;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;4;3;2;01;1;09;47;132,332556957697;47
3551510;1;5;3;1;1;1;1;1;3;1; ; ;700000000;4000000; ;2;1;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;3;2;1;1;3;1;1;1;4;1;1;1;1;1;5;3;1;01;1;09;47;232,476143281878;47
3551511;1;5;4;1;1;1;1;1;3;2; ;98;700000000;1500000; ;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2; ;5;1;1;1;4;1;1;1;1;1;5;3;1;01;1;09;47;309,419562573553;47
3551512;1;7;3;1;1;1;1;1;3;2; ;5000000;900000000;5000000; ;1;1;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;3;2;2; ;5;1;1;1;4;1;1;1;1;1;5;2;1;01;1;09;47;277,806409024346;47
3551513;1;9;4;1;1;1;1;1;3;2; ;2000000;700000000;3000000; ;1;1;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;3;2;2; ;6;1;1;1;4;1;1;1;1;1;5;3;2;01;1;09;47;303,311785278425;47
3551514;1;4;1;1;1;1;1;1;3;4; ; ; ;2500000; ;1;2;1;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;2;2; ;1;1;1;1;4;1;1;1;1;1;5;3;1;01;1;09;47;264,665113915394;47
3551515;1;5;4;1;1;1;1;1;3;2; ;4550000;850000000;3000000; ;1;1;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;3;2;2; ;5;1;1;1;4;1;1;1;1;1;5;3;1;01;1;09;47;336,033246611706;47
3551516;1;3;2;1;1;1;1;1;3;2; ;330000;40000000;500000; ;2;2;1;1;1;1;2;1;1;1;2;1;2;2;1;1;1;1;1;1;1;1;2;2;2; ;5;1;1;1;4;1;1;1;1;1;3;3;2;01;1;09;47;214,044034384512;47
3551517;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;2; ;2;2; ;2;1;2;1;2;1;1;1;1;1;3;3;2;01;1;09;47;133,140167140376;47
3551518;1;3;2;1;1;1;1;1;3;3; ; ; ; ;380000;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;1;2;2;1;3;2;2; ;3;1;1;1;2;1;1;1;1;1;3;3;2;01;1;09;47;130,497036754882;47
3551519;1;4;3;1;1;1;1;1;3;3; ; ; ; ;400000;2;2;1;2;2;1;2;2;1;2;1;1;2;2;2;1;1;1;1;2;2;1;6;2;2; ;9;1;1;1;4;1;1;1;1;1;3;3;2;01;1;09;47;153,4548791493;47
3551520;1;3;2;1;1;1;1;1;3;1; ; ;98;400000; ;1;2;1;1;1;2;2;1;1;1;2;2;2;2;2;2;1;1;1;1;2;1;2;2;2; ;3;1;1;1;4;1;1;1;1;1;3;3;2;01;1;09;47;156,296051851805;47
3551521;1;3;2;1;1;1;1;1;3;1; ; ;50000000;400000; ;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;1;1;4;1;1;1;1;1;3;3;2;01;1;09;47;105,381566752755;47
3551522;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;3;1;2;1;2;1;1;1;1;1;3;3;2;01;1;09;47;130,497036754882;47
3551523;1;4;3;1;1;1;1;1;3;1; ; ;25000000;300000; ;2;2;1;1;1;1;2;1;1;1;1;1;2;2;1;1;1;1;1;2;2;1;2;2;2; ;5;1;1;1;4;1;1;1;1;1;2;3;2;01;1;09;47;203,338361870209;47
3551524;1;2;1;2;1;1;1;1;1;4; ; ; ;150000; ;2;2;1;1;2;2;2;1;1;1;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;2;2;1;1;1;3;2;01;1;09;47;144,25659791675;47
3551525;1;1;1;6; ;1;1;6; ;5; ; ; ;50000; ;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;3;1;2;1;1;1;2;2;1;1;1;3;2;01;1;09;47;178,058081267445;47
3551526;1;2;1;1;1;1;1;1;3;4; ; ; ;250000; ;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;1;2;1;1;2;2;1;1;2;2; ;2;1;2;1;2;1;1;1;1;1;2;3;2;01;1;09;47;133,024754164374;47
