DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;MES;DPTO;fex_c_2011
2573813;1;2;1;80;52;1;4;3; ;2; ;2; ; ; ; ;9;2;1;12;52;187,587090445218
2573814;1;2;1;80;52;1;4;4; ;3; ;2; ; ; ; ;4;2;1;12;52;125,50229911254
2573814;1;3;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;52;125,50229911254
2573815;1;2;1;80;52;1;4;3; ;2; ;2; ; ; ; ;9;2;1;12;52;154,704386991585
2573821;1;1;1;80;52;1;4;5; ;3; ;2; ; ; ; ;10;2;1;12;52;109,563437525498
2573822;1;1;1;80;52;1;4;3; ;2; ;2; ; ; ; ;8;2;1;12;52;138,765525404543
2573823;1;2;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;76;1050,16835296578
2573823;1;3;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;76;1050,16835296578
2573825;2;2;2;80;76;1;1;7; ;2; ;2; ; ; ; ;11;2;1;12;76;1121,78215907119
2573825;2;3;2;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;76;1121,78215907119
2573829;1;1;1;80;76;1;2;9;CAMBIO DE RESIDENCIA;2; ;2; ; ; ;EL ESPOSO NO LA DEJA TRABAJAR;12;2;1;12;76;862,046945497493
2573831;1;3;1;80;76;1;4;3; ;2; ;2; ; ; ; ;9;2;1;12;76;845,839341148388
2573832;1;1;1;80;76;1;2;7; ;2; ;2; ; ; ;ESTA ESPERANDO QUE MEJORE EL CLIMA PARA TRABAJAR EN EL CAMPO;12;2;1;12;76;1046,43711817024
2573833;1;1;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;76;898,21283897777
2573834;1;3;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;76;809,673447668112
2573835;1;2;1;80;76;1;4;5; ;1;2;2; ; ; ; ;11;2;1;12;76;747,988850875158
2573836;1;1;1;80;76;1;4;4; ;2; ;2; ; ; ; ;4;2;1;12;76;773,492899083923
2573838;1;2;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;76;737,327005603646
2573839;1;2;1;80;76;1;4;4; ;3; ;2; ; ; ; ;11;2;1;12;76;971,516527796128
2573890;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;12;17;169,834388307954
2573890;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;169,834388307954
2573891;1;1;1;80;17;1;4;4; ;2; ;2; ; ; ; ;4;2;1;12;17;210,32555597092
2573891;1;5;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;210,32555597092
2573891;2;1;2;80;17;1;4;4; ;2; ;2; ; ; ; ;4;2;1;12;17;210,32555597092
2573892;1;1;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;12;17;245,538288275686
2573892;1;5;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;245,538288275686
2573895;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;400,45730716383
2573896;1;1;1;80;17;1;4;4; ;2; ;2; ; ; ; ;4;2;1;12;17;164,418422260457
2573898;1;2;1;80;17;2; ; ; ;2; ;2; ;1;4; ;3; ;1;12;17;144,774558679869
2573899;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;206,21340961004
2573900;1;2;1;80;17;1;3;3; ;2; ;2; ; ; ; ;9;2;1;12;17;182,898572023951
2573900;1;3;1;80;17;1;3;8; ;2; ;2; ; ;3; ;5;1;1;12;17;182,898572023951
2573901;1;1;1;80;17;1;2;5; ;3; ;2; ; ; ; ;10;2;1;12;17;194,265862523869
2573901;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;12;17;194,265862523869
2573902;1;2;1;80;17;1;3;8; ;2; ;2; ; ; ; ;9;2;1;12;17;164,24288702806
2573903;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;12;17;264,317954694254
2573903;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;264,317954694254
2573905;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;218,696272464039
2573905;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;218,696272464039
2573905;1;5;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;218,696272464039
2573905;1;6;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;218,696272464039
2573906;1;1;1;80;17;1;1;8; ;2; ;1;515000; ; ; ;9;2;1;12;17;447,073091355306
2573906;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;447,073091355306
2573909;1;1;1;80;17;1;1;8; ;2; ;2; ; ; ; ;9;2;1;12;17;222,075979580043
2573910;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;12;17;170,183863503464
2573914;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;139,466150451005
2573917;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;11;2;1;12;17;143,497357386615
2573917;1;2;1;80;17;1;4;5; ;3; ;2; ; ; ; ;4;2;1;12;17;143,497357386615
2573918;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;169,321037510205
2573923;1;2;1;80;17;1;3;3; ;2; ;2; ; ; ; ;9;2;1;12;17;163,849632279829
2573924;1;1;1;80;17;1;4;4; ;2; ;2; ; ; ; ;8;2;1;12;17;205,898505764297
2573924;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;205,898505764297
2573924;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;205,898505764297
2573924;1;6;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;205,898505764297
2573924;1;7;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;205,898505764297
2573925;1;2;1;80;17;1;3;7; ;2; ;2; ; ; ; ;9;2;1;12;17;181,666930779704
2573925;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;181,666930779704
2573926;1;2;1;80;17;1;4;7; ;2; ;2; ; ; ; ;8;2;1;12;17;146,689493213728
2573929;1;2;1;80;17;1;1;2; ;2; ;2; ; ; ; ;2;2;1;12;17;186,644173577818
2573931;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;180,659417549693
2573934;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;158,027873253216
2573935;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;194,920245353051
2573936;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;140,097282467767
2573936;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;140,097282467767
2573936;1;5;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;12;17;140,097282467767
2573937;1;1;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;12;17;139,466150451005
2573938;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;175,30579353833
2573938;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;175,30579353833
2573939;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;248,459405721238
2573940;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;158,027873253216
2573941;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;146,689493213728
2573942;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;12;17;146,689493213728
2573944;1;3;1;80;17;1;2;2; ;2; ;2; ; ; ; ;2;2;1;12;17;156,744070736119
2573944;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;12;17;156,744070736119
2573947;1;1;1;80;68;1;4;3; ;3; ;2; ; ; ; ;9;2;1;12;68;547,501768414799
2573948;1;2;1;80;68;1;1;3; ;2; ;2; ; ; ; ;9;2;1;12;68;424,010687968057
2573949;1;1;1;80;68;1;4;5; ;3; ;2; ; ; ; ;10;2;1;12;68;476,687846522308
2573955;1;1;1;80;68;1;4;5; ;3; ;2; ; ; ; ;8;2;1;12;68;479,519270099525
