DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
2582636;1;4;1;70;2;104;48;1; ;2;104;2; ;8;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2;15;13;80;1;2;8050;12;47;1685,46342701465
2582666;1;2;1;70;2;20;42;3; ;2;5;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;12;47;2383,36291423189
2582671;1;1;1;70;2;8;48;4; ;2;8;4; ;1;8; ; ; ; ; ; ; ;1; ; ; ;2; ;2;61;61;01;1;1;0140;12;47;1557,66182574648
2582671;1;2;1;70;2;20;40;3; ;2;280;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;12;47;1557,66182574648
2582708;1;2;1;70;2;30;50;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;41; ; ;1;2; ;12;47;1527,58507900122
2582714;1;3;1;70;2;22;50;4; ;2;22;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;41;52;1;2;5211;12;47;2083,21628828279
2582749;1;5;1;70;2;5;70;4; ;2;4;8; ;5;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;62;01;1;1;0121;12;47;2419,27759196836
2582753;1;1;1;70;2;8;70;8; ;2;8;8; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;60;60;01;1;1;0121;12;47;2387,27539270425
2582858;1;2;1;70;2;104;48;2; ;2;104;2; ;7;2; ; ; ; ;1; ; ; ; ; ; ;2; ;2;13;13;80;1;2;8012;12;13;2542,73758582773
2582868;1;3;1;70;2;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;62; ; ;1;1; ;12;13;3255,86926154598
2582872;1;1;1;70;2;12;50;1; ;2;20;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0140;12;13;2421,0524054676
2583055;1;4;1;70;2;8;72;1; ;2;4;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5234;12;20;1113,12293382659
2583526;1;2;1;70;2;12;48;1; ;2;12;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;39;75;1;1;7512;12;17;1173,03176023577
2583556;1;4;1;70;2;2;50;8; ;2;2;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;62;62;01;1;1;0111;12;17;1449,60933400744
2583561;1;3;1;70;2;4;50;3; ;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;12;17;873,125289485982
2583562;1;1;1;70;2;4;40;8; ;2;4;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;250000;2;62;62;01;1;1;0111;12;17;695,259185456095
