Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Mes;Dpto;Fex_c_2011;Area
2903873;1;3;2;1;1;1;1;1;3;3; ; ; ; ;150000;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;1;1;1;1;1;1;1;2;2;2; ;5;1;1;1;2;1;1;1;1;1;2;3;2;01;1;03;54;453,930869552387;54
2903874;1;4;1;1;1;1;1;1;1;1; ; ;99;800000; ;1;1;1;2;1;1;2;2;1;1;1;2;1;2;2;1;1;1;1;2;2;1;1;2;2; ;2;1;2;1;4;1;2;1;1;1;4;3;2;01;1;03;54;376,09766668538;54
2903878;1;3;2;1;1;1;1;1;3;4; ; ; ;300000; ;1;2;1;2;2;1;2;2;1;2;2;2;2;2;1;2;1;1;1;2;2;1;2;2;2; ;4;1;1;1;4;1;1;1;1;1;2;3;2;01;1;03;54;389,413823183468;54
2903881;1;4;1;1;1;1;1;1;4;3; ; ; ; ;800000;1;2;1;2;2;2;2;1;1;1;1;2;1;2;2;1;1;2;1;2;1;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;4;3;2;01;1;03;54;378,9579465225;54
2903885;1;5;1;1;1;1;10;1;4;2; ;900000;99;1500000; ;1;2;1;1;1;1;1;1;1;1;2;2;1;2;1;1;1;1;1;1;1;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;4;3;2;01;1;03;54;400,50335068085;54
2903886;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;4;1;1;1;4;1;1;1;1;1;2;3;1;01;1;03;15;106,966875587252;15
2903887;1;3;2;1;1;1;1;1;3;1; ; ;35000000;200000; ;2;1;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;4;2;2; ;5;1;1;1;4;1;1;1;1;1;2;3;1;01;1;03;15;108,425140765176;15
2903888;1;4;2;1;1;1;1;1;3;1; ; ;99;250000; ;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;3;2;2; ;4;1;2;1;4;1;1;1;1;1;2;3;1;01;1;03;15;68,6390572059394;15
2903889;1;4;3;1;1;1;1;1;3;1; ; ;40000000;300000; ;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;4;2;2; ;6;1;2;1;2;1;1;1;1;1;1;3;1;01;1;03;15;106,411302900887;15
2903890;1;3;1;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;1;3;1;01;1;03;15;67,3127601903632;15
