DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4830060;1;3;1;70;05;12;48;1; ;2;15;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;95;98;15;1;1;1511;02;05;797,209214831975
4830062;1;1;1;70;05;5;48;1; ;2;6;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;836000;2; ;05;38;74;1;1;7499;02;05;1107,25287774648
4830063;1;2;1;70;05;26;48;1; ;2;52;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;39;45;52;1;2;5225;02;05;1045,96011862702
4830064;1;1;1;70;05;3;24;1; ;2;132;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;53;53;55;1;1;5521;02;05;876,647107032314
4830067;1;1;1;70;05;4;48;1; ;2;52;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;55;54;95;1;1;9500;02;05;975,206310392005
4830070;1;1;1;70;05;2;24;4; ;2;15;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;45;13;80;1;1;8060;02;05;876,647107032314
4830081;1;3;1;70;05;6;48;1; ;2;12;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;03;37;55;1;1;5529;02;05;942,975347930135
4830083;1;1;1;70;05;144;24;1; ;2;144;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;826000;2; ;37;21;65;1;2;6519;02;05;775,932643499914
4830085;1;3;1;70;05;6;48;2; ;2;7;4; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1500000;1;1;02;02;80;1;1;8050;02;05;904,939862947042
4830085;1;4;1;70;05;17;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;32; ; ;1;2; ;02;05;904,939862947042
4830088;1;3;1;70;05;2;48;1; ;2;2;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;1;1200000;1200000;2; ;53;53;55;1;1;5524;02;05;1125,19299015167
4830090;1;1;1;70;05;104;48;1; ;2;104;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;54;95;1;2;9500;02;05;874,707706552966
4830093;1;1;1;70;05;24;72;1; ;2;24;1; ;9;1;1; ; ;1; ; ; ; ; ; ; ; ;2; ;827000;1;2;91;91;21;1;2;2109;02;05;981,052135238182
4830093;1;3;1;70;05;16;48;1; ;2;16;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1600000;2; ;02;70;28;1;2;2811;02;05;981,052135238182
4830102;1;5;1;70;05;8;48;1; ;2;32;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;824000;1;1;33;33;55;1;1;5529;02;05;835,286002140022
4830107;1;1;1;70;05;4;48;1; ;2;4;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;850000;2; ;55;79;18;1;1;1810;02;05;1163,22847513476
4830108;1;1;1;70;05;2;48;1; ;2;3;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1600000;1000000;2; ;39;39;41;1;1;4100;02;05;1171,45571526292
4830111;1;2;1;70;05;6;48;2; ;2;6;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;1800000;2; ;02;38;74;1;1;7499;02;05;953,940578077614
4830112;1;2;1;70;05;3;48;1; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;53;79;18;1;1;1810;02;05;723,334807363452
4830113;1;2;1;70;05;4;48;1; ;2;4;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;1;1010000;900000;2; ;33;39;65;1;1;6512;02;05;1069,21739276338
4830114;1;1;1;70;05;4;24;1; ;2;156;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;45;52;1;1;5233;02;05;876,647107032314
4830115;1;2;1;70;05;4;72;1; ;2;4;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;1;1000000;960000;2; ;87;87;28;1;1;2811;02;05;865,775320552413
4830122;1;1;1;70;05;4;48;3; ;2;24;4; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;55;79;17;1;1;1741;02;05;894,587219437506
4830125;1;1;1;70;05;64;48;1; ;2;36;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;50000;828000;2; ;97;54;95;1;2;9500;02;05;897,964980689329
4830127;1;2;1;70;05;8;48;1; ;2;24;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;45;79;18;1;1;1810;02;05;853,38983289595
4830128;1;3;1;70;05;2;48;1; ;2;16;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;45;24;1;1;2423;02;05;779,310404751737
4830139;1;2;1;70;05;12;48;1; ;2;6;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;836000;2; ;45;45;52;1;1;5233;02;05;525,638640179095
4830141;1;4;1;70;05;10;48;1; ;2;12;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;95;53;55;1;1;5529;02;05;1181,16858753995
