DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011
4840114;1;2;1;70;2;2;48;4; ;2;204;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;55;55;92;1;1;02;9249;05;4940,4641342604
4840130;1;1;1;70;2;4;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;400000;2; ;97;97;52;1;1;02;5211;05;3991,09505254192
4840133;1;2;1;70;2;8;48;4; ;2;8;4; ;8;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;53;74;1;1;02;7491;05;3257,28140833664
4840143;1;6;1;70;2;2;40;3; ;2;150;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;54;55;01;1;1;02;0123;68;609,767674917474
4840146;1;3;1;70;2;8;48;3; ;2;8;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;54;95;1;1;02;9500;68;2317,51928128124
4840150;1;2;1;70;2;2;60;1; ;2;2;3; ;2;2;1; ; ; ; ;1; ; ; ; ; ; ;1;900000;800000;2; ;13;54;95;1;1;02;9500;68;674,248257270658
4840155;1;2;1;70;2;4;40;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;55;58;11;1;1;02;1110;68;438,673923781271
4840159;1;3;1;70;2;8;48;1; ;2;28;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;45;54;95;1;1;02;9500;68;1305,80790774945
4840160;1;3;1;70;2;6;40;1; ;2;6;1; ;5;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;13;13;80;1;1;02;8042;68;520,587688880064
4840161;1;2;1;70;2;52;48;1; ;2;200;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;58;54;55;1;2;02;5511;68;825,205662105895
4840163;1;4;1;70;2;2;48;1; ;2;4;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;1;1300000;828000;2; ;95;58;11;1;1;02;1110;68;1754,69569512508
4840164;1;2;1;70;2;40;60;1; ;2;68;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;55;55;11;1;2;02;1110;68;1060,70111127474
4840165;1;1;1;70;2;1;40;1; ;2;16;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;53;54;93;1;1;02;9301;68;588,010801711655
4840169;1;2;1;70;2;6;84;1; ;2;156;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;59;44;64;1;1;02;6421;68;865,057499913199
4840171;1;1;1;70;2;2;48;1; ;2;256;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;58;58;11;1;1;02;1110;68;629,562050744359
4840177;1;2;1;70;2;8;48;1; ;2;16;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;720000;2; ;53;53;55;1;1;02;5521;68;1256,73324204552
4840192;1;1;1;70;2;5;40;8; ;2;5;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;120000;600000;2; ;62;62;01;1;1;02;0140;13;1472,98108502256
4840247;1;1;1;70;2;3;56;1; ;2;3;4; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;1;800000;1300000;2; ;95;95;45;1;1;02;4521;05;2186,53783185309
4840253;1;1;1;70;2;10;48;1; ;2;10;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;53;53;55;1;1;02;5529;05;1268,65560007244
4840268;1;2;1;70;2;8;40;1; ;2;10;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;55;55;80;1;1;02;8042;05;4008,29417441603
4840268;1;3;1;70;2;4;48;1; ;2;4;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;120000;800000;2; ;97;62;01;1;1;02;0114;05;4008,29417441603
4840309;1;2;1;70;2;8;48;8; ;2;8;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;62;62;01;1;1;02;0119;05;4395,48448845012
4840311;1;3;1;70;2;8;48;1; ;2;8;8; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;45;62;01;1;1;02;0111;05;2815,6537816904
4841142;1;2;1;70;2;6;48;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;53;53;85;1;1;02;8532;23;1171,65966321588
