DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;AREA;MES;DPTO;fex_c_2011
4830059;1;7;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1057,77432197049
4830060;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;797,209214831975
4830060;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;797,209214831975
4830060;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;797,209214831975
4830060;1;4;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;797,209214831975
4830060;1;5;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;797,209214831975
4830061;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1009,82273179832
4830062;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;1;10;2; ;2; ;2; ;05;02;05;1107,25287774648
4830063;1;1;1;90;2; ;2; ;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1045,96011862702
4830063;1;2;1;90;2; ;1;35;2; ;1;15;1;21;2; ;2; ;2; ;2; ;2; ;05;02;05;1045,96011862702
4830063;1;3;1;90;2; ;1;3;2; ;1;14;1;2;2; ;2; ;2; ;2; ;2; ;05;02;05;1045,96011862702
4830064;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;876,647107032314
4830065;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;719,957046111629
4830065;1;2;1;90;2; ;1;42;2; ;2; ;1;21;2; ;2; ;2; ;2; ;2; ;05;02;05;719,957046111629
4830065;1;3;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;719,957046111629
4830065;1;4;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;719,957046111629
4830066;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1031,18190778029
4830066;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1031,18190778029
4830066;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1031,18190778029
4830067;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;975,206310392005
4830067;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;975,206310392005
4830068;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;953,940578077614
4830068;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;953,940578077614
4830068;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;953,940578077614
4830069;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;876,647107032314
4830070;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;876,647107032314
4830072;1;1;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1117,64682358097
4830072;1;2;1;90;2; ;1;30;2; ;2; ;1;15;2; ;2; ;2; ;2; ;2; ;05;02;05;1117,64682358097
4830072;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1117,64682358097
4830073;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1155,68230856406
4830073;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1155,68230856406
4830074;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1020,21667763281
4830074;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1020,21667763281
4830074;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1020,21667763281
4830075;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1009,82273179832
4830076;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1174,61761682138
4830076;1;2;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1174,61761682138
4830076;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1174,61761682138
4830076;1;4;1;90;2; ;1;14;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1174,61761682138
4830077;1;1;1;90;2; ;1;16;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1117,64682358097
4830077;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1117,64682358097
4830077;1;3;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1117,64682358097
4830078;1;1;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1107,25287774648
4830079;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1186,40908999401
4830079;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1186,40908999401
4830079;1;3;1;90;2; ;1;7;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1186,40908999401
4830079;1;4;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1186,40908999401
4830080;1;1;1;90;2; ;1;29;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1233,97097546149
4830080;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1233,97097546149
4830080;1;3;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1233,97097546149
4830080;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1233,97097546149
4830081;1;1;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;942,975347930135
4830081;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;942,975347930135
4830081;1;3;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;942,975347930135
4830082;1;1;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1148,13614199336
4830082;1;2;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1148,13614199336
4830083;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;1;3;2; ;2; ;2; ;05;02;05;775,932643499914
4830083;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;775,932643499914
4830083;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;775,932643499914
4830083;1;4;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;775,932643499914
4830083;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;775,932643499914
4830084;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1114,22776000419
4830084;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1114,22776000419
4830084;1;3;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1114,22776000419
4830085;1;1;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;904,939862947042
4830085;1;2;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;904,939862947042
4830085;1;3;1;90;2; ;2; ;2; ;1;9;2; ;2; ;1;12;2; ;2; ;1;4;05;02;05;904,939862947042
4830085;1;4;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;904,939862947042
4830086;1;1;1;90;2; ;1;10;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1163,22847513476
4830086;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1163,22847513476
4830087;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;936,000465672422
4830088;1;1;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1125,19299015167
4830088;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1125,19299015167
4830088;1;3;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1125,19299015167
4830089;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;894,587219437506
4830089;1;2;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;894,587219437506
4830089;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;894,587219437506
4830090;1;1;1;90;2; ;1;20;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2; ;05;02;05;874,707706552966
4830090;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;874,707706552966
4830090;1;3;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;874,707706552966
4830091;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1058,2521626159
4830091;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;3;05;02;05;1058,2521626159
4830092;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1063,80678736463
4830092;1;2;1;90;2; ;1;20;2; ;1;16;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1063,80678736463
4830093;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;981,052135238182
4830093;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;981,052135238182
4830093;1;3;1;90;2; ;1;14;2; ;2; ;2; ;2; ;1;4;2; ;2; ;2; ;05;02;05;981,052135238182
4830094;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1112,23621818222
4830094;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1112,23621818222
4830094;1;4;1;90;2; ;1;16;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1112,23621818222
4830095;1;1;1;90;2; ;1;45;2; ;2; ;1;40;2; ;2; ;2; ;2; ;2; ;05;02;05;1061,67122619268
4830095;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1061,67122619268
4830096;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;871,329945301143
4830096;1;2;1;90;2; ;1;20;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;871,329945301143
4830096;1;3;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;871,329945301143
4830096;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;871,329945301143
4830097;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;1;3;2; ;2; ;05;02;05;1253,25647386219
4830097;1;2;1;90;2; ;1;20;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1253,25647386219
4830098;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1107,25287774648
4830099;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;932,622704420599
4830099;1;2;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;932,622704420599
4830100;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1069,21739276338
4830100;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1069,21739276338
4830101;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;953,940578077614
4830101;1;2;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;953,940578077614
4830101;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;953,940578077614
4830102;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;835,286002140022
4830102;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;835,286002140022
4830102;1;3;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;835,286002140022
4830102;1;4;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;835,286002140022
4830102;1;5;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;835,286002140022
4830104;1;1;1;90;2; ;2; ;1;14;1;14;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1069,21739276338
4830104;1;2;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1069,21739276338
4830106;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1155,68230856406
4830106;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1155,68230856406
4830107;1;1;1;90;2; ;1;15;2; ;2; ;1;40;2; ;2; ;2; ;2; ;2; ;05;02;05;1163,22847513476
4830107;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1163,22847513476
4830108;1;1;1;90;2; ;1;14;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1171,45571526292
4830108;1;2;1;90;2; ;1;2;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1171,45571526292
4830109;1;1;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;946,394411506912
4830109;1;2;1;90;2; ;1;4;2; ;2; ;2; ;2; ;1;2;2; ;2; ;2; ;05;02;05;946,394411506912
4830109;1;3;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;1;4;2; ;05;02;05;946,394411506912
4830110;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;971,787246815228
4830110;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;971,787246815228
4830111;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;953,940578077614
4830111;1;2;1;90;2; ;1;12;2; ;2; ;2; ;2; ;1;12;2; ;2; ;2; ;05;02;05;953,940578077614
4830111;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;1;10;2; ;2; ;2; ;05;02;05;953,940578077614
4830112;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;723,334807363452
4830112;1;2;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;723,334807363452
4830112;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;723,334807363452
4830113;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1069,21739276338
4830113;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1069,21739276338
4830114;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;876,647107032314
4830115;1;1;1;90;2; ;1;26;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;865,775320552413
4830115;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;05;02;05;865,775320552413
4830115;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;865,775320552413
4830115;1;4;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;865,775320552413
4830116;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;871,329945301143
4830116;1;2;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;871,329945301143
4830116;1;4;1;90;2; ;1;27;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;871,329945301143
4830116;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;871,329945301143
4830117;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1114,22776000419
4830117;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1114,22776000419
4830117;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1114,22776000419
4830118;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1061,67122619268
4830118;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1061,67122619268
4830119;1;1;1;90;2; ;1;27;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1968,85979298001
4830119;1;2;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1968,85979298001
4830120;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1155,68230856406
4830120;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1155,68230856406
4830121;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;2296,27228398671
4830121;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;2296,27228398671
4830122;1;1;1;90;2; ;1;32;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;894,587219437506
4830122;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;894,587219437506
4830122;1;3;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;894,587219437506
4830123;1;1;1;90;2; ;1;1;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1024,64224497
4830123;1;2;1;90;2; ;1;8;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1024,64224497
4830124;1;1;1;90;2; ;1;20;2; ;2; ;1;20;2; ;2; ;2; ;2; ;2; ;05;02;05;827,73983556932
4830124;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;827,73983556932
4830124;1;3;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;827,73983556932
4830124;1;4;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;827,73983556932
4830124;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;827,73983556932
4830125;1;1;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;897,964980689329
4830125;1;2;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;897,964980689329
4830126;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1107,25287774648
4830127;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;853,38983289595
4830127;1;2;1;90;2; ;1;28;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;853,38983289595
4830128;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;779,310404751737
4830128;1;2;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;779,310404751737
4830128;1;3;1;90;2; ;1;14;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;779,310404751737
4830128;1;4;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;779,310404751737
4830129;1;1;1;90;2; ;1;25;2; ;2; ;1;10;2; ;2; ;2; ;2; ;2; ;05;02;05;1110,10065701026
4830129;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1110,10065701026
4830129;1;3;1;90;2; ;1;35;2; ;2; ;1;12;2; ;2; ;2; ;2; ;2; ;05;02;05;1110,10065701026
4830130;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;2214,50575549295
4830131;1;1;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1107,25287774648
4830132;1;1;1;90;2; ;1;2;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1116,66178551941
4830132;1;2;1;90;2; ;1;38;2; ;1;48;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1116,66178551941
4830133;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;584,491415180381
4830133;1;2;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;584,491415180381
4830133;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;584,491415180381
4830133;1;4;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;584,491415180381
4830133;1;5;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;584,491415180381
4830134;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1072,77321144432
4830134;1;2;1;90;2; ;1;20;2; ;2; ;1;30;2; ;2; ;1;40;2; ;2; ;05;02;05;1072,77321144432
4830134;1;3;1;90;2; ;1;12;2; ;2; ;1;10;2; ;2; ;2; ;2; ;2; ;05;02;05;1072,77321144432
4830134;1;4;1;90;2; ;1;10;2; ;2; ;1;30;2; ;2; ;2; ;2; ;2; ;05;02;05;1072,77321144432
4830135;1;1;1;90;2; ;1;20;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;1107,25287774648
4830136;1;1;1;90;2; ;2; ;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;989,984521238734
4830136;1;2;1;90;2; ;1;21;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;05;02;05;989,984521238734
