Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Mes;Dpto;Fex_c_2011;Area
2924958;1;5;3;1;1;1;1;1;3;3; ; ; ; ;200000;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;2;3;1;01;1;04;15;106,428861590086;15
2924959;1;2;1;1;1;1;1;1;3;3; ; ; ; ;220000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;3;3;1;01;1;04;15;116,785415332717;15
2924960;1;4;2;1;1;1;1;1;4;3; ; ; ; ;180000;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;1;1;1;1;1;1;1;2;2;2; ;5;1;2;1;4;1;2;1;1;1;2;3;1;01;1;04;15;116,935354287914;15
2924961;1;3;2;1;1;1;1;1;3;1; ; ;30000000;200000; ;2;1;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;2;1;2;2;2; ;5;1;2;1;4;1;1;1;1;1;3;3;1;01;1;04;15;116,935354287914;15
2924962;1;3;1;1;1;1;1;1;3;1; ; ;30000000;250000; ;1;2;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;2;3;1;01;1;04;15;98,2786452400219;15
2924963;1;2;1;1;2;1;1;1;3;3; ; ; ; ;150000;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;7;1;01;1;04;15;62,7538030775896;15
2924963;2;1;1;1;2;1;1;1;3;3; ; ; ; ;100000;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;01;1;04;15;62,7538030775896;15
2924963;3;1;1;1;2;1;1;1;3;3; ; ; ; ;100000;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2; ;1;3; ; ; ; ; ; ; ; ; ; ;1;01;1;04;15;62,7538030775896;15
2924965;1;2;2;1;1;1;1;1;3;2; ;300000;45000000;300000; ;2;1;1;2;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;3;7;1;01;1;04;15;72,782574899212;15
2924966;1;3;1;1;1;1;1;1;3;1; ; ;30000000;200000; ;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;7;1;01;1;04;15;89,8677081923952;15
2924967;1;5;3;1;1;1;1;1;4;1; ; ;99;200000; ;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2; ;2;2; ;3;1;1;3;3;1;2;1;1;1;3;6;1;01;1;04;15;73,6377256538234;15
2924968;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;3;1;2;1;4;1;1;1;1;1;3;6;1;01;1;04;15;96,8670127555659;15
2924969;1;4;2;1;1;1;1;1;3;1; ; ;60000000;500000; ;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;3;2;1;01;1;04;17;147,710110513385;17
2924970;1;4;3;1;1;1;1;1;4;3; ; ; ; ;320000;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;3;2;2; ;3;1;2;1;4;1;2;1;1;1;3;2;1;01;1;04;17;176,056103364274;17
2924971;1;1;1;1;2;1;1;1;3;3; ; ; ; ;150000;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;3;1;4;1;1;1;1;1;3;2;1;01;1;04;17;176,670451371364;17
2924972;1;5;1;1;1;1;1;1;3;1; ; ;42000000;300000; ;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;1;1;4;1;1;1;1;1;3;2;1;01;1;04;17;155,746718632984;17
2924973;1;6;2;1;1;1;1;1;3;3; ; ; ; ;350000;1;1;1;2;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;1;2;1;2;2;2; ;3;1;1;1;3;1;1;1;1;1;3;2;1;01;1;04;17;177,048566750306;17
2924974;1;4;2;1;1;1;1;1;3;1; ; ;90000000;450000; ;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;3;2;2; ;3;1;1;1;4;1;1;1;1;1;3;2;1;01;1;04;17;137,036722893819;17
2924975;1;3;1;1;1;1;1;1;3;1; ; ;70000000;400000; ;2;1;1;1;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;04;17;145,895489070386;17
2924976;1;1;1;1;2;1;1;1;3;3; ; ; ; ;165000;1;1;2;2;2;1;2;2;2;1;2;2;2;2;1;2;1;1;1;2;2;1;1;2;2; ;1;1;3;1;4;1;1;1;1;1;3;2;1;01;1;04;17;160,950454276805;17
2924977;1;4;2;1;1;1;1;1;4;2; ;650000;80000000;450000; ;1;1;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;2;1;1;1;4;1;2;1;1;1;3;2;1;01;1;04;17;147,710110513385;17
2924979;1;3;2;1;1;1;1;1;4;1; ; ;60000000;280000; ;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;4;2;2; ;5;1;1;1;6;1;2;1;1;1;3;2;1;01;1;04;17;172,64421935781;17
2924980;1;4;2;1;1;1;1;1;3;1; ; ;75000000;300000; ;2;1;1;2;2;1;2;2;2;1;1;2;2;2;2;1;1;1;1;2;1;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;3;2;1;01;1;04;17;159,244512273573;17
2924981;1;5;2;1;1;1;1;1;3;1; ; ;100000000;500000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;1;2;2; ;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;04;17;171,20079939562;17
2924982;1;1;1;1;2;1;1;2;4;3; ; ; ; ;170000;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;1;1;2;2; ;1;1;3;1;4;1;2;1;1;1;3;2;1;01;1;04;17;164,714164249318;17
2924983;1;3;2;1;1;1;1;1;3;1; ; ;60000000;350000; ;2;1;1;1;1;1;2;2;2;1;1;2;1;2;1;1;1;1;1;2;2;1;3;2;2; ;4;1;2;1;4;1;1;1;1;1;3;2;1;01;1;04;17;183,693540209794;17
2924984;1;4;3;1;1;1;1;1;3;1; ; ;90000000;450000; ;1;2;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;2;2;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;3;2;1;01;1;04;17;198,400073741046;17
2924985;1;4;2;1;1;1;1;1;3;3; ; ; ; ;350000;1;1;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;2;2;2; ;4;1;1;1;6;1;1;1;1;1;3;2;1;01;1;04;17;198,558412054231;17
2924986;1;3;1;1;1;1;1;1;3;1; ; ;150000000;800000; ;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;1;1;1;1;2;1;1;2;2;2; ;2;1;2;1;7;1;1;1;1;1;6;2;1;01;1;04;17;145,895489070386;17
2924987;1;2;2;1;1;1;1;1;4;3; ; ; ; ;400000;2;2;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;3;2;2; ;3;1;2;1;6;1;2;1;1;1;5;2;1;01;1;04;17;157,538570270342;17
2924988;1;4;2;1;1;1;1;1;3;1; ; ;98;1000000; ;1;1;1;1;1;1;1;2;2;1;2;2;1;1;1;1;1;1;1;1;1;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;6;2;1;01;1;04;17;144,807414681495;17
2924989;1;2;1;1;1;1;1;3;3;3; ; ; ; ;390000;2;1;1;2;2;1;2;2;2;1;2;2;2;2;1;2;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;6;2;1;01;1;04;17;157,561340075983;17
2924991;1;4;3;1;1;1;1;1;3;1; ; ;160000000;800000; ;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;3;2;2; ;4;1;2;1;4;1;1;1;1;1;6;2;1;01;1;04;17;164,584428914413;17
2924992;1;3;2;1;1;1;1;1;3;1; ; ;20000000;900000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;1;1;1;1;1;1;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;6;2;1;01;1;04;17;175,342624747074;17
2924993;1;3;1;1;1;1;1;1;3;3; ; ; ; ;650000;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;5;2;1;01;1;04;17;152,091688100239;17
2924994;1;4;1;1;1;1;1;1;3;1; ; ;300000000;500000; ;1;1;1;1;2;2;2;2;2;1;2;2;1;1;2;1;1;1;1;2;1;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;5;2;1;01;1;04;17;145,895489070386;17
2924995;1;1;1;1;2;1;1;5;4;3; ; ; ; ;140000;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;3;1;4;1;4;1;2;1;1;1;2;3;1;01;1;04;73;254,950753995918;73
2924997;1;3;2;1;1;1;1;1;3;1; ; ;35000000;250000; ;1;2;1;1;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;2;3;2;01;1;04;73;259,446059833722;73
2924998;1;2;2;1;2;1;1;1;3;3; ; ; ; ;180000;2;2;1;1;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;4;1;4;1;2;1;1;1;1;1;1;3;2;01;1;04;73;289,236599701318;73
2925000;1;1;1;1;2;1;1;1;4;3; ; ; ; ;150000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2; ;2;2; ;1;1;4;1;2;1;2;1;1;1;1;3;1;01;1;04;73;151,744238948039;73
2925001;1;1;1;1;1;1;1;6; ;3; ; ; ; ;100000;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;2;1;2;1;1;1;1;1;2;3;1;01;1;04;73;282,378738716006;73
2925002;1;2;1;1;1;1;1;1;3;3; ; ; ; ;170000;1;2;1;1;1;2;2;2;2;1;1;2;2;2;1;2;1;1;1;2;2;1;1;2;2; ;3;1;2;1;2;1;1;1;1;1;2;3;2;01;1;04;73;229,779091218146;73
2925003;1;4;3;1;1;1;1;1;3;1; ; ;350000000;250000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;4;1;1;1;4;1;1;1;1;1;1;3;2;01;1;04;73;293,731905539122;73
2925004;1;2;1;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;3;1;2;1;2;1;1;1;1;1;1;3;2;01;1;04;73;302,773322385797;73
2925006;1;6;5;1;1;1;1;1;3;1; ; ;40000000;280000; ;1;2;1;1;1;2;2;2;2;1;2;1;1;2;2;2;1;1;1;2;2;1;4;2;2; ;8;1;1;1;2;1;1;1;1;1;1;3;1;01;1;04;73;308,114415566059;73
2925007;1;2;2;1;1;1;1;1;3;3; ; ; ; ;150000;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;2;1;2;1;4;1;1;1;1;1;1;3;2;01;1;04;73;290,521295719785;73
2925008;1;2;2;1;1;1;1;1;4;3; ; ; ; ;90000;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;4;1;1;1;2;1;2;1;1;1;1;3;2;01;1;04;73;437,600388584391;73
2925009;1;3;2;1;1;1;1;1;3;3; ; ; ; ;180000;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;1;2;1;1;3;1;1;1;2;1;1;1;1;1;1;2;2;01;1;04;73;584,783116022946;73
2925010;1;3;1;1;1;1;1;1;3;4; ; ; ;150000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;1;1;2;1;1;1;1;1;1;3;2;01;1;04;73;303,488477896078;73
2925011;1;3;3;1;1;1;1;1;4;3; ; ; ; ;200000;1;2;1;1;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;1;1;2;2;2; ;6;1;1;1;2;1;2;1;1;1;2;7;1;01;1;04;73;274,425702412286;73
2925012;1;3;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;1;1;2;1;1;2;2;2;1;1;2;2;2;1;2;1;1;1;2;2;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;2;3;1;01;1;04;73;178,030757498649;73
2925014;1;4;3;1;1;1;1;1;3;1; ; ;98;98; ;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;1;1;1;1;1;2;1;2;2;2; ;6;1;2;1;2;1;1;1;1;1;3;3;1;01;1;04;20;125,922049436605;20
2925015;1;4;3;1;1;1;1;1;3;3; ; ; ; ;350000;1;2;1;2;1;1;2;2;1;1;1;2;2;2;1;1;1;1;1;2;2;1;2;2;1;1;5;1;1;1;4;1;1;1;1;1;2;3;1;01;1;04;20;124,767185326546;20
2925016;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;1;1;1;2;2;2;1;1;1;2;2;2;1;2;1;1;1;2;2;1;1;2;1;1;3;1;2;1;2;1;1;1;1;1;2;3;2;01;1;04;20;255,95887572191;20
2925017;1;2;1;1;1;1;1;1;3;1; ; ;98;150000; ;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;1;1;2;2;1;1;2;2; ;1;1;1;1;2;1;1;1;1;1;2;3;2;01;1;04;20;286,047182254686;20
2925018;1;2;2;1;1;1;1;1;4;4; ; ; ;200000; ;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;3;1;2;1;2;1;2;1;1;1;2;3;2;01;1;04;20;99,5961210910589;20
