Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area
2924958;1;2;1;70;1;104;20;1; ;2;104;6; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;57;45;52;1;2;5233;04;15;106,428861590086;15
2924971;1;1;1;70;1;4;24;1; ;2;52;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;83;28;1;1;2811;04;17;176,670451371364;17
2924973;1;2;1;70;1;24;72;1; ;2;98;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;07;32;80;1;2;8043;04;17;177,048566750306;17
2924974;1;3;1;70;1;16;20;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;38; ; ;1;2; ;04;17;137,036722893819;17
2924976;1;1;1;70;1;8;28;1; ;2;8;4; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8060;04;17;160,950454276805;17
2924987;1;1;1;70;1;4;40;1; ;2;4;1; ;9;5; ; ; ; ; ; ; ; ; ;1; ;1;566700;2;38;38;64;1;1;6421;04;17;157,538570270342;17
2924991;1;2;1;70;1;120;48;1; ;2;48;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;51;1;2;5123;04;17;164,584428914413;17
2924991;1;4;1;70;1;8;48;4; ;2;16;5; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;02;02;45;1;1;4521;04;17;164,584428914413;17
2924998;1;2;1;70;1;4;48;1; ;2;4;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;55;17;1;1;1749;04;73;289,236599701318;73
2925003;1;3;1;70;1;104;60;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;04;73;293,731905539122;73
