Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Clase;Esc;Mes;Dpto;Fex_c_2011
2934621;1;1;1;10;1;2;1;8;1985;26;1;2;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;04;73;1698,89537702657
2934621;1;2;1;10;2;1;1;3;1985;27;2;2;1; ; ;1;1;22700;2;1;2; ;5;11;2;2;11;04;73;1698,89537702657
2934621;1;3;1;10;1;1;1;7;2003;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;04;73;1698,89537702657
2934621;1;4;1;10;1;2;1;9;2006;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;04;73;1698,89537702657
2934622;1;1;1;10;1;2;1;11;1943;68;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;04;73;2418,71146261888
2934622;1;2;1;10;2;1;1;9;1994;17;4;6;2;2; ; ; ; ;1;1;2; ;4;6; ;2;6;04;73;2418,71146261888
2934635;1;1;1;10;1;2;1;10;1969;42;1;5;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;04;73;1545,95510695326
2934635;1;2;1;10;1;2;1;7;2000;11;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;04;73;1545,95510695326
2934635;1;3;1;10;3;2;1;12;1993;18;3;4;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;04;73;1545,95510695326
2934635;1;4;1;10;3;1;1;7;2010;1;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;04;73;1545,95510695326
2934636;1;1;1;10;1;1;1;3;1963;49;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;04;73;1560,16287531791
2934636;1;2;1;10;2;2;1;10;1977;34;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;04;73;1560,16287531791
2934636;1;3;1;10;2;2;1;2;1997;15;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;04;73;1560,16287531791
2934636;1;4;1;10;2;2;1;8;2000;11;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;04;73;1560,16287531791
