DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011;AREA
4184304;1;2;1;70;1;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;39;39;74;1;1;7499;11;05;1107,55293529733;05
4184312;1;3;1;70;1;52;48;1; ;2;58;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;99;81;36;1;2;3611;11;05;798,286311165165;05
4184345;1;1;1;70;1;4;48;1; ;2;250;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;39;39;80;1;1;8050;11;05;1259,8932835458;05
4184345;1;2;1;70;1;150;24;4; ;2;150;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;54;54;85;1;2;8532;11;05;1259,8932835458;05
4184368;1;3;1;70;1;4;60;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;97;97;17;1;1;1720;11;05;1071,71509327579;05
4184376;1;1;1;70;1;60;48;1; ;2;60;1; ;9;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;21;19;66;1;2;6601;11;05;924,568513871268;05
4184424;1;1;1;70;1;26;48;1; ;2;26;1; ;9;2;7; ; ; ; ; ; ; ;1; ; ; ;2; ;39;39;80;1;2;8042;11;13;326,358474899322;13
4184443;1;3;1;70;1;18;40;1; ;2;18;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;2;5521;11;15;150,133988744922;15
4184444;1;1;1;70;1;2;48;1; ;2;2;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;120000;13;13;80;1;1;8042;11;15;82,8573180862528;15
4184454;1;2;1;70;1;28;40;1; ;2;28;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;13;13;80;1;2;8044;11;15;82,8573180862528;15
4184464;1;2;1;70;1;24;48;2; ;2;48;2; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;08;08;75;1;2;7512;11;15;222,435151475538;15
4184466;1;2;1;70;1;4;48;1; ;2;4;1; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;1;700000;53;53;55;1;1;5530;11;15;157,635785116268;15
4184473;1;2;1;70;1;40;48;1; ;2;40;2; ;9;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;21;21;80;1;2;8050;11;15;98,1785860140633;15
4184473;1;3;1;70;1;16;48;1; ;2;16;4; ;3;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;03;03;74;1;2;7421;11;15;98,1785860140633;15
4184480;1;1;1;70;1;4;48;1; ;2;8;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;33;40;52;1;1;5211;11;15;93,4184334212204;15
4184481;1;1;1;70;1;4;48;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;95;95;45;1;1;4521;11;15;120,792976770576;15
4184482;1;3;1;70;1;16;60;1; ;2;32;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;55;55;1;2;5511;11;15;128,832649142987;15
4184486;1;1;1;70;1;24;48;1; ;2;240;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;12;39;75;1;2;7512;11;15;119,10849075904;15
4184489;1;2;1;70;1;8;48;1; ;2;12;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;84;52;1;1;5272;11;15;122,371148323079;15
4184500;1;1;1;70;1;48;40;1; ;2;160;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;32;32;64;1;2;6412;11;15;58,2764587047499;15
4184516;1;2;1;70;1;12;40;1; ;2;12;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;98;21;60;1;1;6042;11;15;120,792976770576;15
4184544;1;2;1;70;1;4;48;1; ;2;12;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;97;97;24;1;1;2424;11;17;181,046532614413;17
4184557;1;1;1;70;1;4;48;1; ;2;4;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;53;54;95;1;1;9500;11;17;248,073943396239;17
4184572;1;2;1;70;1;4;48;1; ;2;36;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;97;52;1;1;5211;11;17;198,314206000436;17
4184584;1;1;1;70;1;12;24;4; ;2;12;3; ;1;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;55;54;95;1;1;9500;11;17;208,711783207869;17
4184619;1;1;1;70;1;2;48;1; ;2;2;1; ;7;2;1; ; ; ; ;1; ; ; ; ; ; ;1;750000;32;32;15;1;1;1594;11;18;37,5784883720939;18
4184628;1;1;1;70;1;2;40;1; ;2;2;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;77;77;55;1;1;5521;11;18;72,2773890884772;18
4184628;1;2;1;70;1;8;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;62;01;1;1;0140;11;18;72,2773890884772;18
4184637;1;2;1;70;1;1;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;45;45;52;1;1;5235;11;18;58,8267800192215;18
