Directorio;Area;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s2;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s20;P5210s21;P5210s22;P5210s24;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Dpto;Orden;Fex_c_2011
345234;05;2;5;2;1;1;1;1;1;4;1; ; ;170000000;1200000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;1;2;1;4;1;2;1;1;1;6;2;1;01;05;1;799,066626190376
345235;05;2;7;2;1;1;1;1;1;4;1; ; ;98;1500000; ;1;1;2;1;1;1;1;1;2;1;1;2;1;2;1;2;2;2;2;1;2;1;2;1;4;1;2;1;1;1;6;2;1;01;05;1;717,818220191825
345237;05;2;5;2;1;1;1;1;1;4;1; ; ;130000000;1200000; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;6;2;1;01;05;1;1003,91496443792
345238;05;2;6;2;1;1;1;1;1;4;1; ; ;180000000;1200000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;2;1;5;1;2;1;1;1;6;2;1;01;05;1;871,264770707542
345239;05;2;5;3;1;1;1;1;1;4;3; ; ; ; ;470000;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;2;1;1;2;1;1;1;4;1;2;1;1;1;3;2;1;01;05;1;1133,04688522194
345240;05;2;5;1;1;1;1;1;1;3;1; ; ;80000000;500000; ;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;2;1;2;2;1;2;1;1;1;4;1;1;1;1;1;3;2;1;01;05;1;938,617630672982
345241;05;2;4;3;1;1;1;1;1;3;3; ; ; ; ;350000;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;2;2;1;1;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;05;1;1021,28841475343
345242;05;2;5;2;1;1;1;1;1;3;2; ;385000;70000000;450000; ;1;1;2;1;1;1;1;2;1;1;1;1;1;2;2;2;2;1;1;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;05;1;998,852024938683
345243;05;2;5;1;1;1;1;1;1;3;3; ; ; ; ;450000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;2;1;1;1;4;1;1;1;1;1;3;2;1;01;05;1;938,617630672982
345244;05;2;5;1;1;1;1;1;1;1;1; ; ;150000000;1000000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;1;2;1;2;1;4;1;2;1;1;1;6;2;1;01;05;1;874,783043653897
345245;05;2;5;1;1;1;1;1;1;1;1; ; ;98;1200000; ;1;1;2;1;1;1;1;1;1;1;1;2;1;2;1;2;1;2;2;1;2;1;2;1;4;1;2;1;1;1;6;2;1;01;05;1;874,783043653897
345246;05;2;5;3;1;1;1;1;1;4;3; ; ; ; ;420000;1;1;2;1;1;1;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;888,855875970568
345247;05;2;5;1;1;1;1;1;1;1;4; ; ; ;410000; ;1;1;2;1;1;1;1;2;2;1;1;1;1;2;2;2;1;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;949,544252161952
345248;05;2;5;3;1;1;1;1;1;3;1; ; ;120000000;480000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;2;1;1;1;4;1;1;1;1;1;3;2;1;01;05;1;945,571997289914
345250;05;2;4;3;1;1;1;1;1;3;1; ; ;70000000;300000; ;1;1;2;1;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;897,219433468649
345254;05;2;5;3;1;1;1;1;1;4;1; ; ;130000000;800000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;1;2;1;4;1;2;1;1;1;6;3;1;01;05;1;745,27906075122
345255;05;2;5;2;1;1;1;1;1;4;1; ; ;180000000;1500000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;2;1;2;1;4;1;2;1;1;1;6;3;1;01;05;1;733,769292425438
345256;05;2;4;2;1;1;1;1;1;3;1; ; ;100000000;600000; ;1;1;2;1;1;1;1;1;1;2;1;1;1;2;2;2;1;1;2;1;2;1;1;1;4;1;1;1;1;1;3;2;1;01;05;1;885,337603024213
345257;05;2;5;1;1;1;1;1;1;1;1; ; ;170000000;1200000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;2;1;4;1;2;1;1;1;6;3;1;01;05;1;835,440372650066
345258;05;2;5;3;1;1;1;1;1;4;1; ; ;67000000;350000; ;1;1;1;1;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;916,316716529963
345259;05;2;3;1;1;1;1;1;1;3;3; ; ; ; ;330000;1;1;2;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;938,617630672982
345260;05;2;4;3;1;1;1;1;1;3;3; ; ; ; ;250000;1;1;2;1;1;1;1;1;2;1;1;1;1;1;2;2;1;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;885,337603024213
