Directorio;Secuencia_p;Orden;Regis;P6230;P6240;P6240s1;P6250;P6260;P6270;P6280;P6290;P6290s1;P6300;P6310;P6310s1;P6320;P6330;P6340;P6350;P6351;Clase;Dpto;Area;Fex_c_2011
345150;2;2;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;733,769292425438
345154;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;862,901213209461
345154;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;862,901213209461
345154;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;862,901213209461
345155;2;1;50;1;6;VER TV;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;961,054020487734
345155;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;961,054020487734
345155;2;3;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;961,054020487734
345156;2;1;50;2;6;ALCOHOLICO;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;687,89130255868
345156;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;687,89130255868
345156;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;687,89130255868
345156;2;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;687,89130255868
345156;2;6;50;6;3; ;2;2;2;1;2; ; ; ; ; ; ; ; ;1;1;05;05;687,89130255868
345157;2;1;50;1;6;VER  TV   E  HIZO PEREZA;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1056,23978313122
345158;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;831,468117778028
345158;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;831,468117778028
345158;2;3;50;3;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;831,468117778028
345158;2;5;50;5;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;831,468117778028
345159;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;964,572293434089
345159;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;964,572293434089
345160;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;885,337603024213
345160;2;2;50;2;4; ;2;2;2;2; ; ;1;11; ; ; ; ; ; ;1;05;05;885,337603024213
345160;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;885,337603024213
345160;2;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;885,337603024213
345161;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;934,062228964132
345161;2;2;50;2;4; ;2;2;2;1;2; ; ; ; ; ; ; ; ;1;1;05;05;934,062228964132
345162;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;998,852024938683
345162;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;998,852024938683
345163;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;966,45053335103
345164;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;742,240156485734
345164;2;2;50;2;4; ;2;2;2;2; ; ;1;2; ;1;2; ; ; ;1;05;05;742,240156485734
345164;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;742,240156485734
345164;2;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;742,240156485734
345169;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;998,852024938683
345169;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;998,852024938683
345170;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;998,852024938683
345170;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;998,852024938683
345171;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;960,578180213138
345171;2;2;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;960,578180213138
345172;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1089,71010099716
345172;2;2;50;1;4; ;2;2;2;2; ; ;1;11; ; ; ; ; ; ;1;05;05;1089,71010099716
345172;2;3;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1089,71010099716
345173;2;1;50;1;6;DESCANSAR;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;926,320307057457
345173;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;926,320307057457
345173;2;3;50;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;926,320307057457
345173;2;4;50;4;6;DESCANZAR;2;2;2;2; ; ;1;5; ;2; ;2; ; ;1;05;05;926,320307057457
345173;2;5;50;5;4; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;05;05;926,320307057457
345174;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;733,769292425438
345174;2;2;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;733,769292425438
345177;2;1;50;1;6;ENFERMO;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;909,06277515849
345177;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;909,06277515849
345179;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;945,571997289914
345179;2;2;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;945,571997289914
345179;2;3;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;945,571997289914
345179;2;4;50;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;945,571997289914
345180;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1003,91496443792
345180;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1003,91496443792
345180;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1003,91496443792
345181;2;1;50;1;6;DILIGENCIAS;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1052,26752825918
345181;2;2;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1052,26752825918
345181;2;3;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1052,26752825918
345181;2;5;50;5;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1052,26752825918
345182;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;983,490410302486
345182;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;983,490410302486
345182;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;983,490410302486
345182;2;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;983,490410302486
345183;2;1;50;1;6;CAMINAR;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;966,45053335103
345185;2;1;50;1;6;ENFERMA;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1020,95484138938
345185;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1020,95484138938
345185;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1020,95484138938
345185;2;4;50;4;6;VER TV;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1020,95484138938
345185;2;5;50;2;4; ;2;2;2;1;2; ; ; ; ; ; ; ; ;1;1;05;05;1020,95484138938
345185;2;6;50;2;6;caminar;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1020,95484138938
345186;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1067,27371118241
345186;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1067,27371118241
345187;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1003,91496443792
345187;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1003,91496443792
345187;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1003,91496443792
345188;2;1;50;1;6;VER TV;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;753,642618249301
345188;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;753,642618249301
345188;2;3;50;3;6;VERTV;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;05;05;753,642618249301
345188;2;4;50;2;6;ANDAR;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;753,642618249301
345189;2;1;50;1;4; ;2;2;2;1;2; ; ; ; ; ; ; ; ;1;1;05;05;998,376184664086
345190;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;799,066626190376
345190;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;799,066626190376
345190;2;3;50;3;2; ;2;2;2;1;2; ; ; ; ; ; ; ; ;1;1;05;05;799,066626190376
345191;2;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;711,468378282419
345191;2;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;711,468378282419
345191;2;3;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;711,468378282419
345191;2;4;50;4;6;VER TV  ESCUCHAR MUSICA;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;05;05;711,468378282419
345191;2;5;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;711,468378282419
345192;2;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;874,783043653897
345192;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;874,783043653897
345193;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;846,950140975848
345193;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;846,950140975848
345193;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;846,950140975848
345194;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;832,057575375444
345194;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;832,057575375444
345194;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;832,057575375444
345194;2;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;832,057575375444
345194;2;5;50;5;3; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;05;05;832,057575375444
345194;2;6;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;832,057575375444
345195;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;945,571997289914
345195;2;2;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;945,571997289914
345195;2;3;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;945,571997289914
345195;2;4;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;945,571997289914
345196;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;862,425372934865
345196;2;2;50;2;4; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;05;05;862,425372934865
345197;2;1;50;1;6;CAMINAR  VER  TV  LEER;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;966,45053335103
345198;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;998,852024938683
345198;2;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;1;05;05;998,852024938683
345199;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;964,572293434089
345199;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;964,572293434089
345200;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;938,617630672982
345200;2;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;938,617630672982
345201;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1005,79320435486
345201;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1005,79320435486
345202;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;835,440372650066
345204;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;616,147139967197
345204;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;616,147139967197
345204;2;3;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;616,147139967197
345205;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;831,922099703711
345205;2;2;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;831,922099703711
345206;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1127,50810544811
345206;2;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;1;05;05;1127,50810544811
345207;2;1;50;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;835,440372650066
345208;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1067,27371118241
345208;2;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1067,27371118241
345209;2;1;50;1;6;REPOSANDO DE UNA ENFERMEDAD;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;874,783043653897
345209;2;2;50;2;6;CUIDA A FAMILIAR ENFERMA;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;874,783043653897
345210;2;1;50;1;6;PASEANDO FUERA DE LA CIUDAD;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;966,45053335103
345211;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;835,440372650066
345212;2;1;50;1;6;INCAPACITADO POR ENFERMEDAD;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;991,557293718887
345212;2;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;991,557293718887
345212;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;991,557293718887
345214;2;1;50;1;6;DESCANZAR;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;874,783043653897
345214;2;2;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;874,783043653897
345215;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;983,991637332269
345215;2;2;50;2;6;DILIGENCIAS PERSONAL;2;2;2;2; ; ;1;10; ; ; ; ; ; ;1;05;05;983,991637332269
345215;2;3;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;983,991637332269
345215;2;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;983,991637332269
345215;2;5;50;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;983,991637332269
345215;2;7;50;7;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;983,991637332269
345216;2;1;50;4;6;ENFERMA;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;665,493401498522
345216;2;2;50;2;6;CUIDAR A LA MAMA;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;665,493401498522
345216;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;665,493401498522
345216;2;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;665,493401498522
345217;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;2714,42084461254
345217;2;2;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;2714,42084461254
345217;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;2714,42084461254
345218;2;1;50;1;6;PINTAR SU VIVIENDA;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1065,41950469841
345218;2;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1065,41950469841
345218;2;3;50;3;3; ;2;2;2;2; ; ;1;5; ;2; ;1;2;1;1;05;05;1065,41950469841
345219;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1260,75951114656
345219;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1260,75951114656
345219;2;3;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1260,75951114656
345219;2;4;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1260,75951114656
345220;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1180,44718624027
345220;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1180,44718624027
345220;2;3;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1180,44718624027
345220;2;4;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;1180,44718624027
345221;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;835,440372650066
345224;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;729,327988517607
345224;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;729,327988517607
345224;2;3;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;729,327988517607
345224;2;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;729,327988517607
345225;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;2710,99878688558
345225;2;2;50;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;2710,99878688558
345225;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;2710,99878688558
345225;2;5;50;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;2710,99878688558
345226;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;753,642618249301
345226;2;2;50;2;2; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;753,642618249301
345226;2;3;50;2;6;CAMINAR;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;753,642618249301
345226;2;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;753,642618249301
345229;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;874,783043653897
345229;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;874,783043653897
345230;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;3587,7893750755
345230;2;2;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;3587,7893750755
345231;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;3234,92291770078
345231;2;2;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;3234,92291770078
345231;2;5;50;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;3234,92291770078
345232;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1483,49273270757
345232;2;2;50;2;4; ;2;2;2;2; ; ;1;9; ; ; ; ; ; ;1;05;05;1483,49273270757
345232;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1483,49273270757
345232;2;4;50;4;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;05;05;1483,49273270757
345232;2;5;50;5;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;05;05;1483,49273270757
345233;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1288,59748963293
345234;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;799,066626190376
345234;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;05;05;799,066626190376
