Directorio;Secuencia_p;Orden;Regis;P7250;P7260;P7280;P7280s1;P7290;P7300;P7310;P7320;P7350;P7350s1;P7360;P7370;P7380;P7380s1;P7390;P7390s1;P7400;P7410;P7410s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P7424;P7424s1;Clase;Oficio1;Oficio2;Rama4d_d;Rama2d_d;Dpto;Fex_c_2011
370313;2;2;70;6;48;4; ;1;1;2;6;1; ;2;2;2; ;3; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;2;45;45;9242;92;13;1457,89832949377
370314;2;1;70;2;50;8; ;1;1;2;2;3; ;1;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;150000;1;1500000;2;62;54;9500;95;13;1948,89216028598
370315;2;1;70;4;48;8; ;1;1;2;4;8; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;2;62;62;0118;01;13;1696,78837335804
370317;2;2;70;4;50;8; ;1;1;2;5;8; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;2;62;62;0121;01;13;1089,41589803209
370329;2;3;70;6;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;13;1257,85651131414
370329;2;4;70;6;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;97; ; ; ;13;1257,85651131414
370330;2;3;70;6;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;53; ; ; ;13;1559,11454679485
370333;2;7;70;6;48;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;13;897,91655860187
370347;2;1;70;4;48;8; ;1;1;2;4;8; ;5;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0115;01;13;1398,82723516754
370355;2;4;70;4;48;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;53; ; ; ;13;1700,24390972841
370357;2;1;70;3;50;8; ;1;1;2;3;8; ;2;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;1;150000;1;2500000;2;62;62;0121;01;13;1326,04781065116
370358;2;3;70;3;48;1; ;1;1;2;4;1; ;3;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;2;45;53;5530;55;13;1981,44245589153
370363;2;1;70;24;48;4; ;1;1;2;24;4; ;3;2;2; ;1; ;2;2; ; ; ; ; ;1; ; ; ; ; ;2; ;1;2000000;2;95;95;4521;45;13;1064,90695784734
370387;2;3;70;5;48;1; ;1;1;2;16;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;150000;2;45;54;9500;95;68;909,569768988883
370499;2;1;70;1;48;8; ;1;1;2;2;8; ;1;2;3; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;2;62;62;0140;01;70;1296,44054102369
370504;2;1;70;4;40;8; ;1;1;2;2;8; ;2;2;7; ;5; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;10000;1;90000;2;62;62;0140;01;70;1204,55436960903
370588;2;3;70;6;50;3; ;1;1;2;6;3; ;1;2;5; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;47;1506,48008191429
370612;2;5;70;15;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;47;1829,22728700039
370643;2;4;70;16;40;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;58; ; ; ;70;683,656023281787
370647;2;2;70;16;40;1; ;1;1;2;576;1; ;2;2;5; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;53;45;5211;52;70;1225,40908854112
370654;2;1;70;4;24;4; ;1;1;2;4;4; ;1;2;9; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;406000;2;62;62;0140;01;70;906,830170369892
370672;2;3;70;12;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;58; ; ; ;70;1053,34976693716
370675;2;2;70;24;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;70;998,440980473767
370685;2;3;70;16;56;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;70;765,644363202691
370686;2;5;70;40;56;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;70;644,017336450948
370697;2;1;70;1;48;3; ;1;1;2;48;4; ;1;2;2; ;6; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;45;5529;55;70;741,715655800168
370723;2;3;70;24;36;4; ;1;1;2;3;4; ;3;2;12;NO TENIA CON QUE PAGAR;4; ;2;11;NO TIENE CON QUE PAGAR; ; ; ; ; ; ; ; ;1; ;2; ;1;24000;2;62;62;0140;01;70;938,258099617886
370881;2;8;70;6;48;1; ;1;1;2;8;1; ;5;2;7; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;53;53;5522;55;25;3891,84072409915
370882;2;1;70;6;50;8; ;1;1;2;6;8; ;2;2;7; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;900000;2;62;62;0121;01;25;2552,62774542781
370882;2;4;70;4;60;1; ;1;1;2;5;1; ;2;2;7; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;2;53;62;0121;01;25;2552,62774542781
370889;2;1;70;2;60;8; ;1;1;2;2;8; ;2;2;2; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;2000000;2;62;62;0115;01;25;3032,83132933831
370895;2;2;70;24;60;1; ;1;1;2;30;1; ;2;2;7; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;2;95;95;4521;45;25;4471,71317090921
370907;2;2;70;12;56;3; ;1;1;2;24;3; ;2;2;3; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;2;54;54;9500;95;25;2152,52346591068
370908;2;3;70;208;48;1; ;1;1;2;208;1; ;3;2;2; ;2; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;53;45;5219;52;25;3140,80076610285
370909;2;2;70;4;48;3; ;1;1;2;8;3; ;2;2;4; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;596000;2;54;54;9500;95;25;4175,80918786905
370911;2;2;70;12;48;1; ;1;1;2;104;1; ;2;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;53;5521;55;25;6742,00116342245
370913;2;1;70;4;48;1; ;1;1;2;4;1; ;8;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;1000000;2;33;33;6022;60;25;5002,10823227673
370913;2;2;70;25;48;3; ;1;1;2;25;3; ;2;2;3; ;4; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;25;5002,10823227673
370913;2;3;70;4;56;1; ;1;1;2;450;1; ;3;2;2; ;4; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;5519;55;25;5002,10823227673
370921;2;1;70;2;40;4; ;1;1;2;2;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ;1; ; ; ;1;300000;1;3600000;2;41;41;5211;52;25;6880,90130354241
370924;2;2;70;4;12;1; ;1;1;2;24;1; ;2;2;2; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;2;45;45;5234;52;25;4118,55226111641
370927;2;1;70;1;50;1; ;1;1;2;1;1; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;400000;1;4800000;2;62;62;0121;01;25;5718,96937918491
370937;2;3;70;32;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;25;2644,96328202474
370937;2;4;70;48;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;08; ; ; ;25;2644,96328202474
370941;2;2;70;24;48;1; ;2;2;2;24;1; ;3;1; ;.;3; ;1; ;.; ; ; ;1; ; ; ; ; ; ;2; ;1;4200000;2;05;05;8512;85;25;1789,77392073966
370948;2;1;70;1;40;8; ;2;1;2;1;8; ;4;2;12;EN LA REGION NINGUN JORNALERO PAGA SALUD;8; ;2;11;NO CONOCE EL SISTEMA DE PENSION; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;2;62;62;0115;01;73;1656,44034732333
370948;2;3;70;36;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;73;1656,44034732333
370953;2;3;70;1;40;8; ;1;1;2;1;8; ;4;2;6; ;4; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;2;62;62;0115;01;73;2068,25079819458
370966;2;3;70;20;40;3; ;1;1;2;40;1; ;2;2;7; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;53;5521;55;73;979,488291465037
370970;2;1;70;8;56;8; ;1;1;2;8;8; ;4;2;7; ;1; ;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;1;1200000;2;62;62;0117;01;73;1752,29908246826
370972;2;3;70;8;48;1; ;1;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;73;2051,25666162856
370978;2;3;70;8;54;3; ;1;2;2;16;3; ;1;2;7; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;2;54;54;9500;95;73;2364,36031968456
370996;2;4;70;32;50;1; ;1;1;2;8;8; ;4;2;7; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;160000;2;79;62;0117;01;73;1497,46404666394
370997;2;4;70;2;48;1; ;1;1;2;1;1; ;5;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;210000;1;500000;2;45;97;5211;52;73;1740,00938168412
371005;2;3;70;4;45;1; ;1;1;2;4;1; ;2;2;2; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;60000;2;45;95;4521;45;73;1721,91962654099
371016;2;4;70;8;48;1; ;1;1;2;38;1; ;2;2;5; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;97;38;6421;64;73;1494,19871734534
371027;2;2;70;258;48;3; ;1;1;2;20;3; ;1;2;4; ;6; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;64000;2;54;54;9500;95;73;1505,96195228086
371029;2;4;70;52;60;5; ;1;1;2;54;1; ;9;2;6; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;60;97;5111;51;73;1396,16567276433
371767;2;2;70;2;48;2; ;1;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;59; ; ; ;19;649,183491795671
371777;2;3;70;12;48;4; ;2;2;2;8;1; ;2;2;4; ;8; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;240000;2;95;95;4521;45;19;1616,22772545051
371788;2;2;70;104;1;1; ;1;1;2;362;1; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;13;13;8012;80;19;1614,91180937992
371802;2;2;70;144;8;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;19;1328,14582524973
371816;2;3;70;4;30;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;19;811,479364744589
372130;2;1;70;5;8;8; ;1;1;2;5;8; ;3;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;700000;2;62;62;0121;01;50;1207,33797273381
372144;2;1;70;3;48;8; ;1;1;2;3;8; ;5;2;2; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;1000000;2;62;62;0115;01;50;1902,39417551274
