Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7452;P7454;P7456;P7458;P7458s1;P7460;P7470;P7472;P7472s1;Ini;Mes;Dpto;Fex_c_2011;Area
4050613;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;163,561253625019;23
4050614;1;2;1;80;1;1;2;2; ;2; ; ;9; ;2; ;2; ;1;05;23;127,473443418143;23
4050619;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;05;23;69,6766690525453;23
4050620;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;89,6753328450037;23
4050621;1;1;1;80;1;1;3;5; ;2; ; ;10; ;3; ;2; ;1;05;23;172,203034105997;23
4050621;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;172,203034105997;23
4050621;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;172,203034105997;23
4050621;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;172,203034105997;23
4050623;1;1;1;80;1;2; ; ; ; ;1;4;9; ;2; ;2; ;1;05;23;86,9542510243864;23
4050623;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;05;23;86,9542510243864;23
4050623;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;86,9542510243864;23
4050623;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;86,9542510243864;23
4050627;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;148,262187540638;23
4050628;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;05;23;134,203753065797;23
4050628;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;134,203753065797;23
4050629;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;174,772598261146;23
4050629;1;7;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;174,772598261146;23
4050634;1;1;1;80;1;1;4;8; ;2; ; ;8; ;2; ;2; ;1;05;23;132,834324392308;23
4050634;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;132,834324392308;23
4050635;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;123,528716480206;23
4050635;1;6;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;05;23;123,528716480206;23
4050635;2;1;2;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;123,528716480206;23
4050636;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;05;23;111,484806050183;23
4050637;2;1;2;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;05;23;93,3612419358209;23
4050638;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;153,41413388978;23
4050640;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;131,690672447706;23
4050642;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;129,98520450493;23
4050643;1;4;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ;1;05;23;109,338786002589;23
4050643;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;109,338786002589;23
4050644;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;160,150317739467;23
4050645;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;05;23;96,4531800004749;23
4050645;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;96,4531800004749;23
4050646;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;05;23;148,045017403734;23
4050646;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;148,045017403734;23
4050648;1;5;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;05;23;125,760781742031;23
4050648;1;6;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;125,760781742031;23
4050649;1;2;1;80;1;2; ; ; ; ;1;2;9; ;2; ;2; ;1;05;23;134,528625088727;23
4050651;1;2;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ;1;05;23;149,777792355443;23
4050652;1;2;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;05;23;146,339549460958;23
4050652;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;146,339549460958;23
4050653;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;05;23;77,0239384281818;23
4050654;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;133,060101121196;23
4050654;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;133,060101121196;23
4050654;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;133,060101121196;23
4050655;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;05;23;101,819935176672;23
4050657;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;05;23;113,101900920005;23
4050657;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;113,101900920005;23
4050658;1;1;1;80;1;2; ; ; ; ;1;4;9; ;2; ;2; ;1;05;23;161,855785682243;23
4050658;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;161,855785682243;23
4050658;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;161,855785682243;23
4050659;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;145,997635989639;23
4050659;1;7;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;145,997635989639;23
4050662;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;05;23;165,294028576728;23
4050662;1;2;1;80;1;1;2;4; ;2; ; ;4; ;2; ;2; ;1;05;23;165,294028576728;23
4050662;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;165,294028576728;23
4050663;1;4;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;05;23;183,796788341324;23
4050663;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;183,796788341324;23
4050665;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;05;23;132,834324392308;23
4050666;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;154,486825289919;23
4050667;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;138,13484164374;23
4050667;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;138,13484164374;23
4050667;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;138,13484164374;23
4050668;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;144,89291496087;23
4050669;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;67,272833268558;23
4050669;1;3;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;05;23;67,272833268558;23
4050669;1;8;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;05;23;67,272833268558;23
4050669;1;9;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;67,272833268558;23
4050670;1;2;1;80;1;1;2;4; ;2; ; ;4; ;2; ;2; ;1;05;23;132,834324392308;23
4050671;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;05;23;142,97027688119;23
4050673;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;84,9366315917466;23
4050674;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;05;23;139,353338105091;23
4050675;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;156,486669196197;23
4050677;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;152,5566223968;23
4050678;1;1;1;80;1;2; ; ; ; ;1;3;8; ;2; ;2; ;1;05;23;109,407756317307;23
4050678;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;109,407756317307;23
4050680;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;135,354320990976;23
4050680;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;135,354320990976;23
4050681;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;123,543396618746;23
4050682;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;157,856097869686;23
4050684;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;183,777385583086;23
4050685;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;140,161992558951;23
4050685;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;140,161992558951;23
4050689;1;2;1;80;1;1;3;4; ;2; ; ;4; ;1;2;2; ;1;05;23;129,98520450493;23
4050689;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;129,98520450493;23
4050690;1;2;1;80;1;1;3;2; ;2; ; ;2; ;2; ;2; ;1;05;23;161,855785682243;23
4050690;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;161,855785682243;23
4050691;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;175,085706284443;23
4050692;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;120,982107794396;23
4050693;1;2;1;80;1;1;3;2; ;2; ; ;2; ;2; ;2; ;1;05;23;158,486513102475;23
4050695;1;1;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;1;05;23;130,834480486029;23
4050695;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;05;23;130,834480486029;23
4050698;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;159,855941775964;23
4050698;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;159,855941775964;23
4050699;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;173,641433094204;23
4050699;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;173,641433094204;23
4050701;1;3;1;80;1;2; ; ; ; ;1;2;2; ;2; ;2; ;1;05;23;289,790552541437;23
4050701;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;289,790552541437;23
4050703;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;05;23;265,668648784615;23
4050705;1;1;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;1;05;23;149,777792355443;23
4050706;1;2;1;80;1;1;2;8; ;2; ; ;5; ;2; ;2; ;1;05;23;250,343317469847;23
4050706;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;250,343317469847;23
4050708;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;05;23;116,611508890181;23
4050708;1;2;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;1;05;23;116,611508890181;23
4050708;1;5;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;05;23;116,611508890181;23
4050708;1;7;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;116,611508890181;23
4050711;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;161,561409718741;23
4050713;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;296,090034807468;23
4050714;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;135,620719247103;23
4050715;1;1;1;80;1;2; ; ; ; ;1;2;9; ;2; ;2; ;1;05;23;126,106376054502;23
4050716;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;312,973338392394;23
4050718;1;1;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;05;23;315,712195739372;23
4050720;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;73,0508627027662;23
4050721;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;107,752187192196;23
4050722;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;154,781201253421;23
4050723;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;166,930526204787;23
4050723;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;166,930526204787;23
4050723;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;166,930526204787;23
4050724;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;138,257731054531;23
4050724;1;3;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;05;23;138,257731054531;23
4050724;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;138,257731054531;23
4050724;1;8;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;138,257731054531;23
4050725;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;131,985048411209;23
4050726;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;129,98520450493;23
4050729;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;136,767774280099;23
4050729;2;4;2;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;136,767774280099;23
4050731;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;114,169388816553;23
4050731;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;114,169388816553;23
4050732;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;159,855941775964;23
4050732;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;159,855941775964;23
4050733;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;89,6923742933922;23
4050733;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;89,6923742933922;23
4050734;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;05;23;139,353338105091;23
4050735;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;05;23;132,834324392308;23
4050737;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;23;144,89291496087;23
4050738;1;3;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ;1;05;23;150,044861310012;23
4050742;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;23;154,781201253421;23
4050756;1;1;1;80;1;1;2;5; ;2; ; ;8; ;3; ;2; ;1;05;27;23,4654891251914;27
4050756;1;2;1;80;1;1;1;8; ;2; ; ;6; ;2; ;2; ;1;05;27;23,4654891251914;27
4050756;1;5;1;80;1;1;3;8; ;2; ; ;2; ;2; ;2; ;1;05;27;23,4654891251914;27
4050757;1;2;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;05;27;23,4654891251914;27
4050760;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;23,4654891251914;27
4050760;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;23,4654891251914;27
4050761;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;23,4654891251914;27
4050761;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;27;23,4654891251914;27
4050762;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;05;27;93,8619565007657;27
4050764;1;1;1;80;1;1;1;3; ;2; ; ;9; ;2; ;1;350000;1;05;27;28,142185082685;27
4050765;1;3;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;05;27;47,197241130593;27
4050766;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;23,4654891251914;27
4050766;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;23,4654891251914;27
4050768;1;1;1;80;1;2; ; ; ; ;1;3;2; ;2; ;2; ;1;05;27;32,5678971304165;27
4050768;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;32,5678971304165;27
4050768;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;27;32,5678971304165;27
4050769;1;3;1;80;1;2; ; ; ; ;1;1;4; ;2; ;2; ;1;05;27;69,5932784148366;27
4050769;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;27;69,5932784148366;27
4050771;1;2;1;80;1;1;4;8; ;2; ; ;5; ;2; ;2; ;1;05;27;23,4654891251914;27
4050772;1;3;1;80;1;1;1;1; ;2; ; ;1; ;2; ;2; ;1;05;27;85,1763919133664;27
4050772;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;85,1763919133664;27
4050774;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;27;93,8619565007657;27
4050775;1;1;1;80;1;1;2;4; ;2; ; ;4; ;2; ;2; ;1;05;27;23,4654891251914;27
4050775;2;2;2;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;05;27;23,4654891251914;27
4050778;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;92,2164412622265;27
4050778;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;92,2164412622265;27
4050779;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;05;27;23,4654891251914;27
4050779;1;3;1;80;1;2; ; ; ; ;1;2;2; ;2; ;2; ;1;05;27;23,4654891251914;27
4050780;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;05;27;53,1535183155724;27
4050781;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;27;23,4654891251914;27
4050781;1;9;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;23,4654891251914;27
4050782;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;23,4654891251914;27
4050785;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;23,4654891251914;27
4050785;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;27;23,4654891251914;27
4050788;1;2;1;80;1;1;4;5; ;2; ; ;10; ;2; ;2; ;1;05;27;23,4654891251914;27
4050788;1;3;1;80;1;1;2;8; ;2; ; ;1; ;2; ;2; ;1;05;27;23,4654891251914;27
4050790;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;46,9309782503829;27
4050791;1;3;1;80;1;2; ; ; ; ;1;1;1; ;2; ;2; ;1;05;27;46,9309782503829;27
4050791;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;27;46,9309782503829;27
4050791;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;27;46,9309782503829;27
4050793;1;2;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ;1;05;27;121,123695326172;27
4050793;1;5;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;05;27;121,123695326172;27
4050793;1;6;1;80;1;1;2;2; ;2; ; ;2; ; ; ;2; ;1;05;27;121,123695326172;27
4050794;1;2;1;80;1;2; ; ; ; ;1;1;6; ;2; ;2; ;1;05;27;138,003872093594;27
4050795;1;2;1;80;1;1;1;6; ;1; ;1;11; ;2; ;2; ;1;05;27;47,9654718303271;27
4050797;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;23,4654891251914;27
4050797;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;23,4654891251914;27
4050797;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;27;23,4654891251914;27
4050799;1;1;1;80;1;1;4;8; ;2; ; ;8; ;2; ;2; ;1;05;27;93,8619565007657;27
4050799;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;05;27;93,8619565007657;27
4050799;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;93,8619565007657;27
4050799;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;93,8619565007657;27
4050800;1;3;1;80;1;1;1;8; ;2; ; ;8; ;2; ;2; ;1;05;27;93,8619565007657;27
4050803;1;2;1;80;1;1;4;8; ;2; ; ;1; ;2; ;2; ;1;05;27;46,9309782503829;27
4050803;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;46,9309782503829;27
4050804;1;2;1;80;1;1;4;8; ;2; ; ;1; ;2; ;2; ;1;05;27;164,73308515858;27
4050806;1;3;1;80;1;1;1;6; ;2; ; ;1; ;2; ;2; ;1;05;27;25,2115809105861;27
4050806;1;5;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;05;27;25,2115809105861;27
4050806;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;25,2115809105861;27
4050806;1;7;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;05;27;25,2115809105861;27
4050807;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;27;52,7655419498245;27
4050809;1;1;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ;1;05;27;23,4654891251914;27
4050809;1;3;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;05;27;23,4654891251914;27
4050809;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;23,4654891251914;27
4050809;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;27;23,4654891251914;27
4050810;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;23,4654891251914;27
4050810;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;27;23,4654891251914;27
4050812;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;27;23,4654891251914;27
4050812;1;4;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;05;27;23,4654891251914;27
4050813;1;1;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ;1;05;27;53,1535183155724;27
4050814;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;05;27;23,4654891251914;27
4050814;1;2;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;05;27;23,4654891251914;27
4050816;1;1;1;80;1;1;2;4; ;2; ; ;4; ;2; ;2; ;1;05;27;23,4654891251914;27
4050816;1;4;1;80;1;1;4;9;POR LA EDAD;2; ; ;8; ;2; ;2; ;1;05;27;23,4654891251914;27
4050818;1;1;1;80;1;1;3;8; ;2; ; ;6; ;2; ;2; ;1;05;27;49,7496402013184;27
4050818;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;49,7496402013184;27
4050819;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;23,4654891251914;27
4050819;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;27;23,4654891251914;27
4050821;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;27;23,4654891251914;27
4050824;1;1;1;80;1;1;4;8; ;2; ; ;6; ;2; ;2; ;1;05;27;23,4654891251914;27
4050824;1;2;1;80;1;1;3;7; ;1; ;3;6; ;2; ;2; ;1;05;27;23,4654891251914;27
4050829;1;1;1;80;1;1;3;2; ;2; ; ;2; ;2; ;2; ;1;05;27;93,8619565007657;27
4050829;1;2;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;05;27;93,8619565007657;27
4050830;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;93,8619565007657;27
4050830;1;7;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;27;93,8619565007657;27
4050830;1;8;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;27;93,8619565007657;27
4050835;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;23,4654891251914;27
4050835;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;27;23,4654891251914;27
4050835;1;5;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;05;27;23,4654891251914;27
4050836;1;5;1;80;1;1;4;9;POR LA EDAD;2; ; ;8; ;2; ;2; ;1;05;27;58,3005583203318;27
4050836;1;6;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;27;58,3005583203318;27
4050837;1;1;1;80;1;1;4;5; ;2; ; ;6; ;3; ;2; ;1;05;27;23,4654891251914;27
4050837;1;2;1;80;1;1;4;3; ;2; ; ;4; ;2; ;2; ;1;05;27;23,4654891251914;27
4050837;1;3;1;80;1;1;2;6; ;1; ;1;5; ;2; ;2; ;1;05;27;23,4654891251914;27
4050839;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;27;23,4654891251914;27
4050840;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;27;23,4654891251914;27
4050840;1;3;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;05;27;23,4654891251914;27
4050845;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;93,8619565007657;27
4050846;1;2;1;80;1;1;3;6; ;2; ; ;1; ;2; ;2; ;1;05;27;55,4828550169116;27
4050848;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;43,0710764117959;27
4050848;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;27;43,0710764117959;27
4050850;1;1;1;80;1;1;2;8; ;2; ; ;1; ;2; ;2; ;1;05;27;93,8619565007657;27
4050850;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;93,8619565007657;27
4050851;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;93,8619565007657;27
4050853;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;05;27;93,8619565007657;27
4050854;1;3;1;80;1;1;2;8; ;2; ; ;6; ;2; ;2; ;1;05;27;23,4654891251914;27
4050854;1;4;1;80;1;1;4;5; ;2; ; ;4; ;3; ;2; ;1;05;27;23,4654891251914;27
4050855;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;93,8619565007657;27
4050855;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;05;27;93,8619565007657;27
4050855;1;3;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;05;27;93,8619565007657;27
4050855;1;4;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;05;27;93,8619565007657;27
4050855;1;6;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;05;27;93,8619565007657;27
4050855;1;7;1;80;1;2; ; ; ; ;1;1;2; ; ; ;2; ;1;05;27;93,8619565007657;27
4050855;1;9;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;05;27;93,8619565007657;27
