DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;INI;MES;DPTO;fex_c_2011
4071210;1;2;1;80;05;1;2;8; ;1; ;1;8; ;2; ;2; ;1;06;05;953,06326242654
4071211;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1230,17719050253
4071211;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1230,17719050253
4071212;1;4;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;05;963,727118521171
4071213;1;2;1;80;05;1;2;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1317,58321965973
4071214;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1114,55782117595
4071214;1;3;1;80;05;1;2;6; ;2; ; ;2; ;2; ;2; ;1;06;05;1114,55782117595
4071216;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1124,61660638304
4071217;1;1;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ;1;06;05;1027,01221041361
4071219;1;1;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;05;549,688212333612
4071219;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;549,688212333612
4071219;1;5;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;549,688212333612
4071219;1;6;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;549,688212333612
4071219;1;7;1;80;05;1;4;4; ;2; ; ;8; ;2; ;2; ;1;06;05;549,688212333612
4071221;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;729,990065575309
4071221;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;729,990065575309
4071221;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;729,990065575309
4071223;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;821,757465552218
4071223;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;821,757465552218
4071225;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1225,03411569012
4071225;1;3;1;80;05;2; ; ; ; ;1;1;2; ; ; ;2; ;1;06;05;1225,03411569012
4071225;1;5;1;80;05;1;3;4; ;2; ; ;4; ;2; ;2; ;1;06;05;1225,03411569012
4071226;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1290,42072662007
