DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;INI;MES;DPTO;fex_c_2011;AREA
4075103;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;17;143,829687861798;17
4075104;1;1;1;80;1;1;4;3; ;2; ; ;9; ;3; ;2; ;1;06;17;204,541601879462;17
4075106;1;1;1;80;1;1;2;5; ;2; ; ;10; ;3; ;2; ;1;06;17;170,021823784219;17
4075106;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;17;170,021823784219;17
4075108;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;17;191,459943968707;17
4075108;1;2;1;80;1;1;4;6; ;2; ; ;11; ;2; ;2; ;1;06;17;191,459943968707;17
4075109;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;17;191,078304556302;17
4075110;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;17;191,459943968707;17
4075110;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;17;191,459943968707;17
4075112;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;17;204,62170739689;17
4075112;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;17;204,62170739689;17
4075113;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;17;170,021823784219;17
4075114;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;17;191,078304556302;17
4075115;1;4;1;80;1;1;2;4; ;2; ; ;4; ;1;1;2; ;1;06;17;155,074697422635;17
4075116;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;17;210,749690417655;17
4075119;1;1;1;80;1;1;1;5; ;2; ; ;10; ;3; ;2; ;1;06;17;177,400919990168;17
4075119;1;2;1;80;1;1;1;8; ;2; ; ;11; ;2; ;2; ;1;06;17;177,400919990168;17
4075119;1;3;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;06;17;177,400919990168;17
4075120;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;17;224,649536684672;17
4075122;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;17;128,315654945747;17
4075122;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;17;128,315654945747;17
4075123;1;2;1;80;1;1;4;8; ;2; ; ;11; ;2; ;2; ;1;06;17;230,999981406321;17
4075125;1;2;1;80;1;1;4;8; ;2; ; ;9; ;2; ;2; ;1;06;17;123,15484650212;17
4075126;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;17;148,34348423353;17
4075126;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;17;148,34348423353;17
4075127;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;17;148,34348423353;17
4075127;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;17;148,34348423353;17
4075127;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;17;148,34348423353;17
4075128;1;1;1;80;1;1;3;8; ;2; ; ;11; ;2; ;2; ;1;06;17;163,85751714958;17
4075129;1;2;1;80;1;1;4;7; ;2; ; ;9; ;2; ;2; ;1;06;17;268,864561930933;17
4075133;1;1;1;80;1;1;4;8; ;2; ; ;8; ;3; ;2; ;1;06;17;170,021823784219;17
4075133;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;17;170,021823784219;17
4075134;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;17;203,593055912589;17
4075135;1;2;1;80;1;1;3;4; ;2; ; ;4; ;1;1;2; ;1;06;17;268,864561930933;17
4075136;1;1;1;80;1;1;3;3; ;1; ;1;9; ;1;4;2; ;1;06;18;68,9570810083626;18
4075136;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;18;68,9570810083626;18
4075136;1;3;1;80;1;1;1;2; ;2; ; ;8; ;2; ;2; ;1;06;18;68,9570810083626;18
4075137;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;18;77,8706483854653;18
4075138;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;18;73,202373522391;18
4075140;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;18;53,0219563302371;18
4075140;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;18;53,0219563302371;18
4075140;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;18;53,0219563302371;18
4075142;1;2;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ;1;06;18;70,3805920542462;18
4075142;1;3;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;06;18;70,3805920542462;18
4075143;1;1;1;80;1;1;3;5; ;2; ; ;10; ;3; ;2; ;1;06;18;73,202373522391;18
4075144;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;18;40,9011987625687;18
4075144;1;4;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;18;40,9011987625687;18
4075146;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;18;87,7945780192137;18
4075153;1;1;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;1;06;19;49,5068118296182;19
4075153;1;2;1;80;1;1;2;7; ;2; ; ;11; ;3; ;2; ;1;06;19;49,5068118296182;19
4075153;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;19;49,5068118296182;19
4075154;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;19;43,0780931867274;19
4075154;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;19;43,0780931867274;19
4075154;1;5;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;19;43,0780931867274;19
4075155;1;2;1;80;1;1;4;8; ;2; ; ;9; ;2; ;2; ;1;06;19;46,9986875105627;19
4075155;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;19;46,9986875105627;19
4075156;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;19;124,761851975086;19
4075157;1;1;1;80;1;1;4;6; ;2; ; ;8; ;2; ;2; ;1;06;19;46,163976289163;19
4075158;1;1;1;80;1;1;4;5; ;2; ; ;8; ;3; ;2; ;1;06;19;73,983447282656;19
4075160;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;06;19;60,9634286412725;19
4075160;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;19;60,9634286412725;19
4075160;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;19;60,9634286412725;19
4075161;1;1;1;80;1;1;4;8; ;2; ; ;9; ;2; ;2; ;1;06;19;61,1260099968745;19
4075161;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;19;61,1260099968745;19
4075161;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;19;61,1260099968745;19
4075162;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;19;92,3279525783259;19
4075162;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;19;92,3279525783259;19
4075167;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;19;97,1149412421146;19
4075168;1;1;1;80;1;1;3;8; ;2; ; ;9; ;2; ;2; ;1;06;19;61,1260099968745;19
4075168;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;19;61,1260099968745;19
4075168;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;19;61,1260099968745;19
4075169;1;2;1;80;1;1;2;2; ;2; ; ;2; ;2; ;2; ;1;06;19;70,1439257177819;19
4075170;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;19;92,3279525783259;19
4075170;1;2;1;80;1;1;2;8; ;2; ; ;8; ;3; ;2; ;1;06;19;92,3279525783259;19
4075171;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;19;96,176643750025;19
4075172;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;19;86,1489079998243;19
4075172;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;19;86,1489079998243;19
4075172;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;19;86,1489079998243;19
4075173;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;19;81,3871703028354;19
4075174;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;19;147,966894565312;19
4075175;1;2;1;80;1;1;3;8; ;2; ; ;9; ;2; ;2; ;1;06;19;222,27286224453;19
4075176;1;1;1;80;1;1;2;4; ;2; ; ;4; ;2; ;2; ;1;06;19;147,966894565312;19
4075177;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;19;135,843742224445;19
4075178;1;2;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;06;19;274,327569498065;19
4075178;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;19;274,327569498065;19
4075178;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;19;274,327569498065;19
4075178;1;5;1;80;1;1;2;4; ;2; ; ;4; ;2; ;2; ;1;06;19;274,327569498065;19
4075180;1;3;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;06;19;200,247344227506;19
4075181;1;2;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;06;19;134,610109150752;19
4075182;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;19;291,344823726344;19
4075183;1;1;1;80;1;1;4;5; ;2; ; ;8; ;3; ;2; ;1;06;19;99,7316755985053;19
4075184;1;1;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ;1;06;19;92,3279525783259;19
4075184;1;2;1;80;1;1;4;8; ;2; ; ;8; ;2; ;2; ;1;06;19;92,3279525783259;19
4075185;1;1;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;1;06;20;122,946155506164;20
4075186;1;1;1;80;1;2; ; ; ; ;1;4;9; ;2; ;2; ;1;06;20;136,218408964775;20
4075186;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;20;136,218408964775;20
4075186;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;20;136,218408964775;20
4075189;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;20;139,001717161413;20
4075190;1;2;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;06;20;168,824198789279;20
4075192;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;20;177,309477207895;20
4075192;1;3;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;06;20;177,309477207895;20
4075193;1;3;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;06;20;201,764372866591;20
4075193;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;20;201,764372866591;20
4075193;1;7;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;20;201,764372866591;20
4075193;1;8;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;20;201,764372866591;20
4075194;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;20;144,866204678605;20
4075194;1;5;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ;1;06;20;144,866204678605;20
4075195;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;20;140,419258661506;20
4075195;1;2;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ;1;06;20;140,419258661506;20
4075197;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;20;136,518898811486;20
4075198;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;20;138,466632578641;20
4075201;1;1;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ;1;06;20;159,981887820129;20
4075203;1;2;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;06;27;27,2863548037056;27
4075204;1;1;1;80;1;1;3;8; ;2; ; ;2; ;2; ;2; ;1;06;27;27,2863548037056;27
4075206;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;27;91,5820489403237;27
4075207;1;1;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;06;27;27,2863548037056;27
4075207;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;27;27,2863548037056;27
4075208;1;3;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;06;27;27,2863548037056;27
4075209;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;27;27,2863548037056;27
4075209;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;27;27,2863548037056;27
4075210;1;1;1;80;1;2; ; ; ; ;1;4;9; ;2; ;2; ;1;06;27;50,2046486922262;27
4075211;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;27;27,2863548037056;27
4075211;1;3;1;80;1;2; ; ; ; ;1;1;2; ;2; ;2; ;1;06;27;27,2863548037056;27
4075211;1;4;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;06;27;27,2863548037056;27
4075211;1;6;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ;1;06;27;27,2863548037056;27
4075211;1;7;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;27;27,2863548037056;27
4075214;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;27;109,145419214823;27
4075214;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;27;109,145419214823;27
4075215;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;27;27,2863548037056;27
4075217;1;1;1;80;1;1;4;6; ;2; ; ;6; ;2; ;2; ;1;06;27;50,2046486922262;27
4075218;1;2;1;80;1;1;4;5; ;2; ; ;4; ;3; ;2; ;1;06;27;27,2863548037056;27
4075218;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;27;27,2863548037056;27
4075218;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;27;27,2863548037056;27
4075220;1;1;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ;1;06;27;27,2863548037056;27
4075221;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;27;90,6989900965206;27
4075224;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;41;112,732088171158;41
4075227;1;1;1;80;1;1;4;3; ;2; ; ;9; ;3; ;2; ;1;06;41;148,333033250328;41
4075228;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;41;153,559174090408;41
4075229;1;1;1;80;1;1;3;4; ;2; ; ;10; ;3; ;2; ;1;06;41;142,574021287817;41
4075231;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;41;130,642126660896;41
4075231;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;41;130,642126660896;41
4075231;1;5;1;80;1;1;9;3; ;2; ; ;9; ;2; ;2; ;1;06;41;130,642126660896;41
4075232;1;1;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ;1;06;41;124,907662802541;41
4075232;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;41;124,907662802541;41
4075232;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;41;124,907662802541;41
4075233;1;1;1;80;1;1;3;9;SE CANSO DE TRABAJAR;2; ; ;11; ;2; ;2; ;1;06;41;114,262311985094;41
4075233;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;41;114,262311985094;41
4075234;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;41;160,82445233992;41
4075234;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;41;160,82445233992;41
4075236;1;1;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ;1;06;41;146,043301989378;41
4075236;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;41;146,043301989378;41
4075237;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;41;139,172590520359;41
4075238;1;1;1;80;1;1;2;7; ;2; ; ;8; ;2; ;2; ;1;06;41;118,150707571304;41
4075240;1;2;1;80;1;1;4;7; ;2; ; ;9; ;2; ;2; ;1;06;41;112,391695608793;41
4075242;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;41;162,430030512237;41
4075243;1;1;1;80;1;2; ; ; ; ;1;1;12;EMBARAZO;2; ;2; ;1;06;44;138,84148408986;44
4075245;1;1;1;80;1;1;4;6; ;2; ; ;1; ;3; ;2; ;1;06;44;47,133305819235;44
4075246;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;47;157,325099842932;47
4075246;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;47;157,325099842932;47
4075247;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;47;171,867166195541;47
4075247;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;47;171,867166195541;47
4075248;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;47;149,17274299587;47
4075248;1;3;1;80;1;1;4;4; ;2; ; ;9; ;2; ;2; ;1;06;47;149,17274299587;47
4075248;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;47;149,17274299587;47
4075249;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;06;47;168,924975245635;47
4075249;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;47;168,924975245635;47
4075250;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;47;132,697819123754;47
4075253;1;1;1;80;1;1;2;6; ;2; ; ;8; ;2; ;2; ;1;06;47;145,623701865089;47
4075256;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;06;47;185,474249194579;47
4075257;1;3;1;80;1;1;2;8; ;2; ; ;1; ;2; ;2; ;1;06;47;160,128452729447;47
4075257;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;47;160,128452729447;47
4075258;1;2;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ;1;06;47;160,309166409505;47
4075258;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;47;160,309166409505;47
4075259;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;47;156,447602032549;47
4075259;1;2;1;80;1;1;4;3; ;2; ; ;8; ;2; ;2; ;1;06;47;156,447602032549;47
4075262;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;47;114,489844535067;47
4075264;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;47;116,011508014576;47
4075265;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;47;113,575031236433;47
4075265;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;47;113,575031236433;47
4075266;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;47;136,827179348901;47
4075267;1;1;1;80;1;1;4;3; ;2; ; ;8; ;2; ;2; ;1;06;47;131,78300582512;47
4075268;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;47;200,427509587185;47
4075268;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;47;200,427509587185;47
4075268;1;3;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;47;200,427509587185;47
4075270;1;2;1;80;1;1;4;7; ;2; ; ;8; ;2; ;2; ;1;06;47;151,331930213259;47
4075270;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;47;151,331930213259;47
4075270;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;47;151,331930213259;47
4075271;1;1;1;80;1;1;4;4; ;2; ; ;9; ;2; ;2; ;1;06;47;107,532736338681;47
4075271;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;47;107,532736338681;47
4075271;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;47;107,532736338681;47
4075272;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;47;105,192835441234;47
4075273;1;1;1;80;1;1;4;7; ;2; ; ;1; ;2; ;2; ;1;06;47;147,651079516361;47
4075273;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;47;147,651079516361;47
4075273;1;3;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;06;47;147,651079516361;47
4075274;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;47;155,084279205667;47
4075275;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;47;137,471345018027;47
4075275;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;47;137,471345018027;47
4075276;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;47;211,383219320762;47
4075277;1;1;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;06;47;161,07744883534;47
4075280;1;2;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ;1;06;47;185,474249194579;47
4075283;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;47;168,924975245635;47
4075284;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;47;126,109001372867;47
4075285;1;1;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ;1;06;47;187,596401823391;47
4075285;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;47;187,596401823391;47
4075285;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;47;187,596401823391;47
4075285;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;47;187,596401823391;47
4075286;1;1;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;06;47;216,069663046902;47
4075288;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;47;155,498605926656;47
4075288;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;47;155,498605926656;47
4075289;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;47;136,827179348901;47
4075290;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;47;165,434939661525;47
4075291;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;47;155,999092504301;47
4075291;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;47;155,999092504301;47
4075293;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;47;208,775522575125;47
4075294;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;47;183,429726109994;47
4075294;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;47;183,429726109994;47
4075294;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;47;183,429726109994;47
4075296;1;1;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ;1;06;50;233,013650292385;50
4075299;1;2;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ;1;06;50;177,781219937801;50
4075300;1;1;1;80;1;1;1;1; ;1; ;1;6; ;2; ;2; ;1;06;50;208,246442430389;50
4075301;1;1;1;80;1;1;2;4; ;2; ; ;4; ;2; ;2; ;1;06;50;260,352815047601;50
4075301;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;50;260,352815047601;50
4075301;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;50;260,352815047601;50
4075302;1;2;1;80;1;1;1;8; ;2; ; ;6; ;2; ;2; ;1;06;50;235,408647075329;50
4075302;1;3;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;06;50;235,408647075329;50
4075303;1;1;1;80;1;1;4;3; ;2; ; ;8; ;2; ;2; ;1;06;50;206,448461797076;50
4075306;1;2;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ;1;06;50;233,013650292385;50
4075309;1;1;1;80;1;1;1;8; ;2; ; ;9; ;2; ;2; ;1;06;50;184,512955507161;50
4075309;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;50;184,512955507161;50
4075311;1;1;1;80;1;1;4;7; ;2; ; ;8; ;2; ;2; ;1;06;50;177,781219937801;50
4075312;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;50;259,789574891495;50
4075314;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;50;233,224386396186;50
4075315;1;1;1;80;1;1;2;4; ;2; ; ;4; ;2; ;2; ;1;06;50;211,413789021051;50
4075315;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;50;211,413789021051;50
4075319;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;50;161,980433067615;50
4075319;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;50;161,980433067615;50
4075322;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;50;205,842309757427;50
4075325;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;50;206,448461797076;50
4075326;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;50;177,781219937801;50
4075327;1;2;1;80;1;1;1;3; ;2; ; ;9; ;2; ;1;350000;1;06;50;233,526465705183;50
4075328;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;50;208,474037567913;50
4075328;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;50;208,474037567913;50
4075329;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;50;153,96353227774;50
4075331;1;1;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;06;50;259,789574891495;50
4075331;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;50;259,789574891495;50
4075333;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;50;182,024622097366;50
4075333;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;50;182,024622097366;50
4075335;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;52;157,89830372259;52
4075338;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;52;139,603243481776;52
4075338;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;52;139,603243481776;52
