DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;INI;MES;DPTO;fex_c_2011;AREA
4071248;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1219,5133344079;05
4071249;1;1;1;80;1;1;4;6; ;2; ; ;10; ;3; ;2; ;1;06;05;1163,94860514439;05
4071250;1;2;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;06;05;991,236331675716;05
4071251;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;904,387365919879;05
4071251;1;4;1;80;1;1;1;8; ;2; ; ;8; ;2; ;2; ;1;06;05;904,387365919879;05
4071251;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;904,387365919879;05
4071252;1;1;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ;1;06;05;1076,38475192677;05
4071252;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1076,38475192677;05
4071255;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1256,81664765069;05
4071255;1;3;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1256,81664765069;05
4071256;1;1;1;80;1;1;4;5; ;1; ;3;10; ;3; ;2; ;1;06;05;1136,43939198984;05
4071256;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1136,43939198984;05
4071258;1;1;1;80;1;1;4;5; ;2; ; ;8; ;3; ;2; ;1;06;05;1025,96309747567;05
4071259;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;06;05;948,147552031865;05
4071262;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;923,534565230527;05
4071262;1;4;1;80;1;2; ; ; ; ;1;1;12;PORQUE TIENE UNA DISCAPACIDAD AUDITIVA;2; ;2; ;1;06;05;923,534565230527;05
4071262;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;923,534565230527;05
4071264;1;1;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1168,25168898131;05
4071264;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1168,25168898131;05
4071265;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;969,691941853791;05
4071266;1;3;1;80;1;1;1;3; ;2; ; ;9; ;2; ;1;1100000;1;06;05;1334,55861920186;05
4071269;1;1;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ;1;06;05;920,410974459585;05
4071269;1;4;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;06;05;920,410974459585;05
4071271;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;764,437196992395;05
4071271;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;764,437196992395;05
4071273;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;789,105177585263;05
4071273;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;789,105177585263;05
4071274;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;848,444930186555;05
4071276;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1171,1746188932;05
4071276;1;2;1;80;1;2; ; ; ; ;2; ; ;.;3; ;2; ;1;06;05;1171,1746188932;05
4071276;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1171,1746188932;05
4071277;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;1065,27685378174;05
4071278;1;3;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1235,09290089721;05
4071279;1;1;1;80;1;1;4;1; ;2; ; ;8; ;2; ;2; ;1;06;05;1201,72572546848;05
4071279;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1201,72572546848;05
4071280;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;05;1179,9444321059;05
4071281;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;05;1235,09290089721;05
4071282;1;2;1;80;1;1;2;7; ;2; ; ;9; ;2; ;2; ;1;06;05;1224,08232468769;05
4071283;1;1;1;80;1;1;1;7; ;2; ; ;10; ;3; ;2; ;1;06;05;937,376834878799;05
4071283;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;937,376834878799;05
4071283;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;937,376834878799;05
4071285;1;3;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;06;05;920,410974459585;05
4071285;1;4;1;80;1;1;2;2; ;2; ; ;2; ;2; ;2; ;1;06;05;920,410974459585;05
4071287;1;4;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;05;892,901761305039;05
4071288;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1004,41870765374;05
4071289;1;2;1;80;1;1;3;2; ;2; ; ;2; ;2; ;2; ;1;06;05;969,691941853791;05
4071289;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;969,691941853791;05
4071290;1;1;1;80;1;1;1;8; ;2; ; ;8; ;2; ;2; ;1;06;05;1395,88398880404;05
4071290;1;4;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ;1;06;05;1395,88398880404;05
4071290;1;5;1;80;1;1;4;7; ;2; ; ;8; ;2; ;2; ;1;06;05;1395,88398880404;05
4071291;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1065,27685378174;05
4071291;1;3;1;80;1;1;3;2; ;2; ; ;2; ;2; ;2; ;1;06;05;1065,27685378174;05
4071291;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;1065,27685378174;05
4071292;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1174,80135729349;05
4071292;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1174,80135729349;05
4071295;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1136,43939198984;05
4071295;1;2;1;80;1;1;4;4; ;2; ; ;9; ;1;1;2; ;1;06;05;1136,43939198984;05
4071296;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;887,758686492629;05
4071296;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;887,758686492629;05
4071296;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;887,758686492629;05
4071297;1;1;1;80;1;1;2;4; ;2; ; ;4; ;2; ;2; ;1;06;05;1025,96309747567;05
4071298;1;1;1;80;1;1;2;9;POR LA EDAD;2; ; ;8; ;3; ;1;40000;1;06;05;1339,71123313719;05
4071298;1;2;1;80;1;1;1;7; ;2; ; ;9; ;2; ;1;60000;1;06;05;1339,71123313719;05
4071299;1;1;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ;1;06;05;1136,43939198984;05
4071299;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1136,43939198984;05
4071303;1;1;1;80;1;1;1;8; ;2; ; ;4; ;2; ;1;100000;1;06;05;469,557065859917;05
4071303;2;3;2;80;1;1;2;8; ;2; ; ;8; ;2; ;2; ;1;06;05;469,557065859917;05
4071304;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1097,10739322849;05
4071304;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1097,10739322849;05
4071305;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;05;595,883608856351;05
4071306;1;2;1;80;1;1;4;3; ;1; ;4;8; ;2; ;2; ;1;06;05;499,226942160563;05
4071308;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1124,61660638304;05
4071310;1;2;1;80;1;1;3;2; ;2; ; ;2; ;2; ;2; ;1;06;05;1130,58142971566;05
4071311;1;1;1;80;1;1;4;5; ;2; ; ;4; ;3; ;2; ;1;06;05;1136,43939198984;05
4071311;1;2;1;80;1;1;4;5; ;2; ; ;8; ;3; ;2; ;1;06;05;1136,43939198984;05
4071316;1;2;1;80;1;1;4;3; ;2; ; ;8; ;2; ;2; ;1;06;05;1136,43939198984;05
4071318;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;514,967738985664;05
4071319;1;3;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;06;05;507,258470159584;05
4071320;1;1;1;80;1;1;1;4; ;2; ; ;8; ;2; ;2; ;1;06;05;512,981548737835;05
4071323;1;1;1;80;1;1;4;5; ;2; ; ;8; ;3; ;2; ;1;06;05;1235,09290089721;05
4071323;1;2;1;80;1;1;4;5; ;2; ; ;8; ;3; ;2; ;1;06;05;1235,09290089721;05
4071325;1;4;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1119,70089598836;05
4071326;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;681,863635193904;05
4071326;1;2;1;80;1;1;1;6; ;2; ; ;9; ;2; ;2; ;1;06;05;681,863635193904;05
4071327;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1147,21010914291;05
4071334;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1180,55904211636;05
4071337;1;1;1;80;1;1;4;8; ;2; ; ;8; ;3; ;2; ;1;06;05;682,639731930014;05
4071337;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;682,639731930014;05
4071338;1;1;1;80;1;1;4;9;TRASLADO DE HOGAR;2; ; ;8; ;2; ;2; ;1;06;05;641,758908044368;05
4071338;1;2;1;80;1;1;4;3; ;2; ; ;8; ;2; ;2; ;1;06;05;641,758908044368;05
4071338;1;3;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;05;641,758908044368;05
4071339;1;4;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1093,35061234599;05
4071340;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;575,352734820435;05
4071341;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;424,222465093277;05
4071342;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;748,149411902406;05
4071342;1;2;1;80;1;1;4;7; ;2; ; ;8; ;2; ;2; ;1;06;05;748,149411902406;05
4071342;1;3;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;06;05;748,149411902406;05
4071344;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1136,43939198984;05
4071344;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1136,43939198984;05
4071345;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1046,56415739858;05
4071345;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1046,56415739858;05
4071346;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;800,247845882743;05
4071346;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;800,247845882743;05
4071346;1;3;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;06;05;800,247845882743;05
4071347;1;1;1;80;1;1;4;9;EDAD;2; ; ;8; ;2; ;2; ;1;06;05;568,21969599492;05
4071347;1;2;1;80;1;1;4;9;TENIA UN NEGOCIO SE QUEBRO;2; ; ;8; ;2; ;2; ;1;06;05;568,21969599492;05
4071348;1;4;1;80;1;1;1;9;PARA VENIRSE A VIVIR A COLOMBIA;2; ; ;3; ;2; ;2; ;1;06;05;1065,27685378174;05
4071352;1;1;1;80;1;1;2;4; ;2; ; ;4; ;2; ;2; ;1;06;05;1013,09966003433;05
4071352;1;4;1;80;1;2; ; ; ; ;1;2;4; ;2; ;2; ;1;06;05;1013,09966003433;05
4071354;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;937,039653886835;05
4071354;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;937,039653886835;05
4071354;1;5;1;80;1;1;3;9;ELLA RENUNCIO PORQUE EL TRABAJO ERA MUY PESADO;2; ; ;2; ;2; ;2; ;1;06;05;937,039653886835;05
4071356;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1251,91047637893;05
4071356;1;6;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;1251,91047637893;05
4071360;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1136,43939198984;05
4071361;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1333,74640980457;05
4071361;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1333,74640980457;05
4071362;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;492,561430219206;05
4071362;1;3;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;492,561430219206;05
4071363;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1266,70453702963;05
4071363;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1266,70453702963;05
4071365;1;2;1;80;1;1;4;3; ;2; ; ;4; ;2; ;2; ;1;06;05;991,318366671754;05
4071365;1;3;1;80;1;1;2;2; ;2; ; ;2; ;2; ;2; ;1;06;05;991,318366671754;05
4071365;1;4;1;80;1;1;2;3; ;1; ;2;9; ;2; ;2; ;1;06;05;991,318366671754;05
4071368;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;05;1025,96309747567;05
4071369;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;06;05;991,236331675716;05
4071370;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1137,48850492778;05
4071370;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1137,48850492778;05
4071371;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;910,689370244463;05
4071371;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;910,689370244463;05
4071371;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;910,689370244463;05
4071373;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;875,9541433411;05
4071374;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1394,60455593257;05
4071374;1;5;1;80;1;1;1;8; ;2; ; ;12;PORQUE NO TIENE CEDULA;2; ;2; ;1;06;05;1394,60455593257;05
4071375;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;1087,04860802141;05
4071375;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1087,04860802141;05
4071376;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1235,09290089721;05
4071376;1;3;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1235,09290089721;05
4071378;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;826,900540364629;05
4071378;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;826,900540364629;05
4071378;1;3;1;80;1;1;2;1; ;2; ; ;11; ;2; ;2; ;1;06;05;826,900540364629;05
4071379;1;4;1;80;1;1;3;8; ;2; ; ;2; ; ; ;2; ;1;06;05;920,410974459585;05
4071380;1;1;1;80;1;1;1;6; ;2; ; ;4; ;2; ;2; ;1;06;05;1179,9444321059;05
4071382;1;1;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ;1;06;05;1098,15650616644;05
4071383;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1046,80106093923;05
4071383;2;3;2;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;1046,80106093923;05
4071384;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1025,96309747567;05
4071386;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1087,38578901337;05
4071386;1;2;1;80;1;1;4;3; ;2; ; ;9; ;1;1;2; ;1;06;05;1087,38578901337;05
4071388;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1076,37521280386;05
4071388;1;3;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1076,37521280386;05
4071389;1;1;1;80;1;1;3;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1136,43939198984;05
4071389;1;2;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1136,43939198984;05
4071391;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1169,0638983786;05
4071391;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1169,0638983786;05
4071391;1;3;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1169,0638983786;05
4071394;1;5;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;1274,73429907233;05
4071395;1;1;1;80;1;1;4;5; ;2; ; ;4; ;3; ;2; ;1;06;05;1114,89500216791;05
4071395;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1114,89500216791;05
4071396;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;1048,63863523158;05
4071397;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;953,06326242654;05
4071399;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;920,410974459585;05
4071401;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1008,3910881494;05
4071401;1;4;1;80;1;1;1;3; ;2; ; ;9; ;2; ;1;300000;1;06;05;1008,3910881494;05
4071402;1;1;1;80;1;1;4;4; ;2; ; ;8; ;3; ;2; ;1;06;05;1025,96309747567;05
4071405;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;754,000705315499;05
4071405;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;05;754,000705315499;05
4071408;1;2;1;80;1;1;1;6; ;1; ;1;9; ;2; ;2; ;1;06;05;927,318049671713;05
4071408;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;927,318049671713;05
4071408;1;6;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ;1;06;05;927,318049671713;05
4071409;1;2;1;80;1;1;1;7; ;2; ; ;8; ;2; ;2; ;1;06;05;1109,7519273555;05
4071409;1;3;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;05;1109,7519273555;05
4071410;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;742,892807170469;05
4071410;1;5;1;80;1;1;2;2; ;2; ; ;2; ;2; ;2; ;1;06;05;742,892807170469;05
4071413;1;1;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;1;06;05;1025,96309747567;05
4071414;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1041,99516711878;05
4071417;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1097,9291417487;05
4071419;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1103,07221656111;05
4071420;1;3;1;80;1;1;2;1; ;1; ;1;2; ;2; ;2; ;1;06;05;1087,25574653115;05
4071426;1;4;1;80;1;2; ; ; ; ;1;1;2; ; ; ;2; ;1;06;05;876,559214228645;05
4071427;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;05;1025,96309747567;05
4071428;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;05;1020,82002266326;05
4071437;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ;1;06;05;674,769963829822;05
4071440;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;08;395,137587933268;08
4071440;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;08;395,137587933268;08
4071441;1;1;1;80;1;1;4;5; ;2; ; ;8; ;2; ;2; ;1;06;08;503,343091470866;08
4071441;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;06;08;503,343091470866;08
4071441;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;08;503,343091470866;08
4071442;1;1;1;80;1;1;4;7; ;2; ; ;8; ;2; ;2; ;1;06;08;469,457236113643;08
4071442;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;06;08;469,457236113643;08
4071444;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;08;626,286426795872;08
4071444;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;08;626,286426795872;08
4071445;1;2;1;80;1;1;3;7; ;2; ; ;9; ;2; ;2; ;1;06;08;547,463133740318;08
4071445;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;08;547,463133740318;08
4071445;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;06;08;547,463133740318;08
4071446;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;08;605,780543872394;08
4071446;1;5;1;80;1;1;4;9;EDAD;2; ; ;8; ;2; ;2; ;1;06;08;605,780543872394;08
4071449;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;06;08;431,823502895153;08
4071451;1;3;1;80;1;1;4;5; ;2; ; ;8; ;3; ;2; ;1;06;08;431,823502895153;08
4071452;1;1;1;80;1;1;4;5; ;2; ; ;8; ;3; ;2; ;1;06;08;496,159177763087;08
