DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,P7250,P7280,P744,P3074,P7260,P1806,P7430,P7440S1,P7440S2,P7450,P7330,P7350,P7360,P9460,P1519,P1883,P7422,P7422S1,P7440,CLASE,DSI,FFT,AREA,RAMA4D_D_R4,RAMA2D_D_R4,OFICIO1_C8,OFICIO2_C8,MES,PERIODO,DPTO,DSCY,FEX_C18,PER,REGIS
5019299,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,1274.75027,2022,70
5019299,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,1274.75027,2022,70
5019299,1,4,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,1274.75027,2022,70
5019302,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,1109.2516108,2022,70
5019303,1,2,1,,,,,,,1,42,0,3,LIMPIABA ESPACIOS Y HACIA COMIDA,3,1,2,2,,2,,,1,,1,76,9700,97,.,9111,1,20220103,76,,1158.432545,2022,70
5019304,1,1,1,20,1,,,36,1000000,1,3,0,8,LABORES DOMESTICAS,3,1,2,2,,2,,,1,1,,76,9700,97,9111,9111,1,20220103,76,2,1201.1985628,2022,70
5019305,1,2,1,3,3,,,16,280000,1,0,3,7,ASEADORA,3,1,2,2,,1,280000,,1,1,,76,9700,97,9111,9111,1,20220103,76,1,1038.4693469,2022,70
5019305,1,4,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,1038.4693469,2022,70
5019306,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,861.38770772,2022,70
5019307,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,1066.4855929,2022,70
5019308,1,1,1,8,3,,,48,1000000,1,24,0,9,ANOTAR LAS CARTAS DE JUEGO Y ATENDER LAS MAQUINAS DE JUEGO,1,5,2,2,,2,,,1,1,,76,9200,92,9111,4212,1,20220103,76,1,1391.9067456,2022,70
5019308,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,1391.9067456,2022,70
5019308,1,4,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,1391.9067456,2022,70
5019308,1,5,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,1391.9067456,2022,70
5019309,1,1,1,4,1,,,48,700000,1,3,3,9,ENTREGABA Y REPARTIA MERCANCIA PRIVADA EN VEHICULO,1,10,2,2,,2,,,1,1,,76,4923,49,9613,8323,1,20220103,76,1,979.57228424,2022,70
5019311,1,2,1,,,1,,48,1000000,1,0,3,8,LIMPIABA ESPACIOS Y HACIA COMIDA,4,1,2,1,2,2,,,1,,1,76,8121,81,.,9111,1,20220103,76,,504.642316,2022,70
5019311,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,504.642316,2022,70
5019311,1,4,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,504.642316,2022,70
5019315,1,2,1,,,,,,,1,360,0,3,SECRETARIA RECEPCIONISTA ATENCION AL PUBLICO CONTESTAR LLAMADAS TENER AL DIA LA AGENDA,1,4,2,2,,2,,,1,,1,76,4631,46,.,4120,1,20220103,76,,1031.7284336,2022,70
5019315,1,3,1,,,,,,,1,360,0,4,MODISTA ELABORABA Y  REALIZABA ARREGLOS DE PRENDAS DE VESTIR,4,1,2,2,,2,,,1,,1,76,1410,14,.,7531,1,20220103,76,,1031.7284336,2022,70
5019315,1,4,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,1031.7284336,2022,70
5019316,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,791.43643279,2022,70
5019318,1,1,1,,,1,,48,900000,1,3,2,9,VENDIA ROPA Y ZAPATOS DE SEGUNDA,4,1,2,2,,2,,,1,,1,76,4775,47,.,5221,1,20220103,76,,906.74913676,2022,70
5019321,1,5,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,1721.9356784,2022,70
5019321,1,7,1,,,,,,,1,20,0,7,ATENCION AL PUBLICO TENDERA,4,2,2,2,,2,,,1,,1,76,4711,47,.,5221,1,20220103,76,,1721.9356784,2022,70
5019323,1,1,1,,,2,5,,2000000,1,144,0,5,CONDUCTOR DE TRACTOMULA,1,9,2,3,,2,,,1,,1,76,4923,49,.,8332,1,20220103,76,,983.99567095,2022,70
5019323,1,2,1,,,2,1,,1000000,1,300,0,3,VENDEDORA DE MOSTRADOR,1,4,2,2,,2,,,1,,1,76,4772,47,.,5223,1,20220103,76,,983.99567095,2022,70
5019325,1,1,1,32,4,,,48,1000000,1,8,0,7,ADMINISTRADOR DE PARQUEADERO,5,2,2,2,,2,,,1,1,,76,5221,52,1324,1324,1,20220103,76,2,904.49878033,2022,70
5019325,1,2,1,1,1,,,48,1000000,1,1,2,8,ASEADORA,4,1,2,2,,2,,,1,1,,76,8121,81,9111,9111,1,20220103,76,1,904.49878033,2022,70
5019327,1,1,1,,,,,,,1,108,0,5,VENDEDOR PUERTA A PUERTA,1,10,2,3,,2,,,1,,1,76,1011,10,.,5243,1,20220103,76,,1079.6003105,2022,70
5019327,1,2,1,,,1,,16,640000,1,300,0,3,PELUQUERA,4,2,2,2,,2,,,1,,1,76,9602,96,.,5141,1,20220103,76,,1079.6003105,2022,70
5019327,1,3,1,,,1,,48,1000000,1,0,4,8,VENDEDOR DE MOSTRADOR,1,10,2,2,,1,800000,,1,,1,76,1410,14,.,5223,1,20220103,76,,1079.6003105,2022,70
5019329,1,1,1,,,1,,25,500000,1,21,0,7,ARMAR Y COLOCAR ETIQUETAS ESCOBAS TRAPEROS,1,4,2,2,,2,,,1,,1,76,3290,32,.,9321,1,20220103,76,,1222.145908,2022,70
5019329,1,2,1,24,1,,,48,1000000,1,16,0,8,ENTREGAR PUBLICIDAD PUERTA A PUERTA,1,3,2,2,,2,,,1,1,,76,4773,47,4321,9510,1,20220103,76,2,1222.145908,2022,70
5019329,1,4,1,,,,,,,1,540,0,4,LAVAR Y PLANCHAR ROPA,4,1,2,2,,2,,,1,,1,76,9601,96,.,9121,1,20220103,76,,1222.145908,2022,70
5019331,1,2,1,,,,,,,1,132,5,4,LAVAR COCINAR LIMPIAR PLANCHAR,3,2,2,2,,2,,,1,,1,76,9700,97,.,9111,1,20220103,76,,917.25241834,2022,70
5019332,1,2,1,3,1,,,48,900000,2,,,,.,,,,2,,2,,,1,1,,76,,,5223,,1,20220103,76,1,1033.3971009,2022,70
5019333,1,1,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,983.99567095,2022,70
5019333,1,2,1,,,2,5,,800000,1,24,0,9,INSTALACIONES DE CABLEADO DE ENERGIA Y ASEOSRIOS DE ENERGIA EN VIVIENDAS,4,1,2,2,,2,,,1,,1,76,4321,43,.,7411,1,20220103,76,,983.99567095,2022,70
5019333,1,3,1,,,1,,48,1000000,1,1,0,8,CUIDANDO CARROS EN UN PARQUEADERO,4,4,2,2,,2,,,1,,1,76,5221,52,.,5414,1,20220103,76,,983.99567095,2022,70
5019334,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,887.2438834,2022,70
5019334,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,887.2438834,2022,70
5019335,1,1,1,,,,,,,1,84,0,4,AUXILIAR EN INSTALACIONES DE REDES DE TELECOMUNICACIONES,1,10,2,1,2,2,,,1,,1,76,6110,61,.,7422,1,20220103,76,,1408.5763402,2022,70
5019336,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,774.3219346,2022,70
5019337,1,2,1,,,,,,,1,180,0,7,MODISTA,4,1,2,2,,2,,,1,,1,76,1410,14,.,7531,1,20220103,76,,979.79346247,2022,70
5019339,1,1,1,12,1,,,48,950000,1,60,5,3,ORGANZAR CUARTOS TOMAR PEDIDOS (CAMERA),1,5,2,2,,2,,,1,1,,76,5511,55,9112,9112,1,20220103,76,1,1072.1838465,2022,70
5019341,1,1,1,,,1,,48,1000000,1,12,5,8,DIGITADORA,1,7,2,2,,2,,,1,,1,76,6202,62,.,4132,1,20220103,76,,701.87853868,2022,70
5019341,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,701.87853868,2022,70
5019341,1,4,1,,,,,,,1,480,5,8,MINERO,4,2,2,2,,2,,,1,,1,76,0722,07,.,8111,1,20220103,76,,701.87853868,2022,70
5019343,1,1,1,,,,,,,1,360,5,4,MAESTRO DE CONSTRUCCION,4,2,2,2,,2,,,1,,1,76,4111,41,.,7111,1,20220103,76,,1016.9472862,2022,70
5019343,1,2,1,,,2,4,,1000000,1,36,5,8,LIMPIEZA DE HABITACIONES,1,10,2,2,,1,80000,,1,,1,76,9700,97,.,9111,1,20220103,76,,1016.9472862,2022,70
5019344,1,1,1,,,,,,,1,72,0,4,ADEADOR,1,7,2,3,,2,,,1,,1,76,6820,68,.,9112,1,20220103,76,,875.46968251,2022,70
5019344,1,2,1,16,1,,,48,1000000,1,5,0,8,ATENDIA PUBLICO EN MOSTRADOR,1,2,2,2,,2,,,1,1,,76,4631,46,5230,5223,1,20220103,76,2,875.46968251,2022,70
5019344,1,4,1,6,1,,,48,1000000,2,,,,.,,,,2,,2,,,1,1,,76,,,5223,,1,20220103,76,1,875.46968251,2022,70
5019351,1,1,1,5,3,,,48,800000,1,1,5,4,LABORES DOMESTICAS,3,1,2,2,,2,,,1,1,,76,9700,97,9111,9111,1,20220103,76,1,880.78322589,2022,70
5019352,1,1,1,3,4,,,48,900000,1,60,2,1,RECAUDABA DINERO EN UN PUESTO DE SALUD,2,10,2,2,,2,,,1,1,,76,8610,86,9111,5230,1,20220103,76,1,2613.2053977,2022,70
5019352,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,2613.2053977,2022,70
5019352,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,2613.2053977,2022,70
5019352,1,5,1,,,,,,,1,3,1,6,ATENDIA MESAS EN UN RESTAURANTE,1,2,2,2,,2,,,1,,1,76,5611,56,.,5131,1,20220103,76,,2613.2053977,2022,70
5019353,1,1,1,2,4,,,50,1000000,1,0,2,8,PINTAR E INSTALAR MODULOS DE MADERA,4,2,2,2,,1,1000000,,1,1,,76,4330,43,7131,7131,1,20220103,76,1,1158.228022,2022,70
5019353,1,2,1,,,2,4,,1000000,1,24,5,3,VENDEDORA AMBULANTE,4,2,2,2,,2,,,1,,1,76,4782,47,.,9520,1,20220103,76,,1158.228022,2022,70
5019354,1,2,1,,,,,,,1,248,0,4,MODISTA INDEPENDIENTE CONFECCIONABA VESTIDOS Y BLUSAS PARA DAMA SOBRE MEDIDA,4,1,2,2,,2,,,1,,1,76,1410,14,.,7531,1,20220103,76,,1224.7418281,2022,70
5019356,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,1167.5447715,2022,70
5019356,1,4,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,1167.5447715,2022,70
5019358,1,2,1,,,,,,,1,72,0,3,CAJERA RECEPCIONAR ENTREGAR Y CUSTODIAR DINERO EN EFECTIVO CHEQUES GIROS Y DEMAS DOCUMENTOS DE VALOR,1,10,2,2,,2,,,1,,1,76,4711,47,.,5230,1,20220103,76,,958.22339407,2022,70
5019358,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,958.22339407,2022,70
5019359,1,2,1,,,,,,,1,400,2,5,CONFECCIONABA PRENDAS DE VESTIR,1,6,2,3,,2,,,1,,1,76,1410,14,.,7531,1,20220103,76,,1146.5655229,2022,70
5019360,1,4,1,,,,,,,1,60,0,4,ELABORABA PRENDAS DE VESTIR,1,4,2,2,,2,,,1,,1,76,1410,14,.,8153,1,20220103,76,,1464.1817243,2022,70
5019363,1,1,1,24,4,,,48,1000000,1,7,0,7,METALISTERIA FABRICACION PUERTAS Y VENTAS SOLDADURA CORTES Y DOBLE DE LAMINA METALICAS,4,2,2,1,2,2,,,1,1,,76,2511,25,7221,7221,1,20220103,76,2,1064.6926601,2022,70
5019363,1,2,1,,,,,,,1,24,0,8,IMPULSADORA SUPERMERCADOS DE CADENA,1,10,2,2,,2,,,1,,1,76,4711,47,.,5242,1,20220103,76,,1064.6926601,2022,70
5019363,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,1064.6926601,2022,70
5019364,1,2,1,,,,,,,1,36,1,3,MESERA EN UN RESTAURANTE,1,3,2,2,,2,,,1,,1,76,5611,56,.,5131,1,20220103,76,,861.7577949,2022,70
5019366,1,2,1,,,1,,54,1000000,1,52,0,4,CAJERA REGISTRADORA,1,3,2,2,,2,,,1,,1,76,4771,47,.,5230,1,20220103,76,,1074.6830571,2022,70
5019372,1,4,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,854.88191709,2022,70
5019374,1,2,1,8,1,,,60,1000000,1,2,0,1,VENDEDORA EN ALMACEN,1,2,2,2,,2,,,1,1,,76,4771,47,5223,5223,1,20220103,76,1,599.2157943,2022,70
5019377,1,2,1,,,,,,,1,13,0,6,REGISTRABA PRODUCTOS CAJERA,1,4,2,2,,2,,,1,,1,76,4631,46,.,5230,1,20220103,76,,1159.0345756,2022,70
5019377,1,3,1,,,1,,48,1000000,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,1159.0345756,2022,70
5019378,1,1,1,,,,,,,1,156,0,7,PRODUCTOR AGRICULTOR ADMINISTRAR FINCA VERIFICAR LA RECOLECCION Y COSECHA COMPRAR INSUMOS FERTILIZANTES,5,2,2,2,,2,,,1,,1,76,0113,01,.,1311,1,20220103,76,,1031.9089706,2022,70
5019378,1,2,1,,,,,,,1,300,0,3,ABOGADA BRINDAR ASESORIA JURIDICA LLEVAR PROCESOS JUDICIALES,4,1,2,2,,1,900000,,1,,1,76,6910,69,.,2611,1,20220103,76,,1031.9089706,2022,70
5019379,1,2,1,,,1,,48,1000000,1,24,0,7,PROCESAR PEDIDOS Y SERVIRLOS EN LA MESA,1,4,2,2,,2,,,1,,1,76,5621,56,.,5120,1,20220103,76,,1611.9751587,2022,70
5019379,1,4,1,24,1,,,30,800000,1,8,0,4,MANTENER EN BUEN ESTADO EL AREA DE TRABAJO LOS EQUIPOS Y UTENSILIOS (CAMARERA),1,5,2,2,,2,,,1,1,,76,5530,55,9112,9112,1,20220103,76,2,1611.9751587,2022,70
5019379,1,7,1,4,1,,,48,1000000,1,1,0,8,VENDEDOR DE PUNTO FIJO EN ALMACEN DE ROPA,1,6,2,2,,2,,,1,1,,76,4771,47,7534,5223,1,20220103,76,1,1611.9751587,2022,70
5019382,1,1,1,,,,,,,1,108,0,7,TRAMITADOR DE DILIGENCIAS DE TRANSITO,4,1,2,3,,2,,,1,,1,76,5229,52,.,4414,1,20220103,76,,932.92576975,2022,70
5019382,1,2,1,,,,,,,1,432,0,3,ASEADORA,1,9,2,2,,2,,,1,,1,76,5511,55,.,9112,1,20220103,76,,932.92576975,2022,70
5019386,1,1,1,,,,,,,1,36,0,4,CONDUCIR CAMION TRANSPORTANDO MUEBLES,1,4,2,2,,2,,,1,,1,76,3110,31,.,8332,1,20220103,76,,583.74384642,2022,70
5019386,1,2,1,,,,,,,1,120,0,3,ARREGLO Y ASEO EN CASAS DE FAMILIA BARRER TRAPEAR LIMPIAR,3,1,2,2,,2,,,1,,1,76,9700,97,.,9111,1,20220103,76,,583.74384642,2022,70
5019387,1,1,1,,,,,,,1,134,0,3,EMPLEADA DOMESTICA PREPARAR ALIMENTOS BARRER TRAPEAR LIMPIAR LAVAR,3,1,2,2,,2,,,1,,1,76,9700,97,.,9111,1,20220103,76,,542.56184986,2022,70
5019389,1,1,1,,,,,,,1,240,0,3,REALIZABA ASEO BARRIA TRAPEABA  LIMPIABA,4,1,2,2,,2,,,1,,1,76,8121,81,.,9111,1,20220103,76,,569.52993734,2022,70
5019391,1,4,1,,,,,,,1,384,0,3,ATIENDIA PUBLICO EN MOSTRADOR,4,1,2,2,,2,,,1,,1,76,4711,47,.,5223,1,20220103,76,,1003.6534195,2022,70
5019392,1,2,1,,,1,,48,1000000,1,60,0,3,DOBLAR PERFORAR SELLAR HACER PLANTILLA COCER ZAPATOS,1,9,2,2,,2,,,1,,1,76,1521,15,.,8156,1,20220103,76,,1130.6234754,2022,70
5019395,1,1,1,,,,,,,1,180,0,4,VENTAS POR CATALOGO DE PRODUCTOS DE ASEO PERSONAL COSMITIQUERIA PERFUMERIA,4,1,2,2,,2,,,1,,1,76,4773,47,.,3322,1,20220103,76,,1146.5655229,2022,70
5019397,1,2,1,,,,,,,1,360,0,3,PREPARAR ALIMENTOS EN RESTAURANTE,1,4,2,2,,2,,,1,,1,76,5611,56,.,5120,1,20220103,76,,1229.9945887,2022,70
5019398,1,1,1,,,,,,,1,204,0,8,PINTAR FURGONES DE LA EMPRESA,1,10,2,2,,2,,,1,,1,76,1104,11,.,7132,1,20220103,76,,459.24349446,2022,70
5019398,1,4,1,998,1,,,48,1200000,1,18,0,7,REALIZABA ARREGLO Y LIMPIEZA DE UÑAS,4,1,2,2,,2,,,1,1,,76,9602,96,5221,5142,1,20220103,76,,459.24349446,2022,70
5019398,1,5,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,459.24349446,2022,70
5019400,1,2,1,4,1,,,48,1000000,1,1,4,8,VENDEDOR EN PUNTO FIJO DE PRENDAS DE VESTIR AL POR MENOR,1,4,2,2,,2,,,1,1,,76,4771,47,9313,5223,1,20220103,76,1,1385.7867604,2022,70
5019403,1,1,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,509.58467685,2022,70
5019403,1,2,1,,,,,,,1,128,0,4,TELEFONISTA RECIBIR LLAMADAS ATENDER PEDIDOS,1,5,2,3,,2,,,1,,1,76,5611,56,.,4223,1,20220103,76,,509.58467685,2022,70
5019404,1,1,1,,,,,,,1,340,0,4,REALIZAR LIMPIEZA DE HABITACIONES PREPARAR ALIMENTOS,1,5,2,2,,2,,,1,,1,76,5511,55,.,9112,1,20220103,76,,604.8107793,2022,70
5019404,1,2,1,,,,,,,1,20,0,3,CUIDABA ADULTOS MAYORES SUMINISTRABA MEDICAMENTOS BAÑABA DAR DE COMER,4,1,2,2,,2,,,1,,1,76,8710,87,.,5311,1,20220103,76,,604.8107793,2022,70
5019405,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,682.88586924,2022,70
5019405,1,4,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,682.88586924,2022,70
5019406,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,736.29630036,2022,70
5019408,1,1,1,,,,,,,1,324,0,5,LAVANDERIA LAVADO DE ROPA,1,10,2,3,,2,,,1,,1,76,8610,86,.,8157,1,20220103,76,,1088.6594027,2022,70
5019408,1,2,1,,,,,,,1,168,0,5,EMPACADORA DE ALIÑOS,1,6,2,3,,2,,,1,,1,76,1089,10,.,8160,1,20220103,76,,1088.6594027,2022,70
5019409,1,3,1,4,1,,,48,1000000,1,1,4,8,POLICIA BACHILLER,2,10,2,2,,2,,,1,1,,76,8423,84,5414,5412,1,20220103,76,1,1079.6003105,2022,70
5019410,1,1,1,24,1,,,48,1000000,1,30,0,7,IMPULSADORA DE MARCA OFRECER PRODUCTOS AL CLIENTE,1,10,2,2,,2,,,1,1,,76,4711,47,5242,5242,1,20220103,76,2,714.95556917,2022,70
5019410,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,714.95556917,2022,70
5019412,1,1,1,24,1,,,48,1800000,1,60,1,7,COORDINADORA DE TIENDAS,1,7,2,2,,2,,,1,1,,76,4771,47,2431,5222,1,20220103,76,2,555.1065476,2022,70
5019412,1,4,1,,,,,,,2,,,,.,,,,3,,2,,,1,,1,76,,,,,1,20220103,76,,555.1065476,2022,70
5019414,1,1,1,,,,,,,1,200,1,3,CONDUCIA UN BUS DE TRANSPORTE PUBLICO,1,10,2,2,,2,,,1,,1,76,4921,49,.,8331,1,20220103,76,,870.47917129,2022,70
5019415,1,1,1,4,1,,,48,900000,1,12,1,1,FABRICABA PAN Y PASTEL,1,4,2,2,,2,,,1,1,,76,1081,10,7512,7512,1,20220103,76,1,951.27202738,2022,70
5019415,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,951.27202738,2022,70
5019417,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,933.80893469,2022,70
5019418,1,1,1,,,,,,,1,180,0,5,ELABORABA PRENDAS DE VESTIR,1,9,2,3,,2,,,1,,1,76,1410,14,.,8153,1,20220103,76,,1041.8861557,2022,70
5019419,1,2,1,24,4,,,48,700000,1,18,0,1,ASEO LIMPIEZA DE VIVIENDAS,4,1,2,2,,2,,,1,1,,76,8121,81,9111,9111,1,20220103,76,2,1476.470444,2022,70
5019420,1,2,1,,,,,,,1,4,0,8,CUIDADO DE ADULTO MAYOR,3,1,2,2,,2,,,1,,1,76,9700,97,.,9111,1,20220103,76,,718.13149575,2022,70
5019421,1,2,1,,,2,5,,700000,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,1689.282863,2022,70
5019423,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,76,,,,,1,20220103,76,,775.38345736,2022,70
5019426,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220103,81,,308.3807195,2022,70
5019427,1,1,1,60,1,,,48,2500000,1,16,1,1,TESORERA,1,10,2,2,,2,,,1,1,,,4923,49,4110,2411,1,20220103,81,2,170.08171478,2022,70
5019428,1,2,1,,,,,,,1,1,5,9,ASESORA DE PROYECROS,4,5,2,2,,2,,,1,,1,,7490,74,.,1120,1,20220103,81,,369.94223005,2022,70
5019428,1,4,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220103,81,,369.94223005,2022,70
5019432,1,1,1,998,1,,,48,1500000,1,24,0,8,SERVICIOS DE REVISION Y CONTROL DE GANADO BOVINO,2,10,2,2,,2,,,1,1,,,8414,84,3240,3240,1,20220103,81,,217.43344045,2022,70
5019432,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220103,81,,217.43344045,2022,70
5019434,1,1,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220103,81,,247.06700902,2022,70
5019434,1,2,1,,,1,,48,700000,1,36,1,8,MAESTRO DE CONSTRUCCION,4,2,2,2,,2,,,1,,1,,4111,41,.,7111,1,20220103,81,,247.06700902,2022,70
5019434,1,3,1,998,3,,,40,500000,1,3,1,8,SERVICIO DOMESTICO,4,1,2,2,,2,,,1,1,,,9700,97,9111,9111,1,20220103,81,,247.06700902,2022,70
5019434,1,4,1,20,1,,,48,700000,1,6,1,8,AYUDANTE DE CONSTRUCCION,4,2,2,2,,2,,,1,1,,,4111,41,7112,7112,1,20220103,81,2,247.06700902,2022,70
5019436,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220103,81,,115.99480598,2022,70
5019436,1,3,1,5,4,,,48,750000,1,1,5,8,AUXILIAR DE COCINA,4,3,2,2,,2,,,1,1,,,5611,56,9412,9412,1,20220103,81,1,115.99480598,2022,70
5019437,1,2,1,,,1,,40,600000,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220103,81,,320.15920066,2022,70
5019437,1,5,1,,,,,,,1,60,1,4,SOLDADOR,1,2,2,2,,2,,,1,,1,,2511,25,.,7212,1,20220103,81,,320.15920066,2022,70
5019442,1,1,1,12,1,,,48,800000,1,5,1,8,AYUDANTE DE CONSTRUCCION,4,2,2,2,,2,,,1,1,,,4111,41,8324,7112,1,20220103,81,1,97.111049797,2022,70
5019442,1,2,1,,,2,4,,700000,1,5,1,4,PREPARABA HAMBURGUESAS Y PICADAS,1,2,2,2,,2,,,1,,1,,5611,56,.,9411,1,20220103,81,,97.111049797,2022,70
5019442,1,3,1,,,1,,48,900000,1,2,1,8,NIÑERA,4,1,2,2,,2,,,1,,1,,8891,88,.,5311,1,20220103,81,,97.111049797,2022,70
5019444,1,1,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220103,81,,199.50009079,2022,70
5019444,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220103,81,,199.50009079,2022,70
5019445,1,1,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220103,81,,115.03368425,2022,70
5019446,1,1,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220103,81,,71.381419065,2022,70
5019447,1,1,1,998,2,,,48,2500000,2,,,,.,,,,2,,2,,,1,1,,,,,2330,,1,20220103,81,,71.381419065,2022,70
5019448,1,1,1,4,1,,,40,1500000,2,,,,.,,,,2,,1,99,,1,1,,,,,7212,,1,20220103,81,1,71.381419065,2022,70
5019448,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220103,81,,71.381419065,2022,70
5019451,1,2,1,8,1,,,48,1500000,1,2,0,8,CONDUCTOR TRACTOCAMION,1,4,2,2,,2,,,1,1,,,4923,49,8332,8332,1,20220103,85,1,365.88494579,2022,70
5019452,1,2,1,24,3,,,50,700000,1,8,0,4,SERVICIO DOMESTICO,3,2,2,2,,2,,,1,1,,,9700,97,9111,9111,1,20220103,85,2,327.57976034,2022,70
5019452,2,2,2,40,1,,,50,900000,1,12,0,1,VENDER FRUTAS AMBULANTE,1,2,2,2,,2,,,1,1,,,4781,47,5223,5212,1,20220103,85,2,327.57976034,2022,70
5019453,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220103,85,,321.07988758,2022,70
5019463,1,2,1,,,,,,,1,24,0,3,SUPERVISION DE SEGURIDAD INDUSTRIAL,1,8,2,2,,2,,,1,,1,,4210,42,.,2142,1,20220103,85,,365.88494579,2022,70
5019465,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220103,85,,252.18744352,2022,70
5019468,1,1,1,10,4,,,50,98,1,2,5,8,EMPLEADA DOMESTICA COCINAR BARRER TRAPEAR PLANCHAR,4,1,2,2,,2,,,1,1,,,9700,97,9111,9111,1,20220103,86,1,85.613145456,2022,70
5019468,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220103,86,,85.613145456,2022,70
5019469,1,1,1,11,4,,,40,98,1,3,5,8,OFICIOS VARIOS ASEO LIMPIEZA EMPLEADA DOMESTICA,4,1,2,2,,2,,,1,1,,,9700,97,9111,9111,1,20220103,86,1,161.17162977,2022,70
5019470,1,2,1,,,,,,,1,10,5,8,EMPLEADA DOMESTICA,4,1,2,2,,2,,,1,,1,,9700,97,.,9111,1,20220103,86,,128.94235603,2022,70
