DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,P7250,P7280,P744,P3074,P7260,P1806,P7430,P7440S1,P7440S2,P7450,P7330,P7350,P7360,P9460,P1519,P1883,P7422,P7422S1,P7440,CLASE,DSI,FFT,AREA,RAMA4D_D_R4,RAMA2D_D_R4,OFICIO1_C8,OFICIO2_C8,MES,PERIODO,DPTO,DSCY,FEX_C18,PER,REGIS
5000000,1,2,1,24,1,,,48,1000000,1,8,0,6,DOMESTICA POR DIAS,4,1,2,2,,2,,,1,1,,,8121,81,5120,9111,1,20220104,08,2,1432.4633227,2022,70
5000000,1,6,1,,,,,,,1,48,0,4,COSTURERA,4,1,2,2,,2,,,1,,1,,1410,14,.,7531,1,20220104,08,,1432.4633227,2022,70
5000004,1,1,1,3,1,,,48,1000000,1,24,0,9,MESERA,1,4,2,2,,2,,,1,1,,,5611,56,5221,5131,1,20220104,08,1,1920.0804079,2022,70
5000005,1,2,1,,,1,,25,1000000,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,08,,931.05697511,2022,70
5000005,1,3,1,,,,,,,1,36,0,4,MENSAJERO,1,7,2,2,,2,,,1,,1,,5320,53,.,9621,1,20220104,08,,931.05697511,2022,70
5000006,1,2,1,,,,,,,1,24,0,8,AUXILIAR DE COCINA,1,10,2,2,,2,,,1,,1,,8891,88,.,9412,1,20220104,08,,1414.4304632,2022,70
5000008,1,2,1,,,1,,24,200000,1,120,0,4,LAVAR Y PLANCHAR POR DIAS,4,1,2,2,,2,,,1,,1,,9601,96,.,9121,1,20220104,08,,1565.2171245,2022,70
5000010,1,4,1,,,2,5,,500000,1,48,0,4,SECRETARIA,1,10,2,2,,2,,,1,,1,,0610,06,.,4120,1,20220104,08,,1160.5460626,2022,70
5000011,1,1,1,,,1,,25,1000000,1,9,2,9,NIÑERA,3,1,2,2,,2,,,1,,1,,9700,97,.,5311,1,20220104,08,,1175.6128245,2022,70
5000011,1,4,1,,,1,,48,1000000,1,3,0,4,AUXILIAR DE COCINA,1,3,2,2,,2,,,1,,1,,5611,56,.,9412,1,20220104,08,,1175.6128245,2022,70
5000011,1,5,1,48,1,,,48,1000000,1,2,0,8,EMPLEADA DOMESTICA,3,1,2,2,,2,,,1,1,,,9700,97,9112,9111,1,20220104,08,2,1175.6128245,2022,70
5000012,1,3,1,,,,,,,1,10,0,4,VENDEDORA DE CHANCE,1,10,2,2,,2,,,1,,1,,9200,92,.,5223,1,20220104,08,,1722.5372692,2022,70
5000014,1,2,1,,,,,,,1,5,1,7,FORRA PASTA PARA LA ENCUADERNACION,6,2,2,2,,2,,,1,,1,,1812,18,.,7323,1,20220104,08,,1157.3282327,2022,70
5000015,1,3,1,,,1,,24,300000,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,08,,1243.9828296,2022,70
5000016,1,2,1,24,1,,,48,1000000,1,2,0,6,COCINERA,4,1,2,2,,2,,,1,1,,,5611,56,9112,5120,1,20220104,08,2,681.55251517,2022,70
5000016,1,3,1,,,1,,48,1000000,1,20,0,9,AUXILIAR DE PREESCOLAR,1,6,2,2,,2,,,1,,1,,8513,85,.,5312,1,20220104,08,,681.55251517,2022,70
5000016,1,4,1,10,1,,,48,1000000,1,2,0,8,AYUDANTE DE ALBAÑILERIA,4,1,2,2,,2,,,1,1,,,4111,41,9313,9313,1,20220104,08,1,681.55251517,2022,70
5000016,1,6,1,6,1,,,48,1000000,1,1,2,8,OPERARIO DE PRODUCCION DE PIEZAS METALICA,4,5,2,2,,2,,,1,1,,,2599,25,8122,8122,1,20220104,08,1,681.55251517,2022,70
5000016,1,7,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,08,,681.55251517,2022,70
5000016,1,10,1,4,1,,,48,1000000,1,72,0,8,SECRETARIA,1,10,2,2,,2,,,1,1,,,8621,86,5221,4120,1,20220104,08,1,681.55251517,2022,70
5000017,1,2,1,,,1,,24,1200000,1,240,0,3,VENDEDORA DE MOSTRADOR EN PANADERIA,1,3,2,2,,2,,,1,,1,,1081,10,.,5246,1,20220104,08,,1285.0577719,2022,70
5000017,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,.,,.,.,1,20220104,08,,1285.0577719,2022,70
5000018,1,1,1,,,,,,,1,456,0,3,LAVAR COCINAR HACER ASEO EN OTRO HOGAR,3,1,2,2,,2,,,2,,1,,9700,97,.,9111,1,20220104,13,,1492.7374347,2022,70
5000018,1,3,1,,,1,,48,900000,1,1,2,8,AUXILIAR DE CONSTRUCCION,1,2,2,2,,1,300000,,2,,1,,4111,41,.,9313,1,20220104,13,,1492.7374347,2022,70
5000019,1,1,1,,,2,5,,1000000,1,408,3,1,OPERADORA DE AUDIO,1,9,2,2,,2,,,2,,1,,6010,60,.,2656,1,20220104,13,,1046.1439273,2022,70
5000019,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,13,,1046.1439273,2022,70
5000020,1,1,1,32,1,,,10,1014980,1,8,0,9,ELABORACION Y PREPARACION DE ALIMENTOS EN UNA GUARDERIA,1,2,2,2,,2,,,2,1,,,8891,88,9111,5120,1,20220104,13,2,1933.1680481,2022,70
5000020,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,13,,1933.1680481,2022,70
5000020,1,4,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,13,,1933.1680481,2022,70
5000025,1,1,1,,,,,,,1,4,0,8,SUPERVISION VIGILANCIA DE LA SEGURIDAD Y SALUD EN EL TRABAJO,1,5,2,2,,2,,,2,,1,,8530,85,.,3257,1,20220104,13,,1454.981569,2022,70
5000027,1,1,1,,,,,,,1,84,0,3,EMPLEADA DOMESTICA ( ASEO COCINA LAVADO DE ROPA) EN UN SOLO HOGAR,3,1,2,2,,2,,,2,,1,,9700,97,.,9111,1,20220104,13,,1718.3366064,2022,70
5000027,1,2,1,36,1,,,48,1014980,1,13,0,9,AUXILIAR DE FRUVER ( ATENDER CLIENTES HACER Y RECIBIR PEDIDOS),1,10,2,2,,2,,,2,1,,,4711,47,5221,5223,1,20220104,13,2,1718.3366064,2022,70
5000030,1,1,1,3,3,,,48,600000,1,1,0,4,LAVAR COCINAR HACER LIMPIEZA EN OTRO HOGAR,3,1,2,2,,2,,,1,1,,,9700,97,9111,9111,1,20220104,13,1,2753.0679557,2022,70
5000030,1,2,1,2,1,,,48,500000,1,1,2,8,LIMPIEZA DE MALEZA CON GUADAÑA,1,1,2,2,,2,,,1,1,,,9329,93,9211,9211,1,20220104,13,1,2753.0679557,2022,70
5000031,1,4,1,60,3,,,48,700000,1,3,2,6,CUIDABA NIÑOS,3,1,2,2,,2,,,1,1,,,9700,97,5311,5311,1,20220104,13,2,2767.6500084,2022,70
5000033,1,1,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,13,,2398.313804,2022,70
5000033,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,13,,2398.313804,2022,70
5000033,1,4,1,,,2,5,,400000,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,13,,2398.313804,2022,70
5000033,1,7,1,,,1,,24,500000,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,13,,2398.313804,2022,70
5000034,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,13,,2149.7183258,2022,70
5000035,1,1,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,13,,2594.2768636,2022,70
5000036,1,1,1,,,,,,,1,108,0,3,EMPLEADA DOMESTICA UN SOLO HOGAR ( ASEO COCINA LAVADO DE ROPA),3,1,2,2,,2,,,1,,1,,9700,97,.,9111,1,20220104,13,,1879.0745094,2022,70
5000036,1,4,1,,,,,,,1,48,0,9,SUPERVISORA SISBEN ( CAPACITABA A LOS ENCUESTADORES ASIGNABA LAS CARGAS LABORALES),2,10,2,2,,2,,,1,,1,,8412,84,.,1212,1,20220104,13,,1879.0745094,2022,70
5000037,1,1,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,13,,3404.4565052,2022,70
5000038,1,1,1,,,2,5,,300000,1,0,1,8,LAVAR ROPA,4,1,2,2,,2,,,1,,1,,9700,97,.,9121,1,20220104,13,,2363.2465009,2022,70
5000039,1,2,1,,,1,,48,400000,1,113,0,4,COCINAR LAVAR ROPA HACER ASEO EN OTRO HOGAR,3,1,2,2,,2,,,1,,1,,9700,97,.,9111,1,20220104,13,,2502.039617,2022,70
5000040,1,1,1,,,1,,48,600000,1,3,2,8,DEMONTAR MALEZA CON MACHETE,4,1,2,2,,2,,,1,,1,,0161,01,.,9211,1,20220104,13,,1861.1295139,2022,70
5000040,1,2,1,,,1,,24,400000,1,0,2,7,VENDIA COROZO DE FORMA AMBULANTE,4,1,2,2,,2,,,1,,1,,4781,47,.,5212,1,20220104,13,,1861.1295139,2022,70
5000040,1,3,1,16,3,,,48,1000000,1,1,0,7,VENDIA JUGOS NATURALES,4,1,2,2,,1,100000,,1,1,,,5619,56,9111,5246,1,20220104,13,2,1861.1295139,2022,70
5000043,1,1,1,2,3,,,48,600000,1,2,0,9,ENTREGABA LAS MERIENDAS A LOS NIÑOS A LA ESCUELA,1,2,2,2,,2,,,1,1,,,5629,56,9111,5246,1,20220104,13,1,3087.2915736,2022,70
5000044,1,1,1,,,,,,,1,456,0,3,EMPLEADA DOMESTICA EN UNA SOLO HOGAR( ASEO COCINA LAVADO DE ROPA),3,1,2,2,,2,,,1,,1,,9700,97,.,9111,1,20220104,13,,2076.9218745,2022,70
5000045,1,2,1,24,1,,,48,800000,1,48,0,3,OFICIOS VARIOS ( DESMONTE CERCADO DE FINCA),4,1,2,2,,2,,,1,1,,,0161,01,9211,9211,1,20220104,13,2,2194.015156,2022,70
5000046,1,1,1,96,1,,,48,1200000,1,24,0,3,ATENCION Y CUIDADO DE ADULTO MAYOR Y LABORES DE LA CASA ( ASEO COCINA LAVADO DE ROPA),3,1,2,2,,2,,,1,1,,,9700,97,5321,9111,1,20220104,13,2,2618.4791906,2022,70
5000049,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,13,,1113.3371378,2022,70
5000049,1,6,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,13,,1113.3371378,2022,70
5000050,1,1,1,998,3,,,48,1000000,1,3,5,8,COCINAR LAVAR ROPA LIMPIAR,4,1,2,2,,2,,,1,1,,,8121,81,9111,9111,1,20220104,13,,1186.2801353,2022,70
5000050,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,13,,1186.2801353,2022,70
5000050,1,6,1,,,,,,,1,18,5,7,VENTA DE PRODUCTOS LACTEOS,4,1,2,2,,2,,,1,,1,,4722,47,.,5221,1,20220104,13,,1186.2801353,2022,70
5000051,1,2,1,,,,,,,1,48,5,6,COCINERA,1,7,2,2,,2,,,1,,1,,8530,85,.,5120,1,20220104,13,,1655.9613755,2022,70
5000051,2,1,2,,,,,,,1,120,5,5,CELADOR DE COLEGIO,1,8,2,3,,2,,,1,,1,,8530,85,.,5414,1,20220104,13,,1655.9613755,2022,70
5000052,1,1,1,,,,,,,1,240,0,3,EMPLEADA DOMESTICA,3,1,2,2,,2,,,1,,1,,9700,97,.,9111,1,20220104,13,,1370.7455981,2022,70
5000052,1,4,1,,,2,5,,1000000,1,60,0,8,SECRETARIA,4,9,2,2,,2,,,1,,1,,8412,84,.,4120,1,20220104,13,,1370.7455981,2022,70
5000053,1,1,1,,,,,,,1,120,5,3,EMPLEADA DOMESTICA,3,3,2,2,,2,,,1,,1,,9700,97,.,9111,1,20220104,13,,1315.532974,2022,70
5000055,2,1,2,8,3,,,24,300000,2,,,,.,,,,2,,2,,,1,1,,,,,9111,,1,20220104,13,1,1234.108856,2022,70
5000055,2,3,2,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,13,,1234.108856,2022,70
5000055,4,2,4,,,,,,,1,28,0,9,VENDEDOR DE TINTOS,4,1,2,2,,2,,,1,,1,,4781,47,.,5212,1,20220104,13,,1234.108856,2022,70
5000056,1,1,1,,,,,,,1,360,5,3,MODISTA,1,2,2,2,,2,,,1,,1,,1410,14,.,7531,1,20220104,13,,901.60753964,2022,70
5000056,1,2,1,,,,,,,1,84,5,5,INSPECTOR DE OBRA CIVIL,2,8,2,3,,2,,,1,,1,,8412,84,.,3123,1,20220104,13,,901.60753964,2022,70
5000056,1,4,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,13,,901.60753964,2022,70
5000056,1,5,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,13,,901.60753964,2022,70
5000056,1,6,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,13,,901.60753964,2022,70
5000059,1,1,1,,,,,,,1,240,5,3,EMPLEADA EN HOGAR DE NIÑOS,1,2,2,2,,2,,,1,,1,,8891,88,.,5311,1,20220104,13,,1169.4693706,2022,70
5000059,1,2,1,998,1,,,26,1000000,1,36,5,3,ASESORA EN AGUENCIA DE VIAJES,1,7,2,2,,2,,,1,1,,,7911,79,4221,4221,1,20220104,13,,1169.4693706,2022,70
5000062,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,13,,1354.9421256,2022,70
5000064,1,2,1,,,2,5,,1000000,1,48,0,8,OPERARIA DE PLANTA EMPACADORA,1,10,2,2,,2,,,1,,1,,1709,17,.,9321,1,20220104,13,,1656.9395414,2022,70
5000065,1,2,1,998,1,,,48,1200000,1,20,5,6,ATENCION A NIÑOS ESPECIALES,4,8,2,2,,2,,,1,1,,,8412,84,2634,2634,1,20220104,13,,1543.8817478,2022,70
5000066,1,2,1,,,2,5,,500000,1,6,0,3,EMPLEADA DOMESTICA,3,1,2,2,,2,,,1,,1,,9700,97,.,9111,1,20220104,13,,1822.9453553,2022,70
5000067,1,1,1,,,,,,,1,48,0,4,CELADOR,4,1,2,2,,2,,,1,,1,,8010,80,.,5414,1,20220104,13,,1216.3773189,2022,70
5000068,1,2,1,,,,,,,1,0,5,8,INSTALACION DE LUCES NAVIDEÑAS,1,8,2,2,,2,,,1,,1,,4321,43,.,7411,1,20220104,13,,1676.266304,2022,70
5000068,1,3,1,,,,,,,1,0,5,8,INSTALACION DE LUCES NAVIDEÑAS,1,7,2,2,,2,,,1,,1,,4321,43,.,7411,1,20220104,13,,1676.266304,2022,70
5000068,1,4,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,13,,1676.266304,2022,70
5000070,1,2,1,,,1,,48,1000000,1,12,0,9,VENDEDORA DE ROPA,1,5,2,2,,2,,,1,,1,,4771,47,.,5221,1,20220104,13,,1691.5043181,2022,70
5000072,1,2,1,,,,,,,1,120,5,4,CULTIVANDO MAIZ YUCA ÑAME,7,2,2,2,,2,,,1,,1,,0111,01,.,6111,1,20220104,13,,924.30959614,2022,70
5000072,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,13,,924.30959614,2022,70
5000072,1,4,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,13,,924.30959614,2022,70
5000073,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,13,,1398.3036649,2022,70
5000075,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,13,,217.67333124,2022,70
5000077,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,13,,161.69173964,2022,70
5000077,1,5,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,13,,161.69173964,2022,70
5000079,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,13,,126.64533042,2022,70
5000079,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,13,,126.64533042,2022,70
5000080,1,4,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,13,,163.0754197,2022,70
5000081,1,2,1,,,,,,,1,144,5,3,EMPLEADA DOMESTICA,3,3,2,2,,2,,,2,,1,,9700,97,.,9111,1,20220104,13,,184.48948484,2022,70
5000082,1,1,1,,,,,,,1,60,0,4,PRODUCTOR DE MADERA,4,1,2,2,,2,,,2,,1,,0220,02,.,6210,1,20220104,13,,139.81446345,2022,70
5000083,1,1,1,998,1,,,48,1000000,1,20,5,8,VENDIENDO PLATANOS FRUTAS,4,1,2,2,,2,,,2,1,,,4721,47,9622,5221,1,20220104,13,,185.01695834,2022,70
5000083,1,2,1,,,,,,,1,24,5,6,CUIDANDO UN NIÑO,3,3,2,2,,2,,,2,,1,,9700,97,.,5311,1,20220104,13,,185.01695834,2022,70
5000084,1,1,1,,,,,,,1,60,1,4,AGRICULTOR,4,1,2,2,,2,,,1,,1,,0111,01,.,6111,1,20220104,25,,930.64003495,2022,70
5000086,1,1,1,9,4,,,60,1000000,1,2,4,1,MAESTRO DE CONSTRUCCION SENTAR BLOQUE Y TABLETAS,4,1,2,2,,2,,,1,1,,,4111,41,7112,3123,1,20220104,25,1,834.92433992,2022,70
5000086,1,4,1,,,1,,48,1200000,1,0,2,8,GESTION DE USUARIOS MANEJO Y CONTROL DE DATA,1,10,2,2,,2,,,1,,1,,6201,62,.,2511,1,20220104,25,,834.92433992,2022,70
5000087,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,25,,1408.7035633,2022,70
5000090,1,1,1,,,1,,36,1000000,1,130,0,6,SUPERVISORA DE PERSONAL OPERATIVO,1,10,2,2,,2,,,1,,1,,0125,01,.,1311,1,20220104,25,,963.91115898,2022,70
5000090,1,2,1,,,1,,48,1000000,1,1,0,6,SUPERVISOR OPERATIVO,1,10,2,2,,1,1800000,,1,,1,,0125,01,.,1311,1,20220104,25,,963.91115898,2022,70
5000092,1,1,1,,,,,,,1,120,1,4,AGRICULTOR,4,1,2,2,,2,,,1,,1,,0111,01,.,6111,1,20220104,25,,761.43275586,2022,70
5000093,1,1,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,25,,1479.0260075,2022,70
5000099,1,1,1,,,,,,,1,23,0,9,DOCENTE DE EDUCACION PREESCOLAR,2,10,2,3,,2,,,1,,1,,8413,84,.,2342,1,20220104,25,,1099.8277371,2022,70
5000100,1,1,1,,,,,,,1,120,0,4,ELABORACION DE TORTAS Y PASABOCAS,1,2,2,2,,2,,,1,,1,,5621,56,.,7512,1,20220104,25,,1099.8277371,2022,70
5000101,1,1,1,,,,,,,1,342,0,5,AGENTE POLICIA,2,10,2,3,,2,,,1,,1,,8412,84,.,5412,1,20220104,25,,698.46468267,2022,70
5000101,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,25,,698.46468267,2022,70
5000102,1,1,1,24,2,,,48,2500000,1,42,0,8,SECRETARIO DE HACIENDA,2,8,2,2,,2,,,1,1,,,8412,84,2411,1112,1,20220104,25,2,1544.1237834,2022,70
5000102,1,2,1,,,1,,48,1000000,1,48,0,8,ENCUESTADORA ENA,2,9,2,2,,2,,,1,,1,,8412,84,.,4227,1,20220104,25,,1544.1237834,2022,70
5000104,1,1,1,,,,,,,1,240,4,4,RECOLECTORA DE ARRACACHA MAIZ Y FRIJOL,4,2,2,2,,2,,,1,,1,,0113,01,.,9211,1,20220104,25,,899.8590576,2022,70
5000106,1,1,1,,,,,,,1,60,2,4,TRABAJO DE CAMPO,7,2,2,2,,2,,,2,,1,,0141,01,.,9212,1,20220104,18,,472.10077208,2022,70
5000107,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,641.6515711,2022,70
5000108,1,2,1,,,,,,,1,1,0,4,LIMPIAR POTREROS Y ARREGLO DE CERCAS,4,2,2,2,,2,,,2,,1,,0161,01,.,9211,1,20220104,18,,418.64443451,2022,70
5000108,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,418.64443451,2022,70
5000109,1,1,1,,,,1,,400000,1,36,2,4,TRABAJO DE CAMPO,4,1,2,2,,2,,,2,,1,,0161,01,.,9211,1,20220104,18,,413.8693741,2022,70
5000109,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,413.8693741,2022,70
5000111,1,1,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,343.4075982,2022,70
5000112,1,1,1,,,,,,,1,24,0,8,LABORES DOMEATICAS,3,1,2,2,,2,,,2,,1,,9700,97,.,9111,1,20220104,18,,372.53254125,2022,70
5000114,1,1,1,,,2,5,,1000000,1,3,2,4,TRABAJO DE CAMPO,4,1,2,2,,2,,,2,,1,,0161,01,.,9211,1,20220104,18,,234.87901492,2022,70
5000114,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,234.87901492,2022,70
5000114,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,234.87901492,2022,70
5000114,1,4,1,998,4,,,50,1000000,1,24,2,9,TRABAJO DE CAMPO,4,1,2,2,,2,,,2,1,,,0141,01,9212,9212,1,20220104,18,,234.87901492,2022,70
5000115,1,1,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,427.24983222,2022,70
5000115,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,427.24983222,2022,70
5000117,1,1,1,,,,,,,1,4,0,4,LIMPIAR POTREROS Y ARREGLO DE CERCOS,4,2,2,2,,2,,,2,,1,,0161,01,.,9211,1,20220104,18,,413.8693741,2022,70
5000117,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,413.8693741,2022,70
5000118,1,1,1,,,1,,24,500000,1,36,2,5,RECOLECTOR DE CAFE,4,4,2,2,,2,,,2,,1,,0161,01,.,9211,1,20220104,18,,413.8693741,2022,70
5000118,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,413.8693741,2022,70
5000124,1,1,1,4,4,,,48,800000,1,1,0,8,LIMPIAR POTREROS Y ARREGLO DE CERCAS,4,2,2,2,,2,,,2,1,,,0161,01,9211,9211,1,20220104,18,1,502.92559126,2022,70
5000124,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,502.92559126,2022,70
5000125,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,199.56235649,2022,70
5000126,1,1,1,,,,,,,1,8,0,3,RECOLECCION DE FLORES,1,10,2,2,,2,,,2,,1,,0125,01,.,9211,1,20220104,18,,286.1729985,2022,70
5000127,1,2,1,,,,,,,1,6,0,4,VENDEDORA DE PRODUCTOS DE BELLEZA POR CATALOGO,4,1,2,2,,2,,,2,,1,,4792,47,.,3322,1,20220104,18,,199.56235649,2022,70
5000127,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,199.56235649,2022,70
5000129,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,370.22868342,2022,70
5000129,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,370.22868342,2022,70
5000131,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,268.52946329,2022,70
5000132,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,214.33773859,2022,70
5000133,1,2,1,,,,,,,1,1,0,8,MANIPULADORA DE ALIMENTOS DE RESTAURANTE ESCOLAR,1,3,2,2,,2,,,2,,1,,8530,85,.,5120,1,20220104,18,,372.37218476,2022,70
5000133,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,372.37218476,2022,70
5000134,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,175.77251172,2022,70
5000134,1,3,1,2,1,,,48,1000000,2,,,,.,,,,2,,2,,,2,1,,,,,5221,,1,20220104,18,1,175.77251172,2022,70
5000136,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,473.75820887,2022,70
5000138,1,1,1,6,7,,,48,1000000,1,1,2,8,TRABAJO DE CAMPO,7,2,2,2,,2,,,2,1,,,0141,01,9212,9212,1,20220104,18,1,312.47222778,2022,70
5000138,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,312.47222778,2022,70
5000139,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,543.03851169,2022,70
5000140,1,3,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,388.83390957,2022,70
5000141,1,1,1,,,,,,,1,15,2,6,EMPLEADA DOMESTICA,4,1,2,2,,2,,,2,,1,,9700,97,.,9111,1,20220104,18,,350.5567048,2022,70
5000141,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,350.5567048,2022,70
5000142,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,543.90712607,2022,70
5000143,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,446.82411362,2022,70
5000144,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,370.22868342,2022,70
5000145,1,1,1,,,,,,,1,12,0,8,LIMPIEZA DE POTREROS,4,1,2,2,,2,,,2,,1,,0161,01,.,9211,1,20220104,18,,356.04152685,2022,70
5000145,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,2,,1,,,,,,1,20220104,18,,356.04152685,2022,70
5000146,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,18,,275.73983146,2022,70
5000147,1,1,1,,,,,,,1,300,0,4,LABORES DOMESTICAS,4,1,2,2,,2,,,1,,1,,9700,97,.,9111,1,20220104,18,,168.88309509,2022,70
5000147,1,2,1,,,,3,,10000000,1,1,1,8,MAESTRO DE CONSTRUCCION,4,1,2,2,,2,,,1,,1,,4111,41,.,3123,1,20220104,18,,168.88309509,2022,70
5000147,1,3,1,12,4,,,48,1200000,1,24,0,8,GESTORA SOCIAL,4,10,2,2,,2,,,1,1,,,9499,94,2635,2635,1,20220104,18,1,168.88309509,2022,70
5000148,1,1,1,,,,,,,1,0,2,3,AYUDANTE DE COCINA,1,2,2,2,,1,750000,,1,,1,,5619,56,.,9412,1,20220104,18,,245.18753204,2022,70
5000148,1,3,1,,,,,,,1,96,0,4,PROPIETARIO DE FINCA GANADERA,4,1,2,2,,2,,,1,,1,,0141,01,.,1311,1,20220104,18,,245.18753204,2022,70
5000148,1,4,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,18,,245.18753204,2022,70
5000149,1,2,1,,,,,,,1,48,0,3,VENTA DE ROPA POR CATALOGO,4,1,2,2,,2,,,1,,1,,4792,47,.,3322,1,20220104,18,,168.88309509,2022,70
5000149,1,4,1,,,,,,,1,360,1,8,COMPRAR Y VENDER YUCA Y PLATANO,4,1,2,2,,2,,,1,,1,,4721,47,.,5221,1,20220104,18,,168.88309509,2022,70
5000152,1,2,1,,,,,,,2,,,,.,,,,2,,2,,,1,,1,,,,,,1,20220104,18,,277.05172251,2022,70
