PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P70;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5222S1;P5222S2;P5222S3;P5222S4;P5222S5;P5222S6;P5222S7;P5222S8;P5222S9;P5222S10;P5222S8A1;P6008
20220104;01;2022;5000000;1;1;01;;1;1432.4633227;08;1;1;4;1;1;1;1;1;3;1;1;3;2;1;1;1;10;1;3;3;;;;;350000;;;;;;;;;1;;;6
20220104;01;2022;5000001;1;1;01;;1;1088.7962663;08;1;1;2;1;1;1;1;1;3;1;1;4;2;1;1;1;1;1;3;3;;;;;370000;;;;;;1;;;;;;3
20220104;01;2022;5000002;1;1;01;;1;2066.712422;08;1;1;4;1;1;1;1;1;3;1;1;3;1;1;1;1;10;1;3;3;;;;;300000;;;;;;;;;1;;;3
20220104;01;2022;5000003;1;1;01;;1;1834.3104538;08;2;1;4;1;1;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;350000;;1;;;;1;;;;;;5
20220104;01;2022;5000004;1;1;01;;1;1920.0804079;08;1;1;4;1;1;1;1;1;3;1;1;3;1;1;1;1;1;1;3;1;;;99;350000;;;;;;;;;;1;;;2
20220104;01;2022;5000005;1;1;01;;1;931.05697511;08;1;1;4;1;1;1;1;1;3;1;1;4;2;1;1;1;10;1;3;1;;;99;500000;;;;;;;;;;1;;;3
20220104;01;2022;5000006;1;1;01;;1;1414.4304632;08;1;1;4;1;1;1;1;1;3;1;1;4;3;1;1;1;1;1;3;1;;;100000000;500000;;;1;;;;1;;;;;;6
20220104;01;2022;5000007;1;1;01;;1;1992.4798841;08;1;1;2;1;1;1;1;1;3;1;1;4;2;1;1;1;1;1;3;3;;;;;400000;;;;;;1;;;;;;3
20220104;01;2022;5000008;1;1;01;;1;1565.2171245;08;2;1;4;1;1;1;1;1;3;1;1;3;2;1;1;1;1;4;3;1;;;98;300000;;;;;;;;;;1;;;3
20220104;01;2022;5000009;1;1;01;;1;1615.8203028;08;1;1;2;1;1;1;2;1;3;1;1;2;1;2;1;1;1;1;3;3;;;;;400000;;;;;;;;;1;;;4
20220104;01;2022;5000010;1;1;01;;1;1160.5460626;08;1;1;2;1;1;1;2;1;3;1;1;4;3;2;1;1;1;1;3;3;;;;;320000;;;;;;;;;1;;;10
20220104;01;2022;5000011;1;1;01;;1;1175.6128245;08;1;1;4;1;1;1;1;1;3;1;1;3;2;1;1;1;1;1;3;3;;;;;320000;;;;;;;;;1;;;6
20220104;01;2022;5000012;1;1;01;;1;1722.5372692;08;1;1;2;1;0;1;1;1;3;1;1;3;2;1;1;1;1;1;3;4;;;;300000;;;1;;;;;;;;;;5
20220104;01;2022;5000013;1;1;01;;1;1773.1649471;08;2;1;4;1;1;1;2;1;3;1;1;2;1;2;1;1;1;1;3;1;;;20000000;350000;;;;;;;;;;1;;;3
20220104;01;2022;5000014;1;1;01;;1;1157.3282327;08;2;1;4;1;1;1;2;1;3;1;1;9;1;2;1;1;1;1;3;1;;;120000000;600000;;;;;;;;;;1;;;2
