DIRECTORIO;SECUENCIA_P;ORDEN;CLASE;AREA;MES;PERIODO;DPTO;HOGAR;P3038;P3039;FEX_C18;PER;REGIS
5000015;1;1;1;;1;20220104;8;1;2;1;12.439.828.296;2022;18
5000015;1;2;1;;1;20220104;8;1;1;2;12.439.828.296;2022;18
5000015;1;4;1;;1;20220104;8;1;2;1;12.439.828.296;2022;18
5000015;1;5;1;;1;20220104;8;1;1;2;12.439.828.296;2022;18
5000016;1;1;1;;1;20220104;8;1;2;1;68.155.251.517;2022;18
5000016;1;2;1;;1;20220104;8;1;1;2;68.155.251.517;2022;18
5000016;1;3;1;;1;20220104;8;1;1;2;68.155.251.517;2022;18
5000016;1;4;1;;1;20220104;8;1;2;1;68.155.251.517;2022;18
5000016;1;6;1;;1;20220104;8;1;2;1;68.155.251.517;2022;18
5000016;1;7;1;;1;20220104;8;1;1;2;68.155.251.517;2022;18
5000016;1;9;1;;1;20220104;8;1;2;1;68.155.251.517;2022;18
5000016;1;10;1;;1;20220104;8;1;1;2;68.155.251.517;2022;18
5000017;1;1;1;;1;20220104;8;1;2;1;12.850.577.719;2022;18
5000017;1;2;1;;1;20220104;8;1;1;2;12.850.577.719;2022;18
5000017;1;3;1;;1;20220104;8;1;1;2;12.850.577.719;2022;18
5000018;1;1;2;;1;20220104;13;1;1;2;14.927.374.347;2022;18
5000018;1;2;2;;1;20220104;13;1;2;1;14.927.374.347;2022;18
5000018;1;3;2;;1;20220104;13;1;2;1;14.927.374.347;2022;18
5000019;1;1;2;;1;20220104;13;1;1;2;10.461.439.273;2022;18
5000019;1;2;2;;1;20220104;13;1;2;1;10.461.439.273;2022;18
5000020;1;1;2;;1;20220104;13;1;1;2;19.331.680.481;2022;18
5000020;1;2;2;;1;20220104;13;1;2;1;19.331.680.481;2022;18
5000020;1;3;2;;1;20220104;13;1;1;2;19.331.680.481;2022;18
5000022;1;1;2;;1;20220104;13;1;2;1;17.183.366.064;2022;18
5000022;1;2;2;;1;20220104;13;1;1;2;17.183.366.064;2022;18
5000025;1;1;2;;1;20220104;13;1;1;2;1.454.981.569;2022;18
5000025;1;2;2;;1;20220104;13;1;2;1;1.454.981.569;2022;18
5000025;1;4;2;;1;20220104;13;1;2;1;1.454.981.569;2022;18
5000026;1;1;2;;1;20220104;13;1;2;1;13.663.121.911;2022;18
5000027;1;1;2;;1;20220104;13;1;1;2;17.183.366.064;2022;18
5000027;1;2;2;;1;20220104;13;1;2;1;17.183.366.064;2022;18
5000029;1;1;1;;1;20220104;13;1;1;2;21.497.183.258;2022;18
5000029;1;2;1;;1;20220104;13;1;2;1;21.497.183.258;2022;18
5000030;1;1;1;;1;20220104;13;1;1;2;27.530.679.557;2022;18
5000030;1;2;1;;1;20220104;13;1;2;1;27.530.679.557;2022;18
5000030;1;3;1;;1;20220104;13;1;1;2;27.530.679.557;2022;18
5000031;1;1;1;;1;20220104;13;1;2;1;27.676.500.084;2022;18
5000031;1;2;1;;1;20220104;13;1;1;2;27.676.500.084;2022;18
5000031;1;4;1;;1;20220104;13;1;1;2;27.676.500.084;2022;18
5000032;1;1;1;;1;20220104;13;1;2;1;25.328.700.316;2022;18
5000032;1;2;1;;1;20220104;13;1;1;2;25.328.700.316;2022;18
5000033;1;1;1;;1;20220104;13;1;1;2;2.398.313.804;2022;18
5000033;1;2;1;;1;20220104;13;1;2;1;2.398.313.804;2022;18
5000033;1;3;1;;1;20220104;13;1;1;2;2.398.313.804;2022;18
5000033;1;4;1;;1;20220104;13;1;1;2;2.398.313.804;2022;18
5000033;1;5;1;;1;20220104;13;1;2;1;2.398.313.804;2022;18
5000033;1;7;1;;1;20220104;13;1;1;2;2.398.313.804;2022;18
5000034;1;1;1;;1;20220104;13;1;2;1;21.497.183.258;2022;18
5000034;1;2;1;;1;20220104;13;1;1;2;21.497.183.258;2022;18
5000035;1;1;1;;1;20220104;13;1;1;2;25.942.768.636;2022;18
5000035;1;2;1;;1;20220104;13;1;2;1;25.942.768.636;2022;18
5000035;1;3;1;;1;20220104;13;1;2;1;25.942.768.636;2022;18
5000036;1;1;1;;1;20220104;13;1;1;2;18.790.745.094;2022;18
5000036;1;2;1;;1;20220104;13;1;2;1;18.790.745.094;2022;18
5000036;1;3;1;;1;20220104;13;1;2;1;18.790.745.094;2022;18
5000036;1;4;1;;1;20220104;13;1;1;2;18.790.745.094;2022;18
5000037;1;2;1;;1;20220104;13;1;2;1;34.044.565.052;2022;18
5000038;1;1;1;;1;20220104;13;1;1;2;23.632.465.009;2022;18
5000038;1;2;1;;1;20220104;13;1;2;1;23.632.465.009;2022;18
5000039;1;1;1;;1;20220104;13;1;2;1;2.502.039.617;2022;18
5000039;1;2;1;;1;20220104;13;1;1;2;2.502.039.617;2022;18
5000039;1;3;1;;1;20220104;13;1;2;1;2.502.039.617;2022;18
5000040;1;1;1;;1;20220104;13;1;2;1;18.611.295.139;2022;18
5000040;1;2;1;;1;20220104;13;1;1;2;18.611.295.139;2022;18
5000040;1;3;1;;1;20220104;13;1;1;2;18.611.295.139;2022;18
5000041;1;1;1;;1;20220104;13;1;2;1;26.354.219.315;2022;18
5000041;1;2;1;;1;20220104;13;1;1;2;26.354.219.315;2022;18
5000042;1;1;1;;1;20220104;13;1;2;1;14.149.825.801;2022;18
5000042;1;2;1;;1;20220104;13;1;1;2;14.149.825.801;2022;18
5000042;1;3;1;;1;20220104;13;1;2;1;14.149.825.801;2022;18
5000043;1;1;1;;1;20220104;13;1;1;2;30.872.915.736;2022;18
5000044;1;1;1;;1;20220104;13;1;1;2;20.769.218.745;2022;18
5000044;1;2;1;;1;20220104;13;1;2;1;20.769.218.745;2022;18
5000044;1;3;1;;1;20220104;13;1;2;1;20.769.218.745;2022;18
5000044;1;4;1;;1;20220104;13;1;2;1;20.769.218.745;2022;18
5000045;1;1;1;;1;20220104;13;1;1;2;2.194.015.156;2022;18
5000045;1;2;1;;1;20220104;13;1;2;1;2.194.015.156;2022;18
5000046;1;1;1;;1;20220104;13;1;1;2;26.184.791.906;2022;18
5000046;1;2;1;;1;20220104;13;1;2;1;26.184.791.906;2022;18
5000047;1;1;1;;1;20220104;13;1;1;2;2.493.596.194;2022;18
5000048;1;1;1;;1;20220104;13;1;2;1;22.654.192.998;2022;18
5000048;1;2;1;;1;20220104;13;1;2;1;22.654.192.998;2022;18
5000049;1;1;1;;1;20220104;13;1;1;2;11.133.371.378;2022;18
5000049;1;2;1;;1;20220104;13;1;2;1;11.133.371.378;2022;18
5000049;1;5;1;;1;20220104;13;1;2;1;11.133.371.378;2022;18
5000049;1;6;1;;1;20220104;13;1;1;2;11.133.371.378;2022;18
5000050;1;1;1;;1;20220104;13;1;1;2;11.862.801.353;2022;18
5000050;1;2;1;;1;20220104;13;1;2;1;11.862.801.353;2022;18
5000050;1;5;1;;1;20220104;13;1;1;2;11.862.801.353;2022;18
5000050;1;6;1;;1;20220104;13;1;2;1;11.862.801.353;2022;18
5000051;1;1;1;;1;20220104;13;1;2;1;16.559.613.755;2022;18
5000051;1;2;1;;1;20220104;13;1;1;2;16.559.613.755;2022;18
5000051;2;1;1;;1;20220104;13;2;2;1;16.559.613.755;2022;18
5000052;1;1;1;;1;20220104;13;1;1;2;13.707.455.981;2022;18
5000052;1;2;1;;1;20220104;13;1;2;1;13.707.455.981;2022;18
5000052;1;3;1;;1;20220104;13;1;2;1;13.707.455.981;2022;18
5000052;1;4;1;;1;20220104;13;1;1;2;13.707.455.981;2022;18
5000053;1;1;1;;1;20220104;13;1;1;2;1.315.532.974;2022;18
5000053;1;2;1;;1;20220104;13;1;2;1;1.315.532.974;2022;18
5000054;1;1;1;;1;20220104;13;1;2;1;14.278.419.629;2022;18
5000055;1;1;1;;1;20220104;13;1;1;2;1.234.108.856;2022;18
5000055;1;2;1;;1;20220104;13;1;2;1;1.234.108.856;2022;18
5000055;1;3;1;;1;20220104;13;1;2;1;1.234.108.856;2022;18
5000055;2;1;1;;1;20220104;13;2;1;2;1.234.108.856;2022;18
5000055;2;2;1;;1;20220104;13;2;2;1;1.234.108.856;2022;18
5000055;3;1;1;;1;20220104;13;3;1;2;1.234.108.856;2022;18
5000055;3;2;1;;1;20220104;13;3;2;1;1.234.108.856;2022;18
5000055;4;1;1;;1;20220104;13;4;1;2;1.234.108.856;2022;18
5000055;4;2;1;;1;20220104;13;4;2;1;1.234.108.856;2022;18
5000056;1;1;1;;1;20220104;13;1;1;2;90.160.753.964;2022;18
5000056;1;2;1;;1;20220104;13;1;2;1;90.160.753.964;2022;18
5000056;1;3;1;;1;20220104;13;1;1;2;90.160.753.964;2022;18
5000056;1;4;1;;1;20220104;13;1;2;1;90.160.753.964;2022;18
5000056;1;5;1;;1;20220104;13;1;2;1;90.160.753.964;2022;18
5000058;1;1;1;;1;20220104;13;1;1;2;14.217.154.145;2022;18
5000058;1;2;1;;1;20220104;13;1;2;1;14.217.154.145;2022;18
5000058;1;3;1;;1;20220104;13;1;2;1;14.217.154.145;2022;18
5000059;1;1;1;;1;20220104;13;1;1;2;11.694.693.706;2022;18
5000059;1;2;1;;1;20220104;13;1;1;2;11.694.693.706;2022;18
5000059;1;3;1;;1;20220104;13;1;2;1;11.694.693.706;2022;18
5000060;1;1;1;;1;20220104;13;1;2;1;14.152.249.355;2022;18
5000060;1;2;1;;1;20220104;13;1;1;2;14.152.249.355;2022;18
5000062;1;1;1;;1;20220104;13;1;1;2;13.549.421.256;2022;18
5000062;1;2;1;;1;20220104;13;1;1;2;13.549.421.256;2022;18
5000064;1;1;1;;1;20220104;13;1;2;1;16.569.395.414;2022;18
5000064;1;2;1;;1;20220104;13;1;1;2;16.569.395.414;2022;18
5000065;1;1;1;;1;20220104;13;1;2;1;15.438.817.478;2022;18
5000065;1;2;1;;1;20220104;13;1;1;2;15.438.817.478;2022;18
5000066;1;1;1;;1;20220104;13;1;2;1;18.229.453.553;2022;18
5000066;1;2;1;;1;20220104;13;1;1;2;18.229.453.553;2022;18
5000067;1;1;1;;1;20220104;13;1;2;1;12.163.773.189;2022;18
5000067;1;2;1;;1;20220104;13;1;1;2;12.163.773.189;2022;18
5000067;1;3;1;;1;20220104;13;1;2;1;12.163.773.189;2022;18
5000068;1;1;1;;1;20220104;13;1;1;2;1.676.266.304;2022;18
5000068;1;2;1;;1;20220104;13;1;2;1;1.676.266.304;2022;18
5000068;1;3;1;;1;20220104;13;1;2;1;1.676.266.304;2022;18
5000068;1;4;1;;1;20220104;13;1;1;2;1.676.266.304;2022;18
5000068;1;5;1;;1;20220104;13;1;1;2;1.676.266.304;2022;18
5000068;1;6;1;;1;20220104;13;1;2;1;1.676.266.304;2022;18
5000069;1;1;1;;1;20220104;13;1;2;1;15.901.218.394;2022;18
5000069;1;2;1;;1;20220104;13;1;1;2;15.901.218.394;2022;18
5000070;1;1;1;;1;20220104;13;1;1;2;16.915.043.181;2022;18
5000070;1;2;1;;1;20220104;13;1;1;2;16.915.043.181;2022;18
5000071;1;1;1;;1;20220104;13;1;2;1;17.032.238.606;2022;18
5000072;1;1;1;;1;20220104;13;1;1;2;92.430.959.614;2022;18
5000072;1;2;1;;1;20220104;13;1;2;1;92.430.959.614;2022;18
5000072;1;3;1;;1;20220104;13;1;2;1;92.430.959.614;2022;18
5000072;1;4;1;;1;20220104;13;1;1;2;92.430.959.614;2022;18
5000073;1;1;1;;1;20220104;13;1;2;1;13.983.036.649;2022;18
5000073;1;2;1;;1;20220104;13;1;1;2;13.983.036.649;2022;18
5000075;1;1;2;;1;20220104;13;1;2;1;21.767.333.124;2022;18
5000075;1;2;2;;1;20220104;13;1;2;1;21.767.333.124;2022;18
5000077;1;1;2;;1;20220104;13;1;1;2;16.169.173.964;2022;18
5000077;1;2;2;;1;20220104;13;1;2;1;16.169.173.964;2022;18
5000077;1;3;2;;1;20220104;13;1;2;1;16.169.173.964;2022;18
5000077;1;4;2;;1;20220104;13;1;2;1;16.169.173.964;2022;18
5000079;1;1;2;;1;20220104;13;1;2;1;12.664.533.042;2022;18
5000079;1;2;2;;1;20220104;13;1;1;2;12.664.533.042;2022;18
5000079;1;3;2;;1;20220104;13;1;2;1;12.664.533.042;2022;18
5000080;1;1;2;;1;20220104;13;1;1;2;1.630.754.197;2022;18
5000080;1;2;2;;1;20220104;13;1;2;1;1.630.754.197;2022;18
5000080;1;3;2;;1;20220104;13;1;1;2;1.630.754.197;2022;18
5000081;1;1;2;;1;20220104;13;1;2;1;18.448.948.484;2022;18
5000081;1;2;2;;1;20220104;13;1;1;2;18.448.948.484;2022;18
5000082;1;1;2;;1;20220104;13;1;2;1;13.981.446.345;2022;18
5000083;1;1;2;;1;20220104;13;1;2;1;18.501.695.834;2022;18
5000083;1;2;2;;1;20220104;13;1;1;2;18.501.695.834;2022;18
5000084;1;1;1;;1;20220104;25;1;2;1;93.064.003.495;2022;18
5000085;1;1;1;;1;20220104;25;1;1;2;14.658.378.817;2022;18
5000086;1;1;1;;1;20220104;25;1;2;1;83.492.433.992;2022;18
5000086;1;2;1;;1;20220104;25;1;1;2;83.492.433.992;2022;18
5000086;1;3;1;;1;20220104;25;1;1;2;83.492.433.992;2022;18
5000086;1;4;1;;1;20220104;25;1;2;1;83.492.433.992;2022;18
5000087;1;1;1;;1;20220104;25;1;1;2;14.087.035.633;2022;18
5000087;1;2;1;;1;20220104;25;1;2;1;14.087.035.633;2022;18
5000087;1;3;1;;1;20220104;25;1;2;1;14.087.035.633;2022;18
5000087;1;5;1;;1;20220104;25;1;1;2;14.087.035.633;2022;18
5000089;1;1;1;;1;20220104;25;1;2;1;69.846.468.267;2022;18
5000089;1;2;1;;1;20220104;25;1;1;2;69.846.468.267;2022;18
5000090;1;1;1;;1;20220104;25;1;1;2;96.391.115.898;2022;18
5000090;1;2;1;;1;20220104;25;1;2;1;96.391.115.898;2022;18
5000091;1;1;1;;1;20220104;25;1;1;2;14.188.180.298;2022;18
5000092;1;1;1;;1;20220104;25;1;2;1;76.143.275.586;2022;18
5000093;1;1;1;;1;20220104;25;1;1;2;14.790.260.075;2022;18
5000093;1;2;1;;1;20220104;25;1;2;1;14.790.260.075;2022;18
5000094;1;1;1;;1;20220104;25;1;2;1;9.474.823.626;2022;18
5000094;1;2;1;;1;20220104;25;1;1;2;9.474.823.626;2022;18
5000095;1;1;1;;1;20220104;25;1;2;1;15.353.380.439;2022;18
5000095;1;2;1;;1;20220104;25;1;1;2;15.353.380.439;2022;18
5000096;1;1;1;;1;20220104;25;1;2;1;76.143.275.586;2022;18
5000098;1;1;1;;1;20220104;25;1;1;2;88.343.026.122;2022;18
5000099;1;1;1;;1;20220104;25;1;1;2;10.998.277.371;2022;18
5000100;1;1;1;;1;20220104;25;1;1;2;10.998.277.371;2022;18
5000101;1;1;1;;1;20220104;25;1;2;1;69.846.468.267;2022;18
5000101;1;2;1;;1;20220104;25;1;1;2;69.846.468.267;2022;18
5000102;1;1;1;;1;20220104;25;1;2;1;15.441.237.834;2022;18
5000102;1;2;1;;1;20220104;25;1;1;2;15.441.237.834;2022;18
5000103;1;1;1;;1;20220104;25;1;1;2;12.963.029.153;2022;18
5000104;1;1;1;;1;20220104;25;1;1;2;8.998.590.576;2022;18
5000106;1;1;2;;1;20220104;18;1;2;1;47.210.077.208;2022;18
5000107;1;1;2;;1;20220104;18;1;2;1;6.416.515.711;2022;18
5000107;1;2;2;;1;20220104;18;1;1;2;6.416.515.711;2022;18
5000108;1;1;2;;1;20220104;18;1;1;2;41.864.443.451;2022;18
5000108;1;2;2;;1;20220104;18;1;2;1;41.864.443.451;2022;18
5000108;1;3;2;;1;20220104;18;1;1;2;41.864.443.451;2022;18
5000109;1;1;2;;1;20220104;18;1;2;1;4.138.693.741;2022;18
5000109;1;2;2;;1;20220104;18;1;1;2;4.138.693.741;2022;18
5000111;1;1;2;;1;20220104;18;1;2;2;3.434.075.982;2022;18
5000111;1;2;2;;1;20220104;18;1;2;1;3.434.075.982;2022;18
5000112;1;1;2;;1;20220104;18;1;1;2;37.253.254.125;2022;18
5000114;1;1;2;;1;20220104;18;1;2;1;23.487.901.492;2022;18
5000114;1;2;2;;1;20220104;18;1;1;2;23.487.901.492;2022;18
5000114;1;3;2;;1;20220104;18;1;1;2;23.487.901.492;2022;18
5000114;1;4;2;;1;20220104;18;1;2;1;23.487.901.492;2022;18
5000115;1;1;2;;1;20220104;18;1;1;2;42.724.983.222;2022;18
5000115;1;2;2;;1;20220104;18;1;2;1;42.724.983.222;2022;18
5000117;1;1;2;;1;20220104;18;1;2;1;4.138.693.741;2022;18
5000117;1;2;2;;1;20220104;18;1;1;2;4.138.693.741;2022;18
5000118;1;1;2;;1;20220104;18;1;2;1;4.138.693.741;2022;18
5000118;1;2;2;;1;20220104;18;1;1;2;4.138.693.741;2022;18
5000123;1;1;2;;1;20220104;18;1;1;2;31.044.378.437;2022;18
5000124;1;1;2;;1;20220104;18;1;2;1;50.292.559.126;2022;18
5000124;1;2;2;;1;20220104;18;1;1;2;50.292.559.126;2022;18
5000125;1;1;2;;1;20220104;18;1;2;1;19.956.235.649;2022;18
5000125;1;2;2;;1;20220104;18;1;1;2;19.956.235.649;2022;18
5000126;1;1;2;;1;20220104;18;1;1;2;2.861.729.985;2022;18
5000126;1;2;2;;1;20220104;18;1;2;1;2.861.729.985;2022;18
5000127;1;1;2;;1;20220104;18;1;2;1;19.956.235.649;2022;18
5000127;1;2;2;;1;20220104;18;1;1;2;19.956.235.649;2022;18
5000128;1;1;2;;1;20220104;18;1;1;2;17.577.251.172;2022;18
5000129;1;1;2;;1;20220104;18;1;2;1;37.022.868.342;2022;18
5000129;1;2;2;;1;20220104;18;1;1;2;37.022.868.342;2022;18
5000130;1;1;2;;1;20220104;18;1;2;1;39.341.731.007;2022;18
5000131;1;1;2;;1;20220104;18;1;2;1;26.852.946.329;2022;18
5000132;1;1;2;;1;20220104;18;1;2;1;21.433.773.859;2022;18
5000132;1;2;2;;1;20220104;18;1;1;2;21.433.773.859;2022;18
5000132;1;3;2;;1;20220104;18;1;1;2;21.433.773.859;2022;18
5000133;1;1;2;;1;20220104;18;1;2;1;37.237.218.476;2022;18
5000133;1;2;2;;1;20220104;18;1;1;2;37.237.218.476;2022;18
5000134;1;1;2;;1;20220104;18;1;2;1;17.577.251.172;2022;18
5000134;1;2;2;;1;20220104;18;1;1;2;17.577.251.172;2022;18
5000135;1;1;2;;1;20220104;18;1;1;2;31.896.538.122;2022;18
5000135;1;2;2;;1;20220104;18;1;2;1;31.896.538.122;2022;18
5000136;1;1;2;;1;20220104;18;1;2;1;47.375.820.887;2022;18
5000136;1;2;2;;1;20220104;18;1;1;2;47.375.820.887;2022;18
5000137;1;1;2;;1;20220104;18;1;1;2;35.604.152.685;2022;18
5000137;1;2;2;;1;20220104;18;1;2;1;35.604.152.685;2022;18
5000138;1;1;2;;1;20220104;18;1;2;1;31.247.222.778;2022;18
5000138;1;2;2;;1;20220104;18;1;1;2;31.247.222.778;2022;18
5000139;1;1;2;;1;20220104;18;1;2;1;54.303.851.169;2022;18
5000139;1;2;2;;1;20220104;18;1;1;2;54.303.851.169;2022;18
5000140;1;1;2;;1;20220104;18;1;2;1;38.883.390.957;2022;18
5000140;1;3;2;;1;20220104;18;1;1;2;38.883.390.957;2022;18
5000141;1;1;2;;1;20220104;18;1;1;2;3.505.567.048;2022;18
5000142;1;1;2;;1;20220104;18;1;2;1;54.390.712.607;2022;18
5000142;1;2;2;;1;20220104;18;1;1;2;54.390.712.607;2022;18
5000143;1;1;2;;1;20220104;18;1;2;1;44.682.411.362;2022;18
5000143;1;2;2;;1;20220104;18;1;1;2;44.682.411.362;2022;18
5000144;1;1;2;;1;20220104;18;1;2;1;37.022.868.342;2022;18
5000144;1;2;2;;1;20220104;18;1;1;2;37.022.868.342;2022;18
5000145;1;1;2;;1;20220104;18;1;2;1;35.604.152.685;2022;18
5000145;1;2;2;;1;20220104;18;1;1;2;35.604.152.685;2022;18
5000146;1;1;1;;1;20220104;18;1;2;1;27.573.983.146;2022;18
5000146;1;2;1;;1;20220104;18;1;1;2;27.573.983.146;2022;18
5000147;1;1;1;;1;20220104;18;1;1;2;16.888.309.509;2022;18
5000147;1;2;1;;1;20220104;18;1;2;1;16.888.309.509;2022;18
5000147;1;3;1;;1;20220104;18;1;1;2;16.888.309.509;2022;18
5000147;1;4;1;;1;20220104;18;1;2;1;16.888.309.509;2022;18
5000148;1;1;1;;1;20220104;18;1;1;2;24.518.753.204;2022;18
5000148;1;3;1;;1;20220104;18;1;2;1;24.518.753.204;2022;18
5000149;1;1;1;;1;20220104;18;1;2;1;16.888.309.509;2022;18
5000149;1;2;1;;1;20220104;18;1;1;2;16.888.309.509;2022;18
5000149;1;3;1;;1;20220104;18;1;2;1;16.888.309.509;2022;18
5000149;1;4;1;;1;20220104;18;1;1;2;16.888.309.509;2022;18
5000150;1;1;1;;1;20220104;18;1;2;1;25.996.400.636;2022;18
5000152;1;1;1;;1;20220104;18;1;2;1;27.705.172.251;2022;18
5000152;1;2;1;;1;20220104;18;1;1;2;27.705.172.251;2022;18
5000154;1;1;1;;1;20220104;18;1;2;1;22.099.225.216;2022;18
5000154;1;2;1;;1;20220104;18;1;1;2;22.099.225.216;2022;18
5000155;1;1;1;;1;20220104;18;1;1;2;24.010.719.622;2022;18
5000155;1;2;1;;1;20220104;18;1;2;1;24.010.719.622;2022;18
5000156;1;1;1;;1;20220104;18;1;2;1;28.254.214.141;2022;18
5000156;1;2;1;;1;20220104;18;1;1;2;28.254.214.141;2022;18
5000157;1;1;1;;1;20220104;18;1;1;2;20.679.049.294;2022;18
5000157;1;3;1;;1;20220104;18;1;1;2;20.679.049.294;2022;18
5000158;1;1;1;;1;20220104;18;1;2;1;24.029.958.288;2022;18
5000158;1;2;1;;1;20220104;18;1;1;2;24.029.958.288;2022;18
5000159;1;1;1;;1;20220104;18;1;1;2;28.190.201.792;2022;18
5000159;1;2;1;;1;20220104;18;1;2;1;28.190.201.792;2022;18
5000160;1;1;1;;1;20220104;18;1;1;2;26.099.716.262;2022;18
5000161;1;1;1;;1;20220104;18;1;2;1;25.584.711.216;2022;18
5000161;1;2;1;;1;20220104;18;1;1;2;25.584.711.216;2022;18
5000162;1;1;1;;1;20220104;18;1;2;1;23.795.424.289;2022;18
5000162;1;2;1;;1;20220104;18;1;1;2;23.795.424.289;2022;18
5000162;1;3;1;;1;20220104;18;1;2;1;23.795.424.289;2022;18
5000162;1;4;1;;1;20220104;18;1;2;1;23.795.424.289;2022;18
5000163;1;1;1;;1;20220104;18;1;1;2;22.379.567.894;2022;18
5000164;1;1;1;;1;20220104;18;1;1;2;25.155.009.878;2022;18
5000165;1;1;1;;1;20220104;18;1;2;1;30.637.759.051;2022;18
5000165;1;2;1;;1;20220104;18;1;1;2;30.637.759.051;2022;18
5000166;1;1;1;;1;20220104;18;1;2;1;31.910.350.159;2022;18
5000167;1;1;2;;1;20220104;15;1;2;1;11.845.087.769;2022;18
5000167;1;2;2;;1;20220104;15;1;1;2;11.845.087.769;2022;18
5000168;1;1;2;;1;20220104;15;1;1;2;36.200.402.685;2022;18
5000168;1;2;2;;1;20220104;15;1;2;1;36.200.402.685;2022;18
5000168;1;3;2;;1;20220104;15;1;2;1;36.200.402.685;2022;18
5000168;1;4;2;;1;20220104;15;1;1;2;36.200.402.685;2022;18
5000169;1;1;2;;1;20220104;15;1;2;1;17.226.280.469;2022;18
5000169;1;2;2;;1;20220104;15;1;1;2;17.226.280.469;2022;18
5000170;1;1;2;;1;20220104;15;1;2;1;16.786.280.026;2022;18
5000170;1;2;2;;1;20220104;15;1;1;2;16.786.280.026;2022;18
5000172;1;1;2;;1;20220104;15;1;1;2;10.122.398.436;2022;18
5000172;1;2;2;;1;20220104;15;1;1;2;10.122.398.436;2022;18
5000172;1;3;2;;1;20220104;15;1;1;2;10.122.398.436;2022;18
5000173;1;1;2;;1;20220104;15;1;2;1;28.344.697.915;2022;18
5000173;1;2;2;;1;20220104;15;1;1;2;28.344.697.915;2022;18
5000174;1;1;2;;1;20220104;15;1;2;1;10.122.398.436;2022;18
5000174;1;2;2;;1;20220104;15;1;1;2;10.122.398.436;2022;18
5000175;1;1;2;;1;20220104;15;1;2;1;12.906.962.449;2022;18
5000175;1;2;2;;1;20220104;15;1;1;2;12.906.962.449;2022;18
5000177;1;1;1;;1;20220104;15;1;2;1;13.324.380.927;2022;18
5000177;1;2;1;;1;20220104;15;1;1;2;13.324.380.927;2022;18
5000178;1;1;1;;1;20220104;15;1;1;2;10.546.244.767;2022;18
5000179;1;1;1;;1;20220104;15;1;2;1;1.011.063.373;2022;18
5000180;1;1;1;;1;20220104;15;1;2;1;13.804.897.112;2022;18
5000180;1;2;1;;1;20220104;15;1;1;2;13.804.897.112;2022;18
5000181;1;1;1;;1;20220104;15;1;1;2;12.113.812.359;2022;18
