DIRECTORIO,SECUENCIA_P,ORDEN,REGIS,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,CLASE,INI,DPTO,fex_c_2011
665304,1,1,80,1,3,3,,2,,2,,,,,4,2,2,1,19,127.381.387.413.741
666748,1,2,80,1,2,2,,2,,2,,,,,9,2,2,1,73,195.721.506.926.678
666748,1,3,80,2,,,,2,,2,,2,,.,,,2,1,73,195.721.506.926.678
666748,1,4,80,2,,,,2,,2,,2,,.,,,2,1,73,195.721.506.926.678
666752,1,1,80,1,4,2,,2,,2,,,,,9,2,2,1,73,176.561.353.703.498
666752,1,9,80,2,,,,2,,2,,2,,.,,,2,1,73,176.561.353.703.498
666752,1,10,80,2,,,,2,,2,,2,,.,,,2,1,73,176.561.353.703.498
666754,1,3,80,2,,,,2,,2,,2,,.,,,2,1,73,179.162.148.900.342
666756,1,4,80,2,,,,2,,2,,2,,.,,,2,1,73,160.669.799.772.598
666758,1,2,80,1,4,7,,2,,2,,,,,9,2,2,1,73,163.556.486.252.624
666758,1,3,80,2,,,,2,,2,,2,,.,,,2,1,73,163.556.486.252.624
666758,1,4,80,1,4,3,,2,,2,,,,,4,2,2,1,73,163.556.486.252.624
666760,1,2,80,1,2,2,,2,,2,,,,,1,2,2,1,73,188.228.409.353.194
666760,1,3,80,2,,,,2,,2,,2,,.,,,2,1,73,188.228.409.353.194
666760,1,4,80,2,,,,2,,2,,2,,.,,,2,1,73,188.228.409.353.194
666763,1,3,80,2,,,,2,,2,,2,,.,,,2,1,73,209.196.752.950.317
666764,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,73,231.556.654.841.984
666766,1,2,80,2,,,,2,,2,,2,,.,,,2,1,73,251.047.391.679.007
666789,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,73,159.661.604.161.925
666789,1,3,80,2,,,,2,,2,,2,,.,,,2,1,73,159.661.604.161.925
666791,1,2,80,2,,,,2,,2,,2,,.,,,2,1,73,248.160.705.198.981
666791,1,3,80,1,1,1,,2,,2,,,,,2,2,2,1,73,248.160.705.198.981
666791,1,4,80,2,,,,2,,2,,2,,.,,,2,1,73,248.160.705.198.981
666793,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,73,222.677.356.795.991
666793,1,2,80,1,4,2,,2,,2,,,,,4,2,2,1,73,222.677.356.795.991
666794,1,2,80,2,,,,2,,2,,2,,.,,,2,1,73,179.162.148.900.342
666794,1,3,80,2,,,,2,,2,,2,,.,,,2,1,73,179.162.148.900.342
666795,1,3,80,2,,,,2,,2,,2,,.,,,2,1,73,190.969.125.353.736
666795,1,4,80,2,,,,2,,2,,2,,.,,,2,1,73,190.969.125.353.736
666795,1,5,80,2,,,,2,,2,,2,,.,,,2,1,73,190.969.125.353.736
666799,1,2,80,1,4,7,,2,,2,,,,,2,2,2,1,73,207.306.842.916.512
666799,1,4,80,1,4,3,,2,,2,,,,,4,2,2,1,73,207.306.842.916.512
666807,1,1,80,1,4,3,,2,,2,,,,,9,2,2,1,73,195.693.522.385.485
666808,1,2,80,1,4,7,,2,,2,,,,,9,2,2,1,73,207.422.479.582.303
666808,1,4,80,2,,,,2,,2,,2,,.,,,2,1,73,207.422.479.582.303
666811,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,73,229.234.935.630.655
666811,1,3,80,2,,,,2,,2,,2,,.,,,2,1,73,229.234.935.630.655
666811,1,4,80,2,,,,2,,2,,2,,.,,,2,1,73,229.234.935.630.655
666813,1,2,80,2,,,,2,,2,,1,4,,9,,2,1,73,222.677.356.795.991
666814,1,3,80,2,,,,2,,2,,2,,.,,,2,1,73,181.902.864.900.883
666817,1,2,80,1,4,3,,2,,2,,,,,4,2,2,1,73,154.490.225.799.771
666818,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,73,168.244.617.005.943
666820,1,1,80,2,,,,2,,2,,2,,.,,,2,1,73,26.009.547.549.206
666821,1,2,80,1,4,7,,2,,2,,,,,9,2,2,1,73,199.732.025.683.167
666821,1,6,80,2,,,,2,,2,,2,,.,,,2,1,73,199.732.025.683.167
666824,1,2,80,1,3,7,,2,,2,,,,,9,2,2,1,73,204.759.782.838.337
666824,1,4,80,2,,,,2,,2,,2,,.,,,2,1,73,204.759.782.838.337
666826,1,3,80,2,,,,2,,2,,2,,.,,,2,1,73,241.712.830.565.371
666833,1,3,80,2,,,,2,,2,,2,,.,,,2,1,73,219.120.512.885.413
666835,1,2,80,1,2,7,,2,,2,,,,,9,2,2,1,73,224.063.557.268.501
666835,1,3,80,2,,,,2,,2,,2,,.,,,2,1,73,224.063.557.268.501
666837,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,73,26.656.152.676.547
666837,1,4,80,2,,,,2,,2,,2,,.,,,2,1,73,26.656.152.676.547
666837,1,7,80,2,,,,2,,2,,2,,.,,,2,1,73,26.656.152.676.547
666880,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,73,154.490.225.799.771
666886,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,73,154.490.225.799.771
666888,1,1,80,1,4,2,,2,,2,,,,,4,2,2,1,73,233.111.641.081.554
666889,1,4,80,2,,,,2,,2,,2,,.,,,2,1,73,207.422.479.582.303
666911,1,1,80,1,4,2,,2,,2,,,,,9,2,2,1,73,206.145.983.310.848
666911,1,2,80,1,1,3,,2,,2,,,,,4,2,2,1,73,206.145.983.310.848
666911,1,4,80,2,,,,2,,2,,2,,.,,,2,1,73,206.145.983.310.848
666912,1,3,80,2,,,,2,,2,,2,,.,,,2,1,73,215.109.233.078.153
666912,1,4,80,1,1,1,,2,,1,75000,,,,2,2,2,1,73,215.109.233.078.153
666918,1,2,80,2,,,,2,,2,,2,,.,,,2,1,73,229.234.935.630.655
666918,1,3,80,1,2,1,,2,,2,,,,,2,2,2,1,73,229.234.935.630.655
666918,1,4,80,2,,,,2,,2,,2,,.,,,2,1,73,229.234.935.630.655
666921,1,2,80,2,,,,2,,2,,2,,.,,,2,1,73,182.792.309.459.878
666923,1,2,80,2,,,,2,,2,,2,,.,,,2,1,73,199.248.778.074.332
666925,1,3,80,2,,,,2,,2,,2,,.,,,2,1,73,207.306.842.916.512
666928,1,3,80,2,,,,2,,2,,2,,.,,,2,1,73,156.073.196.580.534
666932,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,73,209.776.143.870.384
666934,1,2,80,1,1,8,CAMBIO DE DOMICILIO,2,,2,,,,,9,2,2,1,73,227.965.132.874.707
666959,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,73,181.939.131.179.313
666959,1,3,80,2,,,,2,,2,,2,,.,,,2,1,73,181.939.131.179.313
666960,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,73,195.228.451.416.448
666960,1,2,80,2,,,,2,,2,,2,,.,,,2,1,73,195.228.451.416.448
666964,1,2,80,2,,,,2,,2,,2,,.,,,2,1,73,203.715.320.949.235
666964,1,3,80,1,2,1,,2,,2,,,,,2,2,2,1,73,203.715.320.949.235
666968,1,2,80,2,,,,2,,2,,2,,.,,,2,1,73,219.575.775.953.056
666968,1,7,80,2,,,,2,,2,,2,,.,,,2,1,73,219.575.775.953.056
666971,1,5,80,2,,,,2,,2,,2,,.,,,2,1,73,235.870.533.721.895
666974,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,73,207.306.842.916.512
666974,1,3,80,2,,,,2,,2,,2,,.,,,2,1,73,207.306.842.916.512
666976,1,2,80,2,,,,2,,2,,2,,.,,,2,1,73,224.063.557.268.501
666976,1,3,80,2,,,,2,,2,,2,,.,,,2,1,73,224.063.557.268.501
666978,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,73,195.693.522.385.485
666979,1,2,80,2,,,,2,,2,,2,,.,,,2,1,73,195.693.522.385.485
666984,1,3,80,2,,,,2,,2,,2,,.,,,2,1,73,202.251.101.220.149
666986,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,73,168.244.617.005.943
666987,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,73,206.145.983.310.848
666987,1,4,80,2,,,,2,,2,,2,,.,,,2,1,73,206.145.983.310.848
666989,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,73,208.886.699.311.389
666989,1,4,80,2,,,,2,,2,,2,,.,,,2,1,73,208.886.699.311.389
666991,1,2,80,1,3,2,,2,,2,,,,,9,2,2,1,73,201.989.494.074.873
666994,1,2,80,1,1,8,TRASLADO DE RESIDENCIA,2,,2,,,,SE CAMBIO DE RESIDENCIA,12,2,2,1,73,224.063.557.268.501
667030,1,1,80,1,4,4,,3,,2,,,,,10,2,2,1,73,222.677.356.795.991
667030,1,2,80,2,,,,2,,2,,2,,.,,,2,1,73,222.677.356.795.991
667032,1,2,80,1,1,1,,2,,2,,,,,2,2,2,1,73,197.079.722.857.995
667033,1,1,80,2,,,,2,,2,,2,,.,,,2,1,73,260.560.546.461.097
667943,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,117.743.641.210.957
667943,1,3,80,1,4,3,,3,,2,,,,,11,2,2,1,5,117.743.641.210.957
667945,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,12.999.163.320.284
667947,1,1,80,1,4,4,,3,,2,,,,,4,2,2,1,5,12.664.492.645.266
667947,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,12.664.492.645.266
667948,1,3,80,2,,,,2,,2,,2,,.,,,2,1,5,132.703.987.025.599
667948,1,4,80,2,,,,2,,2,,2,,.,,,2,1,5,132.703.987.025.599
667951,1,1,80,1,4,4,,3,,2,,,,,8,2,2,1,5,119.177.596.570.396
667951,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,119.177.596.570.396
667951,1,4,80,2,,,,2,,2,,2,,.,,,2,1,5,119.177.596.570.396
667954,1,1,80,1,3,2,,2,,2,,,,,9,2,2,1,5,145.756.126.021.306
667955,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,5,132.512.243.235.841
667955,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,132.512.243.235.841
667955,1,4,80,2,,,,2,,2,,2,,.,,,2,1,5,132.512.243.235.841
667958,1,1,80,2,,,,2,,2,,2,,.,,,2,1,5,141.959.133.029.465
667958,1,2,80,1,4,3,,2,,2,,,,,9,2,2,1,5,141.959.133.029.465
667960,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,16.246.771.005.885
667963,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,146.778.545.131.024
667963,1,3,80,2,,,,2,,2,,2,,.,,,2,1,5,146.778.545.131.024
667965,1,6,80,2,,,,2,,2,,2,,.,,,2,1,5,140.854.010.919.511
667968,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,5,186.549.133.575.157
667968,1,3,80,2,,,,2,,2,,2,,.,,,2,1,5,186.549.133.575.157
667977,1,3,80,2,,,,2,,2,,2,,.,,,2,1,5,178.473.830.570.376
667979,1,4,80,2,,,,2,,2,,2,,.,,,2,1,5,139.799.757.858.213
667979,1,5,80,2,,,,2,,2,,2,,.,,,2,1,5,139.799.757.858.213
667979,1,11,80,2,,,,2,,2,,2,,.,,,2,1,5,139.799.757.858.213
667982,1,4,80,2,,,,2,,2,,2,,.,,,2,1,5,201.804.205.686.674
667982,1,5,80,2,,,,2,,2,,2,,.,,,2,1,5,201.804.205.686.674
667984,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,168.444.511.937.207
667987,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,187.223.209.882.383
667988,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,135.916.889.629.756
667988,1,6,80,2,,,,2,,2,,2,,.,,,2,1,5,135.916.889.629.756
667988,1,7,80,2,,,,2,,2,,2,,.,,,2,1,5,135.916.889.629.756
667988,1,8,80,2,,,,2,,2,,2,,.,,,2,1,5,135.916.889.629.756
667994,1,1,80,2,,,,2,,2,,2,,.,,,2,1,5,200.689.600.734.148
667996,1,1,80,1,3,3,,2,,2,,,,,4,2,2,1,5,153.050.203.518.725
667996,1,3,80,2,,,,2,,2,,2,,.,,,2,1,5,153.050.203.518.725
668000,1,1,80,1,4,2,,2,,2,,,,,8,2,2,1,5,198.019.399.374.296
668000,1,3,80,2,,,,2,,2,,2,,.,,,2,1,5,198.019.399.374.296
668002,1,1,80,2,,,,2,,2,,2,,.,,,2,1,5,200.689.600.734.148
668003,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,966.801.568.868.008
668003,1,9,80,1,4,3,,2,,2,,,,,4,2,2,1,5,966.801.568.868.008
668007,1,1,80,2,,,,2,,2,,2,,.,,,2,1,5,168.475.734.165.768
668007,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,168.475.734.165.768
668010,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,137.455.270.115.062
668012,1,2,80,1,3,2,,2,,2,,,,,9,2,2,1,5,192.899.958.314.637
668014,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,5,190.315.209.519.538
668016,1,1,80,1,1,3,,2,,1,60000,,1,,4,1,2,1,5,169.669.136.683.441
668016,1,2,80,1,1,3,,2,,2,,,1,,4,1,2,1,5,169.669.136.683.441
668023,1,3,80,2,,,,2,,2,,2,,.,,,2,1,5,193.069.361.071.257
668023,1,4,80,2,,,,2,,2,,2,,.,,,2,1,5,193.069.361.071.257
668025,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,5,117.577.615.782
668025,1,3,80,2,,,,2,,2,,2,,.,,,2,1,5,117.577.615.782
668028,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,172.028.663.635.087
668038,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,188.447.834.628.618
668049,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,198.126.263.059.985
668051,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,189.315.806.616.756
668053,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,171.952.547.295.371
668053,1,4,80,2,,,,2,,2,,2,,.,,,2,1,5,171.952.547.295.371
668053,1,5,80,2,,,,2,,2,,2,,.,,,2,1,5,171.952.547.295.371
668053,1,6,80,2,,,,2,,2,,2,,.,,,2,1,5,171.952.547.295.371
668081,1,3,80,2,,,,2,,2,,2,,.,,,2,1,5,200.711.011.855.083
668090,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,181.926.551.353.612
668090,1,5,80,2,,,,2,,2,,2,,.,,,2,1,5,181.926.551.353.612
668094,1,2,80,1,1,7,,2,,2,,,1,,1,1,2,1,5,182.925.954.256.395
668094,1,3,80,2,,,,2,,2,,2,,.,,,2,1,5,182.925.954.256.395
668095,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,5,135.362.673.380.688
668097,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,168.475.734.165.768
668100,1,4,80,2,,,,2,,2,,2,,.,,,2,1,5,165.407.826.874.978
668102,1,1,80,2,,,,2,,2,,2,,.,,,2,1,5,223.920.422.365.343
668107,1,4,80,2,,,,2,,2,,2,,.,,,2,1,5,173.091.719.476.852
668107,1,7,80,2,,,,2,,2,,2,,.,,,2,1,5,173.091.719.476.852
668107,1,9,80,2,,,,2,,2,,2,,.,,,2,1,5,173.091.719.476.852
668107,1,10,80,2,,,,2,,2,,2,,.,,,2,1,5,173.091.719.476.852
668116,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,19.861.841.512.071
668119,1,3,80,2,,,,2,,2,,2,,.,,,2,1,5,138.818.075.389.355
668119,1,4,80,2,,,,2,,2,,2,,.,,,2,1,5,138.818.075.389.355
668121,1,1,80,2,,,,2,,2,,2,,.,,,2,1,5,161.646.457.707.987
668121,1,3,80,2,,,,2,,2,,2,,.,,,2,1,5,161.646.457.707.987
668121,1,4,80,2,,,,2,,2,,2,,.,,,2,1,5,161.646.457.707.987
668121,1,5,80,2,,,,2,,2,,2,,.,,,2,1,5,161.646.457.707.987
668126,1,3,80,2,,,,2,,2,,2,,.,,,2,1,5,198.351.484.903.438
668149,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,214.906.155.199.597
668151,1,2,80,2,,,,2,,2,,2,,.,,,2,1,5,19.861.841.512.071
668361,1,1,80,1,4,3,,2,,2,,,,,8,2,2,1,8,165.536.570.822.361
668363,1,2,80,2,,,,2,,2,,2,,.,,,2,1,8,195.530.910.446.072
668363,1,5,80,2,,,,2,,2,,2,,.,,,2,1,8,195.530.910.446.072
668366,1,1,80,2,,,,2,,2,,2,,.,,,2,1,8,248.359.301.211.502
668366,1,2,80,2,,,,2,,2,,2,,.,,,2,1,8,248.359.301.211.502
668366,1,3,80,2,,,,2,,2,,2,,.,,,2,1,8,248.359.301.211.502
668366,1,5,80,2,,,,2,,2,,2,,.,,,2,1,8,248.359.301.211.502
668370,1,2,80,2,,,,2,,2,,2,,.,,,2,1,8,186.568.095.747.682
668370,1,3,80,2,,,,2,,2,,2,,.,,,2,1,8,186.568.095.747.682
668370,1,4,80,2,,,,2,,2,,2,,.,,,2,1,8,186.568.095.747.682
668373,1,2,80,2,,,,2,,2,,2,,.,,,2,1,8,11.659.198.703.946
668377,1,3,80,2,,,,2,,2,,2,,.,,,2,1,8,127.620.056.883.325
668377,1,4,80,2,,,,2,,2,,2,,.,,,2,1,8,127.620.056.883.325
668380,1,1,80,2,,,,2,,2,,2,,.,,,2,1,8,12.859.277.680.561
668381,1,4,80,1,3,6,,2,,2,,,3,,1,1,2,1,8,173.844.587.021.936
668384,1,1,80,1,3,4,,3,,2,,,,,10,2,2,1,8,15.942.847.118.505
668384,1,4,80,2,,,,2,,2,,2,,.,,,2,1,8,15.942.847.118.505
668386,1,2,80,2,,,,2,,2,,2,,.,,,2,1,8,17.562.804.151.142
668386,1,3,80,2,,,,2,,2,,2,,.,,,2,1,8,17.562.804.151.142
668386,1,4,80,2,,,,2,,2,,2,,.,,,2,1,8,17.562.804.151.142
668389,1,1,80,2,,,,2,,2,,2,,.,,,2,1,8,121.810.615.626.935
668389,1,2,80,2,,,,2,,2,,2,,.,,,2,1,8,121.810.615.626.935
668389,1,6,80,2,,,,2,,2,,2,,.,,,2,1,8,121.810.615.626.935
668389,1,7,80,2,,,,2,,2,,2,,.,,,2,1,8,121.810.615.626.935
668392,1,2,80,2,,,,2,,2,,2,,.,,,2,1,8,203.218.963.640.446
668395,1,4,80,2,,,,2,,2,,2,,.,,,2,1,8,17.562.804.151.142
668397,1,1,80,1,4,3,,2,,2,,,,,8,2,2,1,8,161.998.640.769.975
668397,1,3,80,2,,,,2,,2,,2,,.,,,2,1,8,161.998.640.769.975
668628,1,2,80,2,,,,2,,2,,1,4,,9,,2,1,13,294.476.608.846.316
668628,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,294.476.608.846.316
668628,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,294.476.608.846.316
668628,1,5,80,2,,,,2,,2,,2,,.,,,2,1,13,294.476.608.846.316
668631,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,297.821.111.253.369
668631,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,297.821.111.253.369
668631,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,297.821.111.253.369
668631,1,5,80,2,,,,2,,2,,2,,.,,,2,1,13,297.821.111.253.369
668631,1,8,80,2,,,,2,,2,,2,,.,,,2,1,13,297.821.111.253.369
668634,1,1,80,1,4,3,,2,,2,,,,,8,2,2,1,13,262.568.171.835.841
668634,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,13,262.568.171.835.841
668634,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,262.568.171.835.841
668634,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,262.568.171.835.841
668635,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,232.915.267.886.214
668660,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,259.700.017.848.147
668660,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,259.700.017.848.147
668660,1,6,80,2,,,,2,,2,,2,,.,,,2,1,13,259.700.017.848.147
668662,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,292.379.544.626.934
668662,1,6,80,2,,,,2,,2,,2,,.,,,2,1,13,292.379.544.626.934
668668,1,2,80,2,,,,2,,2,,1,4,,9,,2,1,13,412.450.157.612.785
668671,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,13,371.447.725.880.994
668673,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,13,297.718.610.828.706
668673,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,297.718.610.828.706
668688,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,31.647.229.269.757
668688,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,31.647.229.269.757
668688,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,31.647.229.269.757
668691,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,306.676.357.154.137
668693,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,360.433.421.876.508
668693,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,360.433.421.876.508
668696,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,141.670.135.002.634
668697,1,2,80,1,4,2,,2,,2,,,,,8,2,2,1,13,153.670.924.768.784
668699,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,200.400.369.346.846
668699,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,200.400.369.346.846
668701,1,2,80,1,4,2,,2,,2,,,,,1,2,2,1,13,203.218.963.640.446
668703,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,17.844.663.580.502
668742,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,13,294.623.664.985.674
668742,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,294.623.664.985.674
668742,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,294.623.664.985.674
668744,1,1,80,1,4,2,,2,,2,,,,,9,2,2,1,13,203.203.565.373.213
668744,1,2,80,1,4,2,,2,,2,,,,,4,2,2,1,13,203.203.565.373.213
668745,1,2,80,1,2,8,NO   QUISO  TRABAJAR    MAS,2,,2,,,,,1,2,2,1,13,262.700.995.591.208
668747,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,287.020.535.517.182
668766,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,13,193.789.413.536.402
668766,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,193.789.413.536.402
668766,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,193.789.413.536.402
668766,1,5,80,2,,,,2,,2,,2,,.,,,2,1,13,193.789.413.536.402
668768,1,2,80,1,1,2,,2,,2,,,,,1,2,2,1,13,319.567.238.540.602
668768,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,319.567.238.540.602
668770,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,354.303.322.998.444
668772,1,1,80,1,3,3,,2,,2,,,,,4,2,2,1,13,194.058.485.687.653
668772,1,2,80,1,4,2,,2,,2,,,,,4,2,2,1,13,194.058.485.687.653
668772,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,194.058.485.687.653
668773,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,236.848.402.947.248
668773,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,236.848.402.947.248
668773,1,5,80,2,,,,2,,2,,2,,.,,,2,1,13,236.848.402.947.248
668775,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,240.130.911.469.965
668775,1,3,80,1,1,2,,2,,2,,,,,9,2,2,1,13,240.130.911.469.965
668779,1,2,80,1,3,3,,2,,2,,,,,11,2,2,1,13,389.697.616.377.211
668779,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,389.697.616.377.211
668779,1,5,80,2,,,,2,,2,,2,,.,,,2,1,13,389.697.616.377.211
668779,1,6,80,2,,,,2,,2,,2,,.,,,2,1,13,389.697.616.377.211
668788,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,268.521.515.777.693
668788,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,268.521.515.777.693
668788,1,5,80,2,,,,2,,2,,2,,.,,,2,1,13,268.521.515.777.693
668790,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,232.751.072.755.027
668790,1,8,80,2,,,,2,,2,,2,,.,,,2,1,13,232.751.072.755.027
668790,1,9,80,2,,,,2,,2,,2,,.,,,2,1,13,232.751.072.755.027
668790,1,10,80,2,,,,2,,2,,2,,.,,,2,1,13,232.751.072.755.027
668790,1,11,80,2,,,,2,,2,,2,,.,,,2,1,13,232.751.072.755.027
668797,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,13,137.555.591.504
668797,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,13,137.555.591.504
668799,1,1,80,1,4,3,,2,,2,,,,,4,2,2,1,13,155.462.702.007.972
668799,1,2,80,1,4,3,,2,,2,,,,,4,2,2,1,13,155.462.702.007.972
668799,1,5,80,2,,,,2,,2,,2,,.,,,2,1,13,155.462.702.007.972
668799,1,8,80,2,,,,2,,2,,2,,.,,,2,1,13,155.462.702.007.972
668799,1,9,80,2,,,,2,,2,,2,,.,,,2,1,13,155.462.702.007.972
668803,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,17.562.804.151.142
668803,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,17.562.804.151.142
668860,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,143.827.688.444.805
668860,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,143.827.688.444.805
668860,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,143.827.688.444.805
668860,1,5,80,2,,,,2,,2,,2,,.,,,2,1,13,143.827.688.444.805
668863,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,223.957.521.560.783
668863,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,223.957.521.560.783
668863,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,223.957.521.560.783
668869,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,330.143.399.016.852
668869,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,330.143.399.016.852
668869,1,7,80,2,,,,2,,2,,2,,.,,,2,1,13,330.143.399.016.852
668869,1,8,80,2,,,,2,,2,,2,,.,,,2,1,13,330.143.399.016.852
668869,1,9,80,2,,,,2,,2,,2,,.,,,2,1,13,330.143.399.016.852
668874,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,13,29.461.855.942.032
668904,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,257.996.770.761.862
668908,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,13,256.852.427.492.801
668908,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,256.852.427.492.801
668910,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,332.007.416.593.806
668910,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,332.007.416.593.806
668915,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,13,403.943.114.620.615
668915,1,3,80,2,,,,2,,2,,2,,.,,,2,1,13,403.943.114.620.615
668915,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,403.943.114.620.615
668917,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,307.514.546.372.139
668917,1,4,80,2,,,,2,,2,,2,,.,,,2,1,13,307.514.546.372.139
668917,1,5,80,2,,,,2,,2,,2,,.,,,2,1,13,307.514.546.372.139
668932,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,207.584.208.446.545
668934,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,261.105.948.988.886
668935,1,2,80,2,,,,2,,2,,2,,.,,,2,1,13,289.531.954.271.587
668937,1,2,80,1,4,2,,2,,2,,,,,9,2,2,1,13,222.055.444.507.751
