DIRECTORIO,SECUENCIA_P,ORDEN,REGIS,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,CLASE,INI,DPTO,AREA,fex_c_2011
636264,1,1,80,2,,,,2,,2,,2,,.,,,1,1,5,5,713.891.106.650.789
636264,1,2,80,1,4,2,,2,,2,,,,,9,2,1,1,5,5,713.891.106.650.789
636264,1,3,80,1,4,2,,3,,2,,,,,9,2,1,1,5,5,713.891.106.650.789
636265,1,3,80,2,,,,2,,2,,2,,.,,,1,1,5,5,771.761.549.071.674
636266,1,3,80,1,4,3,,2,,2,,,,,4,2,1,1,5,5,663.635.192.089.216
636270,1,2,80,1,1,8,DESEA DESCANZAR,2,,1,500000,,,,11,2,1,1,5,5,692.927.717.639.348
636272,1,4,80,1,1,1,,2,,2,,,,,2,2,1,1,5,5,689.912.153.731.464
636272,1,5,80,2,,,,2,,2,,2,,.,,,1,1,5,5,689.912.153.731.464
636273,1,2,80,2,,,,2,,2,,2,,.,,,1,1,5,5,646.699.299.164.884
636273,1,3,80,2,,,,2,,2,,2,,.,,,1,1,5,5,646.699.299.164.884
636275,1,3,80,1,1,7,,2,,2,,,,,2,2,1,1,5,5,730.836.851.401.569
636275,1,4,80,2,,,,2,,2,,2,,.,,,1,1,5,5,730.836.851.401.569
636276,1,1,80,2,,,,2,,2,,2,,.,,,1,1,5,5,675.724.000.472.015
636276,1,4,80,2,,,,2,,2,,1,1,,2,,1,1,5,5,675.724.000.472.015
636280,1,2,80,1,4,0,,2,,2,,,1,,1,1,1,1,5,5,777.065.269.876.033
636282,1,1,80,1,4,4,,3,,2,,,,,10,2,1,1,5,5,72.478.361.595.162
636282,1,2,80,2,,,,2,,2,,1,4,,9,,1,1,5,5,72.478.361.595.162
636283,1,3,80,2,,,,2,,2,,2,,.,,,1,1,5,5,691.096.197.005.699
636285,1,2,80,1,4,2,,2,,2,,,,,9,2,1,1,5,5,162.474.752.269.908
636286,1,1,80,1,3,7,,3,,2,,,,,11,2,1,1,5,5,136.859.189.506.973
636286,1,2,80,1,4,2,,2,,2,,,,,9,2,1,1,5,5,136.859.189.506.973
636286,1,3,80,2,,,,2,,2,,2,,.,,,1,1,5,5,136.859.189.506.973
636286,1,4,80,2,,,,2,,2,,2,,.,,,1,1,5,5,136.859.189.506.973
636286,1,5,80,2,,,,2,,2,,2,,.,,,1,1,5,5,136.859.189.506.973
636288,1,2,80,2,,,,2,,2,,2,,.,,,1,1,5,5,179.731.063.922.423
636290,1,1,80,2,,,,2,,2,,2,,.,,,1,1,5,5,140.217.537.917.722
636292,1,1,80,1,1,8,POR CAMBIO DE CIUDAD,2,,2,,,,,3,2,1,1,5,5,155.227.367.091.598
636292,1,2,80,1,4,2,,2,,2,,,,,9,2,1,1,5,5,155.227.367.091.598
636294,1,2,80,1,4,4,,3,,2,,,,,11,2,1,1,5,5,157.502.679.744.354
636295,1,1,80,1,1,6,,2,,2,,,,POR FALTA DE RECURSOS,12,2,1,1,5,5,141.090.594.681.499
636295,1,2,80,1,1,6,,2,,2,,,,FALTA DE RECURSOS,12,2,1,1,5,5,141.090.594.681.499
636295,1,3,80,2,,,,2,,2,,2,,.,,,1,1,5,5,141.090.594.681.499
636303,1,3,80,1,1,7,,2,,2,,,,,2,2,1,1,5,5,720.408.329.565.306
636304,1,2,80,1,1,0,,2,,1,170000,,,,9,2,1,1,5,5,750.028.791.020.765
636306,1,1,80,1,4,4,,3,,2,,,,,11,2,1,1,5,5,778.086.227.912.598
636306,1,3,80,1,1,0,,2,,2,,,,,7,2,1,1,5,5,778.086.227.912.598
636306,1,4,80,2,,,,2,,2,,2,,.,,,1,1,5,5,778.086.227.912.598
636306,1,5,80,2,,,,2,,2,,2,,.,,,1,1,5,5,778.086.227.912.598
636308,1,1,80,1,4,0,,2,,2,,,,,9,2,1,1,5,5,758.442.115.631.082
636310,1,1,80,1,4,4,,3,,2,,,,,10,2,1,1,5,5,869.762.344.517.736
636310,1,2,80,1,3,3,,2,,2,,,,,4,2,1,1,5,5,869.762.344.517.736
636312,1,1,80,1,4,3,,2,,2,,,,,8,2,1,1,5,5,737.324.615.480.163
636313,1,2,80,2,,,,2,,2,,2,,.,,,1,1,5,5,687.623.996.834.989
636314,1,2,80,1,3,2,,2,,2,,,,,9,2,1,1,5,5,696.419.524.819.533
636314,1,3,80,2,,,,2,,2,,2,,.,,,1,1,5,5,696.419.524.819.533
636314,1,5,80,1,4,3,,2,,2,,,,,4,2,1,1,5,5,696.419.524.819.533
636315,1,1,80,2,,,,3,,2,,2,,.,,,1,1,5,5,69.718.448.997.821
636315,1,3,80,2,,,,2,,2,,2,,.,,,1,1,5,5,69.718.448.997.821
636315,1,5,80,2,,,,2,,2,,2,,.,,,1,1,5,5,69.718.448.997.821
636315,2,2,80,1,2,2,,2,,2,,,,,9,2,1,1,5,5,69.718.448.997.821
636318,1,1,80,1,2,6,,2,,2,,,,,8,2,1,1,5,5,718.554.058.295.094
636318,1,3,80,1,2,1,,2,,2,,,,,2,2,1,1,5,5,718.554.058.295.094
636320,1,1,80,1,4,6,,2,,2,,,,,8,2,1,1,5,5,805.213.315.610.338
636322,1,1,80,2,,,,2,,2,,2,,.,,,1,1,5,5,757.245.600.107.805
636322,1,3,80,2,,,,2,,2,,2,,.,,,1,1,5,5,757.245.600.107.805
636322,2,3,80,2,,,,3,,2,,2,,.,,,1,1,5,5,757.245.600.107.805
636327,1,2,80,2,,,,2,,2,,2,,.,,,1,1,5,5,823.134.375.587.518
636327,1,4,80,1,2,1,,2,,2,,,,,2,2,1,1,5,5,823.134.375.587.518
636330,1,1,80,1,4,4,,3,,2,,,,,10,2,1,1,5,5,776.136.835.457.988
636330,1,2,80,1,4,2,,2,,2,,,,,9,2,1,1,5,5,776.136.835.457.988
636331,1,1,80,2,,,,2,,2,,2,,.,,,1,1,5,5,696.399.917.810.058
636332,1,2,80,1,4,2,,2,,2,,,,,9,2,1,1,5,5,784.774.053.508.128
636333,1,1,80,1,4,3,,3,,2,,,,,8,2,1,1,5,5,67.179.516.403.848
636333,1,2,80,1,4,2,,2,,2,,,,,9,2,1,1,5,5,67.179.516.403.848
636334,1,1,80,1,4,6,,2,,2,,,,,8,2,1,1,5,5,776.136.835.457.988
636336,1,1,80,1,4,2,,2,,2,,,,,9,2,1,1,5,5,785.225.241.825.297
636338,1,2,80,2,,,,2,,2,,2,,.,,,1,1,5,5,766.145.342.875.076
636338,1,4,80,2,,,,2,,2,,2,,.,,,1,1,5,5,766.145.342.875.076
636339,1,2,80,1,4,2,,2,,2,,,,,9,2,1,1,5,5,15.592.180.712.574
636340,1,2,80,2,,,,2,,2,,2,,.,,,1,1,5,5,164.383.760.795.935
636340,1,5,80,2,,,,2,,2,,2,,.,,,1,1,5,5,164.383.760.795.935
636346,1,1,80,1,1,8,FALTA  DE  RECURSOS  MONETARIOS,2,,2,,,,FALTA  DE  DINERO,12,2,1,1,5,5,147.461.890.717.554
636346,1,6,80,2,,,,2,,2,,2,,.,,,1,1,5,5,147.461.890.717.554
636346,1,8,80,2,,,,2,,2,,2,,.,,,1,1,5,5,147.461.890.717.554
636346,1,9,80,1,4,4,,3,,2,,,,,10,2,1,1,5,5,147.461.890.717.554
636347,1,1,80,2,,,,2,,2,,2,,.,,,1,1,5,5,200.545.833.357.724
636347,1,3,80,1,4,2,,2,,2,,,,,9,2,1,1,5,5,200.545.833.357.724
636347,1,7,80,2,,,,2,,2,,2,,.,,,1,1,5,5,200.545.833.357.724
636349,1,1,80,1,4,2,,2,,2,,,,,9,2,1,1,5,5,140.911.977.951.864
636350,1,1,80,1,4,4,,3,,2,,,,,10,2,1,1,5,5,155.227.367.091.598
636350,1,2,80,2,,,,2,,2,,2,,.,,,1,1,5,5,155.227.367.091.598
636351,1,1,80,1,2,3,,3,,2,,,,,4,2,1,1,5,5,163.597.993.509.228
636351,1,2,80,1,4,2,,2,,2,,,,,9,2,1,1,5,5,163.597.993.509.228
636352,1,1,80,1,1,4,,3,,2,,,,,10,2,1,1,5,5,857.511.974.789.028
636352,1,2,80,1,3,6,,2,,2,,,,ESPERA  SER  INDEPENDIENTE,12,2,1,1,5,5,857.511.974.789.028
636352,1,3,80,2,,,,2,,2,,2,,.,,,1,1,5,5,857.511.974.789.028
636353,1,2,80,2,,,,2,,2,,2,,.,,,1,1,5,5,72.174.844.503.426
636356,1,2,80,2,,,,2,,2,,2,,.,,,1,1,5,5,687.623.996.834.989
636359,1,2,80,1,3,7,,2,,2,,,2,,5,1,1,1,5,5,575.265.922.468.801
636360,1,1,80,1,4,6,,2,,2,,,,,8,2,1,1,5,5,687.623.996.834.989
636360,1,2,80,1,2,7,,2,,2,,,,EMBARAZO,12,2,1,1,5,5,687.623.996.834.989
636364,1,1,80,2,,,,2,,2,,2,,.,,,1,1,5,5,701.087.689.588.612
636366,1,2,80,2,,,,2,,2,,2,,.,,,1,1,5,5,719.532.615.186.923
636366,1,3,80,2,,,,2,,2,,2,,.,,,1,1,5,5,719.532.615.186.923
636366,1,4,80,2,,,,2,,2,,2,,.,,,1,1,5,5,719.532.615.186.923
636368,1,2,80,1,2,6,,2,,2,,,,,9,2,1,1,5,5,902.636.609.973.087
636370,1,1,80,2,,,,2,,2,,2,,.,,,1,1,5,5,643.227.098.994.174
636372,1,3,80,2,,,,2,,2,,2,,.,,,1,1,5,5,767.976.863.508.725
636374,1,1,80,1,4,4,,3,,2,,,,,10,2,1,1,5,5,776.136.835.457.988
636374,1,2,80,1,4,8,SE CASO,2,,2,,,,,9,2,1,1,5,5,776.136.835.457.988
636375,1,1,80,1,4,4,,3,,2,,,,,10,2,1,1,5,5,75.300.958.602.678
636375,1,6,80,2,,,,2,,2,,2,,.,,,1,1,5,5,75.300.958.602.678
636376,1,2,80,1,4,4,,3,,2,,,,,10,2,1,1,5,5,944.411.939.931.359
636377,1,2,80,1,4,2,,2,,2,,,,,9,2,1,1,5,5,725.712.050.369.665
636377,1,3,80,2,,,,2,,2,,2,,.,,,1,1,5,5,725.712.050.369.665
636379,1,2,80,1,4,0,,2,,2,,,,,9,2,1,1,5,5,914.340.290.158.731
636379,1,3,80,2,,,,2,,2,,2,,.,,,1,1,5,5,914.340.290.158.731
636379,1,5,80,1,3,4,,3,,2,,,,,10,2,1,1,5,5,914.340.290.158.731
636379,1,6,80,1,2,6,,2,,2,,,,,4,2,1,1,5,5,914.340.290.158.731
636384,1,1,80,1,2,2,,2,,2,,,,,9,2,1,1,5,5,785.225.241.825.297
636386,1,2,80,1,3,8,NO NECESITA,2,,2,,,,,9,2,1,1,5,5,164.750.064.922.664
636388,1,4,80,2,,,,2,,2,,2,,.,,,1,1,5,5,145.410.433.167.724
636394,1,3,80,1,4,2,,2,,2,,,,,9,2,1,1,5,5,16.429.243.354.337
636398,1,1,80,1,4,4,,3,,2,,,,,10,2,1,1,5,5,860.274.387.694.674
636398,1,2,80,1,4,8,MUCHO ESTRES,2,,2,,,,,9,2,1,1,5,5,860.274.387.694.674
636399,1,1,80,1,4,8,DESPLAZADOS,3,,2,,,,,8,2,1,1,5,5,72.174.844.503.426
636399,1,2,80,1,1,3,,3,,2,,,,,4,2,1,1,5,5,72.174.844.503.426
636401,1,2,80,1,3,8,CUIDAR ESPOSO ENFERMO,2,,2,,,,,9,2,1,1,5,5,745.181.706.479.232
636404,1,1,80,1,4,2,,3,,2,,,4,,9,1,1,1,5,5,677.831.031.034.007
636405,1,2,80,1,2,2,,2,,2,,,,,9,2,1,1,5,5,720.408.329.565.306
636405,1,3,80,2,,,,2,,2,,2,,.,,,1,1,5,5,720.408.329.565.306
636406,1,3,80,2,,,,2,,2,,2,,.,,,1,1,5,5,720.408.329.565.306
636409,1,2,80,2,,,,2,,2,,2,,.,,,1,1,5,5,646.699.299.164.884
636409,1,3,80,2,,,,2,,2,,2,,.,,,1,1,5,5,646.699.299.164.884
636410,1,6,80,1,2,2,,2,,2,,,,,9,2,1,1,5,5,699.132.207.777.223
636411,1,1,80,1,3,7,,2,,2,,,,,1,2,1,1,5,5,701.087.689.588.612
636412,1,4,80,1,2,6,,2,,2,,,,,9,2,1,1,5,5,721.768.052.043.736
636413,1,1,80,1,4,2,,2,,2,,,,,9,2,1,1,5,5,762.189.677.780.443
636414,1,3,80,2,,,,2,,2,,2,,.,,,1,1,5,5,780.378.157.283.764
636417,1,3,80,1,3,7,,2,,2,,,,,2,2,1,1,5,5,722.388.866.331.828
636418,1,2,80,1,2,7,,2,,2,,,,,8,2,1,1,5,5,872.471.618.444.506
636419,1,3,80,1,1,0,,2,,2,,,,PRIMERO QUIERE ESTUDIAR,12,2,1,1,5,5,738.989.821.813.366
636421,1,1,80,1,4,2,,3,,2,,,,,9,2,1,1,5,5,916.614.611.047.843
636424,1,6,80,2,,,,2,,2,,1,1,,6,,1,1,5,5,7.722.181.853.345
636427,1,3,80,2,,,,2,,2,,2,,.,,,1,1,5,5,738.996.823.350.833
636432,1,2,80,1,4,2,,2,,2,,,,,9,2,1,1,5,5,664.856.211.642.718
636432,1,3,80,1,2,5,,2,,2,,,2,,5,1,1,1,5,5,664.856.211.642.718
636432,1,4,80,2,,,,2,,2,,2,,.,,,1,1,5,5,664.856.211.642.718
636433,1,1,80,1,4,2,,3,,2,,,,,4,2,1,1,5,5,734.328.658.581.754
636433,1,3,80,1,1,5,,2,,2,,,1,,8,1,1,1,5,5,734.328.658.581.754
636433,1,4,80,2,,,,2,,2,,2,,.,,,1,1,5,5,734.328.658.581.754
636435,1,2,80,1,1,7,,2,,2,,,,,9,2,1,1,5,5,784.774.053.508.128
636437,1,2,80,1,4,2,,2,,2,,,,,9,2,1,1,5,5,93.532.353.356.405
636437,1,4,80,1,4,4,,3,,2,,,,,10,2,1,1,5,5,93.532.353.356.405
636439,1,1,80,1,4,2,,2,,2,,,,,9,2,1,1,5,5,894.136.170.975.908
636439,1,4,80,2,,,,2,,2,,2,,.,,,1,1,5,5,894.136.170.975.908
636440,1,3,80,2,,,,2,,2,,1,3,,5,,1,1,5,5,802.350.691.555.961
636443,1,2,80,1,4,0,,2,,2,,,,,1,2,1,1,5,5,753.232.996.926.843
636443,1,3,80,2,,,,2,,2,,2,,.,,,1,1,5,5,753.232.996.926.843
636443,1,4,80,1,1,7,,2,,2,,,,,1,2,1,1,5,5,753.232.996.926.843
636444,1,2,80,1,4,2,,2,,2,,,,,9,2,1,1,5,5,753.423.099.185.076
636444,1,3,80,1,3,7,,2,,2,,,,,2,2,1,1,5,5,753.423.099.185.076
636445,1,4,80,1,4,2,,2,,2,,,,,9,2,1,1,5,5,788.873.337.491.639
636447,1,1,80,2,,,,2,,2,,2,,.,,,1,1,5,5,672.348.488.230.281
636450,1,1,80,1,4,8,LOS PADRES NO LA DEJARON TRABAJAR,2,,2,,,,,9,2,1,1,5,5,77.525.335.625.186
636450,1,3,80,1,3,7,,2,,2,,,1,,1,1,1,1,5,5,77.525.335.625.186
636450,1,5,80,2,,,,2,,2,,2,,.,,,1,1,5,5,77.525.335.625.186
636452,1,3,80,1,1,7,,2,,2,,,1,,4,1,1,1,5,5,792.764.505.020.008
636452,1,4,80,2,,,,2,,2,,2,,.,,,1,1,5,5,792.764.505.020.008
636454,1,5,80,2,,,,2,,2,,2,,.,,,1,1,5,5,964.195.843.944.388
636454,1,6,80,2,,,,2,,2,,2,,.,,,1,1,5,5,964.195.843.944.388
636456,1,2,80,1,2,3,,2,,2,,,,,4,2,1,1,5,5,871.122.269.264.706
636459,1,2,80,1,4,2,,2,,2,,,,,9,2,1,1,5,5,7.815.338.212.841
636459,1,3,80,2,,,,2,,2,,2,,.,,,1,1,5,5,7.815.338.212.841
636470,1,2,80,2,,,,2,,2,,2,,.,,,1,1,5,5,705.231.046.248.248
636472,1,2,80,1,4,2,,2,,2,,,,,9,2,1,1,5,5,689.912.153.731.464
636472,1,4,80,1,1,1,,2,,2,,,,,2,2,1,1,5,5,689.912.153.731.464
636472,1,5,80,2,,,,2,,2,,2,,.,,,1,1,5,5,689.912.153.731.464
636474,1,3,80,2,,,,2,,2,,2,,.,,,1,1,5,5,730.836.851.401.569
636474,1,4,80,2,,,,2,,2,,2,,.,,,1,1,5,5,730.836.851.401.569
636475,1,3,80,2,,,,2,,2,,1,2,,1,,1,1,5,5,798.366.446.619.249
636477,1,2,80,2,,,,2,,2,,2,,.,,,1,1,5,5,62.478.762.134.152
636480,1,1,80,1,4,8,CAMBIO DE  DOMICILIO,2,,2,,,,,8,2,1,1,5,5,856.227.037.213.687
