DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4953629;1;1;1;80;05;1;1;8; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;05;1138,45744671974
4953629;1;2;1;80;05;1;4;5; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;07;05;1138,45744671974
4953630;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;05;1138,45744671974
4953631;1;2;1;80;05;1;4;5; ;2; ; ;9; ;3; ;2; ; ; ; ;3;1;07;05;1155,64792071538
4953635;1;1;1;80;05;1;1;9;CAMBIO DE RESIDENCIA;2; ; ;9; ;2; ;2; ;2; ;828116;2;1;07;05;1420,87823851371
4953636;1;2;1;80;05;2; ; ; ; ;1;1;2; ;2; ;2; ; ; ; ;2;1;07;05;951,271537999463
4953636;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;07;05;951,271537999463
4953637;1;1;1;80;05;1;4;8; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;07;05;1201,98823190387
4953637;1;2;1;80;05;1;1;8; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;05;1201,98823190387
4953640;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;05;1097,44124242246
4953640;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;07;05;1097,44124242246
4953641;1;3;1;80;05;1;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;07;05;1037,58721530285
4953644;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;05;1085,00897030608
4953644;1;3;1;80;05;1;2;4; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;05;1085,00897030608
4953644;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;1000000;2;1;07;05;1085,00897030608
4953644;1;5;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;05;1085,00897030608
4953645;1;1;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;05;1157,46605259007
4953646;1;1;1;80;05;1;4;4; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;05;1138,45744671974
4953648;1;1;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;05;999,958594749735
4953648;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;07;05;999,958594749735
4953649;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;07;05;982,845783060603
4953649;1;5;1;80;05;1;4;4; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;05;982,845783060603
4953649;1;7;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;07;05;982,845783060603
4953650;1;1;1;80;05;1;4;9;CAMBIO DE CIUDAD;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;05;1201,98823190387
4953650;1;2;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;05;1201,98823190387
4953653;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;07;05;974,056430118727
4953654;1;1;1;80;05;1;4;3; ;2; ; ;11; ;1; ;2; ; ; ; ;2;1;07;05;1138,45744671974
4953655;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;05;1214,59448874329
4953656;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;828116;2;1;07;05;955,436415435939
4953657;1;2;1;80;05;1;1;3; ;1; ;1;9; ;2; ;2; ;1;48;828116;2;1;07;05;1141,79252737103
4953657;1;4;1;80;05;1;4;9;EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;05;1141,79252737103
4953659;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;05;1097,22343428292
4953659;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;05;1097,22343428292
4953660;1;2;1;80;05;1;1;8; ;1; ;2;6; ;1; ;1;143000;1;24;828116;2;1;07;05;1439,32735883126
4953661;1;1;1;80;05;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;05;1082,10939461665
4953661;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;05;1082,10939461665
4953663;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;05;1439,32735883126
4953664;1;1;1;80;05;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;07;05;1201,98823190387
4953664;1;2;1;80;05;1;4;7; ;2; ; ;9; ;3; ;2; ;1;48;800000;3;1;07;05;1201,98823190387
4953665;1;5;1;80;05;2; ; ; ; ;1;1;5; ;2; ;2; ; ; ; ;2;1;07;05;841,40044162685
4953666;1;4;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;05;1095,45221618254
4953667;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;05;974,056430118727
4953667;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;05;974,056430118727
4953667;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;07;05;974,056430118727
4953671;1;1;1;80;05;1;1;9;PARA VENIRSE PARA COLOMBIA;2; ; ;12;APENAS SE ESTA INSTALANDO;2; ;2; ;1;48;1000000;2;1;07;05;1402,25822383092
4953671;1;2;1;80;05;1;3;1; ;2; ; ;9; ;2; ;2; ;1;48;1000000;2;1;07;05;1402,25822383092
4953673;1;5;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;05;1209,91910258466
4953674;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;07;05;955,436415435939
4953675;1;2;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;05;923,821552726182
4953675;1;4;1;80;05;1;3;2; ;2; ; ;2; ;2;2;2; ; ; ; ;1;1;07;05;923,821552726182
4953675;1;5;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;07;05;923,821552726182
