DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4953631;1;3;1;70;05;52;48;1; ;2;52;1; ;2;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;1500000;1;2;16;30;51;1;2;5132;07;05;1155,64792071538
4953634;1;1;1;70;05;2;48;1; ;2;2;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;413000;828116;2; ;79;79;18;1;1;1810;07;05;1160,80113324136
4953652;1;1;1;70;05;4;48;1; ;2;4;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;828116;2; ;45;59;18;1;1;1810;07;05;1465,78900901504
4953656;1;1;1;70;05;24;48;1; ;2;24;1; ;4;1;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1600000;1;1;83;95;45;1;2;4530;07;05;955,436415435939
4953665;1;4;1;70;05;8;48;1; ;2;8;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;44;39;74;1;1;7413;07;05;841,40044162685
4953673;1;2;1;70;05;52;48;1; ;2;60;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;55;55;74;1;2;7493;07;05;1209,91910258466
4953687;1;2;1;70;05;24;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828000; ; ;33; ; ;1;2; ;07;05;1060,20121305689
4953689;1;2;1;70;05;28;48;1; ;2;28;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;97;97;55;1;2;5521;07;05;1115,89036274002
4953689;1;3;1;70;05;4;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ;45; ; ;1;1; ;07;05;1115,89036274002
4953713;1;3;1;70;05;240;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;97; ; ;1;2; ;07;05;938,245941440302
4953716;1;2;1;70;05;10;48;4; ;2;10;1; ;1;2;2; ; ; ; ;1; ; ; ; ; ; ;2; ;828116;2; ;98;93;45;1;1;4552;07;05;1201,98823190387
4953722;1;3;1;70;05;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;39;39;65;1;1;6512;07;05;1064,7854302131
4953730;1;2;1;70;05;2;48;1; ;2;60;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;55;55;74;1;1;7491;07;05;2086,86015756196
4953731;1;3;1;70;05;52;48;1; ;2;52;2; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;38;38;74;1;2;7499;07;05;1137,79854429978
4953732;1;2;1;70;05;4;48;1; ;2;5;5; ;4;2;6; ; ; ; ; ; ; ; ; ; ;1;1;2600000;2000000;2; ;95;95;45;1;1;4521;07;05;2302,12740711834
4953738;1;3;1;70;05;2;48;1; ;2;28;3; ;1;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;54;95;1;1;9500;07;05;1701,34323562998
4953742;1;2;1;70;05;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;55; ; ;1;2; ;07;05;1111,72548530354
4953756;1;3;1;70;05;52;48;1; ;2;12;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1100000;2; ;03;03;18;1;2;1810;07;05;1138,45744671974
4953758;1;3;1;70;05;20;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;45; ; ;1;2; ;07;05;955,436415435939
4953759;1;4;1;70;05;85;48;1; ;2;65;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;32;32;52;1;2;5221;07;05;787,140832630867
4953766;1;3;1;70;05;8;48;1; ;2;8;1; ;8;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;97;97;51;1;1;5125;07;05;1169,68371824196
4953768;1;2;1;70;05;8;48;1; ;2;8;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;59;59;85;1;1;8531;07;05;955,436415435939
4953769;1;4;1;70;05;16;48;1; ;2;16;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;34;84;34;1;2;3410;07;05;1110,73715021404
4953775;1;1;1;70;05;24;48;4; ;2;36;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;77;79;45;1;2;4552;07;05;1060,20121305689
4953783;1;2;1;70;05;16;48;1; ;2;16;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1400000;2; ;39;39;29;1;2;2929;07;05;1041,19260718656
4953786;1;5;1;70;05;40;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;38; ; ;1;2; ;07;05;1295,67529433528
4953798;1;1;1;70;05;4;48;1; ;2;4;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;1;828116;828116;2; ;33;11;75;1;1;7530;07;05;1170,43185584172
4953811;1;2;1;70;05;10;48;1; ;2;10;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;95;85;92;1;1;9249;07;05;1138,45744671974
4953813;1;3;1;70;05;4;48;1; ;2;1;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;37;37;64;1;1;6412;07;05;1138,45744671974
4953821;1;2;1;70;05;52;48;1; ;2;202;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;55;45;52;1;2;5233;07;05;1078,82122773967
4953830;1;1;1;70;05;4;48;5; ;2;156;1; ;5;2;1; ; ; ; ; ; ; ; ;1;YA ES PENSIONADA; ;2; ;828116;3; ;21;39;45;1;1;4559;07;05;1373,10838663807
4953835;1;2;1;70;05;52;48;1; ;2;4;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;1;100000;828116;2; ;80;79;25;1;2;2529;07;05;1176,08606727286
4953837;1;2;1;70;05;12;48;4; ;2;15;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;59;59;92;1;1;9233;07;05;1454,69970095221
4953838;1;3;1;70;05;4;24;1; ;2;4;4; ;1;2;1; ; ; ; ;1; ; ; ; ; ; ;1;1350000;1500000;2; ;05;05;74;1;1;7414;07;05;1082,7990455688
4953841;1;4;1;70;05;12;48;1; ;2;104;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;13;30;80;1;1;8042;07;05;1434,17414630529
4953843;1;2;1;70;05;104;60;4; ;2;104;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;83;84;11;1;2;1110;07;05;1157,07746140253
4953844;1;2;1;70;05;52;48;1; ;2;52;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;55;45;52;1;2;5233;07;05;1528,93120301163
4953845;1;2;1;70;05;2;48;3; ;2;2;3; ;1;2;9;POR COBERTURA; ; ; ; ; ; ; ; ; ;1;1;900000;828116;2; ;54;54;95;1;1;9500;07;05;955,436415435939
4953848;1;2;1;70;05;16;48;2; ;2;16;1; ;7;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;12000000;2; ;13;13;80;1;2;8043;07;05;1111,12574140158
4953853;1;2;1;70;05;8;48;4; ;2;8;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;53;55;1;1;5529;07;05;1404,1071042378
4953853;1;3;1;70;05;8;48;4; ;2;3;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;1;360000;828116;2; ;53;84;50;1;1;5040;07;05;1404,1071042378
4953860;1;1;1;70;05;96;48;1; ;2;120;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;55;55;74;1;2;7493;07;05;891,905630251814
4953861;1;1;1;70;05;8;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;45;32;51;1;1;5155;07;05;1123,73199824101
4953864;1;1;1;70;05;52;48;1; ;2;52;1; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;828116;2; ;53;54;85;1;2;8532;07;05;1297,49342620997
4953864;1;2;1;70;05;1;48;1; ;2;2;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;828116;2; ;53;45;51;1;1;5135;07;05;1297,49342620997
4953865;1;2;1;70;05;50;48;1; ;2;99;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;54;55;1;2;5511;07;05;1420,87823851371
4953872;1;1;1;70;05;4;48;3; ;2;48;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;1;50000;828116;2; ;54;55;80;1;1;8050;07;05;1037,58721530285
4953873;1;1;1;70;05;12;48;1; ;2;18;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;1;70000;828116;2; ;55;55;92;1;1;9219;07;05;1151,52995705322
4953890;1;2;1;70;05;52;48;1; ;2;52;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;33;79;18;1;2;1810;07;05;1018,96720062006
4953891;1;6;1;70;05;2;48;1; ;2;24;4; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;39;75;1;1;7512;07;05;1164,99675921002
4953898;1;4;1;70;05;104;48;4; ;2;104;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;57;71;13;1;2;1320;07;05;951,442432364693
4953901;1;6;1;70;05;4;48;1; ;2;4;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;1;150000;828116;2; ;45;59;18;1;1;1810;07;05;1420,78500645498
4953936;1;3;1;70;08;52;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;98;828000;2; ;55;45;92;1;2;9242;07;08;595,286026208552
4953938;1;3;1;70;08;12;30;1; ;2;12;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;816000;2; ;03;39;85;1;1;8511;07;08;574,728327041327
4953942;1;4;1;70;08;24;48;1; ;2;84;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;55;45;52;1;2;5239;07;08;629,145740146962
4953942;1;6;1;70;08;28;48;1; ;2;28;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;03;03;45;1;2;4542;07;08;629,145740146962
4953945;1;1;1;70;08;12;48;1; ;2;20;1; ;7;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;45;97;24;1;1;2424;07;08;531,210913311717
4953945;1;2;1;70;08;2;48;3; ;2;2;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;1;300000;98;2; ;54;53;55;1;1;5521;07;08;531,210913311717
4953952;1;3;1;70;08;104;48;1; ;2;104;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;45;13;80;1;2;8011;07;08;647,586291341773
