Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3310576;1;1;1;80;17;1;4;4; ;3; ;2; ; ; ; ;4;2;1;10;17;188,055295473917
3310576;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;188,055295473917
3310577;1;2;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;17;202,285747750444
3310578;1;2;1;80;17;2; ; ; ;2; ;2; ;1;1; ;9; ;1;10;17;168,609424050447
3310578;1;3;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;17;168,609424050447
3310578;1;4;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;17;168,609424050447
3310578;1;5;1;80;17;1;4;3; ;2; ;2; ; ; ; ;8;2;1;10;17;168,609424050447
3310579;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;184,074993976875
3310580;1;1;1;80;17;1;4;3; ;2; ;2; ; ; ; ;11;2;1;10;17;184,618711658389
3310581;1;3;1;80;17;1;2;4; ;2; ;2; ; ; ; ;4;2;1;10;17;212,10528266115
3310582;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;159,167311324612
3310582;1;4;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;17;159,167311324612
3310584;1;1;1;80;17;1;2;7; ;3; ;2; ; ; ; ;11;2;1;10;17;185,305642329958
3310584;1;2;1;80;17;1;4;7; ;3; ;2; ; ; ; ;9;2;1;10;17;185,305642329958
3310585;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;169,269995994214
3310585;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;169,269995994214
3310587;1;3;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;17;165,833412178686
3310589;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;10;17;184,074993976875
3310590;1;2;1;80;17;1;2;3; ;2; ;2; ; ;1; ;9;1;1;10;17;164,665652383688
3310591;1;1;1;80;17;1;4;8; ;3; ;2; ; ; ; ;8;2;1;10;17;195,781279887613
3310591;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;195,781279887613
3310592;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;162,60389514014
3310592;1;4;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;17;162,60389514014
3310594;1;2;1;80;17;1;4;6; ;2; ;2; ; ; ; ;4;2;1;10;17;165,922659464573
3310595;1;2;1;80;17;2; ; ; ;2; ;2; ;1;4; ;7; ;1;10;17;157,999551529614
3310595;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;157,999551529614
3310595;1;4;1;80;17;2; ; ; ;2; ;2; ;1;1; ;8; ;1;10;17;157,999551529614
3310596;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;172,037066561972
3310596;1;5;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;172,037066561972
3310596;1;6;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;172,037066561972
3310596;1;7;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;17;172,037066561972
3310596;1;8;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;17;172,037066561972
3310596;1;9;1;80;17;1;4;4; ;2; ;2; ; ; ; ;4;2;1;10;17;172,037066561972
3310597;1;1;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;10;17;205,061759622205
3310598;1;2;1;80;17;2; ; ; ;2; ;2; ;1;1; ;2; ;1;10;17;143,907842946323
3310602;1;1;1;80;17;1;2;4; ;3; ;2; ; ; ; ;4;2;1;10;17;187,902166991611
3310602;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;187,902166991611
3310602;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;187,902166991611
3310604;1;2;1;80;17;1;1;7; ;2; ;2; ; ; ; ;9;2;1;10;17;373,640355648032
3310604;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;373,640355648032
3310604;1;4;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;17;373,640355648032
3310604;1;8;1;80;17;1;1;3; ;2; ;2; ; ; ; ;9;2;1;10;17;373,640355648032
3310606;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;10;17;179,834880837755
3310606;1;3;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;17;179,834880837755
3310607;1;1;1;80;17;1;4;5; ;3; ;2; ; ;4; ;8;1;1;10;17;173,989945618428
3310607;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;10;17;173,989945618428
3310607;1;4;1;80;17;1;1;6; ;2; ;2; ; ; ; ;8;2;1;10;17;173,989945618428
3310609;1;3;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;17;217,832398389382
3310612;1;1;1;80;73;1;4;6; ;3; ;2; ; ; ; ;8;2;1;10;73;295,220402741222
3310612;1;2;1;80;73;1;4;3; ;2; ;2; ; ; ; ;9;2;1;10;73;295,220402741222
3310618;1;3;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;73;285,908739681936
3310621;1;2;1;80;73;2; ; ; ;2; ;2; ;1;2; ;2; ;1;10;73;261,314886402669
3310621;1;3;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;73;261,314886402669
3310622;1;1;1;80;73;1;2;4; ;2; ;2; ; ; ; ;8;2;1;10;73;160,045460164272
3310622;1;2;1;80;73;1;4;7; ;2; ;2; ; ; ; ;9;2;1;10;73;160,045460164272
3310622;1;4;1;80;73;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;73;160,045460164272
3310624;1;2;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;73;214,113468837869
3310624;1;3;1;80;73;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;73;214,113468837869
3310625;1;2;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;73;159,856032966549
3310626;1;1;1;80;73;1;4;5; ;3; ;2; ; ; ; ;11;2;1;10;73;295,466090198895
3310626;2;2;2;80;73;1;4;3; ;2; ;2; ; ; ; ;9;2;1;10;73;295,466090198895
3310667;1;2;1;80;76;1;4;3; ;2; ;2; ; ; ; ;9;2;1;10;76;1006,1155139149
3310671;1;3;1;80;76;1;4;6; ;2; ;2; ; ;4; ;8;1;1;10;76;1188,15093618559
3310678;1;4;1;80;76;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;76;1231,10398058596
3310679;1;1;1;80;76;1;1;8; ;2; ;2; ; ; ; ;8;2;1;10;76;810,652328051641
3310684;1;3;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;76;988,67420063862
3310689;1;4;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;76;638,579132623877
3310690;1;1;1;80;76;1;4;4; ;2; ;2; ; ;2; ;4;1;1;10;76;815,856580959724
3310700;1;2;1;80;76;1;4;3; ;2; ;2; ; ; ; ;9;2;1;10;76;780,703673767791
3310700;1;3;1;80;76;1;2;4; ;2; ;2; ; ; ; ;11;2;1;10;76;780,703673767791
3310700;1;4;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;76;780,703673767791
3310702;1;2;1;80;76;1;1;4; ;2; ;2; ; ; ; ;4;2;1;10;76;876,932265359798
3310716;1;3;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;52;185,363492237351
3310717;1;1;1;80;52;1;3;4; ;3; ;2; ; ; ; ;10;2;1;10;52;235,504385626999
3310717;1;2;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;52;235,504385626999
3310717;1;4;1;80;52;1;2;6; ;2; ;2; ; ; ; ;9;2;1;10;52;235,504385626999
3310718;1;2;1;80;52;1;4;7; ;2; ;2; ; ; ; ;8;2;1;10;52;137,166090151743
3310718;1;4;1;80;52;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;52;137,166090151743
3310719;1;1;1;80;52;1;4;4; ;2; ;2; ; ; ; ;8;2;1;10;52;121,029254532026
3310723;1;2;1;80;52;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;52;319,80377315622
3310726;1;1;1;80;52;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;52;88,7867463876449
3310726;1;2;1;80;52;1;4;1; ;3; ;2; ; ; ; ;8;2;1;10;52;88,7867463876449
3310726;1;3;1;80;52;1;2;5; ;3; ;2; ; ; ; ;10;2;1;10;52;88,7867463876449
3310727;1;2;1;80;52;1;1;3; ;2; ;2; ; ; ; ;9;2;1;10;52;234,607299279245
3310727;1;3;1;80;52;1;1;7; ; ; ;2; ; ; ; ;2;2;1;10;52;234,607299279245
3310728;1;1;1;80;52;1;2;7; ;3; ;2; ; ; ; ;10;2;1;10;52;144,812405016559
3310728;1;2;1;80;52;1;2;7; ;2; ;2; ; ; ; ;8;2;1;10;52;144,812405016559
3310730;1;1;1;80;05;1;4;3; ;2; ;2; ; ; ; ;11;2;1;10;05;1050,38639202245
3310731;1;2;1;80;05;1;4;3; ;1;1;2; ; ;4; ;9;1;1;10;05;567,868886211523
3310731;1;4;1;80;05;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;05;567,868886211523
3310731;1;6;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;05;567,868886211523
3310735;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;05;973,541050517895
3310735;1;3;1;80;05;1;1;8; ; ; ;2; ; ; ; ;8;2;1;10;05;973,541050517895
3310737;1;3;1;80;05;2; ; ; ;2; ;2; ;1;1; ;2; ;1;10;05;905,866371115021
3310737;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;05;905,866371115021
3310738;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;05;1101,3646980056
3310743;1;3;1;80;05;1;2;8; ;2; ;2; ; ;1; ;2;1;1;10;05;883,880503287884
3310743;1;5;1;80;05;1;4;3; ;2; ;2; ; ; ; ;8;2;1;10;05;883,880503287884
3310746;1;3;1;80;05;1;4;3; ;2; ;2; ; ;4; ;9;1;1;10;05;1086,68918748037
3310747;1;1;1;80;05;1;4;3; ;2; ;2; ; ; ; ;9;2;1;10;05;701,310808268741
3310747;1;2;1;80;05;1;1;5; ;3; ;2; ; ; ; ;11;2;1;10;05;701,310808268741
3310747;1;3;1;80;05;1;4;8; ;2; ;2; ; ; ; ;9;2;1;10;05;701,310808268741
3310750;1;2;1;80;05;1;1;2; ;2; ;2; ; ; ; ;2;2;1;10;05;830,504524001096
3310751;1;4;1;80;05;1;4;8; ;2; ;2; ; ; ; ;9;2;1;10;05;1081,63945147247
3310753;1;1;1;80;50;1;2;2; ;2; ;2; ; ; ; ;2;2;1;10;50;153,874735128399
3310755;1;1;1;80;50;2; ; ; ;3; ;2; ;2; ;.; ; ;1;10;50;162,634636639948
3310755;1;2;1;80;50;1;3;6; ;2; ;2; ; ; ; ;9;2;1;10;50;162,634636639948
3310758;1;3;1;80;50;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;50;215,469946195207
3310760;1;3;1;80;50;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;50;124,818636447096
3310760;1;4;1;80;50;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;50;124,818636447096
3310765;1;1;1;80;50;1;2;8; ;2; ;2; ; ; ; ;11;2;1;10;50;379,321562040729
3310766;1;2;1;80;50;1;2;3; ;2; ;2; ; ; ; ;9;2;1;10;50;228,323001650362
3310766;1;4;1;80;50;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;50;228,323001650362
3310766;1;5;1;80;50;1;1;3; ;2; ;2; ; ; ; ;9;2;1;10;50;228,323001650362
3310767;1;1;1;80;50;1;4;7; ;2; ;2; ; ; ; ;4;2;1;10;50;426,844656386559
3310767;1;2;1;80;50;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;50;426,844656386559
3310767;1;3;1;80;50;1;1;8; ;2; ;2; ; ; ; ;9;2;1;10;50;426,844656386559
3310769;1;5;1;80;66;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;66;304,894779034814
3310770;1;2;1;80;66;1;3;3; ;2; ;2; ; ; ; ;9;2;1;10;66;304,894779034814
3310770;1;3;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;66;304,894779034814
3310770;1;4;1;80;66;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;66;304,894779034814
3310773;1;1;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;66;259,951725846854
3310773;1;2;1;80;66;1;3;7; ;2; ;2; ; ; ; ;9;2;1;10;66;259,951725846854
3310773;1;3;1;80;66;1;3;5; ;3; ;2; ; ; ; ;10;2;1;10;66;259,951725846854
3310776;1;2;1;80;66;1;4;3; ;2; ;2; ; ; ; ;11;2;1;10;66;301,025651338891
3310778;1;2;1;80;66;1;4;3; ;2; ;2; ; ; ; ;9;2;1;10;66;317,51598789087
3310778;1;3;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;66;317,51598789087
3310779;1;1;1;80;66;1;4;3; ;2; ;2; ; ; ; ;9;2;1;10;66;288,736019892325
3310780;1;3;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;66;317,083153200446
3310780;1;4;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;66;317,083153200446
3310781;1;1;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;66;288,736019892325
3310782;1;1;1;80;66;1;4;3; ;2; ;2; ; ; ; ;9;2;1;10;66;371,968837723391
3310783;1;2;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;66;252,182610418608
3310784;1;3;1;80;66;1;1;7; ;2; ;2; ; ; ; ;11;2;1;10;66;272,054376382414
